
[00:00:00.000 --> 00:00:00.140]  
[00:00:00.140 --> 00:00:13.130]   Music
[00:03:05.030 --> 00:03:05.250]   war
[00:03:05.250 --> 00:03:05.510]   was
[00:03:05.510 --> 00:03:05.980]   over
[00:03:05.980 --> 00:03:06.160]   and
[00:03:06.160 --> 00:03:06.710]   everything
[00:03:06.710 --> 00:03:06.930]   was
[00:03:06.930 --> 00:03:07.370]   handed
[00:03:07.370 --> 00:03:07.730]   back
[00:03:07.730 --> 00:03:08.250]   the
[00:03:08.250 --> 00:03:08.320]   rates
[00:03:08.320 --> 00:03:08.390]   of
[00:03:08.390 --> 00:03:08.760]   those
[00:03:08.760 --> 00:03:09.350]   diseases
[00:03:09.350 --> 00:03:09.640]   went
[00:03:09.640 --> 00:03:10.230]   straight
[00:03:10.230 --> 00:03:10.520]   back
[00:03:10.520 --> 00:03:11.000]   up
[00:03:11.000 --> 00:03:11.000]  .
[00:03:11.000 --> 00:03:11.630]   Right
[00:03:11.630 --> 00:03:12.000]  .
[00:03:12.000 --> 00:03:12.600]   But
[00:03:12.600 --> 00:03:12.940]   something
[00:03:12.940 --> 00:03:13.090]   an
[00:03:13.090 --> 00:03:13.400]   even
[00:03:13.400 --> 00:03:13.870]   bigger
[00:03:13.870 --> 00:03:14.260]   piece
[00:03:14.260 --> 00:03:14.670]   of
[00:03:14.670 --> 00:03:15.040]   evidence
[00:03:15.040 --> 00:03:15.370]   and
[00:03:15.370 --> 00:03:15.660]   there
[00:03:15.660 --> 00:03:15.810]  's
[00:03:15.810 --> 00:03:16.200]   there
[00:03:16.200 --> 00:03:16.350]  's
[00:03:16.350 --> 00:03:16.530]   so
[00:03:16.530 --> 00:03:16.800]   many
[00:03:16.800 --> 00:03:17.110]   in
[00:03:17.110 --> 00:03:17.270]   this
[00:03:17.270 --> 00:03:17.660]   movie
[00:03:17.660 --> 00:03:17.830]   it
[00:03:17.830 --> 00:03:17.960]  's
[00:03:17.960 --> 00:03:18.270]   just
[00:03:18.270 --> 00:03:18.840]   amazing
[00:03:18.840 --> 00:03:19.070]   but
[00:03:19.070 --> 00:03:19.220]   an
[00:03:19.220 --> 00:03:19.510]   even
[00:03:19.510 --> 00:03:19.970]   bigger
[00:03:19.970 --> 00:03:20.130]   is
[00:03:20.130 --> 00:03:20.290]   in
[00:03:20.290 --> 00:03:20.670]   China
[00:03:20.670 --> 00:03:20.820]   in
[00:03:20.820 --> 00:03:22.020]   1973
[00:03:22.020 --> 00:03:22.480]   the
[00:03:22.480 --> 00:03:22.900]   emperor
[00:03:22.900 --> 00:03:23.090]   at
[00:03:23.090 --> 00:03:23.350]   the
[00:03:23.350 --> 00:03:23.900]   time
[00:03:23.900 --> 00:03:23.980]   got
[00:03:23.980 --> 00:03:24.450]   liver
[00:03:24.450 --> 00:03:24.990]   cancer
[00:03:24.990 --> 00:03:25.000]  .
[00:03:25.000 --> 00:03:25.000]  
[00:03:25.000 --> 00:03:25.250]   And
[00:03:25.250 --> 00:03:25.670]   one
[00:03:25.670 --> 00:03:25.670]   of
[00:03:25.670 --> 00:03:25.920]   his
[00:03:25.920 --> 00:03:26.260]   last
[00:03:26.260 --> 00:03:27.010]   wishes
[00:03:27.010 --> 00:03:27.130]   was
[00:03:27.130 --> 00:03:27.190]   to
[00:03:27.190 --> 00:03:27.710]   really
[00:03:27.710 --> 00:03:27.950]   for
[00:03:27.950 --> 00:03:28.200]   his
[00:03:28.200 --> 00:03:28.820]   country
[00:03:28.820 --> 00:03:28.960]   to
[00:03:28.960 --> 00:03:29.550]   get
[00:03:29.550 --> 00:03:29.880]   into
[00:03:29.880 --> 00:03:30.230]   studying
[00:03:30.230 --> 00:03:30.660]   about
[00:03:30.660 --> 00:03:31.160]   cancer
[00:03:31.160 --> 00:03:31.490]   what
[00:03:31.490 --> 00:03:31.840]   what
[00:03:31.840 --> 00:03:32.090]   the
[00:03:32.090 --> 00:03:32.530]   deal
[00:03:32.530 --> 00:03:32.680]   was
[00:03:32.680 --> 00:03:33.000]  .
[00:03:33.000 --> 00:03:33.130]   So
[00:03:33.130 --> 00:03:33.530]   he
[00:03:33.530 --> 00:03:34.160]   commissioned
[00:03:34.160 --> 00:03:34.280]   a
[00:03:34.280 --> 00:03:34.670]   pretty
[00:03:34.670 --> 00:03:35.270]   large
[00:03:35.270 --> 00:03:35.410]   study
[00:03:35.410 --> 00:03:35.550]   of
[00:03:35.550 --> 00:03:35.770]   the
[00:03:35.770 --> 00:03:36.140]   whole
[00:03:36.140 --> 00:03:36.280]   of
[00:03:36.280 --> 00:03:36.650]   China
[00:03:36.650 --> 00:03:36.870]   for
[00:03:36.870 --> 00:03:37.230]   like
[00:03:37.230 --> 00:03:37.520]   a
[00:03:37.520 --> 00:03:37.590]   five
[00:03:37.590 --> 00:03:37.820]   year
[00:03:37.820 --> 00:03:38.250]   period
[00:03:38.250 --> 00:03:38.390]   to
[00:03:38.390 --> 00:03:39.210]   basically
[00:03:39.210 --> 00:03:39.270]   see
[00:03:39.270 --> 00:03:39.560]   what
[00:03:39.560 --> 00:03:39.850]   type
[00:03:39.850 --> 00:03:39.990]   of
[00:03:39.990 --> 00:03:40.430]   people
[00:03:40.430 --> 00:03:40.570]   in
[00:03:40.570 --> 00:03:40.940]   China
[00:03:40.940 --> 00:03:41.260]   get
[00:03:41.260 --> 00:03:41.300]   it
[00:03:41.300 --> 00:03:41.520]   and
[00:03:41.520 --> 00:03:41.810]   what
[00:03:41.810 --> 00:03:42.250]   people
[00:03:42.250 --> 00:03:42.550]   don
[00:03:42.550 --> 00:03:42.610]  't
[00:03:42.610 --> 00:03:43.000]  .
[00:03:43.000 --> 00:03:43.450]   So
[00:03:43.450 --> 00:03:43.680]   they
[00:03:43.680 --> 00:03:43.750]   did
[00:03:43.750 --> 00:03:43.790]   a
[00:03:43.790 --> 00:03:44.050]   very
[00:03:44.050 --> 00:03:44.690]   detailed
[00:03:44.690 --> 00:03:45.040]   study
[00:03:45.040 --> 00:03:45.340]   with
[00:03:45.340 --> 00:03:45.640]   over
[00:03:45.640 --> 00:03:46.100]   60
[00:03:46.100 --> 00:03:46.220]  ,
[00:03:46.220 --> 00:03:47.070]  000
[00:03:47.070 --> 00:03:47.630]   statistic
[00:03:47.630 --> 00:03:48.000]  ians
[00:03:48.000 --> 00:03:48.000]  .
[00:03:48.000 --> 00:03:48.770]   Statistics
[00:03:48.770 --> 00:03:49.000]  .
[00:03:49.000 --> 00:03:49.410]   Well
[00:03:49.410 --> 00:03:50.440]   statistics
[00:03:50.440 --> 00:03:50.910]   do
[00:03:50.910 --> 00:03:50.950]   you
[00:03:50.950 --> 00:03:51.450]   call
[00:03:51.450 --> 00:03:52.000]   people
[00:03:52.000 --> 00:03:52.000]  .
[00:03:52.000 --> 00:03:52.000]  
[00:03:52.000 --> 00:03:52.420]   Stat
[00:03:52.420 --> 00:03:52.950]  istic
[00:03:52.950 --> 00:03:53.440]  ians
[00:03:53.440 --> 00:03:53.580]   or
[00:03:53.580 --> 00:03:54.550]   statistic
[00:03:54.550 --> 00:03:55.000]  ians
[00:03:55.000 --> 00:03:55.000]  .
[00:03:55.000 --> 00:03:55.160]   Stat
[00:03:55.160 --> 00:03:55.350]  istic
[00:03:55.350 --> 00:03:55.510]  ians
[00:03:55.510 --> 00:03:55.660]   yeah
[00:03:55.660 --> 00:03:55.900]   60
[00:03:55.900 --> 00:03:55.980]  ,
[00:03:55.980 --> 00:03:56.340]  000
[00:03:56.340 --> 00:03:56.680]   statistic
[00:03:56.680 --> 00:03:56.830]  ians
[00:03:56.830 --> 00:03:57.000]  .
[00:03:57.000 --> 00:03:57.650]   Right
[00:03:57.650 --> 00:03:58.000]  .
[00:03:58.000 --> 00:03:58.130]   So
[00:03:58.130 --> 00:03:58.390]   they
[00:03:58.390 --> 00:03:58.660]   they
[00:03:58.660 --> 00:03:59.230]   basically
[00:03:59.230 --> 00:03:59.690]   plotted
[00:03:59.690 --> 00:03:59.900]   all
[00:03:59.900 --> 00:04:00.060]   the
[00:04:00.060 --> 00:04:00.640]   instances
[00:04:00.640 --> 00:04:00.770]   of
[00:04:00.770 --> 00:04:00.980]   all
[00:04:00.980 --> 00:04:01.150]   the
[00:04:01.150 --> 00:04:01.730]   different
[00:04:01.730 --> 00:04:02.310]   cancers
[00:04:02.310 --> 00:04:02.340]   in
[00:04:02.340 --> 00:04:02.630]   China
[00:04:02.630 --> 00:04:02.900]   over
[00:04:02.900 --> 00:04:03.150]   five
[00:04:03.150 --> 00:04:03.410]   year
[00:04:03.410 --> 00:04:03.990]   period
[00:04:03.990 --> 00:04:04.180]   and
[00:04:04.180 --> 00:04:04.290]   put
[00:04:04.290 --> 00:04:04.370]   put
[00:04:04.370 --> 00:04:04.730]   flags
[00:04:04.730 --> 00:04:04.880]   on
[00:04:04.880 --> 00:04:04.930]   a
[00:04:04.930 --> 00:04:05.070]   map
[00:04:05.070 --> 00:04:05.260]   for
[00:04:05.260 --> 00:04:05.450]   all
[00:04:05.450 --> 00:04:05.640]   the
[00:04:05.640 --> 00:04:06.230]   different
[00:04:06.230 --> 00:04:06.670]   cancers
[00:04:06.670 --> 00:04:07.000]  .
[00:04:07.000 --> 00:04:07.210]   And
[00:04:07.210 --> 00:04:07.280]   it
[00:04:07.280 --> 00:04:07.450]   was
[00:04:07.450 --> 00:04:07.560]   it
[00:04:07.560 --> 00:04:07.850]   was
[00:04:07.850 --> 00:04:08.140]   amazing
[00:04:08.140 --> 00:04:08.370]   that
[00:04:08.370 --> 00:04:08.420]   I
[00:04:08.420 --> 00:04:08.660]   mean
[00:04:08.660 --> 00:04:08.760]   we
[00:04:08.760 --> 00:04:09.140]  're
[00:04:09.140 --> 00:04:09.340]   talking
[00:04:09.340 --> 00:04:09.810]   millions
[00:04:09.810 --> 00:04:10.220]   and
[00:04:10.220 --> 00:04:10.450]   millions
[00:04:10.450 --> 00:04:10.560]   of
[00:04:10.560 --> 00:04:10.910]   people
[00:04:10.910 --> 00:04:11.030]   in
[00:04:11.030 --> 00:04:11.310]   China
[00:04:11.310 --> 00:04:11.590]   right
[00:04:11.590 --> 00:04:11.840]   you
[00:04:11.840 --> 00:04:12.000]   know
[00:04:12.000 --> 00:04:12.170]   how
[00:04:12.170 --> 00:04:12.400]   many
[00:04:12.400 --> 00:04:12.750]   people
[00:04:12.750 --> 00:04:13.040]   there
[00:04:13.040 --> 00:04:13.210]   are
[00:04:13.210 --> 00:04:13.320]   in
[00:04:13.320 --> 00:04:13.600]   China
[00:04:13.600 --> 00:04:14.000]  .
[00:04:14.000 --> 00:04:14.000]  
[00:04:14.000 --> 00:04:14.180]   The
[00:04:14.180 --> 00:04:14.540]   flags
[00:04:14.540 --> 00:04:14.620]   on
[00:04:14.620 --> 00:04:14.780]   the
[00:04:14.780 --> 00:04:15.000]   map
[00:04:15.000 --> 00:04:15.080]   it
[00:04:15.080 --> 00:04:15.260]   was
[00:04:15.260 --> 00:04:15.980]   unbelievable
[00:04:15.980 --> 00:04:16.100]   to
[00:04:16.100 --> 00:04:16.280]   see
[00:04:16.280 --> 00:04:16.550]   that
[00:04:16.550 --> 00:04:16.880]   99
[00:04:16.880 --> 00:04:17.300]   percent
[00:04:17.300 --> 00:04:17.430]   of
[00:04:17.430 --> 00:04:17.600]   the
[00:04:17.600 --> 00:04:18.020]   disease
[00:04:18.020 --> 00:04:18.200]   was
[00:04:18.200 --> 00:04:18.320]   in
[00:04:18.320 --> 00:04:18.630]   areas
[00:04:18.630 --> 00:04:18.920]   where
[00:04:18.920 --> 00:04:19.200]   they
[00:04:19.200 --> 00:04:19.340]   ate
[00:04:19.340 --> 00:04:19.700]   animal
[00:04:19.700 --> 00:04:20.180]   products
[00:04:20.180 --> 00:04:20.300]   in
[00:04:20.300 --> 00:04:20.780]   the
[00:04:20.780 --> 00:04:20.840]   other
[00:04:20.840 --> 00:04:21.090]   areas
[00:04:21.090 --> 00:04:21.200]   of
[00:04:21.200 --> 00:04:21.500]   China
[00:04:21.500 --> 00:04:21.820]   where
[00:04:21.820 --> 00:04:22.040]   they
[00:04:22.040 --> 00:04:22.220]   ate
[00:04:22.220 --> 00:04:22.280]   a
[00:04:22.280 --> 00:04:22.820]   plant
[00:04:22.820 --> 00:04:22.950]   based
[00:04:22.950 --> 00:04:23.150]   diet
[00:04:23.150 --> 00:04:23.380]   with
[00:04:23.380 --> 00:04:23.900]   barely
[00:04:23.900 --> 00:04:23.950]   any
[00:04:23.950 --> 00:04:24.260]   animal
[00:04:24.260 --> 00:04:24.740]   products
[00:04:24.740 --> 00:04:25.000]  .
[00:04:25.000 --> 00:04:25.500]   The
[00:04:25.500 --> 00:04:25.610]   disease
[00:04:25.610 --> 00:04:25.920]   rates
[00:04:25.920 --> 00:04:26.200]   were
[00:04:26.200 --> 00:04:26.540]   almost
[00:04:26.540 --> 00:04:26.790]   zero
[00:04:26.790 --> 00:04:27.000]  .
[00:04:27.000 --> 00:04:28.090]   Across
[00:04:28.090 --> 00:04:28.470]   millions
[00:04:28.470 --> 00:04:28.710]   and
[00:04:28.710 --> 00:04:29.520]   millions
[00:04:29.520 --> 00:04:29.720]   of
[00:04:29.720 --> 00:04:30.320]   people
[00:04:30.320 --> 00:04:30.660]   over
[00:04:30.660 --> 00:04:31.450]   over
[00:04:31.450 --> 00:04:31.520]   this
[00:04:31.520 --> 00:04:31.920]   five
[00:04:31.920 --> 00:04:32.320]   year
[00:04:32.320 --> 00:04:32.910]   period
[00:04:32.910 --> 00:04:33.000]  .
[00:04:33.000 --> 00:04:33.120]  
[00:04:33.120 --> 00:04:33.300]   Now
[00:04:33.300 --> 00:04:33.500]   was
[00:04:33.500 --> 00:04:33.990]   there
[00:04:33.990 --> 00:04:34.040]   a
[00:04:34.040 --> 00:04:34.750]   threshold
[00:04:34.750 --> 00:04:35.000]  .
[00:04:35.000 --> 00:04:35.300]   They
[00:04:35.300 --> 00:04:35.600]   talk
[00:04:35.600 --> 00:04:35.970]   about
[00:04:35.970 --> 00:04:36.270]   that
[00:04:36.270 --> 00:04:36.630]   like
[00:04:36.630 --> 00:04:36.720]   if
[00:04:36.720 --> 00:04:36.940]   you
[00:04:36.940 --> 00:04:37.160]   eat
[00:04:37.160 --> 00:04:37.460]   less
[00:04:37.460 --> 00:04:37.760]   than
[00:04:37.760 --> 00:04:37.830]   a
[00:04:37.830 --> 00:04:38.350]   certain
[00:04:38.350 --> 00:04:38.800]   amount
[00:04:38.800 --> 00:04:38.950]   of
[00:04:38.950 --> 00:04:39.290]   meat
[00:04:39.290 --> 00:04:39.470]   per
[00:04:39.470 --> 00:04:39.770]   week
[00:04:39.770 --> 00:04:39.990]   or
[00:04:39.990 --> 00:04:40.290]   month
[00:04:40.290 --> 00:04:40.440]   or
[00:04:40.440 --> 00:04:40.510]   a
[00:04:40.510 --> 00:04:41.070]   certain
[00:04:41.070 --> 00:04:41.330]   type
[00:04:41.330 --> 00:04:41.480]   of
[00:04:41.480 --> 00:04:41.630]   it
[00:04:41.630 --> 00:04:41.810]  's
[00:04:41.810 --> 00:04:42.090]   just
[00:04:42.090 --> 00:04:42.370]   fish
[00:04:42.370 --> 00:04:42.590]   or
[00:04:42.590 --> 00:04:43.090]   chicken
[00:04:43.090 --> 00:04:43.490]   versus
[00:04:43.490 --> 00:04:43.710]   say
[00:04:43.710 --> 00:04:44.160]   eating
[00:04:44.160 --> 00:04:44.380]   red
[00:04:44.380 --> 00:04:44.680]   meat
[00:04:44.680 --> 00:04:45.000]  .
[00:04:45.000 --> 00:04:45.070]   Is
[00:04:45.070 --> 00:04:45.260]   there
[00:04:45.260 --> 00:04:45.560]   anything
[00:04:45.560 --> 00:04:45.710]   like
[00:04:45.710 --> 00:04:45.860]   that
[00:04:45.860 --> 00:04:46.000]  .
[00:04:46.000 --> 00:04:46.600]   Okay
[00:04:46.600 --> 00:04:47.000]  .
[00:04:47.000 --> 00:04:47.230]   There
[00:04:47.230 --> 00:04:47.350]   was
[00:04:47.350 --> 00:04:47.520]   a
[00:04:47.520 --> 00:04:47.520]   few
[00:04:47.520 --> 00:04:47.840]   studies
[00:04:47.840 --> 00:04:47.990]   that
[00:04:47.990 --> 00:04:48.250]   showed
[00:04:48.250 --> 00:04:48.420]   that
[00:04:48.420 --> 00:04:48.680]   showed
[00:04:48.680 --> 00:04:49.000]   there
[00:04:49.000 --> 00:04:49.030]   was
[00:04:49.030 --> 00:04:49.070]   a
[00:04:49.070 --> 00:04:49.460]   threshold
[00:04:49.460 --> 00:04:49.840]   actually
[00:04:49.840 --> 00:04:50.000]  .
[00:04:50.000 --> 00:04:50.210]   And
[00:04:50.210 --> 00:04:50.410]   the
[00:04:50.410 --> 00:04:50.950]   studies
[00:04:50.950 --> 00:04:51.360]   that
[00:04:51.360 --> 00:04:51.470]   they
[00:04:51.470 --> 00:04:52.100]   presented
[00:04:52.100 --> 00:04:52.240]   in
[00:04:52.240 --> 00:04:52.590]   there
[00:04:52.590 --> 00:04:52.870]   were
[00:04:52.870 --> 00:04:53.390]   studies
[00:04:53.390 --> 00:04:53.500]   on
[00:04:53.500 --> 00:04:53.780]   mice
[00:04:53.780 --> 00:04:54.000]  .
[00:04:54.000 --> 00:04:54.170]   And
[00:04:54.170 --> 00:04:54.750]   basically
[00:04:54.750 --> 00:04:54.930]   they
[00:04:54.930 --> 00:04:55.280]   showed
[00:04:55.280 --> 00:04:55.510]   that
[00:04:55.510 --> 00:04:55.680]   if
[00:04:55.680 --> 00:04:55.790]   you
[00:04:55.790 --> 00:04:55.960]   eat
[00:04:55.960 --> 00:04:56.130]   and
[00:04:56.130 --> 00:04:56.240]   we
[00:04:56.240 --> 00:04:56.480]  're
[00:04:56.480 --> 00:04:56.940]   including
[00:04:56.940 --> 00:04:57.170]   fish
[00:04:57.170 --> 00:04:57.340]   and
[00:04:57.340 --> 00:04:57.750]   chicken
[00:04:57.750 --> 00:04:58.000]   like
[00:04:58.000 --> 00:04:58.610]   basically
[00:04:58.610 --> 00:04:58.740]   that
[00:04:58.740 --> 00:04:58.880]  's
[00:04:58.880 --> 00:04:59.340]   included
[00:04:59.340 --> 00:04:59.430]   in
[00:04:59.430 --> 00:04:59.600]   the
[00:04:59.600 --> 00:04:59.830]   meat
[00:04:59.830 --> 00:05:00.180]   dairy
[00:05:00.180 --> 00:05:00.290]   and
[00:05:00.290 --> 00:05:00.520]   eggs
[00:05:00.520 --> 00:05:00.750]   that
[00:05:00.750 --> 00:05:00.920]   you
[00:05:00.920 --> 00:05:01.330]   shouldn
[00:05:01.330 --> 00:05:01.440]  't
[00:05:01.440 --> 00:05:01.610]   eat
[00:05:01.610 --> 00:05:02.000]  .
[00:05:02.000 --> 00:05:02.290]  
[00:05:02.290 --> 00:05:02.300]   And
[00:05:02.300 --> 00:05:02.690]   they
[00:05:02.690 --> 00:05:03.460]   showed
[00:05:03.460 --> 00:05:03.690]   that
[00:05:03.690 --> 00:05:04.090]   with
[00:05:04.090 --> 00:05:04.170]   with
[00:05:04.170 --> 00:05:05.070]   the
[00:05:05.070 --> 00:05:05.220]   mice
[00:05:05.220 --> 00:05:05.390]   if
[00:05:05.390 --> 00:05:05.790]   they
[00:05:05.790 --> 00:05:06.090]   ate
[00:05:06.090 --> 00:05:06.490]   less
[00:05:06.490 --> 00:05:06.890]   than
[00:05:06.890 --> 00:05:07.590]   five
[00:05:07.590 --> 00:05:08.180]   percent
[00:05:08.180 --> 00:05:08.520]   of
[00:05:08.520 --> 00:05:09.140]   basically
[00:05:09.140 --> 00:05:09.470]   meat
[00:05:09.470 --> 00:05:09.950]   dairy
[00:05:09.950 --> 00:05:10.560]   or
[00:05:10.560 --> 00:05:10.570]   eggs
[00:05:10.570 --> 00:05:11.310]   that
[00:05:11.310 --> 00:05:11.330]   their
[00:05:11.330 --> 00:05:11.690]   cancer
[00:05:11.690 --> 00:05:12.000]   would
[00:05:12.000 --> 00:05:12.570]   basically
[00:05:12.570 --> 00:05:12.890]   pull
[00:05:12.890 --> 00:05:13.070]   back
[00:05:13.070 --> 00:05:13.310]   and
[00:05:13.310 --> 00:05:13.650]   reduce
[00:05:13.650 --> 00:05:13.880]   and
[00:05:13.880 --> 00:05:13.950]   go
[00:05:13.950 --> 00:05:14.200]   down
[00:05:14.200 --> 00:05:14.390]   and
[00:05:14.390 --> 00:05:14.510]   if
[00:05:14.510 --> 00:05:14.760]   they
[00:05:14.760 --> 00:05:15.000]   ate
[00:05:15.000 --> 00:05:15.740]   20
[00:05:15.740 --> 00:05:16.020]   percent
[00:05:16.020 --> 00:05:16.300]   they
[00:05:16.300 --> 00:05:17.030]   basically
[00:05:17.030 --> 00:05:18.000]   they
[00:05:18.000 --> 00:05:18.160]   had
[00:05:18.160 --> 00:05:18.170]   a
[00:05:18.170 --> 00:05:18.420]   story
[00:05:18.420 --> 00:05:18.560]   where
[00:05:18.560 --> 00:05:18.730]   they
[00:05:18.730 --> 00:05:18.840]   had
[00:05:18.840 --> 00:05:19.000]   five
[00:05:19.000 --> 00:05:19.280]   percent
[00:05:19.280 --> 00:05:19.360]   of
[00:05:19.360 --> 00:05:19.560]   their
[00:05:19.560 --> 00:05:19.720]   diet
[00:05:19.720 --> 00:05:19.960]   versus
[00:05:19.960 --> 00:05:20.200]   20
[00:05:20.200 --> 00:05:20.480]   percent
[00:05:20.480 --> 00:05:20.560]   of
[00:05:20.560 --> 00:05:20.760]   their
[00:05:20.760 --> 00:05:21.000]   diet
[00:05:21.000 --> 00:05:21.000]  .
[00:05:21.000 --> 00:05:21.190]  
[00:05:21.190 --> 00:05:21.190]   And
[00:05:21.190 --> 00:05:21.630]   every
[00:05:21.630 --> 00:05:21.770]   time
[00:05:21.770 --> 00:05:22.030]   they
[00:05:22.030 --> 00:05:22.290]   went
[00:05:22.290 --> 00:05:22.430]   up
[00:05:22.430 --> 00:05:22.570]   to
[00:05:22.570 --> 00:05:22.940]   20
[00:05:22.940 --> 00:05:23.520]   percent
[00:05:23.520 --> 00:05:23.790]   cancer
[00:05:23.790 --> 00:05:23.980]   got
[00:05:23.980 --> 00:05:24.500]   switched
[00:05:24.500 --> 00:05:24.630]   on
[00:05:24.630 --> 00:05:24.890]   they
[00:05:24.890 --> 00:05:25.350]   started
[00:05:25.350 --> 00:05:25.810]   getting
[00:05:25.810 --> 00:05:26.220]   cancer
[00:05:26.220 --> 00:05:26.400]   and
[00:05:26.400 --> 00:05:26.780]   cancer
[00:05:26.780 --> 00:05:27.100]   cells
[00:05:27.100 --> 00:05:27.560]   started
[00:05:27.560 --> 00:05:27.950]   repl
[00:05:27.950 --> 00:05:28.470]  icating
[00:05:28.470 --> 00:05:28.790]   and
[00:05:28.790 --> 00:05:28.850]   every
[00:05:28.850 --> 00:05:29.050]   time
[00:05:29.050 --> 00:05:29.310]   they
[00:05:29.310 --> 00:05:29.560]   went
[00:05:29.560 --> 00:05:29.830]   down
[00:05:29.830 --> 00:05:30.060]   to
[00:05:30.060 --> 00:05:30.220]   five
[00:05:30.220 --> 00:05:30.680]   percent
[00:05:30.680 --> 00:05:30.930]   the
[00:05:30.930 --> 00:05:31.260]   cancer
[00:05:31.260 --> 00:05:32.010]   cells
[00:05:32.010 --> 00:05:32.040]   started
[00:05:32.040 --> 00:05:32.630]   shrinking
[00:05:32.630 --> 00:05:33.000]  .
[00:05:33.000 --> 00:05:33.200]   So
[00:05:33.200 --> 00:05:33.400]   it
[00:05:33.400 --> 00:05:33.810]  's
[00:05:33.810 --> 00:05:34.040]   like
[00:05:34.040 --> 00:05:34.290]   it
[00:05:34.290 --> 00:05:34.700]  's
[00:05:34.700 --> 00:05:35.330]   basically
[00:05:35.330 --> 00:05:35.940]   animal
[00:05:35.940 --> 00:05:36.820]   proteins
[00:05:36.820 --> 00:05:37.170]   like
[00:05:37.170 --> 00:05:37.580]   case
[00:05:37.580 --> 00:05:37.780]  in
[00:05:37.780 --> 00:05:38.590]   just
[00:05:38.590 --> 00:05:39.010]   triggers
[00:05:39.010 --> 00:05:39.620]   cancer
[00:05:39.620 --> 00:05:40.000]  .
[00:05:40.000 --> 00:05:40.000]  
[00:05:40.000 --> 00:05:40.480]   But
[00:05:40.480 --> 00:05:40.500]   not
[00:05:40.500 --> 00:05:40.840]   just
[00:05:40.840 --> 00:05:41.180]   what
[00:05:41.180 --> 00:05:41.290]   I
[00:05:41.290 --> 00:05:41.440]  'd
[00:05:41.440 --> 00:05:41.820]   like
[00:05:41.820 --> 00:05:41.940]   to
[00:05:41.940 --> 00:05:42.280]   know
[00:05:42.280 --> 00:05:42.450]   is
[00:05:42.450 --> 00:05:42.530]   I
[00:05:42.530 --> 00:05:42.700]  'd
[00:05:42.700 --> 00:05:43.040]   like
[00:05:43.040 --> 00:05:43.210]   to
[00:05:43.210 --> 00:05:43.450]   see
[00:05:43.450 --> 00:05:43.640]   if
[00:05:43.640 --> 00:05:44.050]   there
[00:05:44.050 --> 00:05:44.220]  's
[00:05:44.220 --> 00:05:44.560]   been
[00:05:44.560 --> 00:05:44.920]   any
[00:05:44.920 --> 00:05:45.320]   modern
[00:05:45.320 --> 00:05:45.920]   medical
[00:05:45.920 --> 00:05:46.600]   research
[00:05:46.600 --> 00:05:47.160]   peer
[00:05:47.160 --> 00:05:47.620]   reviewed
[00:05:47.620 --> 00:05:48.300]   research
[00:05:48.300 --> 00:05:48.470]   on
[00:05:48.470 --> 00:05:48.720]   the
[00:05:48.720 --> 00:05:49.330]   subject
[00:05:49.330 --> 00:05:49.920]   because
[00:05:49.920 --> 00:05:50.170]   you
[00:05:50.170 --> 00:05:50.510]   need
[00:05:50.510 --> 00:05:50.680]   to
[00:05:50.680 --> 00:05:51.040]   come
[00:05:51.040 --> 00:05:51.190]   up
[00:05:51.190 --> 00:05:51.530]   with
[00:05:51.530 --> 00:05:51.950]   these
[00:05:51.950 --> 00:05:52.460]   movies
[00:05:52.460 --> 00:05:52.880]   about
[00:05:52.880 --> 00:05:53.380]   stuff
[00:05:53.380 --> 00:05:53.550]   and
[00:05:53.550 --> 00:05:53.890]   they
[00:05:53.890 --> 00:05:54.140]   can
[00:05:54.140 --> 00:05:54.310]   be
[00:05:54.310 --> 00:05:54.650]   very
[00:05:54.650 --> 00:05:55.500]   convincing
[00:05:55.500 --> 00:05:55.750]   but
[00:05:55.750 --> 00:05:56.090]   they
[00:05:56.090 --> 00:05:56.340]   may
[00:05:56.340 --> 00:05:56.590]   not
[00:05:56.590 --> 00:05:57.000]   be
[00:05:57.000 --> 00:05:57.000]  .
