
[00:00:00.000 --> 00:00:00.000]  
[00:00:00.000 --> 00:00:00.440]   Hot
[00:03:01.230 --> 00:03:01.280]   a
[00:03:01.280 --> 00:03:01.590]   little
[00:03:01.590 --> 00:03:01.740]   bit
[00:03:01.740 --> 00:03:01.840]   of
[00:03:01.840 --> 00:03:02.090]   noise
[00:03:02.090 --> 00:03:02.400]   behind
[00:03:02.400 --> 00:03:02.500]   my
[00:03:02.500 --> 00:03:02.860]   voice
[00:03:02.860 --> 00:03:02.990]   He
[00:03:02.990 --> 00:03:03.050]   said
[00:03:03.050 --> 00:03:03.510]   that
[00:03:03.510 --> 00:03:03.770]   he
[00:03:03.770 --> 00:03:03.900]   hadn
[00:03:03.900 --> 00:03:04.030]  't
[00:03:04.030 --> 00:03:04.570]   actually
[00:03:04.570 --> 00:03:05.030]   noticed
[00:03:05.030 --> 00:03:05.160]   it
[00:03:05.160 --> 00:03:05.490]   until
[00:03:05.490 --> 00:03:05.550]   I
[00:03:05.550 --> 00:03:05.810]   said
[00:03:05.810 --> 00:03:06.020]   it
[00:03:06.020 --> 00:03:06.340]   But
[00:03:06.340 --> 00:03:06.400]   now
[00:03:06.400 --> 00:03:06.550]   that
[00:03:06.550 --> 00:03:06.600]   I
[00:03:06.600 --> 00:03:06.760]  've
[00:03:06.760 --> 00:03:06.970]   said
[00:03:06.970 --> 00:03:07.120]   it
[00:03:07.120 --> 00:03:07.230]   he
[00:03:07.230 --> 00:03:07.390]   can
[00:03:07.390 --> 00:03:07.500]  't
[00:03:07.500 --> 00:03:07.650]   he
[00:03:07.650 --> 00:03:07.770]   can
[00:03:07.770 --> 00:03:07.880]  't
[00:03:07.880 --> 00:03:08.100]   stop
[00:03:08.100 --> 00:03:08.540]   noticing
[00:03:08.540 --> 00:03:08.720]   it
[00:03:08.720 --> 00:03:08.800]  .
[00:03:08.800 --> 00:03:08.870]   So
[00:03:08.870 --> 00:03:08.950]   he
[00:03:08.950 --> 00:03:09.180]   wanted
[00:03:09.180 --> 00:03:09.280]   to
[00:03:09.280 --> 00:03:09.460]   give
[00:03:09.460 --> 00:03:09.600]   us
[00:03:10.120 --> 00:03:10.120]  
[00:03:10.120 --> 00:03:10.510]   Get
[00:03:10.510 --> 00:03:10.930]   rid
[00:03:10.930 --> 00:03:11.160]   of
[00:03:11.160 --> 00:03:11.440]   it
[00:03:11.440 --> 00:03:11.580]  .
[00:03:11.580 --> 00:03:11.670]   So
[00:03:11.670 --> 00:03:11.880]   that
[00:03:11.880 --> 00:03:11.950]  's
[00:03:11.950 --> 00:03:12.160]   what
[00:03:12.160 --> 00:03:12.230]   we
[00:03:12.230 --> 00:03:12.370]  'll
[00:03:12.370 --> 00:03:12.520]   do
[00:03:12.520 --> 00:03:12.680]   We
[00:03:12.680 --> 00:03:12.920]  'll
[00:03:12.920 --> 00:03:13.680]   introduce
[00:03:13.680 --> 00:03:14.540]   like
[00:03:14.540 --> 00:03:14.590]   things
[00:03:14.590 --> 00:03:14.740]   that
[00:03:14.740 --> 00:03:15.040]   people
[00:03:15.040 --> 00:03:15.240]   want
[00:03:15.240 --> 00:03:15.340]   to
[00:03:15.340 --> 00:03:15.500]   get
[00:03:15.500 --> 00:03:15.640]   rid
[00:03:15.640 --> 00:03:15.760]   of
[00:03:15.760 --> 00:03:16.120]   like
[00:03:16.120 --> 00:03:16.180]   we
[00:03:16.180 --> 00:03:16.330]  'll
[00:03:16.330 --> 00:03:16.530]   just
[00:03:16.530 --> 00:03:16.730]   talk
[00:03:16.730 --> 00:03:16.980]   about
[00:03:16.980 --> 00:03:17.200]   how
[00:03:17.200 --> 00:03:17.430]   crappy
[00:03:17.430 --> 00:03:17.590]   our
[00:03:17.590 --> 00:03:17.780]   site
[00:03:17.780 --> 00:03:17.920]   is
[00:03:17.920 --> 00:03:18.110]   And
[00:03:18.110 --> 00:03:18.240]   so
[00:03:18.240 --> 00:03:18.720]   people
[00:03:18.720 --> 00:03:19.020]   donate
[00:03:19.020 --> 00:03:19.280]   just
[00:03:19.280 --> 00:03:19.410]   so
[00:03:19.410 --> 00:03:19.670]   that
[00:03:19.670 --> 00:03:19.800]   we
[00:03:19.800 --> 00:03:19.990]   can
[00:03:19.990 --> 00:03:20.180]   get
[00:03:20.180 --> 00:03:20.310]   it
[00:03:20.310 --> 00:03:20.630]   redes
[00:03:20.630 --> 00:03:21.020]  igned
[00:03:21.020 --> 00:03:21.600]  .
[00:03:21.600 --> 00:03:21.720]   Yeah
[00:03:21.720 --> 00:03:21.840]  ,
[00:03:21.840 --> 00:03:22.140]   you
[00:03:22.140 --> 00:03:22.320]   know
[00:03:22.320 --> 00:03:22.430]  ,
[00:03:22.430 --> 00:03:22.540]   it
[00:03:22.540 --> 00:03:22.650]  's
[00:03:22.650 --> 00:03:22.790]   it
[00:03:22.790 --> 00:03:22.920]  's
[00:03:22.920 --> 00:03:23.030]   how
[00:03:23.030 --> 00:03:23.250]   they
[00:03:23.250 --> 00:03:23.470]   work
[00:03:23.470 --> 00:03:23.650]   on
[00:03:23.650 --> 00:03:23.800]   like
[00:03:23.800 --> 00:03:24.440]   commercials
[00:03:24.440 --> 00:03:24.570]   It
[00:03:24.570 --> 00:03:24.700]  's
[00:03:24.700 --> 00:03:24.970]   like
[00:03:24.970 --> 00:03:25.220]   they
[00:03:25.220 --> 00:03:25.480]   they
[00:03:25.480 --> 00:03:25.720]   say
[00:03:25.720 --> 00:03:25.840]  ,
[00:03:25.840 --> 00:03:26.020]   you
[00:03:26.020 --> 00:03:26.280]   know
[00:03:26.280 --> 00:03:26.380]  ,
[00:03:26.380 --> 00:03:26.480]   if
[00:03:26.480 --> 00:03:26.630]   you
[00:03:26.630 --> 00:03:26.780]   don
[00:03:26.780 --> 00:03:26.880]  't
[00:03:26.880 --> 00:03:27.080]   have
[00:03:27.080 --> 00:03:27.230]   our
[00:03:27.230 --> 00:03:27.600]   product
[00:03:27.600 --> 00:03:27.710]   see
[00:03:27.710 --> 00:03:27.820]   how
[00:03:27.820 --> 00:03:28.150]   unhappy
[00:03:28.150 --> 00:03:28.190]   you
[00:03:28.190 --> 00:03:28.300]  'll
[00:03:28.300 --> 00:03:28.410]   be
[00:03:28.410 --> 00:03:28.630]   and
[00:03:28.630 --> 00:03:28.890]   if
[00:03:28.890 --> 00:03:29.020]   you
[00:03:29.020 --> 00:03:29.330]   have
[00:03:29.330 --> 00:03:29.520]   it
[00:03:29.520 --> 00:03:29.670]   You
[00:03:29.670 --> 00:03:29.780]  'll
[00:03:29.780 --> 00:03:29.860]   be
[00:03:29.860 --> 00:03:30.080]   happy
[00:03:30.080 --> 00:03:30.210]  .
[00:03:30.210 --> 00:03:30.310]   You
[00:03:30.310 --> 00:03:30.550]  'll
[00:03:30.550 --> 00:03:30.590]   be
[00:03:30.590 --> 00:03:30.720]   cool
[00:03:30.720 --> 00:03:30.870]  .
[00:03:30.870 --> 00:03:30.980]   You
[00:03:30.980 --> 00:03:31.110]  'll
[00:03:31.110 --> 00:03:31.190]   be
[00:03:31.190 --> 00:03:31.410]   loved
[00:03:31.410 --> 00:03:31.540]  .
[00:03:31.540 --> 00:03:31.670]   You
[00:03:31.670 --> 00:03:31.800]  'll
[00:03:31.800 --> 00:03:31.880]   be
[00:03:31.880 --> 00:03:32.180]   younger
[00:03:32.180 --> 00:03:32.310]  .
[00:03:32.310 --> 00:03:32.440]   You
[00:03:32.440 --> 00:03:32.570]  'll
[00:03:32.570 --> 00:03:32.650]   be
[00:03:32.650 --> 00:03:32.910]   better
[00:03:32.910 --> 00:03:32.950]  -
[00:03:32.950 --> 00:03:33.360]  looking
[00:03:33.360 --> 00:03:33.690]  .
[00:03:33.690 --> 00:03:34.020]   You
[00:03:34.020 --> 00:03:34.350]  'll
[00:03:34.350 --> 00:03:34.690]   be
[00:03:34.690 --> 00:03:35.040]   rich
[00:03:35.040 --> 00:03:35.230]  .
[00:03:35.230 --> 00:03:35.370]   Oh
[00:03:35.370 --> 00:03:35.630]  ,
[00:03:35.630 --> 00:03:36.200]   yeah
[00:03:36.200 --> 00:03:36.700]   Yeah
[00:03:36.700 --> 00:03:36.800]  ,
[00:03:36.800 --> 00:03:37.000]   that
[00:03:37.000 --> 00:03:37.120]  's
[00:03:37.120 --> 00:03:37.230]   that
[00:03:37.230 --> 00:03:37.300]  's
[00:03:37.300 --> 00:03:37.320]   a
[00:03:37.320 --> 00:03:37.600]   completely
[00:03:37.600 --> 00:03:37.600]  
[00:03:37.600 --> 00:03:37.700]   So
[00:03:37.700 --> 00:03:37.750]   I
[00:03:37.750 --> 00:03:37.990]   think
[00:03:37.990 --> 00:03:38.200]   that
[00:03:38.200 --> 00:03:38.340]  's
[00:03:38.340 --> 00:03:38.550]   gonna
[00:03:38.550 --> 00:03:38.680]   be
[00:03:38.680 --> 00:03:38.800]   our
[00:03:38.800 --> 00:03:39.250]   technique
[00:03:39.250 --> 00:03:39.350]   is
[00:03:39.350 --> 00:03:39.480]   we
[00:03:39.480 --> 00:03:39.700]   point
[00:03:39.700 --> 00:03:39.850]   out
[00:03:39.850 --> 00:03:40.150]   things
[00:03:40.150 --> 00:03:40.350]   that
[00:03:40.350 --> 00:03:40.600]   suck
[00:03:40.600 --> 00:03:41.160]   that
[00:03:41.160 --> 00:03:41.250]   need
[00:03:41.250 --> 00:03:41.360]   to
[00:03:41.360 --> 00:03:41.490]   be
[00:03:41.490 --> 00:03:42.040]   improved
[00:03:42.040 --> 00:03:42.290]   And
[00:03:42.290 --> 00:03:42.440]   it
[00:03:42.440 --> 00:03:42.680]  'll
[00:03:42.680 --> 00:03:42.840]   be
[00:03:42.840 --> 00:03:43.160]   such
[00:03:43.160 --> 00:03:43.320]   an
[00:03:43.320 --> 00:03:43.640]   eyes
[00:03:43.640 --> 00:03:43.880]  ore
[00:03:43.880 --> 00:03:44.040]   or
[00:03:44.040 --> 00:03:44.360]   ears
[00:03:44.360 --> 00:03:44.520]   or
[00:03:44.520 --> 00:03:44.780]   the
[00:03:44.780 --> 00:03:45.320]   people
[00:03:45.320 --> 00:03:45.590]   have
[00:03:45.590 --> 00:03:45.730]   to
[00:03:45.730 --> 00:03:46.080]   you
[00:03:46.080 --> 00:03:46.290]   know
[00:03:46.290 --> 00:03:46.460]  ,
[00:03:46.460 --> 00:03:46.770]   step
[00:03:46.770 --> 00:03:47.140]   up
[00:03:47.140 --> 00:03:47.310]  .
[00:03:47.310 --> 00:03:47.490]   So
[00:03:47.490 --> 00:03:47.930]   well
[00:03:47.930 --> 00:03:48.140]   Ben
[00:03:48.140 --> 00:03:48.270]  .
[00:03:48.270 --> 00:03:48.540]   Thanks
[00:03:48.540 --> 00:03:48.610]   so
[00:03:48.610 --> 00:03:48.800]   much
[00:03:48.800 --> 00:03:48.930]   That
[00:03:48.930 --> 00:03:49.030]   was
[00:03:49.030 --> 00:03:49.280]   awesome
[00:03:49.280 --> 00:03:49.480]  .
[00:03:49.480 --> 00:03:49.540]   I
[00:03:49.540 --> 00:03:49.600]   I
[00:03:49.600 --> 00:03:49.800]   was
[00:03:49.800 --> 00:03:50.590]   shocked
[00:03:50.590 --> 00:03:50.880]   frankly
[00:03:50.880 --> 00:03:50.970]   I
[00:03:50.970 --> 00:03:51.340]   was
[00:03:51.340 --> 00:03:51.360]   I
[00:03:51.360 --> 00:03:51.660]   was
[00:03:51.660 --> 00:03:52.390]   shocked
[00:03:52.390 --> 00:03:52.730]   that
[00:03:52.730 --> 00:03:53.180]   in
[00:03:53.180 --> 00:03:53.840]   that
[00:03:53.840 --> 00:03:54.150]   anyone
[00:03:54.150 --> 00:03:54.400]   would
[00:03:54.400 --> 00:03:54.710]   donate
[00:03:54.710 --> 00:03:54.850]   any
[00:03:54.850 --> 00:03:55.430]   significant
[00:03:55.430 --> 00:03:55.730]   amount
[00:03:55.730 --> 00:03:55.830]   of
[00:03:55.830 --> 00:03:56.120]   money
[00:03:56.120 --> 00:03:56.310]   You
[00:03:56.310 --> 00:03:56.500]   are
[00:03:56.500 --> 00:03:56.760]   much
[00:03:56.760 --> 00:03:57.020]   more
[00:03:57.020 --> 00:03:57.670]   optimistic
[00:03:57.670 --> 00:03:57.910]   than
[00:03:57.910 --> 00:03:57.990]   I
[00:03:57.990 --> 00:03:58.310]   was
[00:03:58.310 --> 00:03:58.330]   so
[00:03:58.330 --> 00:03:58.370]   I
[00:03:58.370 --> 00:03:58.560]  've
[00:03:58.560 --> 00:03:58.820]   been
[00:03:58.820 --> 00:03:59.210]   proven
[00:03:59.210 --> 00:03:59.530]   wrong
[00:03:59.530 --> 00:03:59.920]   Justin
[00:03:59.920 --> 00:04:00.110]  .
[00:04:00.110 --> 00:04:00.290]   You
[00:04:00.290 --> 00:04:00.630]   were
[00:04:00.630 --> 00:04:00.880]   right
[00:04:00.880 --> 00:04:01.070]  .
[00:04:01.070 --> 00:04:01.130]   I
[00:04:01.130 --> 00:04:01.320]   was
[00:04:01.320 --> 00:04:01.720]   wrong
[00:04:01.720 --> 00:04:01.960]  .
[00:04:01.960 --> 00:04:02.130]   I
[00:04:02.130 --> 00:04:02.440]   admit
[00:04:02.440 --> 00:04:02.620]   it
[00:04:02.620 --> 00:04:03.230]   Yeah
[00:04:03.230 --> 00:04:03.530]  ,
[00:04:03.530 --> 00:04:04.140]   that
[00:04:04.140 --> 00:04:04.440]  's
[00:04:04.440 --> 00:04:04.960]   the
[00:04:04.960 --> 00:04:05.340]   one
[00:04:05.340 --> 00:04:05.950]   time
[00:04:05.950 --> 00:04:06.490]   only
[00:04:06.490 --> 00:04:06.600]   no
[00:04:07.200 --> 00:04:07.250]   That
[00:04:07.250 --> 00:04:07.280]   was
[00:04:07.280 --> 00:04:07.910]   awesome
[00:04:07.910 --> 00:04:08.090]  ,
[00:04:08.090 --> 00:04:08.180]   I
[00:04:08.180 --> 00:04:08.520]   was
[00:04:08.520 --> 00:04:08.930]   great
[00:04:08.930 --> 00:04:09.300]   that
[00:04:09.300 --> 00:04:09.600]   was
[00:04:09.600 --> 00:04:09.920]   great
[00:04:09.920 --> 00:04:10.360]   we
[00:04:10.360 --> 00:04:10.610]   have
[00:04:10.610 --> 00:04:10.890]   one
[00:04:10.890 --> 00:04:11.360]   shout
[00:04:11.360 --> 00:04:11.450]  -
[00:04:11.450 --> 00:04:11.730]  out
[00:04:11.730 --> 00:04:12.370]   Taylor
[00:04:12.370 --> 00:04:12.570]   Nor
[00:04:12.570 --> 00:04:12.660]  r
[00:04:12.660 --> 00:04:12.940]  ish
[00:04:12.940 --> 00:04:13.780]   who
[00:04:13.780 --> 00:04:13.880]   donated
[00:04:13.880 --> 00:04:14.160]   ten
[00:04:14.160 --> 00:04:14.760]   bucks
[00:04:14.760 --> 00:04:15.070]   Thank
[00:04:15.070 --> 00:04:15.270]   you
[00:04:15.270 --> 00:04:15.770]   very
[00:04:15.770 --> 00:04:15.830]   much
[00:04:15.830 --> 00:04:15.960]  .
[00:04:15.960 --> 00:04:16.340]   Taylor
[00:04:16.340 --> 00:04:16.530]   the
[00:04:16.530 --> 00:04:17.110]   depressed
[00:04:17.110 --> 00:04:17.680]   designer
[00:04:17.680 --> 00:04:18.450]   Yeah
[00:04:18.450 --> 00:04:19.050]  ,
[00:04:19.050 --> 00:04:19.600]   well
[00:04:19.600 --> 00:04:20.570]   Taylor
[00:04:20.570 --> 00:04:20.960]   I
[00:04:20.960 --> 00:04:21.120]   You
[00:04:21.120 --> 00:04:21.330]   know
[00:04:21.330 --> 00:04:21.430]  ,
[00:04:21.430 --> 00:04:21.530]   we
[00:04:21.530 --> 00:04:21.840]   talked
[00:04:21.840 --> 00:04:21.900]   a
[00:04:21.900 --> 00:04:22.220]   little
[00:04:22.220 --> 00:04:22.380]   bit
[00:04:22.380 --> 00:04:22.650]   about
[00:04:22.650 --> 00:04:22.810]   the
[00:04:22.810 --> 00:04:23.260]   donation
[00:04:23.260 --> 00:04:23.560]   drive
[00:04:23.560 --> 00:04:25.680]   and
[00:04:25.680 --> 00:04:25.980]   You
[00:04:25.980 --> 00:04:26.080]   know
[00:04:26.080 --> 00:04:26.190]  ,
[00:04:26.190 --> 00:04:26.300]   he
[00:04:26.300 --> 00:04:26.520]   said
[00:04:26.520 --> 00:04:26.760]   yeah
[00:04:26.760 --> 00:04:26.870]  ,
[00:04:26.870 --> 00:04:27.040]   you
[00:04:27.040 --> 00:04:27.270]   know
[00:04:27.270 --> 00:04:27.380]   he
[00:04:27.380 --> 00:04:27.610]   said
[00:04:27.610 --> 00:04:27.720]   he
[00:04:27.720 --> 00:04:27.930]   was
[00:04:27.930 --> 00:04:28.300]   talking
[00:04:28.300 --> 00:04:28.590]   about
[00:04:28.590 --> 00:04:28.760]   how
[00:04:28.760 --> 00:04:28.870]   he
[00:04:28.870 --> 00:04:29.150]   likes
[00:04:29.150 --> 00:04:29.270]   to
[00:04:29.270 --> 00:04:29.680]   support
[00:04:29.680 --> 00:04:30.030]   things
[00:04:30.030 --> 00:04:30.260]   that
[00:04:30.260 --> 00:04:30.370]   he
[00:04:30.370 --> 00:04:30.830]   believes
[00:04:30.830 --> 00:04:31.080]   in
[00:04:31.080 --> 00:04:31.190]   He
[00:04:31.190 --> 00:04:31.300]  's
[00:04:31.300 --> 00:04:31.520]   like
[00:04:31.520 --> 00:04:31.630]  ,
[00:04:31.630 --> 00:04:31.850]   yeah
[00:04:31.850 --> 00:04:31.960]  ,
[00:04:31.960 --> 00:04:32.070]   he
[00:04:32.070 --> 00:04:32.180]  's
[00:04:32.180 --> 00:04:32.400]   like
[00:04:32.400 --> 00:04:32.480]   I
[00:04:32.480 --> 00:04:32.560]   he
[00:04:32.560 --> 00:04:32.720]  's
[00:04:32.720 --> 00:04:32.740]   a
[00:04:32.740 --> 00:04:33.170]   believer
[00:04:33.170 --> 00:04:33.280]   in
[00:04:33.280 --> 00:04:33.450]   the
[00:04:33.450 --> 00:04:33.900]   donation
[00:04:33.900 --> 00:04:34.170]   drive
[00:04:34.170 --> 00:04:34.560]   stuff
[00:04:35.640 --> 00:04:35.640]  
[00:04:35.640 --> 00:04:35.880]   He
[00:04:35.880 --> 00:04:36.120]   he
[00:04:36.120 --> 00:04:36.470]   was
[00:04:36.470 --> 00:04:37.060]   happy
[00:04:37.060 --> 00:04:37.300]   to
[00:04:37.300 --> 00:04:37.540]   do
[00:04:37.540 --> 00:04:37.800]   it
[00:04:37.800 --> 00:04:37.910]   and
[00:04:37.910 --> 00:04:38.050]   that
[00:04:38.050 --> 00:04:38.200]   was
[00:04:38.200 --> 00:04:38.320]   cool
[00:04:38.320 --> 00:04:38.460]   it
[00:04:38.460 --> 00:04:38.600]  's
[00:04:38.600 --> 00:04:38.880]   like
[00:04:38.880 --> 00:04:39.690]   supporting
[00:04:39.690 --> 00:04:39.800]   him
[00:04:39.800 --> 00:04:39.940]  ,
[00:04:39.940 --> 00:04:40.150]   you
[00:04:40.150 --> 00:04:40.430]   know
[00:04:40.430 --> 00:04:40.570]  ,
[00:04:40.570 --> 00:04:40.640]   I
[00:04:40.640 --> 00:04:40.850]   don
[00:04:40.850 --> 00:04:41.010]  't
[00:04:41.010 --> 00:04:41.270]   know
[00:04:41.270 --> 00:04:41.340]   a
[00:04:41.340 --> 00:04:41.690]   cause
[00:04:41.690 --> 00:04:41.830]   or
[00:04:41.830 --> 00:04:42.180]   maybe
[00:04:42.180 --> 00:04:42.250]   a
[00:04:42.250 --> 00:04:42.530]   band
[00:04:42.530 --> 00:04:42.670]   or
[00:04:42.670 --> 00:04:43.310]   something
[00:04:43.310 --> 00:04:43.600]   and
[00:04:43.600 --> 00:04:44.720]   Yeah
[00:04:44.720 --> 00:04:44.830]  ,
[00:04:44.830 --> 00:04:44.860]   I
[00:04:44.860 --> 00:04:45.100]   thought
[00:04:45.100 --> 00:04:45.270]   was
[00:04:45.270 --> 00:04:45.400]   cool
[00:04:45.400 --> 00:04:45.870]  .
[00:04:45.870 --> 00:04:46.180]   So
[00:04:46.180 --> 00:04:46.460]   so
[00:04:46.460 --> 00:04:46.940]   executive
[00:04:46.940 --> 00:04:47.530]   producer
[00:04:47.530 --> 00:04:47.660]   of
[00:04:47.660 --> 00:04:47.960]   this
[00:04:47.960 --> 00:04:48.100]   of
[00:04:48.100 --> 00:04:48.450]   this
[00:04:48.450 --> 00:04:48.680]   week
[00:04:48.680 --> 00:04:48.820]  's
[00:04:48.820 --> 00:04:49.160]   show
[00:04:49.160 --> 00:04:49.300]   or
[00:04:49.300 --> 00:04:49.590]   this
[00:04:49.590 --> 00:04:49.880]   show
[00:04:49.880 --> 00:04:50.450]   is
[00:04:50.450 --> 00:04:50.680]   Felix
[00:04:50.680 --> 00:04:51.200]   long
[00:04:51.200 --> 00:04:51.940]   who
[00:04:51.940 --> 00:04:53.200]   basically
[00:04:53.200 --> 00:04:53.360]   St
[00:04:53.360 --> 00:04:53.600]  ump
[00:04:53.600 --> 00:04:53.760]  ed
[00:04:53.760 --> 00:04:53.960]   up
[00:04:53.960 --> 00:04:54.410]   50
[00:04:54.410 --> 00:04:54.920]   bucks
[00:04:54.920 --> 00:04:55.000]   to
[00:04:55.000 --> 00:04:55.720]   become
[00:04:55.720 --> 00:04:55.890]   the
[00:04:55.890 --> 00:04:56.460]   executive
[00:04:56.460 --> 00:04:57.200]   producer
[00:04:57.200 --> 00:04:57.330]  .
[00:04:57.330 --> 00:04:57.550]   There
[00:04:57.550 --> 00:04:57.680]   can
[00:04:57.680 --> 00:04:57.760]   be
[00:04:57.760 --> 00:04:58.110]   actually
[00:04:58.110 --> 00:04:58.240]   two
[00:04:58.240 --> 00:04:58.650]   executive
[00:04:58.650 --> 00:04:59.020]   producers
[00:04:59.020 --> 00:04:59.270]   from
[00:04:59.270 --> 00:04:59.360]   each
[00:04:59.360 --> 00:04:59.600]   show
[00:04:59.600 --> 00:04:59.780]   But
[00:04:59.780 --> 00:05:00.020]   this
[00:05:00.020 --> 00:05:00.260]   week
[00:05:00.260 --> 00:05:00.560]   there
[00:05:00.560 --> 00:05:00.800]   just
[00:05:00.800 --> 00:05:00.920]   is
[00:05:00.920 --> 00:05:01.190]   one
[00:05:01.190 --> 00:05:01.660]   executive
[00:05:01.660 --> 00:05:02.130]   producer
[00:05:02.130 --> 00:05:02.390]   and
[00:05:02.390 --> 00:05:02.560]   that
[00:05:02.560 --> 00:05:02.680]  's
[00:05:02.680 --> 00:05:03.060]   Felix
[00:05:03.060 --> 00:05:03.240]   long
[00:05:03.240 --> 00:05:03.740]  .
[00:05:03.740 --> 00:05:04.100]   Thank
[00:05:04.100 --> 00:05:04.240]   you
[00:05:04.240 --> 00:05:04.790]   hugely
[00:05:04.790 --> 00:05:05.170]   for
[00:05:05.170 --> 00:05:05.440]   that
[00:05:05.440 --> 00:05:05.440]  
[00:05:05.440 --> 00:05:05.680]   That
[00:05:05.680 --> 00:05:05.820]  's
[00:05:05.820 --> 00:05:05.990]   very
[00:05:05.990 --> 00:05:06.250]   very
[00:05:06.250 --> 00:05:06.430]   kind
[00:05:06.430 --> 00:05:06.530]   of
[00:05:06.530 --> 00:05:06.720]   you
[00:05:06.720 --> 00:05:07.440]   and
[00:05:07.440 --> 00:05:07.720]   yeah
[00:05:07.720 --> 00:05:07.850]  ,
[00:05:07.850 --> 00:05:08.160]   that
[00:05:08.160 --> 00:05:08.350]   was
[00:05:08.350 --> 00:05:08.640]   that
[00:05:08.640 --> 00:05:08.800]   well
[00:05:08.800 --> 00:05:08.890]  ,
[00:05:08.890 --> 00:05:09.070]   that
[00:05:09.070 --> 00:05:09.200]   was
[00:05:09.200 --> 00:05:09.380]   the
[00:05:09.380 --> 00:05:09.550]   first
[00:05:09.550 --> 00:05:09.680]   big
[00:05:09.680 --> 00:05:10.080]   donation
[00:05:10.080 --> 00:05:10.180]   We
[00:05:10.180 --> 00:05:10.330]   got
[00:05:10.330 --> 00:05:10.380]   a
[00:05:10.380 --> 00:05:10.530]   bit
[00:05:10.530 --> 00:05:10.840]   beyond
[00:05:10.840 --> 00:05:10.990]   the
[00:05:10.990 --> 00:05:11.040]   $
[00:05:11.040 --> 00:05:11.370]  10
[00:05:11.370 --> 00:05:11.800]   donation
[00:05:11.800 --> 00:05:11.990]  .
[00:05:11.990 --> 00:05:12.050]   That
[00:05:12.050 --> 00:05:12.120]  's
[00:05:12.120 --> 00:05:12.320]   right
[00:05:12.320 --> 00:05:12.470]  .
[00:05:12.470 --> 00:05:12.620]   And
[00:05:12.620 --> 00:05:12.770]   and
[00:05:12.770 --> 00:05:12.970]   when
[00:05:12.970 --> 00:05:13.170]   when
[00:05:13.170 --> 00:05:13.370]   that
[00:05:13.370 --> 00:05:13.570]   came
[00:05:13.570 --> 00:05:13.680]   in
[00:05:13.680 --> 00:05:13.750]   I
[00:05:13.750 --> 00:05:13.950]   was
[00:05:13.950 --> 00:05:14.260]   like
[00:05:14.260 --> 00:05:14.780]   this
[00:05:14.780 --> 00:05:14.970]   could
[00:05:14.970 --> 00:05:15.280]   work
[00:05:15.280 --> 00:05:15.410]   I
[00:05:15.410 --> 00:05:15.900]   was
[00:05:15.900 --> 00:05:16.660]   shocked
[00:05:16.660 --> 00:05:16.860]  .
[00:05:16.860 --> 00:05:17.070]   Yeah
[00:05:17.070 --> 00:05:17.560]   shocked
[00:05:17.560 --> 00:05:17.670]  .
[00:05:17.670 --> 00:05:17.710]   I
[00:05:17.710 --> 00:05:17.830]   was
[00:05:17.830 --> 00:05:17.980]   like
[00:05:17.980 --> 00:05:18.120]   wow
[00:05:18.120 --> 00:05:18.270]  ,
[00:05:18.270 --> 00:05:18.340]   I
[00:05:18.340 --> 00:05:18.570]   was
[00:05:18.570 --> 00:05:18.640]   I
[00:05:18.640 --> 00:05:18.870]   was
[00:05:18.870 --> 00:05:18.940]   I
[00:05:18.940 --> 00:05:19.250]   mean
[00:05:19.250 --> 00:05:19.360]   a
[00:05:19.360 --> 00:05:19.710]   great
[00:05:19.710 --> 00:05:20.080]   mood
[00:05:20.080 --> 00:05:20.330]   Just
[00:05:20.330 --> 00:05:20.470]   I
[00:05:20.470 --> 00:05:20.700]   just
[00:05:20.700 --> 00:05:20.830]   you
[00:05:20.830 --> 00:05:21.130]   know
[00:05:21.130 --> 00:05:21.200]  ,
[00:05:21.200 --> 00:05:21.320]   it
[00:05:21.320 --> 00:05:21.440]  's
[00:05:21.440 --> 00:05:21.700]   more
[00:05:21.700 --> 00:05:21.940]   than
[00:05:21.940 --> 00:05:22.190]   just
[00:05:22.190 --> 00:05:22.640]   like
[00:05:22.640 --> 00:05:22.720]   hey
[00:05:22.720 --> 00:05:22.820]  ,
[00:05:22.820 --> 00:05:22.920]   we
[00:05:22.920 --> 00:05:23.130]   have
[00:05:23.130 --> 00:05:23.180]   $
[00:05:23.180 --> 00:05:23.490]  50
[00:05:23.490 --> 00:05:23.700]   that
[00:05:23.700 --> 00:05:23.800]   we
[00:05:23.800 --> 00:05:23.950]   can
[00:05:23.950 --> 00:05:24.130]   use
[00:05:24.130 --> 00:05:24.200]   to
[00:05:24.200 --> 00:05:24.570]   improve
