
[00:00:00.000 --> 00:00:00.080]  
[00:00:00.080 --> 00:00:00.720]   Jing
[00:02:33.000 --> 00:02:33.000]  .
[00:02:33.000 --> 00:02:33.250]   Yeah
[00:02:33.250 --> 00:02:33.370]  ,
[00:02:33.370 --> 00:02:33.620]   well
[00:02:33.620 --> 00:02:33.740]  ,
[00:02:33.740 --> 00:02:33.800]   I
[00:02:33.800 --> 00:02:34.110]   think
[00:02:34.110 --> 00:02:34.360]   that
[00:02:34.360 --> 00:02:34.480]  's
[00:02:34.480 --> 00:02:34.790]   right
[00:02:34.790 --> 00:02:35.000]  .
[00:02:35.000 --> 00:02:35.060]   I
[00:02:35.060 --> 00:02:35.310]   mean
[00:02:35.310 --> 00:02:35.430]  ,
[00:02:35.430 --> 00:02:35.610]   why
[00:02:35.610 --> 00:02:35.790]   not
[00:02:35.790 --> 00:02:36.000]  ?
[00:02:36.000 --> 00:02:36.150]   Let
[00:02:36.150 --> 00:02:36.250]  's
[00:02:36.250 --> 00:02:36.410]   not
[00:02:36.410 --> 00:02:36.550]   get
[00:02:36.550 --> 00:02:36.700]   the
[00:02:36.700 --> 00:02:36.950]   audio
[00:02:36.950 --> 00:02:37.100]   set
[00:02:37.100 --> 00:02:37.250]   and
[00:02:37.250 --> 00:02:37.450]   then
[00:02:37.450 --> 00:02:37.550]   we
[00:02:37.550 --> 00:02:37.700]  'll
[00:02:37.700 --> 00:02:37.950]   worry
[00:02:37.950 --> 00:02:38.200]   about
[00:02:38.200 --> 00:02:38.450]   other
[00:02:38.450 --> 00:02:38.760]   things
[00:02:38.760 --> 00:02:39.000]  .
[00:02:39.000 --> 00:02:39.000]  
[00:02:39.000 --> 00:02:39.180]   Put
[00:02:39.180 --> 00:02:39.290]   it
[00:02:39.290 --> 00:02:39.540]   this
[00:02:39.540 --> 00:02:39.720]   way
[00:02:39.720 --> 00:02:39.840]  ,
[00:02:39.840 --> 00:02:39.960]   it
[00:02:39.960 --> 00:02:40.080]  's
[00:02:40.080 --> 00:02:40.260]   not
[00:02:40.260 --> 00:02:40.500]   like
[00:02:40.500 --> 00:02:40.620]   we
[00:02:40.620 --> 00:02:40.800]   can
[00:02:40.800 --> 00:02:41.030]  't
[00:02:41.030 --> 00:02:41.100]   get
[00:02:41.100 --> 00:02:41.340]   big
[00:02:41.340 --> 00:02:41.720]   fish
[00:02:41.720 --> 00:02:41.760]   with
[00:02:41.760 --> 00:02:41.940]   the
[00:02:41.940 --> 00:02:42.120]   way
[00:02:42.120 --> 00:02:42.360]   that
[00:02:42.360 --> 00:02:42.500]   it
[00:02:42.500 --> 00:02:42.780]   looks
[00:02:42.780 --> 00:02:43.000]  .
[00:02:43.000 --> 00:02:43.060]   I
[00:02:43.060 --> 00:02:43.320]   mean
[00:02:43.320 --> 00:02:43.450]  ,
[00:02:43.450 --> 00:02:43.500]   I
[00:02:43.500 --> 00:02:43.960]   just
[00:02:43.960 --> 00:02:44.150]   asked
[00:02:44.150 --> 00:02:44.470]   Jason
[00:02:44.470 --> 00:02:44.700]   Cal
[00:02:44.700 --> 00:02:44.780]  ac
[00:02:44.780 --> 00:02:44.860]  an
[00:02:44.860 --> 00:02:45.010]  is
[00:02:45.010 --> 00:02:45.180]   and
[00:02:45.180 --> 00:02:45.310]   he
[00:02:45.310 --> 00:02:45.570]   said
[00:02:45.570 --> 00:02:45.760]   yes
[00:02:45.760 --> 00:02:46.000]  .
[00:02:46.000 --> 00:02:46.020]   Yeah
[00:02:46.020 --> 00:02:46.620]  ,
[00:02:46.620 --> 00:02:46.700]   that
[00:02:46.700 --> 00:02:46.810]   was
[00:02:46.810 --> 00:02:47.060]   good
[00:02:47.060 --> 00:02:47.250]  .
[00:02:47.250 --> 00:02:47.500]   That
[00:02:47.500 --> 00:02:47.620]  's
[00:02:47.620 --> 00:02:47.810]   the
[00:02:47.810 --> 00:02:48.190]   second
[00:02:48.190 --> 00:02:48.570]   really
[00:02:48.570 --> 00:02:48.760]   big
[00:02:48.760 --> 00:02:49.010]   fish
[00:02:49.010 --> 00:02:49.200]   you
[00:02:49.200 --> 00:02:49.390]  've
[00:02:49.390 --> 00:02:49.770]   landed
[00:02:49.770 --> 00:02:49.930]   or
[00:02:49.930 --> 00:02:50.090]   you
[00:02:50.090 --> 00:02:50.280]  've
[00:02:50.280 --> 00:02:50.660]   caught
[00:02:50.660 --> 00:02:51.000]  .
[00:02:51.000 --> 00:02:51.000]   Right
[00:02:51.000 --> 00:02:51.000]  .
[00:02:51.000 --> 00:02:51.320]   The
[00:02:51.320 --> 00:02:51.790]   first
[00:02:51.790 --> 00:02:52.090]   was
[00:02:52.090 --> 00:02:52.310]   Mr
[00:02:52.310 --> 00:02:52.580]  .
[00:02:52.580 --> 00:02:52.980]   John
[00:02:52.980 --> 00:02:53.080]   C
[00:02:53.080 --> 00:02:53.370]  .
[00:02:53.370 --> 00:02:53.470]   D
[00:02:53.470 --> 00:02:53.760]  vor
[00:02:53.760 --> 00:02:54.000]  ak
[00:02:54.000 --> 00:02:54.000]  .
[00:02:54.000 --> 00:02:54.370]   That
[00:02:54.370 --> 00:02:54.540]  's
[00:02:54.540 --> 00:02:55.000]   right
[00:02:55.000 --> 00:02:55.000]  .
[00:02:55.000 --> 00:02:55.200]   And
[00:02:55.200 --> 00:02:55.380]   the
[00:02:55.380 --> 00:02:55.760]   second
[00:02:55.760 --> 00:02:55.880]   is
[00:02:55.880 --> 00:02:56.200]   Jason
[00:02:56.200 --> 00:02:56.420]   Cal
[00:02:56.420 --> 00:02:56.510]  ac
[00:02:56.510 --> 00:02:56.640]  an
[00:02:56.640 --> 00:02:56.750]  is
[00:02:56.750 --> 00:02:57.000]  .
[00:02:57.000 --> 00:02:57.190]   So
[00:02:57.190 --> 00:02:57.570]   that
[00:02:57.570 --> 00:02:57.920]  's
[00:02:57.920 --> 00:02:58.700]   impressive
[00:02:58.700 --> 00:02:59.000]  .
[00:02:59.000 --> 00:02:59.100]   So
[00:02:59.100 --> 00:02:59.430]   what
[00:02:59.430 --> 00:02:59.470]   we
[00:02:59.470 --> 00:02:59.660]   have
[00:02:59.660 --> 00:02:59.770]   to
[00:02:59.770 --> 00:02:59.940]   say
[00:02:59.940 --> 00:03:00.050]  ,
[00:03:00.050 --> 00:03:00.160]   we
[00:03:00.160 --> 00:03:00.380]   have
[00:03:00.380 --> 00:03:00.490]   to
[00:03:00.490 --> 00:03:00.660]   set
[00:03:00.660 --> 00:03:00.830]   it
[00:03:00.830 --> 00:03:00.880]   up
[00:03:00.880 --> 00:03:01.100]   with
[00:03:01.100 --> 00:03:01.270]   his
[00:03:01.270 --> 00:03:01.610]   people
[00:03:01.610 --> 00:03:01.790]   and
[00:03:01.790 --> 00:03:02.290]   hopefully
[00:03:02.290 --> 00:03:02.530]   his
[00:03:02.530 --> 00:03:02.800]   people
[00:03:02.800 --> 00:03:02.970]   can
[00:03:02.970 --> 00:03:03.190]   talk
[00:03:03.190 --> 00:03:03.300]   to
[00:03:03.300 --> 00:03:03.440]   my
[00:03:03.440 --> 00:03:03.770]   people
[00:03:03.770 --> 00:03:04.000]  .
[00:03:04.000 --> 00:03:04.140]   Well
[00:03:04.140 --> 00:03:04.210]  ,
[00:03:04.210 --> 00:03:04.240]   I
[00:03:04.240 --> 00:03:04.420]   guess
[00:03:04.420 --> 00:03:04.560]   that
[00:03:04.560 --> 00:03:04.770]  's
[00:03:04.770 --> 00:03:04.780]   just
[00:03:04.780 --> 00:03:04.840]   me
[00:03:04.840 --> 00:03:05.000]  .
[00:03:05.000 --> 00:03:05.000]  
[00:03:05.000 --> 00:03:06.230]   Your
[00:03:06.230 --> 00:03:08.070]   people
[00:03:08.070 --> 00:03:09.000]  .
[00:03:09.000 --> 00:03:09.100]   You
[00:03:09.100 --> 00:03:09.190]  're
[00:03:09.190 --> 00:03:09.350]   going
[00:03:09.350 --> 00:03:09.410]   to
[00:03:09.410 --> 00:03:09.540]   talk
[00:03:09.540 --> 00:03:09.670]   to
[00:03:09.670 --> 00:03:09.730]   your
[00:03:09.730 --> 00:03:09.920]   wife
[00:03:09.920 --> 00:03:10.000]  ?
[00:03:10.000 --> 00:03:10.000]   Talk
[00:03:10.000 --> 00:03:10.000]   to
[00:03:10.000 --> 00:03:10.000]   Georg
[00:03:10.000 --> 00:03:10.000]  ie
[00:03:10.000 --> 00:03:10.000]  ?
[00:03:10.000 --> 00:03:10.290]   Just
[00:03:10.290 --> 00:03:10.580]   talk
[00:03:10.580 --> 00:03:10.720]   to
[00:03:10.720 --> 00:03:10.860]   me
[00:03:10.860 --> 00:03:11.070]   and
[00:03:11.070 --> 00:03:11.360]   yeah
[00:03:11.360 --> 00:03:11.500]  ,
[00:03:11.500 --> 00:03:12.150]   hopefully
[00:03:12.150 --> 00:03:12.290]   we
[00:03:12.290 --> 00:03:12.520]  'll
[00:03:12.520 --> 00:03:12.710]   set
[00:03:12.710 --> 00:03:13.430]   something
[00:03:13.430 --> 00:03:13.500]   up
[00:03:13.500 --> 00:03:13.710]   and
[00:03:13.710 --> 00:03:14.000]   then
[00:03:14.000 --> 00:03:14.250]   we
[00:03:14.250 --> 00:03:14.410]   can
[00:03:14.410 --> 00:03:14.490]   do
[00:03:14.490 --> 00:03:14.560]   a
[00:03:14.560 --> 00:03:14.850]   good
[00:03:14.850 --> 00:03:15.140]   show
[00:03:15.140 --> 00:03:15.640]   with
[00:03:15.640 --> 00:03:15.650]   him
[00:03:15.650 --> 00:03:16.000]  .
[00:03:16.000 --> 00:03:16.060]   I
[00:03:16.060 --> 00:03:16.480]   wonder
[00:03:16.480 --> 00:03:16.950]   whether
[00:03:16.950 --> 00:03:17.080]   he
[00:03:17.080 --> 00:03:17.630]   realizes
[00:03:17.630 --> 00:03:18.140]   that
[00:03:18.140 --> 00:03:18.380]   texting
[00:03:18.380 --> 00:03:19.280]   essentially
[00:03:19.280 --> 00:03:19.400]   only
[00:03:19.400 --> 00:03:19.810]   exists
[00:03:19.810 --> 00:03:20.290]   because
[00:03:20.290 --> 00:03:20.420]   of
[00:03:20.420 --> 00:03:20.620]   the
[00:03:20.620 --> 00:03:20.970]   fact
[00:03:20.970 --> 00:03:21.160]   that
[00:03:21.160 --> 00:03:21.490]   we
[00:03:21.490 --> 00:03:21.500]   met
[00:03:21.500 --> 00:03:22.020]   through
[00:03:22.020 --> 00:03:22.170]   his
[00:03:22.170 --> 00:03:22.510]   show
[00:03:22.510 --> 00:03:22.710]   this
[00:03:22.710 --> 00:03:22.980]   week
[00:03:22.980 --> 00:03:23.110]   in
[00:03:23.110 --> 00:03:23.660]   startups
[00:03:23.660 --> 00:03:24.000]  .
[00:03:24.000 --> 00:03:24.000]  
[00:03:24.000 --> 00:03:24.410]   Yeah
[00:03:24.410 --> 00:03:24.470]  ,
[00:03:24.470 --> 00:03:24.720]   I
[00:03:24.720 --> 00:03:25.250]   don
[00:03:25.250 --> 00:03:25.370]  't
[00:03:25.370 --> 00:03:25.670]   know
[00:03:25.670 --> 00:03:26.000]  .
[00:03:26.000 --> 00:03:26.090]   I
[00:03:26.090 --> 00:03:26.470]   mean
[00:03:26.470 --> 00:03:26.660]  ,
[00:03:26.660 --> 00:03:26.740]   I
[00:03:26.740 --> 00:03:27.130]   know
[00:03:27.130 --> 00:03:27.480]   you
[00:03:27.480 --> 00:03:27.690]  've
[00:03:27.690 --> 00:03:28.540]   mentioned
[00:03:28.540 --> 00:03:28.730]   it
[00:03:28.730 --> 00:03:28.920]   to
[00:03:28.920 --> 00:03:29.200]   him
[00:03:29.200 --> 00:03:29.770]   before
[00:03:29.770 --> 00:03:30.000]  ,
[00:03:30.000 --> 00:03:30.300]   but
[00:03:30.300 --> 00:03:30.840]   whether
[00:03:30.840 --> 00:03:31.030]   he
[00:03:31.030 --> 00:03:31.810]   remembers
[00:03:31.810 --> 00:03:32.000]   it
[00:03:32.000 --> 00:03:32.100]   or
[00:03:32.100 --> 00:03:32.570]   remembers
[00:03:32.570 --> 00:03:32.780]   that
[00:03:32.780 --> 00:03:33.000]   fact
[00:03:33.000 --> 00:03:34.150]   or
[00:03:34.150 --> 00:03:34.610]   understands
[00:03:34.610 --> 00:03:35.050]   that
[00:03:35.050 --> 00:03:35.070]   that
[00:03:35.070 --> 00:03:35.160]  's
[00:03:35.160 --> 00:03:35.380]   what
[00:03:35.380 --> 00:03:35.760]   texting
[00:03:35.760 --> 00:03:35.870]   is
[00:03:35.870 --> 00:03:36.000]  ,
[00:03:36.000 --> 00:03:36.360]   you
[00:03:36.360 --> 00:03:36.920]   know
[00:03:36.920 --> 00:03:37.000]  ,
[00:03:37.000 --> 00:03:37.000]   may
[00:03:37.000 --> 00:03:37.000]   not
[00:03:37.000 --> 00:03:37.000]  .
[00:03:37.000 --> 00:03:37.270]   Well
[00:03:37.270 --> 00:03:37.420]  ,
[00:03:37.420 --> 00:03:37.600]   you
[00:03:37.600 --> 00:03:37.920]   also
[00:03:37.920 --> 00:03:38.260]   think
[00:03:38.260 --> 00:03:38.650]   there
[00:03:38.650 --> 00:03:38.740]  's
[00:03:38.740 --> 00:03:39.030]   kind
[00:03:39.030 --> 00:03:39.170]   of
[00:03:39.170 --> 00:03:39.240]   a
[00:03:39.240 --> 00:03:39.660]   number
[00:03:39.660 --> 00:03:39.800]   of
[00:03:39.800 --> 00:03:40.430]   different
[00:03:40.430 --> 00:03:40.780]   parts
[00:03:40.780 --> 00:03:41.020]  .
[00:03:41.020 --> 00:03:41.050]   I
[00:03:41.050 --> 00:03:41.380]   mean
[00:03:41.380 --> 00:03:41.540]  ,
[00:03:41.540 --> 00:03:41.580]   one
[00:03:41.580 --> 00:03:41.820]   thing
[00:03:41.820 --> 00:03:41.900]   I
[00:03:41.900 --> 00:03:42.090]   know
[00:03:42.090 --> 00:03:42.200]   is
[00:03:42.200 --> 00:03:42.420]   that
[00:03:42.420 --> 00:03:42.530]   he
[00:03:42.530 --> 00:03:42.810]   reads
[00:03:42.810 --> 00:03:42.860]   H
[00:03:42.860 --> 00:03:43.140]  acker
[00:03:43.140 --> 00:03:43.360]   News
[00:03:43.360 --> 00:03:43.470]  ,
[00:03:43.470 --> 00:03:43.840]   right
[00:03:43.840 --> 00:03:44.000]  ?
[00:03:44.000 --> 00:03:44.080]   So
[00:03:44.080 --> 00:03:44.120]   he
[00:03:44.120 --> 00:03:44.170]  's
[00:03:44.170 --> 00:03:44.240]   going
[00:03:44.240 --> 00:03:44.280]   to
[00:03:44.280 --> 00:03:44.350]   see
[00:03:44.350 --> 00:03:44.370]   a
[00:03:44.370 --> 00:03:44.490]   bunch
[00:03:44.490 --> 00:03:44.530]   of
[00:03:44.530 --> 00:03:44.740]   different
[00:03:44.740 --> 00:03:44.890]   stuff
[00:03:44.890 --> 00:03:45.000]  .
[00:03:45.000 --> 00:03:45.100]   So
[00:03:45.100 --> 00:03:45.280]   both
[00:03:45.280 --> 00:03:45.370]   of
[00:03:45.370 --> 00:03:45.460]   us
[00:03:45.460 --> 00:03:45.650]   have
[00:03:45.650 --> 00:03:45.790]   had
[00:03:45.790 --> 00:03:46.030]   stuff
[00:03:46.030 --> 00:03:46.130]   go
[00:03:46.130 --> 00:03:46.250]   up
[00:03:46.250 --> 00:03:46.300]   on
[00:03:46.300 --> 00:03:46.340]   H
[00:03:46.340 --> 00:03:46.580]  acker
[00:03:46.580 --> 00:03:46.770]   News
[00:03:46.770 --> 00:03:47.000]  .
[00:03:47.000 --> 00:03:47.000]  
[00:03:47.000 --> 00:03:47.160]   And
[00:03:47.160 --> 00:03:47.260]   I
[00:03:47.260 --> 00:03:47.540]   wonder
[00:03:47.540 --> 00:03:47.700]   whether
[00:03:47.700 --> 00:03:48.150]   he
[00:03:48.150 --> 00:03:48.200]  's
[00:03:48.200 --> 00:03:48.310]   pie
[00:03:48.310 --> 00:03:48.470]  ced
[00:03:48.470 --> 00:03:48.910]   together
[00:03:48.910 --> 00:03:49.460]   everything
[00:03:49.460 --> 00:03:49.570]  ,
[00:03:49.570 --> 00:03:49.790]   like
[00:03:49.790 --> 00:03:49.950]   all
[00:03:49.950 --> 00:03:50.110]   the
[00:03:50.110 --> 00:03:50.440]   things
[00:03:50.440 --> 00:03:50.660]   that
[00:03:50.660 --> 00:03:50.890]   you
[00:03:50.890 --> 00:03:50.980]  've
[00:03:50.980 --> 00:03:51.140]   had
[00:03:51.140 --> 00:03:51.250]   on
[00:03:51.250 --> 00:03:51.300]   H
[00:03:51.300 --> 00:03:51.570]  acker
[00:03:51.570 --> 00:03:51.830]   News
[00:03:51.830 --> 00:03:51.900]  ,
[00:03:51.900 --> 00:03:52.060]   the
[00:03:52.060 --> 00:03:52.500]   fact
[00:03:52.500 --> 00:03:52.570]   that
[00:03:52.570 --> 00:03:52.660]   you
[00:03:52.660 --> 00:03:52.990]   called
[00:03:52.990 --> 00:03:53.160]   him
[00:03:53.160 --> 00:03:53.280]   up
[00:03:53.280 --> 00:03:53.370]   on
[00:03:53.370 --> 00:03:53.530]   Pre
[00:03:53.530 --> 00:03:53.730]  zo
[00:03:53.730 --> 00:03:54.000]  .
[00:03:54.000 --> 00:03:54.210]   Yes
[00:03:54.210 --> 00:03:54.420]  ,
[00:03:54.420 --> 00:03:54.420]   I
[00:03:54.420 --> 00:03:54.530]   was
[00:03:54.530 --> 00:03:55.090]   like
[00:03:55.090 --> 00:03:55.120]   the
[00:03:55.120 --> 00:03:55.470]   first
[00:03:55.470 --> 00:03:55.750]   call
[00:03:55.750 --> 00:03:55.820]  -
[00:03:55.820 --> 00:03:55.960]  in
[00:03:55.960 --> 00:03:56.310]   guest
[00:03:56.310 --> 00:03:56.580]   for
[00:03:56.580 --> 00:03:56.800]   this
[00:03:56.800 --> 00:03:57.080]   week
[00:03:57.080 --> 00:03:57.290]   in
[00:03:57.290 --> 00:03:57.780]   startups
[00:03:57.780 --> 00:03:58.000]  .
[00:03:58.000 --> 00:03:58.230]   We
[00:03:58.230 --> 00:03:58.990]   talked
[00:03:58.990 --> 00:03:59.460]   about
[00:03:59.460 --> 00:03:59.760]   Pre
[00:03:59.760 --> 00:04:00.000]  zo
[00:04:00.000 --> 00:04:00.000]  .
[00:04:00.000 --> 00:04:00.180]   And
[00:04:00.180 --> 00:04:00.300]   of
[00:04:00.300 --> 00:04:00.790]   course
[00:04:00.790 --> 00:04:00.800]  ,
[00:04:00.800 --> 00:04:00.850]   I
[00:04:00.850 --> 00:04:01.160]   built
[00:04:01.160 --> 00:04:01.650]   the
[00:04:01.650 --> 00:04:01.960]   first
[00:04:01.960 --> 00:04:02.080]   version
[00:04:02.080 --> 00:04:02.200]   of
[00:04:02.200 --> 00:04:02.510]   Local
[00:04:02.510 --> 00:04:02.820]   Bacon
[00:04:02.820 --> 00:04:03.000]  ,
[00:04:03.000 --> 00:04:03.300]   which
[00:04:03.300 --> 00:04:03.420]   he
[00:04:03.420 --> 00:04:03.630]   was
[00:04:03.630 --> 00:04:03.660]   a
[00:04:03.660 --> 00:04:03.840]   big
[00:04:03.840 --> 00:04:04.010]   fan
[00:04:04.010 --> 00:04:04.140]   of
[00:04:04.140 --> 00:04:04.330]   and
[00:04:04.330 --> 00:04:04.620]   which
[00:04:04.620 --> 00:04:05.100]   launched
[00:04:05.100 --> 00:04:05.220]   at
[00:04:05.220 --> 00:04:05.400]   the
[00:04:05.400 --> 00:04:05.640]   Tech
[00:04:05.640 --> 00:04:05.760]  Cr
[00:04:05.760 --> 00:04:06.000]  unch
[00:04:06.000 --> 00:04:06.360]  50
[00:04:06.360 --> 00:04:06.630]   back
[00:04:06.630 --> 00:04:06.660]   a
[00:04:06.660 --> 00:04:07.060]   little
[00:04:07.060 --> 00:04:07.260]   over
[00:04:07.260 --> 00:04:07.320]   a
[00:04:07.320 --> 00:04:07.550]   year
[00:04:07.550 --> 00:04:07.790]   ago
[00:04:07.790 --> 00:04:08.000]  .
[00:04:08.000 --> 00:04:08.000]  
[00:04:08.000 --> 00:04:08.140]   So
[00:04:08.140 --> 00:04:08.420]   that
[00:04:08.420 --> 00:04:08.560]  's
[00:04:08.560 --> 00:04:09.060]   another
[00:04:09.060 --> 00:04:09.770]   connection
[00:04:09.770 --> 00:04:10.000]  .
[00:04:10.000 --> 00:04:10.600]   And
[00:04:10.600 --> 00:04:11.400]   then
[00:04:11.400 --> 00:04:11.870]  ,
[00:04:11.870 --> 00:04:12.640]   let
[00:04:12.640 --> 00:04:12.780]  's
[00:04:12.780 --> 00:04:13.380]   see
[00:04:13.380 --> 00:04:14.020]  .
[00:04:14.020 --> 00:04:14.210]   Yeah
[00:04:14.210 --> 00:04:14.370]  .
[00:04:14.370 --> 00:04:14.560]   And
[00:04:14.560 --> 00:04:14.630]   of
[00:04:14.630 --> 00:04:14.950]   course
[00:04:14.950 --> 00:04:15.050]  ,
[00:04:15.050 --> 00:04:15.150]   my
[00:04:15.150 --> 00:04:15.360]   blog
[00:04:15.360 --> 00:04:15.610]   post
[00:04:15.610 --> 00:04:15.670]  ,
[00:04:15.670 --> 00:04:15.830]   How
[00:04:15.830 --> 00:04:15.880]   I
[00:04:15.880 --> 00:04:15.980]  'm
[00:04:15.980 --> 00:04:16.190]   Boot
[00:04:16.190 --> 00:04:16.400]  stra
[00:04:16.400 --> 00:04:16.660]  pping
[00:04:16.660 --> 00:04:16.710]   a
[00:04:16.710 --> 00:04:17.000]   Start
[00:04:17.000 --> 00:04:17.080]  up
[00:04:17.080 --> 00:04:17.290]   with
[00:04:17.290 --> 00:04:17.560]   Three
[00:04:17.560 --> 00:04:17.770]   Kids
[00:04:17.770 --> 00:04:18.010]  ,
[00:04:18.010 --> 00:04:18.310]   that
[00:04:18.310 --> 00:04:18.540]   was
[00:04:18.540 --> 00:04:18.850]   sort
[00:04:18.850 --> 00:04:19.000]   of
[00:04:19.000 --> 00:04:19.120]   a
[00:04:19.120 --> 00:04:19.700]   response
[00:04:19.700 --> 00:04:19.860]   to
[00:04:19.860 --> 00:04:20.080]   his
[00:04:20.080 --> 00:04:20.390]   blog
[00:04:20.390 --> 00:04:20.740]   post
[00:04:20.740 --> 00:04:21.000]  .
[00:04:21.000 --> 00:04:21.260]   And
[00:04:21.260 --> 00:04:21.500]   so
[00:04:21.500 --> 00:04:21.600]   he
[00:04:21.600 --> 00:04:21.860]   was
[00:04:21.860 --> 00:04:22.210]   kind
[00:04:22.210 --> 00:04:22.380]   of
[00:04:22.380 --> 00:04:22.830]   very
[00:04:22.830 --> 00:04:23.340]   aware
[00:04:23.340 --> 00:04:23.340]   of
[00:04:23.340 --> 00:04:23.690]   that
[00:04:23.690 --> 00:04:24.000]  .
[00:04:24.000 --> 00:04:24.130]   So
[00:04:24.130 --> 00:04:24.190]   I
[00:04:24.190 --> 00:04:24.380]   don
[00:04:24.380 --> 00:04:24.610]  't
[00:04:24.610 --> 00:04:24.780]   know
[00:04:24.780 --> 00:04:25.000]  .
[00:04:25.000 --> 00:04:25.000]   You
[00:04:25.000 --> 00:04:25.000]   know
[00:04:25.000 --> 00:04:25.000]  ,
[00:04:25.000 --> 00:04:25.000]   maybe
[00:04:25.000 --> 00:04:25.000]  .
[00:04:25.000 --> 00:04:25.110]   It
[00:04:25.110 --> 00:04:25.280]  's
[00:04:25.280 --> 00:04:25.450]   like
[00:04:25.450 --> 00:04:25.570]   he
[00:04:25.570 --> 00:04:25.670]  's
[00:04:25.670 --> 00:04:26.010]   seeing
[00:04:26.010 --> 00:04:26.240]   dots
[00:04:26.240 --> 00:04:26.350]   on
[00:04:26.350 --> 00:04:26.520]   the
[00:04:26.520 --> 00:04:26.770]   map
[00:04:26.770 --> 00:04:26.800]   of
[00:04:26.800 --> 00:04:27.030]   this
[00:04:27.030 --> 00:04:27.370]   person
[00:04:27.370 --> 00:04:27.770]   forming
[00:04:27.770 --> 00:04:28.030]  .
[00:04:28.030 --> 00:04:28.210]   And
[00:04:28.210 --> 00:04:28.500]   then
[00:04:28.500 --> 00:04:28.710]   one
[00:04:28.710 --> 00:04:28.920]   day
[00:04:28.920 --> 00:04:29.060]  ,
[00:04:29.060 --> 00:04:29.270]   you
[00:04:29.270 --> 00:04:29.560]   will
[00:04:29.560 --> 00:04:30.200]   suddenly
[00:04:30.200 --> 00:04:30.720]   material
[00:04:30.720 --> 00:04:30.940]  ize
[00:04:30.940 --> 00:04:31.220]   into
[00:04:31.220 --> 00:04:31.430]   his
[00:04:31.430 --> 00:04:31.720]   life
[00:04:31.720 --> 00:04:32.000]  .
[00:04:32.000 --> 00:04:32.000]  
[00:04:32.000 --> 00:04:32.610]   Yeah
[00:04:32.610 --> 00:04:32.910]  ,
[00:04:32.910 --> 00:04:33.210]   he
[00:04:33.210 --> 00:04:34.480]   probably
[00:04:34.480 --> 00:04:34.890]   isn
[00:04:34.890 --> 00:04:35.190]  't
[00:04:35.190 --> 00:04:35.950]   aware
[00:04:35.950 --> 00:04:36.560]   that
[00:04:36.560 --> 00:04:36.860]   it
[00:04:36.860 --> 00:04:37.160]  's
[00:04:37.160 --> 00:04:37.520]   me
[00:04:37.520 --> 00:04:38.010]  .
[00:04:38.010 --> 00:04:38.180]   Right
[00:04:38.180 --> 00:04:38.240]  .
[00:04:38.240 --> 00:04:38.270]   I
[00:04:38.270 --> 00:04:38.390]   mean
[00:04:38.390 --> 00:04:38.450]  ,
[00:04:38.450 --> 00:04:38.640]   there
[00:04:38.640 --> 00:04:38.660]  's
[00:04:38.660 --> 00:04:38.780]   just
[00:04:38.780 --> 00:04:38.900]   like
[00:04:38.900 --> 00:04:39.050]   these
[00:04:39.050 --> 00:04:39.140]   are
[00:04:39.140 --> 00:04:39.350]   little
[00:04:39.350 --> 00:04:39.450]   dots
[00:04:39.450 --> 00:04:39.500]  ,
[00:04:39.500 --> 00:04:39.670]   like
[00:04:39.670 --> 00:04:39.720]   you
[00:04:39.720 --> 00:04:39.840]   said
[00:04:39.840 --> 00:04:40.010]  ,
[00:04:40.010 --> 00:04:40.220]   and
[00:04:40.220 --> 00:04:40.300]   I
[00:04:40.300 --> 00:04:40.510]   don
[00:04:40.510 --> 00:04:40.650]  't
[00:04:40.650 --> 00:04:41.020]   think
[00:04:41.020 --> 00:04:41.180]   he
[00:04:41.180 --> 00:04:41.300]  's
[00:04:41.300 --> 00:04:42.000]  ...
[00:04:42.000 --> 00:04:42.070]   We
[00:04:42.070 --> 00:04:42.180]  'll
[00:04:42.180 --> 00:04:42.290]   see
[00:04:42.290 --> 00:04:42.400]  .
[00:04:42.400 --> 00:04:42.550]   I
[00:04:42.550 --> 00:04:42.610]   guess
[00:04:42.610 --> 00:04:42.680]   we
[00:04:42.680 --> 00:04:42.790]  'll
[00:04:42.790 --> 00:04:42.940]   talk
[00:04:42.940 --> 00:04:43.010]   to
[00:04:43.010 --> 00:04:43.120]   him
[00:04:43.120 --> 00:04:43.270]   soon
[00:04:43.270 --> 00:04:43.430]  .
[00:04:43.430 --> 00:04:43.450]   We
[00:04:43.450 --> 00:04:43.560]  'll
[00:04:43.560 --> 00:04:43.710]   find
[00:04:43.710 --> 00:04:43.820]   out
[00:04:43.820 --> 00:04:44.000]  .
[00:04:44.000 --> 00:04:44.440]   But
[00:04:44.440 --> 00:04:44.530]   yeah
[00:04:44.530 --> 00:04:44.800]  ,
[00:04:44.800 --> 00:04:44.980]   good
[00:04:44.980 --> 00:04:45.460]   stuff
[00:04:45.460 --> 00:04:45.740]   there
[00:04:45.740 --> 00:04:46.000]  .
[00:04:46.000 --> 00:04:46.470]   So
[00:04:46.470 --> 00:04:46.580]   what
[00:04:46.580 --> 00:04:46.770]   are
