
[00:00:00.000 --> 00:00:00.500]  
[00:00:00.500 --> 00:00:00.520]   A
[00:02:49.480 --> 00:02:49.560]   I
[00:02:49.560 --> 00:02:50.090]   really
[00:02:50.090 --> 00:02:50.470]   want
[00:02:50.470 --> 00:02:50.920]  ."
[00:02:50.920 --> 00:02:51.360]   So
[00:02:51.360 --> 00:02:51.650]   we
[00:02:51.650 --> 00:02:52.360]   lose
[00:02:52.360 --> 00:02:52.900]   the
[00:02:52.900 --> 00:02:53.470]   two
[00:02:53.470 --> 00:02:54.350]   grand
[00:02:54.350 --> 00:02:54.530]   and
[00:02:54.530 --> 00:02:54.580]   we
[00:02:54.580 --> 00:02:54.710]   buy
[00:02:54.710 --> 00:02:54.940]   these
[00:02:54.940 --> 00:02:55.170]   other
[00:02:55.170 --> 00:02:55.300]   sof
[00:02:55.300 --> 00:02:55.390]  as
[00:02:55.390 --> 00:02:55.560]  .
[00:02:55.560 --> 00:02:55.870]   So
[00:02:55.870 --> 00:02:56.040]   we
[00:02:56.040 --> 00:02:56.080]  're
[00:02:56.080 --> 00:02:56.280]   currently
[00:02:56.280 --> 00:02:56.380]   in
[00:02:56.380 --> 00:02:56.440]   a
[00:02:56.440 --> 00:02:57.000]   situation
[00:02:57.000 --> 00:02:57.160]   of
[00:02:57.160 --> 00:02:57.400]   like
[00:02:57.400 --> 00:02:57.400]  ,
[00:02:57.400 --> 00:02:57.700]   waiting
[00:02:57.700 --> 00:02:57.830]   for
[00:02:57.830 --> 00:02:58.040]   those
[00:02:58.040 --> 00:02:58.250]   other
[00:02:58.250 --> 00:02:58.420]   ones
[00:02:58.420 --> 00:02:58.500]   to
[00:02:58.500 --> 00:02:58.670]   come
[00:02:58.670 --> 00:02:58.840]  .
[00:02:58.840 --> 00:02:59.090]   And
[00:02:59.090 --> 00:02:59.490]   the
[00:02:59.490 --> 00:02:59.590]   one
[00:02:59.590 --> 00:02:59.920]   that
[00:02:59.920 --> 00:03:00.170]   you
[00:03:00.170 --> 00:03:00.440]  're
[00:03:00.440 --> 00:03:00.680]   on
[00:03:00.680 --> 00:03:01.000]   is
[00:03:01.000 --> 00:03:01.000]  ,
[00:03:01.000 --> 00:03:01.170]   our
[00:03:01.170 --> 00:03:01.310]   land
[00:03:01.310 --> 00:03:01.350]  l
[00:03:01.350 --> 00:03:01.480]  ady
[00:03:01.480 --> 00:03:01.610]   had
[00:03:01.610 --> 00:03:01.650]   a
[00:03:01.650 --> 00:03:01.870]   spare
[00:03:01.870 --> 00:03:02.000]   one
[00:03:02.000 --> 00:03:02.090]   in
[00:03:02.090 --> 00:03:02.220]   the
[00:03:02.220 --> 00:03:02.490]   garage
[00:03:02.490 --> 00:03:02.710]   right
[00:03:02.710 --> 00:03:02.930]   there
[00:03:02.930 --> 00:03:03.160]  .
[00:03:03.160 --> 00:03:03.600]   Okay
[00:03:03.600 --> 00:03:03.880]  .
[00:03:03.880 --> 00:03:04.100]   So
[00:03:04.100 --> 00:03:04.120]   I
[00:03:04.120 --> 00:03:04.310]   guess
[00:03:04.310 --> 00:03:04.690]   it
[00:03:04.690 --> 00:03:05.210]  's
[00:03:05.210 --> 00:03:05.260]   going
[00:03:05.260 --> 00:03:05.460]   to
[00:03:05.460 --> 00:03:05.620]   be
[00:03:05.620 --> 00:03:05.800]  ,
[00:03:05.800 --> 00:03:05.880]   I
[00:03:05.880 --> 00:03:06.270]   don
[00:03:06.270 --> 00:03:06.590]  't
[00:03:06.590 --> 00:03:06.600]   know
[00:03:06.600 --> 00:03:06.760]  ,
[00:03:06.760 --> 00:03:07.080]   another
[00:03:07.080 --> 00:03:07.240]   two
[00:03:07.240 --> 00:03:07.480]   months
[00:03:07.480 --> 00:03:07.770]   before
[00:03:07.770 --> 00:03:07.880]   we
[00:03:07.880 --> 00:03:08.040]   get
[00:03:08.040 --> 00:03:08.360]   them
[00:03:08.360 --> 00:03:08.360]  .
[00:03:08.360 --> 00:03:08.620]   Another
[00:03:08.620 --> 00:03:08.730]   two
[00:03:08.730 --> 00:03:08.840]   or
[00:03:08.840 --> 00:03:09.030]   three
[00:03:09.030 --> 00:03:09.240]   months
[00:03:09.240 --> 00:03:09.240]  .
[00:03:11.880 --> 00:03:11.880]  
[00:03:11.880 --> 00:03:12.040]   Our
[00:03:12.040 --> 00:03:12.260]   life
[00:03:12.260 --> 00:03:12.440]  .
[00:03:12.440 --> 00:03:13.080]   Wow
[00:03:13.080 --> 00:03:13.720]  .
[00:03:13.720 --> 00:03:13.860]   Well
[00:03:13.860 --> 00:03:13.930]  ,
[00:03:13.930 --> 00:03:14.000]   it
[00:03:14.000 --> 00:03:14.190]   kind
[00:03:14.190 --> 00:03:14.210]   of
[00:03:14.210 --> 00:03:14.450]   reminds
[00:03:14.450 --> 00:03:14.520]   me
[00:03:14.520 --> 00:03:14.600]  ,
[00:03:14.600 --> 00:03:14.900]   you
[00:03:14.900 --> 00:03:15.200]   guys
[00:03:15.200 --> 00:03:15.460]   had
[00:03:15.460 --> 00:03:16.080]   ordered
[00:03:16.080 --> 00:03:16.520]   these
[00:03:16.520 --> 00:03:17.160]   sound
[00:03:17.160 --> 00:03:17.800]  proof
[00:03:17.800 --> 00:03:17.870]  ,
[00:03:17.870 --> 00:03:18.840]   like
[00:03:18.840 --> 00:03:18.840]  ,
[00:03:18.840 --> 00:03:19.470]   curtains
[00:03:19.470 --> 00:03:19.790]   that
[00:03:19.790 --> 00:03:20.260]   turned
[00:03:20.260 --> 00:03:20.570]   out
[00:03:20.570 --> 00:03:20.660]   to
[00:03:20.660 --> 00:03:20.860]   be
[00:03:20.860 --> 00:03:21.140]   like
[00:03:21.140 --> 00:03:21.320]  ,
[00:03:21.320 --> 00:03:21.540]   toxic
[00:03:21.540 --> 00:03:21.540]   or
[00:03:21.540 --> 00:03:21.840]   something
[00:03:21.840 --> 00:03:21.960]  ?
[00:03:21.960 --> 00:03:22.150]   That
[00:03:22.150 --> 00:03:22.290]   was
[00:03:22.290 --> 00:03:22.380]   me
[00:03:22.380 --> 00:03:22.520]  .
[00:03:22.520 --> 00:03:22.710]   That
[00:03:22.710 --> 00:03:22.920]   was
[00:03:22.920 --> 00:03:22.940]   my
[00:03:22.940 --> 00:03:23.180]   fault
[00:03:23.180 --> 00:03:23.400]  .
[00:03:23.400 --> 00:03:23.690]   Because
[00:03:23.690 --> 00:03:23.790]   you
[00:03:23.790 --> 00:03:23.950]   just
[00:03:23.950 --> 00:03:24.180]   rushed
[00:03:24.180 --> 00:03:24.280]  ,
[00:03:24.280 --> 00:03:24.380]   you
[00:03:24.380 --> 00:03:24.490]   didn
[00:03:24.490 --> 00:03:24.520]  't
[00:03:24.520 --> 00:03:24.570]   do
[00:03:24.570 --> 00:03:24.760]   enough
[00:03:24.760 --> 00:03:25.160]   research
[00:03:25.160 --> 00:03:25.320]   on
[00:03:25.320 --> 00:03:25.450]   them
[00:03:25.450 --> 00:03:25.560]   and
[00:03:25.560 --> 00:03:25.640]   you
[00:03:25.640 --> 00:03:25.800]   just
[00:03:25.800 --> 00:03:25.980]   kind
[00:03:25.980 --> 00:03:26.040]   of
[00:03:26.040 --> 00:03:26.040]  ...
[00:03:26.040 --> 00:03:26.260]   That
[00:03:26.260 --> 00:03:26.420]   was
[00:03:26.420 --> 00:03:26.530]   on
[00:03:26.530 --> 00:03:26.640]   me
[00:03:26.640 --> 00:03:26.750]  ,
[00:03:26.750 --> 00:03:26.970]   yeah
[00:03:26.970 --> 00:03:27.150]  .
[00:03:27.150 --> 00:03:27.360]   Yeah
[00:03:27.360 --> 00:03:27.400]  ,
[00:03:27.400 --> 00:03:27.440]   I
[00:03:27.440 --> 00:03:27.640]   just
[00:03:27.640 --> 00:03:27.720]  ,
[00:03:27.720 --> 00:03:28.090]   they
[00:03:28.090 --> 00:03:28.400]  ,
[00:03:28.400 --> 00:03:28.400]   no
[00:03:28.400 --> 00:03:28.520]  ,
[00:03:28.520 --> 00:03:28.600]   to
[00:03:28.600 --> 00:03:28.720]   be
[00:03:28.720 --> 00:03:28.910]   honest
[00:03:28.910 --> 00:03:29.000]  ,
[00:03:29.000 --> 00:03:29.080]   I
[00:03:29.080 --> 00:03:29.320]   didn
[00:03:29.320 --> 00:03:29.430]  't
[00:03:29.430 --> 00:03:29.560]  ,
[00:03:29.560 --> 00:03:29.600]   I
[00:03:29.600 --> 00:03:29.740]   don
[00:03:29.740 --> 00:03:29.830]  't
[00:03:29.830 --> 00:03:30.070]   think
[00:03:30.070 --> 00:03:30.450]   research
[00:03:30.450 --> 00:03:30.540]   is
[00:03:30.540 --> 00:03:30.780]   going
[00:03:30.780 --> 00:03:30.870]   to
[00:03:30.870 --> 00:03:31.060]   show
[00:03:31.060 --> 00:03:31.150]   up
[00:03:31.150 --> 00:03:31.410]   that
[00:03:31.410 --> 00:03:31.540]   they
[00:03:31.540 --> 00:03:31.720]   just
[00:03:31.720 --> 00:03:31.910]   have
[00:03:31.910 --> 00:03:32.100]   this
[00:03:32.100 --> 00:03:32.680]   incredibly
[00:03:32.680 --> 00:03:32.760]  ,
[00:03:32.760 --> 00:03:33.640]   incredible
[00:03:33.640 --> 00:03:34.020]   smell
[00:03:34.020 --> 00:03:34.280]  .
[00:03:34.280 --> 00:03:34.920]   Okay
[00:03:34.920 --> 00:03:35.180]  .
[00:03:35.180 --> 00:03:35.350]   Like
[00:03:35.350 --> 00:03:35.410]   a
[00:03:35.410 --> 00:03:35.960]   chemical
[00:03:35.960 --> 00:03:36.080]  ,
[00:03:36.080 --> 00:03:36.480]   strong
[00:03:36.480 --> 00:03:37.100]   chemicals
[00:03:37.100 --> 00:03:37.320]  ?
[00:03:37.320 --> 00:03:37.390]   I
[00:03:37.390 --> 00:03:37.590]   mean
[00:03:37.590 --> 00:03:37.690]  ,
[00:03:37.690 --> 00:03:37.770]   I
[00:03:37.770 --> 00:03:38.010]   think
[00:03:38.010 --> 00:03:38.230]   that
[00:03:38.230 --> 00:03:38.720]   typically
[00:03:38.720 --> 00:03:39.110]   people
[00:03:39.110 --> 00:03:39.320]   use
[00:03:39.320 --> 00:03:39.530]   sound
[00:03:39.530 --> 00:03:39.740]  proof
[00:03:39.740 --> 00:03:40.070]   curtains
[00:03:40.070 --> 00:03:40.200]   for
[00:03:40.200 --> 00:03:40.460]   things
[00:03:40.460 --> 00:03:40.680]   like
[00:03:40.680 --> 00:03:41.000]   theaters
[00:03:41.000 --> 00:03:41.000]  .
[00:03:41.800 --> 00:03:41.200]   And
[00:03:41.200 --> 00:03:41.230]   places
[00:03:41.230 --> 00:03:42.000]   like
[00:03:42.000 --> 00:03:42.140]   that
[00:03:42.140 --> 00:03:42.270]  ,
[00:03:42.270 --> 00:03:42.600]   where
[00:03:42.600 --> 00:03:42.740]   it
[00:03:42.740 --> 00:03:43.060]   doesn
[00:03:43.060 --> 00:03:43.220]  't
[00:03:43.220 --> 00:03:43.590]   really
[00:03:43.590 --> 00:03:43.800]   matter
[00:03:43.800 --> 00:03:44.730]  .
[00:03:44.730 --> 00:03:44.780]   Probably
[00:03:44.780 --> 00:03:44.960]   not
[00:03:44.960 --> 00:03:45.130]   for
[00:03:45.130 --> 00:03:45.670]   bedrooms
[00:03:45.670 --> 00:03:45.960]  .
[00:03:45.960 --> 00:03:46.230]   That
[00:03:46.230 --> 00:03:46.290]   was
[00:03:46.290 --> 00:03:46.430]   not
[00:03:46.430 --> 00:03:46.510]   as
[00:03:46.510 --> 00:03:46.810]   close
[00:03:46.810 --> 00:03:46.840]   to
[00:03:46.840 --> 00:03:47.080]   you
[00:03:47.080 --> 00:03:47.160]  .
[00:03:47.160 --> 00:03:47.420]   Yeah
[00:03:47.420 --> 00:03:47.540]  ,
[00:03:47.540 --> 00:03:47.990]   exactly
[00:03:47.990 --> 00:03:48.200]  .
[00:03:48.200 --> 00:03:48.290]   It
[00:03:48.290 --> 00:03:48.380]  's
[00:03:48.380 --> 00:03:48.620]   super
[00:03:48.620 --> 00:03:48.860]   close
[00:03:48.860 --> 00:03:49.000]  .
[00:03:49.000 --> 00:03:49.330]   Yeah
[00:03:49.330 --> 00:03:49.330]  .
[00:03:49.330 --> 00:03:49.610]   That
[00:03:49.610 --> 00:03:49.650]  's
[00:03:49.650 --> 00:03:49.800]   what
[00:03:49.800 --> 00:03:49.960]   the
[00:03:49.960 --> 00:03:50.310]   problem
[00:03:50.310 --> 00:03:50.360]   is
[00:03:50.360 --> 00:03:50.630]  .
[00:03:50.630 --> 00:03:50.640]   But
[00:03:50.640 --> 00:03:50.880]   there
[00:03:50.880 --> 00:03:50.970]  's
[00:03:50.970 --> 00:03:51.010]   a
[00:03:51.010 --> 00:03:51.150]   lot
[00:03:51.150 --> 00:03:51.240]   of
[00:03:51.240 --> 00:03:51.480]   those
[00:03:51.480 --> 00:03:51.670]   kind
[00:03:51.670 --> 00:03:51.760]   of
[00:03:51.760 --> 00:03:52.200]   moments
[00:03:52.200 --> 00:03:52.300]   in
[00:03:52.300 --> 00:03:52.380]   our
[00:03:52.380 --> 00:03:52.520]   life
[00:03:52.520 --> 00:03:52.630]  .
[00:03:52.630 --> 00:03:52.700]   It
[00:03:52.700 --> 00:03:52.830]  's
[00:03:52.830 --> 00:03:53.190]   interesting
[00:03:53.190 --> 00:03:53.320]  .
[00:03:53.320 --> 00:03:53.400]   Is
[00:03:53.400 --> 00:03:53.480]   it
[00:03:53.480 --> 00:03:53.650]   just
[00:03:53.650 --> 00:03:53.950]   because
[00:03:53.950 --> 00:03:54.080]   you
[00:03:54.080 --> 00:03:54.210]  're
[00:03:54.210 --> 00:03:54.380]   like
[00:03:54.380 --> 00:03:54.460]  ,
[00:03:54.460 --> 00:03:54.610]   imp
[00:03:54.610 --> 00:03:54.980]  ulsive
[00:03:54.980 --> 00:03:55.020]  ?
[00:03:55.020 --> 00:03:55.260]   You
[00:03:55.260 --> 00:03:55.280]   guys
[00:03:55.280 --> 00:03:55.450]   just
[00:03:55.450 --> 00:03:55.530]   do
[00:03:55.530 --> 00:03:55.740]   stuff
[00:03:55.740 --> 00:03:56.000]   really
[00:03:56.000 --> 00:03:56.310]   quickly
[00:03:56.310 --> 00:03:56.520]  ?
[00:03:56.520 --> 00:03:56.680]   Or
[00:03:56.680 --> 00:03:57.020]   what
[00:03:57.020 --> 00:03:57.240]  ?
[00:03:57.240 --> 00:03:57.330]   I
[00:03:57.330 --> 00:03:57.780]   guess
[00:03:57.780 --> 00:03:57.930]  ,
[00:03:57.930 --> 00:03:58.490]   I
[00:03:58.490 --> 00:03:58.590]   guess
[00:03:58.590 --> 00:03:58.660]  ,
[00:03:58.660 --> 00:03:58.930]   but
[00:03:58.930 --> 00:03:59.020]   I
[00:03:59.020 --> 00:03:59.380]   said
[00:03:59.380 --> 00:03:59.560]  ,
[00:03:59.560 --> 00:03:59.640]   I
[00:03:59.640 --> 00:04:00.150]   said
[00:04:00.150 --> 00:04:00.170]  ,
[00:04:00.170 --> 00:04:00.560]   look
[00:04:00.560 --> 00:04:00.700]  ,
[00:04:00.700 --> 00:04:01.060]   gee
[00:04:01.060 --> 00:04:01.140]  ,
[00:04:01.140 --> 00:04:01.490]   look
[00:04:01.490 --> 00:04:01.940]  ,
[00:04:01.940 --> 00:04:02.020]   let
[00:04:02.020 --> 00:04:02.110]  's
[00:04:02.110 --> 00:04:02.470]   just
[00:04:02.470 --> 00:04:02.840]   make
[00:04:02.840 --> 00:04:02.920]   a
[00:04:02.920 --> 00:04:03.360]   pact
[00:04:03.360 --> 00:04:03.640]  .
[00:04:03.640 --> 00:04:04.120]   You
[00:04:04.120 --> 00:04:04.120]   never
[00:04:04.120 --> 00:04:04.440]   buy
[00:04:04.440 --> 00:04:04.780]   anything
[00:04:04.780 --> 00:04:05.200]   without
[00:04:05.200 --> 00:04:05.320]   my
[00:04:05.320 --> 00:04:05.800]   detailed
[00:04:05.800 --> 00:04:06.280]   approval
[00:04:06.280 --> 00:04:06.460]  .
[00:04:06.460 --> 00:04:06.680]   And
[00:04:06.680 --> 00:04:06.700]   I
[00:04:06.700 --> 00:04:06.940]   will
[00:04:06.940 --> 00:04:07.280]   never
[00:04:07.280 --> 00:04:07.420]   buy
[00:04:07.420 --> 00:04:07.960]   anything
[00:04:07.960 --> 00:04:08.010]  
[00:04:08.010 --> 00:04:08.230]   without
[00:04:08.230 --> 00:04:08.390]   your
[00:04:08.390 --> 00:04:08.700]   detailed
[00:04:08.700 --> 00:04:09.060]   approval
[00:04:09.060 --> 00:04:09.120]  .
[00:04:09.120 --> 00:04:09.240]   And
[00:04:09.240 --> 00:04:09.400]   then
[00:04:09.400 --> 00:04:09.480]   we
[00:04:09.480 --> 00:04:09.590]  're
[00:04:09.590 --> 00:04:09.780]   going
[00:04:09.780 --> 00:04:09.860]   to
[00:04:09.860 --> 00:04:10.060]   miss
[00:04:10.060 --> 00:04:10.140]   out
[00:04:10.140 --> 00:04:10.220]   on
[00:04:10.220 --> 00:04:10.250]   a
[00:04:10.250 --> 00:04:10.470]   bunch
[00:04:10.470 --> 00:04:10.620]   of
[00:04:10.620 --> 00:04:10.700]   things
[00:04:10.700 --> 00:04:10.760]  .
[00:04:10.760 --> 00:04:10.920]   Like
[00:04:10.920 --> 00:04:10.920]  ,
[00:04:10.920 --> 00:04:11.100]   for
[00:04:11.100 --> 00:04:11.370]   example
[00:04:11.370 --> 00:04:11.460]  ,
[00:04:11.460 --> 00:04:11.910]   the
[00:04:11.910 --> 00:04:12.000]   walking
[00:04:12.000 --> 00:04:12.090]   desk
[00:04:12.090 --> 00:04:12.180]  ,
[00:04:12.180 --> 00:04:12.450]   which
[00:04:12.450 --> 00:04:12.450]   I
[00:04:12.450 --> 00:04:12.540]  'm
[00:04:12.540 --> 00:04:12.720]   sure
[00:04:12.720 --> 00:04:12.850]   you
[00:04:12.850 --> 00:04:12.980]  're
[00:04:12.980 --> 00:04:13.210]   about
[00:04:13.210 --> 00:04:13.380]   to
[00:04:13.380 --> 00:04:13.430]   ask
[00:04:13.430 --> 00:04:13.520]   me
[00:04:13.520 --> 00:04:13.750]   about
[00:04:13.750 --> 00:04:13.960]  .
[00:04:13.960 --> 00:04:14.170]   Yeah
[00:04:14.170 --> 00:04:14.270]  ,
[00:04:14.270 --> 00:04:14.320]   I
[00:04:14.320 --> 00:04:14.530]   will
[00:04:14.530 --> 00:04:14.780]   very
[00:04:14.780 --> 00:04:15.260]   interested
[00:04:15.260 --> 00:04:15.420]   to
[00:04:15.420 --> 00:04:15.630]   know
[00:04:15.630 --> 00:04:15.890]   about
[00:04:15.890 --> 00:04:16.100]   that
[00:04:16.100 --> 00:04:16.280]  .
[00:04:16.280 --> 00:04:16.550]   So
[00:04:16.550 --> 00:04:16.940]   you
[00:04:16.940 --> 00:04:17.470]   want
[00:04:17.470 --> 00:04:17.730]   to
[00:04:17.730 --> 00:04:18.260]   know
[00:04:18.260 --> 00:04:18.540]  ,
[00:04:18.540 --> 00:04:18.920]   can
[00:04:18.920 --> 00:04:19.050]   I
[00:04:19.050 --> 00:04:19.620]   walk
[00:04:19.620 --> 00:04:20.040]  ?
[00:04:20.040 --> 00:04:20.310]   Yeah
[00:04:20.310 --> 00:04:20.310]  ,
[00:04:20.310 --> 00:04:20.480]   well
[00:04:20.480 --> 00:04:20.800]  ,
[00:04:20.800 --> 00:04:20.870]   first
[00:04:20.870 --> 00:04:20.890]   of
[00:04:20.890 --> 00:04:21.020]   all
[00:04:21.020 --> 00:04:21.170]  ,
[00:04:21.170 --> 00:04:21.290]   what
[00:04:21.290 --> 00:04:21.420]   did
[00:04:21.420 --> 00:04:21.540]   she
[00:04:21.540 --> 00:04:21.680]   say
[00:04:21.680 --> 00:04:21.880]  ?
[00:04:21.880 --> 00:04:22.120]   What
[00:04:22.120 --> 00:04:22.300]   was
[00:04:22.300 --> 00:04:22.420]   it
[00:04:22.420 --> 00:04:22.600]  ?
[00:04:22.600 --> 00:04:22.830]   What
[00:04:22.830 --> 00:04:23.000]   was
[00:04:23.000 --> 00:04:23.250]   your
[00:04:23.250 --> 00:04:23.500]   talk
[00:04:23.500 --> 00:04:23.640]  ?
[00:04:23.640 --> 00:04:23.700]   You
[00:04:23.700 --> 00:04:23.790]   know
[00:04:23.790 --> 00:04:23.820]  ,
[00:04:23.820 --> 00:04:23.880]   you
[00:04:23.880 --> 00:04:23.960]   said
[00:04:23.960 --> 00:04:24.020]   you
[00:04:24.020 --> 00:04:24.100]   were
[00:04:24.100 --> 00:04:24.210]   going
[00:04:24.210 --> 00:04:24.240]   to
[00:04:24.240 --> 00:04:24.440]  ...
[00:04:24.440 --> 00:04:24.530]   Oh
[00:04:24.530 --> 00:04:24.620]  ,
[00:04:24.620 --> 00:04:24.760]   she
[00:04:24.760 --> 00:04:24.900]   was
[00:04:24.900 --> 00:04:25.080]   like
[00:04:25.080 --> 00:04:25.180]  ,
[00:04:25.180 --> 00:04:25.370]   yeah
[00:04:25.370 --> 00:04:25.460]  ,
[00:04:25.460 --> 00:04:25.740]   yeah
[00:04:25.740 --> 00:04:25.820]  ,
[00:04:25.820 --> 00:04:25.880]   she
[00:04:25.880 --> 00:04:25.970]  's
[00:04:25.970 --> 00:04:26.160]   like
[00:04:26.160 --> 00:04:26.250]  ,
[00:04:26.250 --> 00:04:26.520]   okay
[00:04:26.520 --> 00:04:26.680]  .
[00:04:26.680 --> 00:04:26.780]   Well
[00:04:26.780 --> 00:04:27.370]  ,
[00:04:27.370 --> 00:04:27.430]   how
[00:04:27.430 --> 00:04:27.680]   does
[00:04:27.680 --> 00:04:27.910]   the
[00:04:27.910 --> 00:04:28.450]   walking
[00:04:28.450 --> 00:04:28.760]   desk
[00:04:28.760 --> 00:04:28.990]   fit
[00:04:28.990 --> 00:04:29.300]   into
[00:04:29.300 --> 00:04:29.640]   that
[00:04:29.640 --> 00:04:29.870]   scenario
[00:04:29.870 --> 00:04:29.960]  ?
[00:04:29.960 --> 00:04:30.090]   Was
[00:04:30.090 --> 00:04:30.180]   it
[00:04:30.180 --> 00:04:30.280]  ,
[00:04:30.280 --> 00:04:30.530]   did
[00:04:30.530 --> 00:04:30.760]   you
[00:04:30.760 --> 00:04:30.990]   buy
[00:04:30.990 --> 00:04:31.000]  ?
[00:04:31.000 --> 00:04:31.260]   The
[00:04:31.260 --> 00:04:31.540]   walking
[00:04:31.540 --> 00:04:31.760]   desk
[00:04:31.760 --> 00:04:31.980]   fits
[00:04:31.980 --> 00:04:32.200]   into
[00:04:32.200 --> 00:04:32.420]   that
[00:04:32.420 --> 00:04:32.850]   scenario
[00:04:32.850 --> 00:04:33.230]   because
[00:04:33.230 --> 00:04:33.390]   she
[00:04:33.390 --> 00:04:33.640]   said
[00:04:33.640 --> 00:04:33.640]  ,
[00:04:34.360 --> 00:04:34.510]  
[00:04:34.510 --> 00:04:34.540]   you
[00:04:34.540 --> 00:04:34.960]   shouldn
[00:04:34.960 --> 00:04:35.080]  't
[00:04:35.080 --> 00:04:35.260]   buy
[00:04:35.260 --> 00:04:35.510]   that
[00:04:35.510 --> 00:04:36.130]   walking
[00:04:36.130 --> 00:04:36.160]   desk
[00:04:36.160 --> 00:04:36.600]   because
[00:04:36.600 --> 00:04:36.860]   you
[00:04:36.860 --> 00:04:37.630]  're
[00:04:37.630 --> 00:04:37.640]   going
[00:04:37.640 --> 00:04:37.820]   to
[00:04:37.820 --> 00:04:38.200]   over
[00:04:38.200 --> 00:04:38.410]  do
[00:04:38.410 --> 00:04:38.600]   it
[00:04:38.600 --> 00:04:38.840]   when
[00:04:38.840 --> 00:04:39.130]   you
[00:04:39.130 --> 00:04:39.640]   get
[00:04:39.640 --> 00:04:39.640]   it
[00:04:39.640 --> 00:04:39.640]  .
[00:04:39.640 --> 00:04:39.890]   And
[00:04:39.890 --> 00:04:39.960]   you
[00:04:39.960 --> 00:04:40.120]  're
[00:04:40.120 --> 00:04:40.390]   going
[00:04:40.390 --> 00:04:40.490]   to
[00:04:40.490 --> 00:04:40.690]   hurt
[00:04:40.690 --> 00:04:41.170]   yourself
[00:04:41.170 --> 00:04:41.270]  .
[00:04:41.270 --> 00:04:41.350]   And
[00:04:41.350 --> 00:04:41.390]   then
[00:04:41.390 --> 00:04:41.410]   you
[00:04:41.410 --> 00:04:41.480]  're
[00:04:41.480 --> 00:04:41.640]   not
[00:04:41.640 --> 00:04:41.720]   going
[00:04:41.720 --> 00:04:41.800]   to
[00:04:41.800 --> 00:04:41.880]   want
[00:04:41.880 --> 00:04:41.960]   to
[00:04:41.960 --> 00:04:42.120]   use
[00:04:42.120 --> 00:04:42.200]   it
[00:04:42.200 --> 00:04:42.420]   anymore
[00:04:42.420 --> 00:04:42.520]  .
[00:04:42.520 --> 00:04:42.980]   Which
[00:04:42.980 --> 00:04:42.990]   is
[00:04:42.990 --> 00:04:43.470]   exactly
[00:04:43.470 --> 00:04:43.740]   what
[00:04:43.740 --> 00:04:44.310]   happened
[00:04:44.310 --> 00:04:44.520]  .
[00:04:44.520 --> 00:04:44.700]   Right
[00:04:44.700 --> 00:04:44.760]  .
[00:04:44.760 --> 00:04:45.030]   She
[00:04:45.030 --> 00:04:45.600]   knows
[00:04:45.600 --> 00:04:45.750]   you
[00:04:45.750 --> 00:04:46.040]  .
[00:04:46.040 --> 00:04:46.540]   Okay
[00:04:46.540 --> 00:04:46.920]  ,
[00:04:46.920 --> 00:04:46.920]   so
[00:04:46.920 --> 00:04:47.660]   what
[00:04:47.660 --> 00:04:48.280]   happened
[00:04:48.280 --> 00:04:48.600]  ?
[00:04:48.600 --> 00:04:48.780]   So
[00:04:48.780 --> 00:04:48.820]   what
[00:04:48.820 --> 00:04:48.890]  's
[00:04:48.890 --> 00:04:49.000]   the
[00:04:49.000 --> 00:04:49.150]   last
[00:04:49.150 --> 00:04:49.360]   time
[00:04:49.360 --> 00:04:49.480]   we
[00:04:49.480 --> 00:04:49.660]   talked
[00:04:49.660 --> 00:04:49.720]  ,
[00:04:49.720 --> 00:04:50.000]   which
[00:04:50.000 --> 00:04:50.300]   was
[00:04:50.300 --> 00:04:50.680]   two
[00:04:50.680 --> 00:04:50.920]   weeks
[00:04:50.920 --> 00:04:51.110]   ago
[00:04:51.110 --> 00:04:51.240]  ,
[00:04:51.240 --> 00:04:51.320]   three
[00:04:51.320 --> 00:04:51.560]   weeks
[00:04:51.560 --> 00:04:51.760]   ago
[00:04:51.760 --> 00:04:51.960]  ?
[00:04:51.960 --> 00:04:52.090]   Yeah
[00:04:52.090 --> 00:04:52.200]  .
[00:04:52.200 --> 00:04:52.760]   It
[00:04:52.760 --> 00:04:52.820]   was
[00:04:52.820 --> 00:04:53.330]   three
[00:04:53.330 --> 00:04:53.900]   weeks
[00:04:53.900 --> 00:04:54.600]   ago
[00:04:54.600 --> 00:04:54.750]  .
[00:04:54.750 --> 00:04:54.870]   You
[00:04:54.870 --> 00:04:55.230]   were
[00:04:55.230 --> 00:04:55.500]   hob
[00:04:55.500 --> 00:04:56.100]  bling
[00:04:56.100 --> 00:04:56.520]   around
[00:04:56.520 --> 00:04:56.840]   because
[00:04:56.840 --> 00:04:56.860]   you
[00:04:56.860 --> 00:04:56.920]  ...
[00:04:56.920 --> 00:04:57.040]   Oh
[00:04:57.040 --> 00:04:57.140]   my
[00:04:57.140 --> 00:04:57.310]   God
[00:04:57.310 --> 00:04:57.420]  ,
[00:04:57.420 --> 00:04:57.490]   I
[00:04:57.490 --> 00:04:57.780]   could
[00:04:57.780 --> 00:04:58.090]   barely
[00:04:58.090 --> 00:04:58.360]   walk
