
[00:00:00.660 --> 00:00:09.820]   Music
[00:02:41.120 --> 00:02:41.390]  com
[00:02:41.390 --> 00:02:41.410]  /
[00:02:41.410 --> 00:02:41.630]  tra
[00:02:41.630 --> 00:02:41.970]  ffic
[00:02:41.970 --> 00:02:42.140]  .
[00:02:42.140 --> 00:02:42.630]   And
[00:02:42.630 --> 00:02:42.630]   you
[00:02:42.630 --> 00:02:42.900]   know
[00:02:42.900 --> 00:02:43.050]   if
[00:02:43.050 --> 00:02:43.400]   you
[00:02:43.400 --> 00:02:43.470]   if
[00:02:43.470 --> 00:02:43.610]   you
[00:02:43.610 --> 00:02:43.890]   look
[00:02:43.890 --> 00:02:44.740]   historically
[00:02:44.740 --> 00:02:45.310]   starting
[00:02:45.310 --> 00:02:45.450]   in
[00:02:45.450 --> 00:02:45.800]   eight
[00:02:45.800 --> 00:02:45.940]   we
[00:02:45.940 --> 00:02:46.190]  've
[00:02:46.190 --> 00:02:46.500]   grown
[00:02:46.500 --> 00:02:46.780]   like
[00:02:46.780 --> 00:02:46.990]   you
[00:02:46.990 --> 00:02:47.270]   said
[00:02:47.270 --> 00:02:47.760]   three
[00:02:47.760 --> 00:02:48.040]   or
[00:02:48.040 --> 00:02:48.090]   five
[00:02:48.090 --> 00:02:48.530]   hundred
[00:02:48.530 --> 00:02:49.020]   percent
[00:02:49.020 --> 00:02:49.090]   a
[00:02:49.090 --> 00:02:49.370]   year
[00:02:49.370 --> 00:02:49.510]  ,
[00:02:49.510 --> 00:02:49.860]   which
[00:02:49.860 --> 00:02:50.210]   every
[00:02:50.210 --> 00:02:50.490]   time
[00:02:50.490 --> 00:02:50.640]   we
[00:02:50.640 --> 00:02:50.910]   talk
[00:02:50.910 --> 00:02:51.050]   to
[00:02:51.050 --> 00:02:51.190]   me
[00:02:51.190 --> 00:02:51.360]   we
[00:02:51.360 --> 00:02:51.610]   were
[00:02:51.610 --> 00:02:52.340]   probably
[00:02:52.340 --> 00:02:52.460]   five
[00:02:52.460 --> 00:02:52.840]   times
[00:02:52.840 --> 00:02:52.880]   a
[00:02:52.880 --> 00:02:53.160]   year
[00:02:53.160 --> 00:02:53.300]   or
[00:02:53.300 --> 00:02:54.280]   something
[00:02:54.280 --> 00:02:54.290]   round
[00:02:54.290 --> 00:02:54.500]  .
[00:02:54.500 --> 00:02:54.850]   But
[00:02:54.850 --> 00:02:54.980]   it
[00:02:54.980 --> 00:02:54.990]  's
[00:02:54.990 --> 00:02:55.450]   not
[00:02:55.450 --> 00:02:55.480]   like
[00:02:55.480 --> 00:02:55.620]   it
[00:02:55.620 --> 00:02:55.870]  's
[00:02:55.870 --> 00:02:56.060]   been
[00:02:56.060 --> 00:02:56.750]   continuous
[00:02:56.750 --> 00:02:57.170]   growth
[00:02:57.170 --> 00:02:57.380]  .
[00:02:57.380 --> 00:02:57.560]   We
[00:02:57.560 --> 00:02:57.730]  've
[00:02:57.730 --> 00:02:58.080]   um
[00:02:58.080 --> 00:02:58.140]   you
[00:02:58.140 --> 00:02:58.360]   know
[00:02:58.360 --> 00:02:58.630]   it
[00:02:58.630 --> 00:02:58.640]  's
[00:02:58.640 --> 00:02:58.780]  ,
[00:02:58.780 --> 00:02:59.000]   been
[00:02:59.000 --> 00:02:59.580]   more
[00:02:59.580 --> 00:02:59.620]   like
[00:02:59.620 --> 00:02:59.690]   a
[00:02:59.690 --> 00:02:59.970]   step
[00:02:59.970 --> 00:03:00.540]   function
[00:03:00.540 --> 00:03:00.860]   type
[00:03:00.860 --> 00:03:00.960]   of
[00:03:00.960 --> 00:03:01.310]   thing
[00:03:01.310 --> 00:03:01.610]  .
[00:03:01.610 --> 00:03:01.660]   Or
[00:03:01.660 --> 00:03:01.820]   it
[00:03:01.820 --> 00:03:01.960]  's
[00:03:01.960 --> 00:03:02.150]   not
[00:03:02.150 --> 00:03:02.640]   totally
[00:03:02.640 --> 00:03:02.710]   a
[00:03:02.710 --> 00:03:02.990]   step
[00:03:02.990 --> 00:03:03.560]   function
[00:03:03.560 --> 00:03:03.700]  ,
[00:03:03.700 --> 00:03:03.910]   but
[00:03:03.910 --> 00:03:04.190]   more
[00:03:04.190 --> 00:03:04.460]   like
[00:03:04.460 --> 00:03:04.960]   we
[00:03:04.960 --> 00:03:05.000]   would
[00:03:05.000 --> 00:03:05.100]   we
[00:03:05.100 --> 00:03:05.730]   always
[00:03:05.730 --> 00:03:05.730]   had
[00:03:05.730 --> 00:03:06.080]   a
[00:03:06.080 --> 00:03:06.130]   back
[00:03:06.130 --> 00:03:06.150]  -
[00:03:06.150 --> 00:03:06.290]  up
[00:03:06.290 --> 00:03:06.570]   area
[00:03:06.570 --> 00:03:06.710]   of
[00:03:06.710 --> 00:03:07.620]   organic
[00:03:07.620 --> 00:03:07.620]  
[00:03:07.620 --> 00:03:07.840]   but
[00:03:07.840 --> 00:03:08.140]   then
[00:03:08.140 --> 00:03:08.290]   we
[00:03:08.290 --> 00:03:09.070]   would
[00:03:09.070 --> 00:03:09.490]   essentially
[00:03:09.490 --> 00:03:09.940]   unlock
[00:03:09.940 --> 00:03:10.010]   a
[00:03:10.010 --> 00:03:10.250]   new
[00:03:10.250 --> 00:03:10.400]   uh
[00:03:10.400 --> 00:03:11.500]   marketing
[00:03:11.500 --> 00:03:11.590]   channel
[00:03:11.590 --> 00:03:11.740]   or
[00:03:11.740 --> 00:03:12.340]   traction
[00:03:12.340 --> 00:03:12.920]   channel
[00:03:12.920 --> 00:03:13.020]   if
[00:03:13.020 --> 00:03:13.240]   you
[00:03:13.240 --> 00:03:13.570]   will
[00:03:13.570 --> 00:03:13.840]   from
[00:03:13.840 --> 00:03:14.060]   the
[00:03:14.060 --> 00:03:14.580]   book
[00:03:14.580 --> 00:03:14.700]   and
[00:03:14.700 --> 00:03:14.800]   you
[00:03:14.800 --> 00:03:15.250]   have
[00:03:15.250 --> 00:03:15.430]   an
[00:03:15.430 --> 00:03:16.010]   explosive
[00:03:16.010 --> 00:03:16.400]   period
[00:03:16.400 --> 00:03:16.530]   of
[00:03:16.530 --> 00:03:17.340]   growth
[00:03:17.340 --> 00:03:17.340]  .
[00:03:17.340 --> 00:03:17.700]   Um
[00:03:17.700 --> 00:03:17.730]   and
[00:03:17.730 --> 00:03:18.010]   then
[00:03:18.010 --> 00:03:18.380]   kind
[00:03:18.380 --> 00:03:18.460]   of
[00:03:18.460 --> 00:03:18.760]   kind
[00:03:18.760 --> 00:03:18.910]   of
[00:03:18.910 --> 00:03:19.290]   level
[00:03:19.290 --> 00:03:19.470]   up
[00:03:19.470 --> 00:03:19.660]   and
[00:03:19.660 --> 00:03:19.950]   then
[00:03:19.950 --> 00:03:20.110]   we
[00:03:20.110 --> 00:03:20.490]   would
[00:03:20.490 --> 00:03:20.940]   figure
[00:03:20.940 --> 00:03:21.160]   out
[00:03:21.160 --> 00:03:21.230]   a
[00:03:21.230 --> 00:03:21.530]   next
[00:03:21.530 --> 00:03:21.830]   kind
[00:03:21.830 --> 00:03:22.020]   of
[00:03:22.020 --> 00:03:22.200]   way
[00:03:22.200 --> 00:03:22.350]   to
[00:03:22.350 --> 00:03:22.500]   do
[00:03:22.500 --> 00:03:22.800]   that
[00:03:22.800 --> 00:03:23.220]  .
[00:03:23.220 --> 00:03:23.290]   Um
[00:03:23.290 --> 00:03:23.490]   and
[00:03:23.490 --> 00:03:23.620]   so
[00:03:23.620 --> 00:03:24.020]   that
[00:03:24.020 --> 00:03:24.130]  's
[00:03:24.130 --> 00:03:24.560]   happened
[00:03:24.560 --> 00:03:24.690]   in
[00:03:24.690 --> 00:03:25.030]   every
[00:03:25.030 --> 00:03:25.290]   you
[00:03:25.290 --> 00:03:25.500]   know
[00:03:25.500 --> 00:03:25.760]   like
[00:03:25.760 --> 00:03:25.900]   we
[00:03:25.900 --> 00:03:26.230]   don
[00:03:26.230 --> 00:03:26.320]  't
[00:03:26.320 --> 00:03:26.500]   know
[00:03:26.500 --> 00:03:26.770]   what
[00:03:26.770 --> 00:03:27.040]   that
[00:03:27.040 --> 00:03:27.310]   next
[00:03:27.310 --> 00:03:27.580]   bump
[00:03:27.580 --> 00:03:27.710]   is
[00:03:27.710 --> 00:03:28.080]   gonna
[00:03:28.080 --> 00:03:28.180]   be
[00:03:28.180 --> 00:03:28.660]   exactly
[00:03:28.660 --> 00:03:28.860]   but
[00:03:28.860 --> 00:03:29.200]   every
[00:03:29.200 --> 00:03:29.400]   you
[00:03:29.400 --> 00:03:29.670]   know
[00:03:29.670 --> 00:03:30.210]   eighteen
[00:03:30.210 --> 00:03:30.680]   months
[00:03:30.680 --> 00:03:30.750]   or
[00:03:30.750 --> 00:03:30.880]   so
[00:03:30.880 --> 00:03:31.020]   we
[00:03:31.020 --> 00:03:31.350]   found
[00:03:31.350 --> 00:03:31.550]   one
[00:03:31.550 --> 00:03:31.980]  . [SPEAKER_TURN]
[00:03:32.880 --> 00:03:32.930]  
[00:03:32.930 --> 00:03:33.180]   Right
[00:03:33.180 --> 00:03:33.600]  .
[00:03:33.600 --> 00:03:33.660]   Right
[00:03:33.660 --> 00:03:33.820]  .
[00:03:33.820 --> 00:03:33.850]   And
[00:03:33.850 --> 00:03:34.500]   where
[00:03:34.500 --> 00:03:34.520]   you
[00:03:34.520 --> 00:03:34.680]  're
[00:03:34.680 --> 00:03:34.800]   at
[00:03:34.800 --> 00:03:34.980]   now
[00:03:34.980 --> 00:03:35.620]   currently
[00:03:35.620 --> 00:03:35.710]   and
[00:03:35.710 --> 00:03:35.950]   just
[00:03:35.950 --> 00:03:36.070]   in
[00:03:36.070 --> 00:03:36.370]   terms
[00:03:36.370 --> 00:03:36.490]   of
[00:03:36.490 --> 00:03:36.850]   people
[00:03:36.850 --> 00:03:36.910]   I
[00:03:36.910 --> 00:03:37.150]   mean
[00:03:37.150 --> 00:03:37.210]   '
[00:03:37.210 --> 00:03:37.510]  cause
[00:03:37.510 --> 00:03:37.690]   for
[00:03:37.690 --> 00:03:37.900]   a
[00:03:37.900 --> 00:03:37.990]   long
[00:03:37.990 --> 00:03:38.230]   time
[00:03:38.230 --> 00:03:38.360]   it
[00:03:38.360 --> 00:03:38.530]   was
[00:03:38.530 --> 00:03:38.770]   just
[00:03:38.770 --> 00:03:39.130]   really
[00:03:39.130 --> 00:03:39.310]   you
[00:03:39.310 --> 00:03:39.740]   sitting
[00:03:39.740 --> 00:03:39.850]   in
[00:03:39.850 --> 00:03:40.080]   your
[00:03:40.080 --> 00:03:40.510]   bedroom
[00:03:40.510 --> 00:03:40.630]   or
[00:03:40.630 --> 00:03:40.870]   home
[00:03:40.870 --> 00:03:41.290]   office
[00:03:41.290 --> 00:03:41.410]   for
[00:03:41.410 --> 00:03:41.480]   I
[00:03:41.480 --> 00:03:41.770]   dunno
[00:03:41.770 --> 00:03:42.140]   what
[00:03:42.140 --> 00:03:42.270]   like
[00:03:42.270 --> 00:03:42.540]   first
[00:03:42.540 --> 00:03:42.730]   two
[00:03:42.730 --> 00:03:43.030]   years
[00:03:43.030 --> 00:03:43.150]   or
[00:03:43.150 --> 00:03:43.700]   something
[00:03:43.700 --> 00:03:43.940]   like
[00:03:43.940 --> 00:03:44.180]   that
[00:03:44.180 --> 00:03:45.100]  . [SPEAKER_TURN]
[00:03:45.220 --> 00:03:45.470]  
[00:03:45.470 --> 00:03:45.560]   Three
[00:03:45.560 --> 00:03:45.760]   and
[00:03:45.760 --> 00:03:45.820]   a
[00:03:45.820 --> 00:03:46.090]   half
[00:03:46.090 --> 00:03:46.430]   years
[00:03:46.430 --> 00:03:46.560]  ,
[00:03:46.560 --> 00:03:46.830]   yeah
[00:03:46.830 --> 00:03:47.100]   this
[00:03:47.100 --> 00:03:47.300]   has
[00:03:47.300 --> 00:03:47.570]   been
[00:03:47.570 --> 00:03:48.010]   going
[00:03:48.010 --> 00:03:48.040]   on
[00:03:48.040 --> 00:03:48.240]   for
[00:03:48.240 --> 00:03:48.290]   a
[00:03:48.290 --> 00:03:48.640]   while
[00:03:48.640 --> 00:03:48.900]  .
[00:03:48.900 --> 00:03:49.010]   I
[00:03:49.010 --> 00:03:49.030]   am
[00:03:49.030 --> 00:03:49.280]   not
[00:03:49.280 --> 00:03:49.570]   doing
[00:03:49.570 --> 00:03:49.840]   this
[00:03:49.840 --> 00:03:50.160]   from
[00:03:50.160 --> 00:03:50.240]   my
[00:03:50.240 --> 00:03:50.780]   basement
[00:03:50.780 --> 00:03:51.050]   this
[00:03:51.050 --> 00:03:51.330]   time
[00:03:51.330 --> 00:03:51.520]  .
[00:03:51.520 --> 00:03:51.580]   I
[00:03:51.580 --> 00:03:51.850]   mean
[00:03:51.850 --> 00:03:52.010]   uh
[00:03:52.010 --> 00:03:52.260]   we
[00:03:52.260 --> 00:03:52.650]   actually
[00:03:52.650 --> 00:03:52.780]   do
[00:03:52.780 --> 00:03:53.120]   have
[00:03:53.120 --> 00:03:53.300]   an
[00:03:53.300 --> 00:03:53.580]   office
[00:03:53.580 --> 00:03:54.120]   although
[00:03:54.120 --> 00:03:54.250]   we
[00:03:54.250 --> 00:03:54.450]  're
[00:03:54.450 --> 00:03:54.850]   mostly
[00:03:54.850 --> 00:03:55.320]   virtual
[00:03:55.320 --> 00:03:55.440]   so
[00:03:55.440 --> 00:03:55.580]   we
[00:03:55.580 --> 00:03:55.780]  've
[00:03:55.780 --> 00:03:56.120]   hired
[00:03:56.120 --> 00:03:56.660]   everyone
[00:03:56.660 --> 00:03:56.930]   from
[00:03:56.930 --> 00:03:57.130]   our
[00:03:57.130 --> 00:03:57.740]   community
[00:03:57.740 --> 00:03:58.140]   mainly
[00:03:58.140 --> 00:03:58.270]  ,
[00:03:58.270 --> 00:03:58.540]   open
[00:03:58.540 --> 00:03:59.250]   source
[00:03:59.250 --> 00:03:59.600]   community
[00:03:59.600 --> 00:03:59.750]   and
[00:03:59.750 --> 00:03:59.880]   so
[00:03:59.880 --> 00:04:00.150]   that
[00:04:00.150 --> 00:04:00.420]   that
[00:04:00.420 --> 00:04:00.620]   can
[00:04:00.620 --> 00:04:00.900]   be
[00:04:00.900 --> 00:04:01.150]   anyone
[00:04:01.150 --> 00:04:01.420]   from
[00:04:01.420 --> 00:04:01.960]   anywhere
[00:04:01.960 --> 00:04:02.530]  .
[00:04:02.530 --> 00:04:02.980]   Um
[00:04:02.980 --> 00:04:03.210]   and
[00:04:03.210 --> 00:04:03.570]   so
[00:04:03.570 --> 00:04:04.060]   most
[00:04:04.060 --> 00:04:04.920]   people
[00:04:04.920 --> 00:04:05.380]   are
[00:04:05.380 --> 00:04:06.500]   actually
[00:04:06.500 --> 00:04:07.320]   remote
[00:04:07.320 --> 00:04:08.130]   all
[00:04:08.130 --> 00:04:08.650]   around
[00:04:08.650 --> 00:04:09.080]   the
[00:04:09.080 --> 00:04:09.790]   world
[00:04:09.790 --> 00:04:10.220]   but
[00:04:10.220 --> 00:04:10.500]   we
[00:04:10.500 --> 00:04:10.780]   do
[00:04:10.780 --> 00:04:11.430]   have
[00:04:11.430 --> 00:04:11.630]   an
[00:04:11.630 --> 00:04:12.500]   office
[00:04:12.500 --> 00:04:14.210]   headquarters
[00:04:14.210 --> 00:04:14.600]   in
[00:04:14.600 --> 00:04:14.600]  
[00:04:14.600 --> 00:04:16.640]   the
[00:04:16.640 --> 00:04:16.790]   United
[00:04:16.790 --> 00:04:16.970]   States
[00:04:16.970 --> 00:04:17.760]  .
[00:04:17.760 --> 00:04:17.820]   We
[00:04:17.820 --> 00:04:18.110]   do
[00:04:18.110 --> 00:04:18.130]   actually
[00:04:18.130 --> 00:04:18.250]   have
[00:04:18.250 --> 00:04:18.430]   office
[00:04:18.430 --> 00:04:18.660]   space
[00:04:18.660 --> 00:04:18.720]   um
[00:04:18.720 --> 00:04:18.800]   so
[00:04:18.800 --> 00:04:18.860]   yeah
[00:04:18.860 --> 00:04:19.260]  . [SPEAKER_TURN]
[00:04:19.260 --> 00:04:19.460]   So
[00:04:19.460 --> 00:04:19.610]   you
[00:04:19.610 --> 00:04:19.890]   have
[00:04:19.890 --> 00:04:20.240]   I
[00:04:20.240 --> 00:04:20.250]   mean
[00:04:20.250 --> 00:04:20.380]   it
[00:04:20.380 --> 00:04:20.530]   so
[00:04:20.530 --> 00:04:20.730]   how
[00:04:20.730 --> 00:04:20.940]   how
[00:04:20.940 --> 00:04:21.220]   many
[00:04:21.220 --> 00:04:21.990]   employees
[00:04:21.990 --> 00:04:22.060]   do
[00:04:22.060 --> 00:04:22.200]   you
[00:04:22.200 --> 00:04:22.480]   have
[00:04:22.480 --> 00:04:22.620]   at
[00:04:22.620 --> 00:04:22.890]   your
[00:04:22.890 --> 00:04:23.080]   on
[00:04:23.080 --> 00:04:23.320]   your
[00:04:23.320 --> 00:04:23.740]   office
[00:04:23.740 --> 00:04:23.940]  ?
[00:04:23.940 --> 00:04:24.160]   How
[00:04:24.160 --> 00:04:24.440]   many
[00:04:24.440 --> 00:04:24.580]   do
[00:04:24.580 --> 00:04:24.790]   you
[00:04:24.790 --> 00:04:25.070]   have
[00:04:25.070 --> 00:04:25.630]   globally
[00:04:25.630 --> 00:04:26.520]  ? [SPEAKER_TURN]
[00:04:27.220 --> 00:04:27.300]  
[00:04:27.300 --> 00:04:27.380]   It
[00:04:27.380 --> 00:04:27.540]  's
[00:04:27.540 --> 00:04:27.640]   a
[00:04:27.640 --> 00:04:27.860]   bit
[00:04:27.860 --> 00:04:28.330]   fluid
[00:04:28.330 --> 00:04:28.960]   because
[00:04:28.960 --> 00:04:29.000]   of
[00:04:29.000 --> 00:04:29.250]   the
[00:04:29.250 --> 00:04:29.480]   way
[00:04:29.480 --> 00:04:29.640]   we
[00:04:29.640 --> 00:04:29.970]   hire
[00:04:29.970 --> 00:04:30.210]   and
[00:04:30.210 --> 00:04:30.350]   we
[00:04:30.350 --> 00:04:30.610]  're
[00:04:30.610 --> 00:04:30.770]   we
[00:04:30.770 --> 00:04:31.120]  're
[00:04:31.120 --> 00:04:31.340]   kind
[00:04:31.340 --> 00:04:31.500]   of
[00:04:31.500 --> 00:04:31.740]   amb
[00:04:31.740 --> 00:04:32.310]  ivalent
[00:04:32.310 --> 00:04:32.660]   part
[00:04:32.660 --> 00:04:32.970]   time
[00:04:32.970 --> 00:04:33.250]   full
[00:04:33.250 --> 00:04:33.800]   time
[00:04:33.800 --> 00:04:33.870]  .
[00:04:33.870 --> 00:04:34.030]   So
[00:04:34.030 --> 00:04:34.190]   um
[00:04:34.190 --> 00:04:34.470]   you
[00:04:34.470 --> 00:04:34.760]   know
[00:04:34.760 --> 00:04:35.240]   there
[00:04:35.240 --> 00:04:35.740]   there
[00:04:35.740 --> 00:04:35.800]  's
[00:04:35.800 --> 00:04:35.820]   a
[00:04:35.820 --> 00:04:36.060]   bit
[00:04:36.060 --> 00:04:36.220]   of
[00:04:36.220 --> 00:04:36.550]   that
[00:04:36.550 --> 00:04:36.790]   but
[00:04:36.790 --> 00:04:36.950]   we
[00:04:36.950 --> 00:04:37.280]   have
[00:04:37.280 --> 00:04:37.740]   about
[00:04:37.740 --> 00:04:38.160]   twenty
[00:04:38.160 --> 00:04:38.720]   full
[00:04:38.720 --> 00:04:38.890]   time
[00:04:38.890 --> 00:04:39.660]   equivalent
[00:04:39.660 --> 00:04:40.160]   people
[00:04:40.160 --> 00:04:40.390]  .
[00:04:40.390 --> 00:04:40.540]   Um
[00:04:40.540 --> 00:04:41.060]   five
[00:04:41.060 --> 00:04:41.250]   are
[00:04:41.250 --> 00:04:41.280]   in
[00:04:41.280 --> 00:04:41.520]   the
[00:04:41.520 --> 00:04:42.010]   office
[00:04:42.010 --> 00:04:42.330]   here
[00:04:42.330 --> 00:04:42.570]   and
[00:04:42.570 --> 00:04:42.820]   the
[00:04:42.820 --> 00:04:43.150]   rest
[00:04:43.150 --> 00:04:43.370]   are
[00:04:43.370 --> 00:04:44.120]   remote
[00:04:44.120 --> 00:04:45.080]  . [SPEAKER_TURN]
[00:04:45.080 --> 00:04:45.180]   So
[00:04:45.180 --> 00:04:45.250]   that
[00:04:45.250 --> 00:04:45.440]   I
[00:04:45.440 --> 00:04:45.650]   mean
[00:04:45.650 --> 00:04:45.870]   that
[00:04:45.870 --> 00:04:46.040]  's
[00:04:46.040 --> 00:04:46.180]   that
[00:04:46.180 --> 00:04:46.320]  's
[00:04:46.320 --> 00:04:46.420]   a
[00:04:46.420 --> 00:04:47.020]   substantially
[00:04:47.020 --> 00:04:47.540]   bigger
[00:04:47.540 --> 00:04:47.730]   company
[00:04:47.730 --> 00:04:47.930]   than
[00:04:47.930 --> 00:04:48.100]   you
[00:04:48.100 --> 00:04:48.470]   sitting
[00:04:48.470 --> 00:04:48.570]   in
[00:04:48.570 --> 00:04:48.790]   your
[00:04:48.790 --> 00:04:49.210]   basement
[00:04:49.210 --> 00:04:49.370]  .
[00:04:49.370 --> 00:04:49.580]   That
[00:04:49.580 --> 00:04:49.680]  's
[00:04:49.680 --> 00:04:49.990]   pretty
[00:04:49.990 --> 00:04:50.340]   cool
[00:04:50.340 --> 00:04:50.960]  . [SPEAKER_TURN]
[00:04:50.960 --> 00:04:51.000]   I
[00:04:51.000 --> 00:04:51.140]   was
[00:04:51.140 --> 00:04:51.380]   gonna
[00:04:51.380 --> 00:04:51.510]   say
[00:04:51.510 --> 00:04:51.620]   if
[00:04:51.620 --> 00:04:52.020]   anything
[00:04:52.020 --> 00:04:52.060]  's
[00:04:52.060 --> 00:04:52.100]   a
[00:04:52.100 --> 00:04:52.520]   testament
[00:04:52.520 --> 00:04:52.630]   to
[00:04:52.630 --> 00:04:53.030]   traction
[00:04:53.030 --> 00:04:53.070]   it
[00:04:53.070 --> 00:04:53.160]  's
[00:04:53.160 --> 00:04:53.380]   what
[00:04:53.380 --> 00:04:53.660]   Gabriel
[00:04:53.660 --> 00:04:53.760]  's
[00:04:53.760 --> 00:04:53.990]   done
[00:04:53.990 --> 00:04:54.100]   with
[00:04:54.100 --> 00:04:54.310]   his
[00:04:54.310 --> 00:04:54.570]   company
[00:04:54.570 --> 00:04:54.840]  . [SPEAKER_TURN]
[00:04:54.840 --> 00:04:55.980]   Thank
[00:04:55.980 --> 00:04:56.000]   you
[00:04:56.000 --> 00:04:56.420]  . [SPEAKER_TURN]
[00:04:56.780 --> 00:04:56.840]  
[00:04:56.840 --> 00:04:57.050]   Yeah
[00:04:57.050 --> 00:04:57.120]   I
[00:04:57.120 --> 00:04:57.390]   mean
[00:04:57.390 --> 00:04:57.520]   so
[00:04:57.520 --> 00:04:57.630]   I
[00:04:57.630 --> 00:04:57.660]   I
[00:04:57.660 --> 00:04:58.060]   that
[00:04:58.060 --> 00:04:58.080]  's
[00:04:58.080 --> 00:04:58.330]   that
[00:04:58.330 --> 00:04:58.460]  's
[00:04:58.460 --> 00:04:58.660]   one
[00:04:58.660 --> 00:04:58.790]   of
[00:04:58.790 --> 00:04:59.050]   the
[00:04:59.050 --> 00:04:59.470]   reasons
[00:04:59.470 --> 00:04:59.540]   I
[00:04:59.540 --> 00:05:00.080]   wanted
[00:05:00.080 --> 00:05:00.080]   to
[00:05:00.080 --> 00:05:00.220]   ask
[00:05:00.220 --> 00:05:00.710]   you
[00:05:00.710 --> 00:05:00.820]   about
[00:05:00.820 --> 00:05:01.090]   this
[00:05:01.090 --> 00:05:01.220]   to
[00:05:01.220 --> 00:05:01.630]   really
[00:05:01.630 --> 00:05:01.900]   give
[00:05:01.900 --> 00:05:02.100]   you
[00:05:02.100 --> 00:05:02.370]   know
[00:05:02.370 --> 00:05:02.430]   I
[00:05:02.430 --> 00:05:02.510]   I
[00:05:02.510 --> 00:05:02.850]   think
[00:05:02.850 --> 00:05:03.320]   people
[00:05:03.320 --> 00:05:03.550]   need
[00:05:03.550 --> 00:05:03.660]   to
[00:05:03.660 --> 00:05:04.430]   understand
[00:05:04.430 --> 00:05:04.550]   who
[00:05:04.550 --> 00:05:04.680]  's
[00:05:04.680 --> 00:05:05.160]   writing
[00:05:05.160 --> 00:05:05.430]   this
[00:05:05.430 --> 00:05:05.700]   book
[00:05:05.700 --> 00:05:05.880]   or
[00:05:05.880 --> 00:05:06.050]   you
[00:05:06.050 --> 00:05:06.290]   know
[00:05:06.290 --> 00:05:06.420]   or
[00:05:06.420 --> 00:05:06.760]   who
[00:05:06.760 --> 00:05:06.860]  's
[00:05:06.860 --> 00:05:07.170]   behind
[00:05:07.170 --> 00:05:07.300]   it
[00:05:07.300 --> 00:05:07.780]   because
[00:05:07.780 --> 00:05:07.970]   you
[00:05:07.970 --> 00:05:08.450]   know
[00:05:08.450 --> 00:05:08.460]   you
[00:05:08.460 --> 00:05:08.720]   have
[00:05:08.720 --> 00:05:08.790]   a
[00:05:08.790 --> 00:05:08.990]   lot
[00:05:08.990 --> 00:05:09.130]   of
[00:05:09.130 --> 00:05:09.530]   people
[00:05:09.530 --> 00:05:10.000]   writing
[00:05:10.000 --> 00:05:10.380]   books
[00:05:10.380 --> 00:05:10.480]   on
[00:05:10.480 --> 00:05:11.030]   business
[00:05:11.030 --> 00:05:11.230]   and
[00:05:11.230 --> 00:05:11.850]   marketing
[00:05:11.850 --> 00:05:12.050]   and
[00:05:12.050 --> 00:05:12.600]   startups
[00:05:12.600 --> 00:05:12.800]   and
[00:05:12.800 --> 00:05:13.070]   they
[00:05:13.070 --> 00:05:13.420]   may
[00:05:13.420 --> 00:05:13.470]   not
[00:05:13.470 --> 00:05:14.090]   always
[00:05:14.090 --> 00:05:14.150]   have
[00:05:14.150 --> 00:05:14.220]   a
[00:05:14.220 --> 00:05:14.420]   lot
[00:05:14.420 --> 00:05:14.550]   of
[00:05:14.550 --> 00:05:14.820]   real
[00:05:14.820 --> 00:05:15.370]   personal
[00:05:15.370 --> 00:05:15.710]   first
[00:05:15.710 --> 00:05:15.810]  -
[00:05:15.810 --> 00:05:16.550]  hand
[00:05:16.550 --> 00:05:16.730]   experience
[00:05:16.730 --> 00:05:17.070]   doing
[00:05:17.070 --> 00:05:17.340]   that
[00:05:17.340 --> 00:05:17.570]   but
[00:05:17.570 --> 00:05:18.160]   obviously
[00:05:18.160 --> 00:05:18.350]   you
[00:05:18.350 --> 00:05:18.850]   do
[00:05:18.850 --> 00:05:19.400]   and [SPEAKER_TURN]
[00:05:19.400 --> 00:05:19.490]   We
[00:05:19.490 --> 00:05:19.580]   we
[00:05:19.580 --> 00:05:19.720]   may
[00:05:19.720 --> 00:05:19.910]   have
[00:05:19.910 --> 00:05:20.190]   talked
[00:05:20.190 --> 00:05:20.430]   about
[00:05:20.430 --> 00:05:20.630]   this
[00:05:20.630 --> 00:05:20.810]   five
[00:05:20.810 --> 00:05:21.050]   years
[00:05:21.050 --> 00:05:21.190]   ago
[00:05:21.190 --> 00:05:21.460]   every
[00:05:21.460 --> 00:05:21.670]   first
[00:05:21.670 --> 00:05:21.860]   talk
[00:05:21.860 --> 00:05:21.900]   '
[00:05:21.900 --> 00:05:22.140]  cause
