
[00:00:00.000 --> 00:00:00.000]  
[00:00:00.000 --> 00:00:00.070]   <
[00:02:27.420 --> 00:02:27.480]   a
[00:02:27.480 --> 00:02:27.750]   free
[00:02:27.750 --> 00:02:27.840]   uh
[00:02:27.840 --> 00:02:28.500]   advertising
[00:02:28.500 --> 00:02:28.680]   for
[00:02:28.680 --> 00:02:28.800]   El
[00:02:28.800 --> 00:02:29.040]   Poll
[00:02:29.040 --> 00:02:29.130]  o
[00:02:29.130 --> 00:02:29.280]   Loc
[00:02:29.280 --> 00:02:29.400]  o
[00:02:29.400 --> 00:02:30.080]  . [SPEAKER_TURN]
[00:02:30.080 --> 00:02:30.200]   Yeah
[00:02:30.200 --> 00:02:30.370]  .
[00:02:30.370 --> 00:02:30.650]   Your
[00:02:30.650 --> 00:02:31.430]   favourite
[00:02:31.430 --> 00:02:31.860]   place
[00:02:31.860 --> 00:02:32.840]  . [SPEAKER_TURN]
[00:02:32.840 --> 00:02:33.000]   That
[00:02:33.000 --> 00:02:33.080]  's
[00:02:33.080 --> 00:02:33.290]   right
[00:02:33.290 --> 00:02:33.320]   I
[00:02:33.320 --> 00:02:33.480]  .
[00:02:33.480 --> 00:02:33.600]   just
[00:02:33.600 --> 00:02:33.740]   get
[00:02:33.740 --> 00:02:33.900]   back
[00:02:33.900 --> 00:02:34.080]   there
[00:02:34.080 --> 00:02:34.290]   from
[00:02:34.290 --> 00:02:34.440]   lunch
[00:02:34.440 --> 00:02:34.630]   that
[00:02:34.630 --> 00:02:34.720]   was
[00:02:34.720 --> 00:02:34.960]   right
[00:02:34.960 --> 00:02:35.000]   I
[00:02:35.000 --> 00:02:35.080]  'll
[00:02:35.080 --> 00:02:35.240]   come
[00:02:35.240 --> 00:02:35.400]   over
[00:02:35.400 --> 00:02:35.560]  . [SPEAKER_TURN]
[00:02:36.000 --> 00:02:36.100]  
[00:02:36.100 --> 00:02:36.180]   Um
[00:02:36.180 --> 00:02:36.360]   to
[00:02:36.360 --> 00:02:36.650]   all
[00:02:36.650 --> 00:02:36.990]   like
[00:02:36.990 --> 00:02:37.440]   their
[00:02:37.440 --> 00:02:37.710]   six
[00:02:37.710 --> 00:02:38.520]   viewers
[00:02:38.520 --> 00:02:38.560]   or
[00:02:38.560 --> 00:02:39.250]   whatever
[00:02:39.250 --> 00:02:39.430]   or
[00:02:39.430 --> 00:02:39.600]   so
[00:02:39.600 --> 00:02:39.790]   um
[00:02:39.790 --> 00:02:40.060]   but
[00:02:40.060 --> 00:02:40.320]   the
[00:02:40.320 --> 00:02:40.600]   way
[00:02:40.600 --> 00:02:40.870]   the
[00:02:40.870 --> 00:02:41.130]   way
[00:02:41.130 --> 00:02:41.180]   that
[00:02:41.180 --> 00:02:42.140]   I
[00:02:42.140 --> 00:02:42.340]   actually
[00:02:42.340 --> 00:02:42.590]   had
[00:02:42.590 --> 00:02:43.040]   heard
[00:02:43.040 --> 00:02:43.220]   of
[00:02:43.220 --> 00:02:43.400]   it
[00:02:43.400 --> 00:02:43.600]   in
[00:02:43.600 --> 00:02:43.850]   the
[00:02:43.850 --> 00:02:44.380]   first
[00:02:44.380 --> 00:02:44.750]   place
[00:02:44.750 --> 00:02:44.930]   uh
[00:02:44.930 --> 00:02:45.210]   was
[00:02:45.210 --> 00:02:45.830]   because
[00:02:45.830 --> 00:02:46.340]   you
[00:02:46.340 --> 00:02:46.460]   know
[00:02:46.460 --> 00:02:46.640]   um
[00:02:46.640 --> 00:02:46.890]   Mic
[00:02:46.890 --> 00:02:47.410]  ah
[00:02:47.410 --> 00:02:47.910]   basically
[00:02:47.910 --> 00:02:48.090]   he
[00:02:48.090 --> 00:02:48.820]   recorded
[00:02:48.820 --> 00:02:49.450]   himself
[00:02:49.450 --> 00:02:50.040]   and
[00:02:50.040 --> 00:02:50.450]   streamed
[00:02:50.450 --> 00:02:51.080]   himself
[00:02:51.080 --> 00:02:51.260]   on
[00:02:51.260 --> 00:02:51.710]   video
[00:02:51.710 --> 00:02:52.530]   listening
[00:02:52.530 --> 00:02:52.720]   to
[00:02:52.720 --> 00:02:53.340]   our
[00:02:53.340 --> 00:02:53.610]   show
[00:02:53.610 --> 00:02:53.630]  .
[00:02:53.630 --> 00:02:53.980]   Yeah
[00:02:53.980 --> 00:02:55.200]  . [SPEAKER_TURN]
[00:02:55.200 --> 00:02:55.450]   Just
[00:02:55.450 --> 00:02:56.010]   listening
[00:02:56.010 --> 00:02:56.180]   to
[00:02:56.180 --> 00:02:56.310]   our
[00:02:56.310 --> 00:02:56.560]   show
[00:02:56.560 --> 00:02:57.000]   talking
[00:02:57.000 --> 00:02:57.440]   talking
[00:02:57.440 --> 00:02:57.750]   about
[00:02:57.750 --> 00:02:58.080]   stuff
[00:02:58.080 --> 00:02:58.440]   and
[00:02:58.440 --> 00:02:58.490]   just
[00:02:58.490 --> 00:02:58.740]   like
[00:02:58.740 --> 00:02:59.110]   saying
[00:02:59.110 --> 00:02:59.420]   stuff
[00:02:59.420 --> 00:02:59.600]  .
[00:02:59.600 --> 00:02:59.720]   So
[00:02:59.720 --> 00:02:59.990]   yeah
[00:02:59.990 --> 00:03:00.000]   I
[00:03:00.000 --> 00:03:00.330]   don
[00:03:00.330 --> 00:03:00.330]  't
[00:03:00.330 --> 00:03:00.580]   know
[00:03:00.580 --> 00:03:00.640]   I
[00:03:00.640 --> 00:03:00.820]   don
[00:03:00.820 --> 00:03:00.940]  't
[00:03:00.940 --> 00:03:01.190]   know
[00:03:01.190 --> 00:03:01.310]   if
[00:03:01.310 --> 00:03:01.430]   he
[00:03:01.430 --> 00:03:01.610]   was
[00:03:01.610 --> 00:03:02.050]   shaking
[00:03:02.050 --> 00:03:02.230]   his
[00:03:02.230 --> 00:03:02.480]   head
[00:03:02.480 --> 00:03:02.600]   or
[00:03:02.600 --> 00:03:03.520]   what [SPEAKER_TURN]
[00:03:03.520 --> 00:03:03.780]   Great
[00:03:03.780 --> 00:03:04.090]   that
[00:03:04.090 --> 00:03:04.170]  's
[00:03:04.170 --> 00:03:04.190]  ,
[00:03:04.190 --> 00:03:04.500]   great
[00:03:04.500 --> 00:03:04.660]   okay
[00:03:04.660 --> 00:03:05.240]  , [SPEAKER_TURN]
[00:03:05.240 --> 00:03:05.450]   Yeah
[00:03:05.450 --> 00:03:05.620]  .
[00:03:05.860 --> 00:03:05.920]   Well
[00:03:05.920 --> 00:03:05.940]   what
[00:03:05.940 --> 00:03:06.030]   are
[00:03:06.030 --> 00:03:06.140]   you
[00:03:06.140 --> 00:03:06.320]   doing
[00:03:06.320 --> 00:03:06.430]   you
[00:03:06.430 --> 00:03:06.540]  're
[00:03:06.540 --> 00:03:06.840]   clicking
[00:03:06.840 --> 00:03:07.060]   things
[00:03:07.060 --> 00:03:07.130]   on
[00:03:07.130 --> 00:03:07.240]   the
[00:03:07.240 --> 00:03:07.420]   phone
[00:03:07.420 --> 00:03:07.490]  ,
[00:03:07.490 --> 00:03:07.640]   what
[00:03:07.640 --> 00:03:07.750]   are
[00:03:07.750 --> 00:03:07.860]   you
[00:03:07.860 --> 00:03:08.280]   f [SPEAKER_TURN]
[00:03:08.280 --> 00:03:08.660]   Between
[00:03:08.660 --> 00:03:08.820]   you
[00:03:08.820 --> 00:03:09.060]   know
[00:03:09.060 --> 00:03:09.510]   backwards
[00:03:09.510 --> 00:03:09.670]   and
[00:03:09.670 --> 00:03:10.100]   forwards
[00:03:10.100 --> 00:03:10.260]  .
[00:03:10.260 --> 00:03:10.710]   So
[00:03:10.710 --> 00:03:10.840]   basically
[00:03:10.840 --> 00:03:11.080]   the
[00:03:11.080 --> 00:03:11.320]   camera
[00:03:11.320 --> 00:03:11.440]  's
[00:03:11.440 --> 00:03:11.800]   focused
[00:03:11.800 --> 00:03:11.970]   on
[00:03:11.970 --> 00:03:12.060]   you
[00:03:12.060 --> 00:03:12.160]   um
[00:03:12.160 --> 00:03:12.370]   most
[00:03:12.370 --> 00:03:12.530]   the
[00:03:12.530 --> 00:03:12.740]   time
[00:03:12.740 --> 00:03:12.900]   but
[00:03:12.900 --> 00:03:12.950]   I
[00:03:12.950 --> 00:03:13.050]  'm
[00:03:13.050 --> 00:03:13.260]   just
[00:03:13.260 --> 00:03:13.740]   gonna
[00:03:13.740 --> 00:03:13.800]   click
[00:03:13.800 --> 00:03:13.940]   it
[00:03:13.940 --> 00:03:14.060]   and
[00:03:14.060 --> 00:03:14.270]   show
[00:03:14.270 --> 00:03:14.390]   my
[00:03:14.390 --> 00:03:14.580]   head
[00:03:14.580 --> 00:03:14.850]   there
[00:03:14.850 --> 00:03:15.620]  . [SPEAKER_TURN]
[00:03:15.620 --> 00:03:15.720]   I
[00:03:15.720 --> 00:03:15.980]   thought
[00:03:15.980 --> 00:03:16.020]   I
[00:03:16.020 --> 00:03:16.340]   thought
[00:03:16.340 --> 00:03:16.480]   you
[00:03:16.480 --> 00:03:16.660]   were
[00:03:16.660 --> 00:03:16.890]   using
[00:03:16.890 --> 00:03:17.070]   your
[00:03:17.070 --> 00:03:17.350]   laptop
[00:03:17.350 --> 00:03:17.440]   as
[00:03:17.440 --> 00:03:17.630]   like
[00:03:17.630 --> 00:03:17.690]   a
[00:03:17.690 --> 00:03:18.000]   second
[00:03:18.000 --> 00:03:18.220]   camera
[00:03:18.220 --> 00:03:18.310]   so
[00:03:18.310 --> 00:03:18.400]   we
[00:03:18.400 --> 00:03:18.600]   have
[00:03:18.600 --> 00:03:18.800]   like
[00:03:18.800 --> 00:03:18.800]   a
[00:03:18.800 --> 00:03:19.020]   two
[00:03:19.020 --> 00:03:19.220]   camera
[00:03:19.220 --> 00:03:19.450]   shoot
[00:03:19.450 --> 00:03:19.850]   because
[00:03:19.850 --> 00:03:19.910]   you
[00:03:19.910 --> 00:03:20.140]   could
[00:03:20.140 --> 00:03:20.230]   do
[00:03:20.230 --> 00:03:20.410]   Face
[00:03:20.410 --> 00:03:20.590]  Time
[00:03:20.590 --> 00:03:20.760]  .
[00:03:20.760 --> 00:03:20.870]   Did
[00:03:20.870 --> 00:03:21.040]   you
[00:03:21.040 --> 00:03:21.100]   do
[00:03:21.100 --> 00:03:21.280]   that
[00:03:21.280 --> 00:03:21.980]  ? [SPEAKER_TURN]
[00:03:21.980 --> 00:03:22.040]   I
[00:03:22.040 --> 00:03:22.260]   don
[00:03:22.260 --> 00:03:22.340]  't
[00:03:22.340 --> 00:03:22.650]   think
[00:03:22.650 --> 00:03:22.900]   they
[00:03:22.900 --> 00:03:23.150]   have
[00:03:23.150 --> 00:03:23.400]   that
[00:03:23.400 --> 00:03:24.040]   capability
[00:03:24.040 --> 00:03:24.080]   I
[00:03:24.080 --> 00:03:24.200]  'm
[00:03:24.200 --> 00:03:24.320]  ,
[00:03:24.320 --> 00:03:24.570]   just
[00:03:24.570 --> 00:03:24.880]   using
[00:03:24.880 --> 00:03:25.000]   my
[00:03:25.000 --> 00:03:25.370]   camera
[00:03:25.370 --> 00:03:25.490]   as
[00:03:25.490 --> 00:03:25.610]   uh
[00:03:25.610 --> 00:03:25.860]   most
[00:03:25.860 --> 00:03:26.180]   sorry
[00:03:26.180 --> 00:03:26.290]   my
[00:03:26.290 --> 00:03:26.780]   laptop
[00:03:26.780 --> 00:03:26.840]   as
[00:03:26.840 --> 00:03:26.950]   a
[00:03:26.950 --> 00:03:27.020]   way
[00:03:27.020 --> 00:03:27.160]   to
[00:03:27.160 --> 00:03:27.390]   look
[00:03:27.390 --> 00:03:27.510]   at
[00:03:27.510 --> 00:03:27.690]   the
[00:03:27.690 --> 00:03:28.000]   links
[00:03:28.000 --> 00:03:28.450]   and
[00:03:28.450 --> 00:03:28.490]   stuff
[00:03:28.490 --> 00:03:29.340]  . [SPEAKER_TURN]
[00:03:29.340 --> 00:03:29.610]   Okay
[00:03:29.610 --> 00:03:29.740]   so
[00:03:29.740 --> 00:03:30.010]   that
[00:03:30.010 --> 00:03:30.140]  's
[00:03:30.140 --> 00:03:30.470]   okay
[00:03:30.470 --> 00:03:30.540]   W
[00:03:30.540 --> 00:03:30.660]  .
[00:03:30.660 --> 00:03:31.100]   could
[00:03:31.100 --> 00:03:31.210]   you
[00:03:31.210 --> 00:03:31.410]   can
[00:03:31.410 --> 00:03:31.620]   you
[00:03:31.620 --> 00:03:31.740]   do
[00:03:31.740 --> 00:03:31.990]   two
[00:03:31.990 --> 00:03:32.210]   apps
[00:03:32.210 --> 00:03:33.080]  ? [SPEAKER_TURN]
[00:03:33.700 --> 00:03:33.730]  
[00:03:33.730 --> 00:03:33.760]   I
[00:03:33.760 --> 00:03:33.890]   uh
[00:03:33.890 --> 00:03:34.150]   that
[00:03:34.150 --> 00:03:34.280]  's
[00:03:34.280 --> 00:03:34.350]   a
[00:03:34.350 --> 00:03:34.600]   very
[00:03:34.600 --> 00:03:34.860]   that
[00:03:34.860 --> 00:03:34.990]  's
[00:03:34.990 --> 00:03:35.050]   a
[00:03:35.050 --> 00:03:35.380]   thing
[00:03:35.380 --> 00:03:35.640]   that
[00:03:35.640 --> 00:03:35.700]   I
[00:03:35.700 --> 00:03:36.030]   asked
[00:03:36.030 --> 00:03:36.090]   I
[00:03:36.090 --> 00:03:36.290]  .
[00:03:36.290 --> 00:03:36.820]   actually
[00:03:36.820 --> 00:03:37.020]   did
[00:03:37.020 --> 00:03:37.110]   I
[00:03:37.110 --> 00:03:37.150]   s
[00:03:37.150 --> 00:03:37.600]   watched
[00:03:37.600 --> 00:03:37.660]   a
[00:03:37.660 --> 00:03:38.060]   stream
[00:03:38.060 --> 00:03:38.310]   from
[00:03:38.310 --> 00:03:38.650]   the
[00:03:38.650 --> 00:03:38.700]   Me
[00:03:38.700 --> 00:03:38.780]  er
[00:03:38.780 --> 00:03:38.980]   Cat
[00:03:38.980 --> 00:03:39.040]   H
[00:03:39.040 --> 00:03:39.100]  _
[00:03:39.100 --> 00:03:39.160]  Q
[00:03:39.160 --> 00:03:39.210]  _
[00:03:39.210 --> 00:03:39.420]   and
[00:03:39.420 --> 00:03:39.510]   I
[00:03:39.510 --> 00:03:39.680]   was
[00:03:39.680 --> 00:03:39.940]   like
[00:03:39.940 --> 00:03:40.340]   asking
[00:03:40.340 --> 00:03:41.080]   questions
[00:03:41.080 --> 00:03:41.200]   like
[00:03:41.200 --> 00:03:41.460]   that
[00:03:41.460 --> 00:03:41.660]  .
[00:03:41.660 --> 00:03:41.790]   It
[00:03:41.790 --> 00:03:41.920]  's
[00:03:41.920 --> 00:03:42.450]   just
[00:03:42.450 --> 00:03:42.610]   simple
[00:03:42.610 --> 00:03:42.940]   right
[00:03:42.940 --> 00:03:43.120]   now
[00:03:43.120 --> 00:03:43.310]  .
[00:03:43.310 --> 00:03:43.440]   So
[00:03:43.440 --> 00:03:43.500]   s
[00:03:43.500 --> 00:03:43.760]   yeah
[00:03:43.760 --> 00:03:43.960]   not
[00:03:43.960 --> 00:03:44.090]  ,
[00:03:44.090 --> 00:03:44.290]   yet
[00:03:44.290 --> 00:03:44.490]  .
[00:03:44.490 --> 00:03:44.820]   Maybe
[00:03:44.820 --> 00:03:44.950]   in
[00:03:44.950 --> 00:03:45.150]   the
[00:03:45.150 --> 00:03:45.670]   future
[00:03:45.670 --> 00:03:45.750]  .
[00:03:45.750 --> 00:03:46.090]   Yeah
[00:03:46.090 --> 00:03:47.000]  . [SPEAKER_TURN]
[00:03:47.000 --> 00:03:47.240]   Do
[00:03:47.240 --> 00:03:47.500]   you
[00:03:47.500 --> 00:03:48.300]   want
[00:03:48.300 --> 00:03:48.320]   do
[00:03:48.320 --> 00:03:48.680]   you
[00:03:48.680 --> 00:03:49.160]   want
[00:03:49.160 --> 00:03:49.400]   me
[00:03:49.400 --> 00:03:49.640]   to
[00:03:49.640 --> 00:03:50.120]   tell
[00:03:50.120 --> 00:03:50.480]   you
[00:03:50.480 --> 00:03:51.080]   where
[00:03:51.080 --> 00:03:51.440]   the
[00:03:51.440 --> 00:03:52.040]   where
[00:03:52.040 --> 00:03:52.400]   the
[00:03:52.400 --> 00:03:53.130]   camera
[00:03:53.130 --> 00:03:53.370]   is
[00:03:53.370 --> 00:03:54.800]  ? [SPEAKER_TURN]
[00:03:54.800 --> 00:03:55.000]   No
[00:03:55.000 --> 00:03:55.110]   that
[00:03:55.110 --> 00:03:55.210]  's
[00:03:55.210 --> 00:03:55.340]  ,
[00:03:55.340 --> 00:03:55.530]   okay
[00:03:55.530 --> 00:03:55.570]   I
[00:03:55.570 --> 00:03:55.670]  ,
[00:03:55.670 --> 00:03:55.830]   you
[00:03:55.830 --> 00:03:56.040]   know
[00:03:56.040 --> 00:03:56.350]   fine
[00:03:56.350 --> 00:03:56.860]  , [SPEAKER_TURN]
[00:03:56.860 --> 00:03:57.070]   Yeah
[00:03:57.070 --> 00:03:57.330]  .
[00:03:57.330 --> 00:03:57.360]   Or
[00:03:57.360 --> 00:03:57.380]   I
[00:03:57.380 --> 00:03:57.700]  'll
[00:03:57.700 --> 00:03:57.720]   put
[00:03:57.720 --> 00:03:57.800]   it
[00:03:57.800 --> 00:03:58.010]   back
[00:03:58.010 --> 00:03:58.110]   on
[00:03:58.110 --> 00:03:58.270]   you
[00:03:58.270 --> 00:03:58.500]  .
[00:03:59.600 --> 00:03:59.660]  
[00:03:59.660 --> 00:03:59.680]   It
[00:03:59.680 --> 00:03:59.770]  's
[00:03:59.770 --> 00:03:59.840]   it
[00:03:59.840 --> 00:03:59.920]  's
[00:03:59.920 --> 00:04:00.040]   you
[00:04:00.040 --> 00:04:00.350]   gotta
[00:04:00.350 --> 00:04:00.460]   gotta
[00:04:00.460 --> 00:04:00.760]   double
[00:04:00.760 --> 00:04:00.990]   click
[00:04:00.990 --> 00:04:01.000]   it
[00:04:01.000 --> 00:04:01.080]   as
[00:04:01.080 --> 00:04:01.250]   well
[00:04:01.250 --> 00:04:01.460]   which
[00:04:01.460 --> 00:04:01.550]   is
[00:04:01.550 --> 00:04:01.580]   a
[00:04:01.580 --> 00:04:01.700]   bit
[00:04:01.700 --> 00:04:01.910]   weird
[00:04:01.910 --> 00:04:02.030]  .
[00:04:02.030 --> 00:04:02.280]   Rather
[00:04:02.280 --> 00:04:02.360]   th
[00:04:02.360 --> 00:04:02.540]   they
[00:04:02.540 --> 00:04:02.780]   should
[00:04:02.780 --> 00:04:02.970]   have
[00:04:02.970 --> 00:04:03.120]   just
[00:04:03.120 --> 00:04:03.290]   have
[00:04:03.290 --> 00:04:03.330]   a
[00:04:03.330 --> 00:04:03.580]   button
[00:04:03.580 --> 00:04:03.800]   that
[00:04:03.800 --> 00:04:03.870]   you
[00:04:03.870 --> 00:04:03.990]   can
[00:04:03.990 --> 00:04:04.190]   press
[00:04:04.190 --> 00:04:04.320]   but
[00:04:04.320 --> 00:04:04.580]   anyway
[00:04:04.580 --> 00:04:05.260]  . [SPEAKER_TURN]
[00:04:05.260 --> 00:04:05.570]   Well
[00:04:05.570 --> 00:04:05.760]   this
[00:04:05.760 --> 00:04:05.940]   is
[00:04:05.940 --> 00:04:06.150]   a
[00:04:06.150 --> 00:04:06.190]   this
[00:04:06.190 --> 00:04:06.310]   is
[00:04:06.310 --> 00:04:06.430]   uh
[00:04:06.430 --> 00:04:06.490]   I
[00:04:06.490 --> 00:04:06.740]   have
[00:04:06.740 --> 00:04:06.870]   to
[00:04:06.870 --> 00:04:07.050]   say
[00:04:07.050 --> 00:04:07.110]   I
[00:04:07.110 --> 00:04:07.230]  'm
[00:04:07.230 --> 00:04:07.580]   impressed
[00:04:07.580 --> 00:04:08.110]   by
[00:04:08.110 --> 00:04:08.200]   the
[00:04:08.200 --> 00:04:08.850]   technology
[00:04:08.850 --> 00:04:08.940]  .
[00:04:08.940 --> 00:04:09.510]   Something
[00:04:09.510 --> 00:04:09.760]   like
[00:04:09.760 --> 00:04:10.260]   this
[00:04:10.260 --> 00:04:10.330]   could
[00:04:10.330 --> 00:04:10.580]   work
[00:04:10.580 --> 00:04:11.420]  . [SPEAKER_TURN]
[00:04:11.420 --> 00:04:11.680]   And
[00:04:11.680 --> 00:04:11.700]   it
[00:04:11.700 --> 00:04:11.840]   can
[00:04:11.840 --> 00:04:12.190]   record
[00:04:12.190 --> 00:04:12.260]   it
[00:04:12.260 --> 00:04:12.440]   and
[00:04:12.440 --> 00:04:12.740]   upload
[00:04:12.740 --> 00:04:12.840]   it
[00:04:12.840 --> 00:04:13.000]  .
[00:04:13.000 --> 00:04:13.100]   So
[00:04:13.100 --> 00:04:13.260]   you
[00:04:13.260 --> 00:04:13.470]   know
[00:04:13.470 --> 00:04:13.790]   people
[00:04:13.790 --> 00:04:13.950]   can
[00:04:13.950 --> 00:04:14.150]   kind
[00:04:14.150 --> 00:04:14.260]   of
[00:04:14.260 --> 00:04:14.460]   view
[00:04:14.460 --> 00:04:14.570]   it
[00:04:14.570 --> 00:04:15.100]   afterwards
[00:04:15.100 --> 00:04:15.780]  . [SPEAKER_TURN]
[00:04:15.780 --> 00:04:15.980]   Well
[00:04:15.980 --> 00:04:16.200]   great
[00:04:16.200 --> 00:04:16.330]  ,
[00:04:16.330 --> 00:04:16.530]   kind
[00:04:16.530 --> 00:04:16.770]   of
[00:04:16.770 --> 00:04:16.880]   cool
[00:04:16.880 --> 00:04:16.980]   too
[00:04:16.980 --> 00:04:17.580]  . [SPEAKER_TURN]
[00:04:17.580 --> 00:04:17.980]   Alright
[00:04:17.980 --> 00:04:18.080]  .
[00:04:18.080 --> 00:04:18.280]   Well
[00:04:18.280 --> 00:04:18.360]   y
[00:04:18.360 --> 00:04:18.480]   hey
[00:04:18.480 --> 00:04:18.680]   when
[00:04:18.680 --> 00:04:18.830]   you
[00:04:18.830 --> 00:04:19.030]   said
[00:04:19.030 --> 00:04:19.180]   you
[00:04:19.180 --> 00:04:19.230]   s
[00:04:19.230 --> 00:04:19.380]   you
[00:04:19.380 --> 00:04:19.580]   sent
[00:04:19.580 --> 00:04:19.680]   an
[00:04:19.680 --> 00:04:19.940]   email
[00:04:19.940 --> 00:04:19.940]   out
[00:04:19.940 --> 00:04:20.170]   to
[00:04:20.170 --> 00:04:20.530]   the
[00:04:20.530 --> 00:04:20.540]   list
[00:04:20.540 --> 00:04:20.680]   the
[00:04:20.680 --> 00:04:20.780]  ,
[00:04:20.780 --> 00:04:21.160]   texting
[00:04:21.160 --> 00:04:21.340]   list
[00:04:21.340 --> 00:04:21.530]   that
[00:04:21.530 --> 00:04:21.730]   list
[00:04:21.730 --> 00:04:21.890]   was
[00:04:21.890 --> 00:04:22.080]   like
[00:04:22.080 --> 00:04:22.320]   three
[00:04:22.320 --> 00:04:22.730]   years
[00:04:22.730 --> 00:04:22.790]   old
[00:04:22.790 --> 00:04:22.830]   or
[00:04:22.830 --> 00:04:23.280]   something
[00:04:23.280 --> 00:04:23.940]  . [SPEAKER_TURN]
[00:04:23.940 --> 00:04:24.020]   It
[00:04:24.020 --> 00:04:24.100]   it
[00:04:24.100 --> 00:04:24.180]   is
[00:04:24.180 --> 00:04:24.620]   so [SPEAKER_TURN]
[00:04:24.620 --> 00:04:24.620]  
[00:04:24.620 --> 00:04:24.810]   you
[00:04:24.810 --> 00:04:25.120]   did
[00:04:25.120 --> 00:04:25.190]   you
[00:04:25.190 --> 00:04:25.380]   not
[00:04:25.380 --> 00:04:25.500]   go
[00:04:25.500 --> 00:04:25.750]   and
[00:04:25.750 --> 00:04:25.760]   '
[00:04:25.760 --> 00:04:26.060]  cause
[00:04:26.060 --> 00:04:26.120]   I
[00:04:26.120 --> 00:04:26.310]   was
[00:04:26.310 --> 00:04:26.630]   gonna
[00:04:26.630 --> 00:04:27.070]   suggest
[00:04:27.070 --> 00:04:27.190]   is
[00:04:27.190 --> 00:04:27.440]   that
[00:04:27.440 --> 00:04:27.630]   you
[00:04:27.630 --> 00:04:28.010]   scrape
[00:04:28.010 --> 00:04:28.290]   the
[00:04:28.290 --> 00:04:28.320]   co
[00:04:28.320 --> 00:04:28.510]   the
[00:04:28.510 --> 00:04:28.570]   l
[00:04:28.570 --> 00:04:28.760]   the
[00:04:28.760 --> 00:04:29.140]   emails
[00:04:29.140 --> 00:04:29.330]   off
[00:04:29.330 --> 00:04:29.520]   the
[00:04:29.520 --> 00:04:30.030]   comments
[00:04:30.030 --> 00:04:30.220]   for
[00:04:30.220 --> 00:04:30.410]   the
[00:04:30.410 --> 00:04:30.660]   past
[00:04:30.660 --> 00:04:30.940]   few
[00:04:30.940 --> 00:04:31.170]   years
[00:04:31.170 --> 00:04:31.610]   because
[00:04:31.610 --> 00:04:31.820]   that
[00:04:31.820 --> 00:04:32.300]   would
[00:04:32.300 --> 00:04:32.370]   be
[00:04:32.370 --> 00:04:32.490]   all
[00:04:32.490 --> 00:04:32.680]   the
[00:04:32.680 --> 00:04:33.060]   active
[00:04:33.060 --> 00:04:33.630]   listeners
[00:04:33.630 --> 00:04:33.750]  ,
[00:04:33.750 --> 00:04:34.130]   active
[00:04:34.130 --> 00:04:35.060]   commenters
[00:04:35.060 --> 00:04:35.060]   um
[00:04:35.060 --> 00:04:35.600]   people
[00:04:35.600 --> 00:04:35.610]   who
[00:04:35.610 --> 00:04:35.730]   ma
[00:04:35.730 --> 00:04:35.790]   '
[00:04:35.790 --> 00:04:36.280]  cause
[00:04:36.280 --> 00:04:36.470]   people
[00:04:36.470 --> 00:04:36.710]   who
[00:04:36.710 --> 00:04:36.910]   who
[00:04:36.910 --> 00:04:37.200]   listen
[00:04:37.200 --> 00:04:37.560]   to
[00:04:37.560 --> 00:04:37.620]   show
[00:04:37.620 --> 00:04:37.630]   a
[00:04:37.630 --> 00:04:37.800]   lot
[00:04:37.800 --> 00:04:38.230]   comment
[00:04:38.230 --> 00:04:38.290]   a
[00:04:38.290 --> 00:04:38.480]   lot
[00:04:38.480 --> 00:04:38.650]   but
[00:04:38.650 --> 00:04:39.200]   maybe
[00:04:39.200 --> 00:04:39.350]   they
[00:04:39.350 --> 00:04:39.510]   weren
[00:04:39.510 --> 00:04:39.630]  't
[00:04:39.630 --> 00:04:40.000]   around
[00:04:40.000 --> 00:04:40.240]   back
[00:04:40.240 --> 00:04:40.480]   then
[00:04:40.480 --> 00:04:41.300]  . [SPEAKER_TURN]
[00:04:41.300 --> 00:04:41.310]   Yeah
[00:04:41.310 --> 00:04:41.790]   well
[00:04:41.790 --> 00:04:41.950]   uh
[00:04:41.950 --> 00:04:42.210]   that
[00:04:42.210 --> 00:04:42.500]  's
[00:04:42.500 --> 00:04:42.600]   just
[00:04:42.600 --> 00:04:42.660]   a
[00:04:42.660 --> 00:04:43.100]   little
[00:04:43.100 --> 00:04:43.240]   bit
[00:04:43.240 --> 00:04:43.430]   too
[00:04:43.430 --> 00:04:43.700]   much
[00:04:43.700 --> 00:04:43.950]   work
[00:04:43.950 --> 00:04:44.720]  . [SPEAKER_TURN]
[00:04:44.880 --> 00:04:44.940]  
[00:04:44.940 --> 00:04:45.090]   Yeah
[00:04:45.090 --> 00:04:45.140]   I
[00:04:45.140 --> 00:04:45.350]   know
[00:04:45.350 --> 00:04:45.560]   that
[00:04:45.560 --> 00:04:45.720]  .
[00:04:45.720 --> 00:04:46.060]   You
[00:04:46.060 --> 00:04:46.090]   know
[00:04:46.090 --> 00:04:46.250]  .
[00:04:46.250 --> 00:04:46.400]   It
[00:04:46.400 --> 00:04:46.450]  's
[00:04:46.450 --> 00:04:46.460]   funny
[00:04:46.460 --> 00:04:46.870]   you
[00:04:46.870 --> 00:04:47.190]  're
[00:04:47.190 --> 00:04:47.200]   you
[00:04:47.200 --> 00:04:47.370]  're
[00:04:47.370 --> 00:04:47.570]   such
[00:04:47.570 --> 00:04:47.620]   a
[00:04:47.620 --> 00:04:47.830]   hard
[00:04:47.830 --> 00:04:48.150]   worker
