
[00:00:00.000 --> 00:00:00.020]  
[00:00:00.020 --> 00:00:01.440]   All
[00:03:10.000 --> 00:03:10.850]   things
[00:03:10.850 --> 00:03:11.120]   that
[00:03:11.120 --> 00:03:11.240]  
[00:03:11.240 --> 00:03:11.280]   that
[00:03:11.280 --> 00:03:11.480]   group
[00:03:11.480 --> 00:03:11.560]   of
[00:03:11.560 --> 00:03:11.800]   people
[00:03:11.800 --> 00:03:12.070]   would
[00:03:12.070 --> 00:03:12.350]   generally
[00:03:12.350 --> 00:03:12.510]   find
[00:03:12.510 --> 00:03:12.940]   interesting
[00:03:12.940 --> 00:03:13.080]  .
[00:03:13.080 --> 00:03:13.240]   Or
[00:03:13.240 --> 00:03:13.400]   at
[00:03:13.400 --> 00:03:14.060]   least
[00:03:14.060 --> 00:03:14.140]   the
[00:03:14.140 --> 00:03:14.320]   you
[00:03:14.320 --> 00:03:14.610]   if
[00:03:14.610 --> 00:03:14.720]   you
[00:03:14.720 --> 00:03:15.050]   were
[00:03:15.050 --> 00:03:15.630]   talking
[00:03:15.630 --> 00:03:16.070]   about
[00:03:16.070 --> 00:03:16.080]   more
[00:03:16.080 --> 00:03:16.910]   common
[00:03:16.910 --> 00:03:17.040]   themes
[00:03:17.040 --> 00:03:17.400]   that
[00:03:17.400 --> 00:03:17.460]   are
[00:03:17.460 --> 00:03:17.880]   going
[00:03:17.880 --> 00:03:17.880]   on
[00:03:17.880 --> 00:03:18.050]   in
[00:03:18.050 --> 00:03:18.180]   the
[00:03:18.180 --> 00:03:18.500]   news
[00:03:18.500 --> 00:03:18.540]   or
[00:03:18.540 --> 00:03:19.020]   whatever
[00:03:19.020 --> 00:03:19.140]  ,
[00:03:19.140 --> 00:03:19.260]   it
[00:03:19.260 --> 00:03:19.560]   would
[00:03:19.560 --> 00:03:19.700]   be
[00:03:19.700 --> 00:03:19.860]   the
[00:03:19.860 --> 00:03:20.040]   way
[00:03:20.040 --> 00:03:20.280]   that
[00:03:20.280 --> 00:03:20.460]   you
[00:03:20.460 --> 00:03:20.760]   would
[00:03:20.760 --> 00:03:21.000]   talk
[00:03:21.000 --> 00:03:21.320]   about
[00:03:21.320 --> 00:03:21.410]   it
[00:03:21.410 --> 00:03:21.800]  .
[00:03:21.800 --> 00:03:21.800]   That
[00:03:21.800 --> 00:03:21.870]  's
[00:03:21.870 --> 00:03:22.120]   what
[00:03:22.120 --> 00:03:22.220]   it
[00:03:22.220 --> 00:03:22.400]   reminds
[00:03:22.400 --> 00:03:22.480]   me
[00:03:22.480 --> 00:03:22.560]   of
[00:03:22.560 --> 00:03:23.040]  . [SPEAKER_TURN]
[00:03:23.700 --> 00:03:23.800]  
[00:03:23.800 --> 00:03:23.930]   Yeah
[00:03:23.930 --> 00:03:24.270]  .
[00:03:24.270 --> 00:03:24.320]   And
[00:03:24.320 --> 00:03:24.370]   I
[00:03:24.370 --> 00:03:24.550]   mean
[00:03:24.550 --> 00:03:24.660]   uh
[00:03:24.660 --> 00:03:24.770]   it
[00:03:24.770 --> 00:03:24.820]   r
[00:03:24.820 --> 00:03:24.930]   it
[00:03:24.930 --> 00:03:25.340]   reminds
[00:03:25.340 --> 00:03:25.450]   me
[00:03:25.450 --> 00:03:25.560]   of
[00:03:25.560 --> 00:03:25.730]   the
[00:03:25.730 --> 00:03:25.960]   days
[00:03:25.960 --> 00:03:26.190]   when
[00:03:26.190 --> 00:03:26.240]   I
[00:03:26.240 --> 00:03:26.590]   worked
[00:03:26.590 --> 00:03:26.700]   at
[00:03:26.700 --> 00:03:26.810]   uh
[00:03:26.810 --> 00:03:26.860]   W
[00:03:26.860 --> 00:03:26.910]  Y
[00:03:26.910 --> 00:03:27.030]  I
[00:03:27.030 --> 00:03:27.130]   you
[00:03:27.130 --> 00:03:27.360]   know
[00:03:27.360 --> 00:03:27.530]   and
[00:03:27.530 --> 00:03:27.580]   I
[00:03:27.580 --> 00:03:27.750]   was
[00:03:27.750 --> 00:03:28.390]   working
[00:03:28.390 --> 00:03:28.440]   with
[00:03:28.440 --> 00:03:28.500]   a
[00:03:28.500 --> 00:03:28.730]   group
[00:03:28.730 --> 00:03:28.840]   of
[00:03:28.840 --> 00:03:29.180]   maybe
[00:03:29.180 --> 00:03:29.370]   four
[00:03:29.370 --> 00:03:29.470]   or
[00:03:29.470 --> 00:03:29.700]   five
[00:03:29.700 --> 00:03:30.280]   developers
[00:03:30.280 --> 00:03:30.450]  .
[00:03:30.450 --> 00:03:30.570]   We
[00:03:30.570 --> 00:03:30.670]  'd
[00:03:30.670 --> 00:03:30.830]   all
[00:03:30.830 --> 00:03:31.200]   be
[00:03:31.200 --> 00:03:31.360]   sitting
[00:03:31.360 --> 00:03:31.710]   around
[00:03:31.710 --> 00:03:31.760]   a
[00:03:31.760 --> 00:03:32.030]   desk
[00:03:32.030 --> 00:03:32.100]   um
[00:03:32.100 --> 00:03:32.560]   paired
[00:03:32.560 --> 00:03:33.260]   programming
[00:03:33.260 --> 00:03:33.260]   and
[00:03:33.260 --> 00:03:33.510]   just
[00:03:33.510 --> 00:03:33.780]   loads
[00:03:33.780 --> 00:03:33.890]   of
[00:03:33.890 --> 00:03:34.410]   different
[00:03:34.410 --> 00:03:35.170]   conversations
[00:03:35.170 --> 00:03:35.460]   would
[00:03:35.460 --> 00:03:35.690]   come
[00:03:35.690 --> 00:03:35.800]   up
[00:03:35.800 --> 00:03:36.150]   during
[00:03:36.150 --> 00:03:36.320]   the
[00:03:36.320 --> 00:03:36.500]   day
[00:03:36.500 --> 00:03:36.660]   and
[00:03:36.660 --> 00:03:36.770]   as
[00:03:36.770 --> 00:03:36.940]   you
[00:03:36.940 --> 00:03:37.110]   say
[00:03:37.110 --> 00:03:37.340]   they
[00:03:37.340 --> 00:03:37.510]  're
[00:03:37.510 --> 00:03:37.680]   not
[00:03:37.680 --> 00:03:37.850]   all
[00:03:37.850 --> 00:03:38.260]   related
[00:03:38.260 --> 00:03:38.370]   to
[00:03:38.370 --> 00:03:38.620]   tech
[00:03:38.620 --> 00:03:38.920]  .
[00:03:38.920 --> 00:03:38.940]   But
[00:03:38.940 --> 00:03:39.050]   it
[00:03:39.050 --> 00:03:39.160]  's
[00:03:39.160 --> 00:03:39.400]   just
[00:03:39.400 --> 00:03:39.560]   the
[00:03:39.560 --> 00:03:39.790]   kind
[00:03:39.790 --> 00:03:39.910]   of
[00:03:39.910 --> 00:03:40.190]   stuff
[00:03:40.190 --> 00:03:40.420]   that
[00:03:40.420 --> 00:03:40.470]   I
[00:03:40.470 --> 00:03:40.760]   guess
[00:03:40.760 --> 00:03:40.810]   g
[00:03:40.810 --> 00:03:41.040]  eeks
[00:03:41.040 --> 00:03:41.270]   talk
[00:03:41.270 --> 00:03:41.640]   about
[00:03:41.640 --> 00:03:41.810]  .
[00:03:41.810 --> 00:03:41.840]   Is
[00:03:41.840 --> 00:03:42.070]   that
[00:03:42.070 --> 00:03:42.120]   a
[00:03:42.120 --> 00:03:42.350]   good
[00:03:42.350 --> 00:03:42.540]   way
[00:03:42.540 --> 00:03:42.630]   to
[00:03:42.630 --> 00:03:42.800]   put
[00:03:42.800 --> 00:03:42.910]   it
[00:03:42.910 --> 00:03:44.220]  ? [SPEAKER_TURN]
[00:03:44.220 --> 00:03:44.630]   I
[00:03:44.630 --> 00:03:44.750]   just
[00:03:44.750 --> 00:03:45.070]   say
[00:03:45.070 --> 00:03:45.610]   smart
[00:03:45.610 --> 00:03:46.280]   people
[00:03:46.280 --> 00:03:46.800]   maybe
[00:03:46.800 --> 00:03:48.020]  . [SPEAKER_TURN]
[00:03:48.560 --> 00:03:48.560]  
[00:03:48.560 --> 00:03:48.610]   I
[00:03:48.610 --> 00:03:48.860]   think
[00:03:48.860 --> 00:03:49.060]   that
[00:03:49.060 --> 00:03:49.160]   uh
[00:03:49.160 --> 00:03:49.260]   at
[00:03:49.260 --> 00:03:49.510]   least
[00:03:49.510 --> 00:03:49.610]   we
[00:03:49.610 --> 00:03:49.710]   we
[00:03:49.710 --> 00:03:49.760]   w
[00:03:49.760 --> 00:03:49.910]   you
[00:03:49.910 --> 00:03:50.220]   know
[00:03:50.220 --> 00:03:50.260]   you
[00:03:50.260 --> 00:03:50.410]  're
[00:03:50.410 --> 00:03:50.560]   you
[00:03:50.560 --> 00:03:50.960]  're
[00:03:50.960 --> 00:03:51.010]   trying
[00:03:51.010 --> 00:03:51.110]   to
[00:03:51.110 --> 00:03:51.310]   talk
[00:03:51.310 --> 00:03:51.590]   about
[00:03:51.590 --> 00:03:51.860]   things
[00:03:51.860 --> 00:03:52.070]   that
[00:03:52.070 --> 00:03:52.210]   are
[00:03:52.210 --> 00:03:52.310]   we
[00:03:52.310 --> 00:03:52.560]   might
[00:03:52.560 --> 00:03:52.940]   have
[00:03:52.940 --> 00:03:52.960]   that
[00:03:52.960 --> 00:03:53.110]   let
[00:03:53.110 --> 00:03:53.360]   me
[00:03:53.360 --> 00:03:53.360]   put
[00:03:53.360 --> 00:03:53.460]   it
[00:03:53.460 --> 00:03:53.810]   this
[00:03:53.810 --> 00:03:53.900]   way
[00:03:53.900 --> 00:03:53.960]  .
[00:03:53.960 --> 00:03:54.160]   They
[00:03:54.160 --> 00:03:54.310]  're
[00:03:54.310 --> 00:03:54.480]   the
[00:03:54.480 --> 00:03:54.560]   ki
[00:03:54.560 --> 00:03:54.760]   they
[00:03:54.760 --> 00:03:54.910]  're
[00:03:54.910 --> 00:03:55.130]   the
[00:03:55.130 --> 00:03:55.260]   kind
[00:03:55.260 --> 00:03:55.360]   of
[00:03:55.360 --> 00:03:55.660]   things
[00:03:55.660 --> 00:03:55.860]   that
[00:03:55.860 --> 00:03:56.110]   would
[00:03:56.110 --> 00:03:56.250]   pop
[00:03:56.250 --> 00:03:56.360]   up
[00:03:56.360 --> 00:03:56.460]   on
[00:03:56.460 --> 00:03:56.790]   Hacker
[00:03:56.790 --> 00:03:56.960]   News
[00:03:56.960 --> 00:03:57.060]  ,
[00:03:57.060 --> 00:03:57.310]   right
[00:03:57.310 --> 00:03:57.440]  ,
[00:03:57.440 --> 00:03:57.660]   which
[00:03:57.660 --> 00:03:57.910]   tends
[00:03:57.910 --> 00:03:58.010]   to
[00:03:58.010 --> 00:03:58.110]   be
[00:03:58.110 --> 00:03:58.380]   where
[00:03:58.380 --> 00:03:58.460]   we
[00:03:58.460 --> 00:03:58.600]   get
[00:03:58.600 --> 00:03:58.800]   a
[00:03:58.800 --> 00:03:58.810]   lot
[00:03:58.810 --> 00:03:58.910]   of
[00:03:58.910 --> 00:03:59.060]   our
[00:03:59.060 --> 00:03:59.220]   our
[00:03:59.220 --> 00:03:59.510]   topics
[00:03:59.510 --> 00:03:59.660]  .
[00:03:59.660 --> 00:03:59.900]   Right
[00:03:59.900 --> 00:04:00.780]  ? [SPEAKER_TURN]
[00:04:00.780 --> 00:04:00.980]   But
[00:04:00.980 --> 00:04:01.190]   not
[00:04:01.190 --> 00:04:01.470]   just
[00:04:01.470 --> 00:04:01.700]   that
[00:04:01.700 --> 00:04:01.890]  .
[00:04:01.890 --> 00:04:01.950]   I
[00:04:01.950 --> 00:04:02.210]   mean
[00:04:02.210 --> 00:04:02.270]   I
[00:04:02.270 --> 00:04:02.660]   think
[00:04:02.660 --> 00:04:02.730]   I
[00:04:02.730 --> 00:04:02.990]   think
[00:04:02.990 --> 00:04:03.520]   anything
[00:04:03.520 --> 00:04:03.970]   should
[00:04:03.970 --> 00:04:04.070]   be
[00:04:04.070 --> 00:04:04.170]   up
[00:04:04.170 --> 00:04:04.370]   for
[00:04:04.370 --> 00:04:04.800]   grabs
[00:04:04.800 --> 00:04:04.890]  .
[00:04:04.890 --> 00:04:04.950]   I
[00:04:04.950 --> 00:04:05.080]  'd
[00:04:05.080 --> 00:04:05.250]   I
[00:04:05.250 --> 00:04:05.270]  'd
[00:04:05.270 --> 00:04:05.600]   quite
[00:04:05.600 --> 00:04:05.860]   like
[00:04:05.860 --> 00:04:05.990]   to
[00:04:05.990 --> 00:04:06.370]   rename
[00:04:06.370 --> 00:04:06.630]   the
[00:04:06.630 --> 00:04:06.840]   show
[00:04:06.840 --> 00:04:06.900]   m
[00:04:06.900 --> 00:04:07.100]   the
[00:04:07.100 --> 00:04:07.380]   show
[00:04:07.380 --> 00:04:07.490]   to
[00:04:07.490 --> 00:04:07.780]   tech
[00:04:07.780 --> 00:04:08.000]   dot
[00:04:08.000 --> 00:04:08.150]   dot
[00:04:08.150 --> 00:04:08.350]   dot
[00:04:08.350 --> 00:04:08.540]   is
[00:04:08.540 --> 00:04:08.550]  h
[00:04:08.550 --> 00:04:08.980]  . [SPEAKER_TURN]
[00:04:09.580 --> 00:04:09.660]  
[00:04:09.660 --> 00:04:09.700]   I
[00:04:09.700 --> 00:04:09.820]  'm
[00:04:09.820 --> 00:04:10.070]   not
[00:04:10.070 --> 00:04:10.450]   sold
[00:04:10.450 --> 00:04:10.690]   on
[00:04:10.690 --> 00:04:11.100]   that
[00:04:11.100 --> 00:04:11.460]   either
[00:04:11.460 --> 00:04:11.630]  .
[00:04:11.630 --> 00:04:11.700]   I
[00:04:11.700 --> 00:04:12.030]   don
[00:04:12.030 --> 00:04:12.120]  't
[00:04:12.120 --> 00:04:12.450]   tech
[00:04:12.450 --> 00:04:12.530]   I
[00:04:12.530 --> 00:04:12.940]   guess
[00:04:12.940 --> 00:04:13.270]   like
[00:04:13.270 --> 00:04:13.350]   I
[00:04:13.350 --> 00:04:13.590]  've
[00:04:13.590 --> 00:04:14.390]   mentioned
[00:04:14.390 --> 00:04:14.410]   I
[00:04:14.410 --> 00:04:14.820]   tech
[00:04:14.820 --> 00:04:14.830]  -
[00:04:14.830 --> 00:04:15.060]  ish
[00:04:15.060 --> 00:04:15.300]  .
[00:04:15.300 --> 00:04:15.370]   I
[00:04:15.370 --> 00:04:15.520]  'm
[00:04:15.520 --> 00:04:15.910]   not
[00:04:15.910 --> 00:04:15.950]   as
[00:04:15.950 --> 00:04:16.030]   I
[00:04:16.030 --> 00:04:16.230]  'm
[00:04:16.230 --> 00:04:16.440]   not
[00:04:16.440 --> 00:04:16.850]   crazy
[00:04:16.850 --> 00:04:17.260]   about
[00:04:17.260 --> 00:04:17.510]   the
[00:04:17.510 --> 00:04:17.620]   n
[00:04:17.620 --> 00:04:17.920]   name
[00:04:17.920 --> 00:04:18.500]   texting
[00:04:18.500 --> 00:04:18.660]   uh
[00:04:18.660 --> 00:04:18.900]   but
[00:04:18.900 --> 00:04:19.120]   uh
[00:04:19.120 --> 00:04:19.230]   if
[00:04:19.230 --> 00:04:19.390]   we
[00:04:19.390 --> 00:04:19.620]  're
[00:04:19.620 --> 00:04:20.170]   gonna
[00:04:20.170 --> 00:04:20.540]   change
[00:04:20.540 --> 00:04:20.750]   it
[00:04:20.750 --> 00:04:20.860]   it
[00:04:20.860 --> 00:04:21.180]  's
[00:04:21.180 --> 00:04:21.430]   gotta
[00:04:21.430 --> 00:04:21.590]   be
[00:04:21.590 --> 00:04:22.330]   something
[00:04:22.330 --> 00:04:22.700]   that
[00:04:22.700 --> 00:04:22.820]  's
[00:04:22.820 --> 00:04:23.150]   that
[00:04:23.150 --> 00:04:23.310]  's
[00:04:23.310 --> 00:04:23.380]   s
[00:04:23.380 --> 00:04:23.720]   that
[00:04:23.720 --> 00:04:23.880]  's
[00:04:23.880 --> 00:04:24.490]   really
[00:04:24.490 --> 00:04:24.760]   good
[00:04:24.760 --> 00:04:24.870]   if
[00:04:24.870 --> 00:04:26.100]   not [SPEAKER_TURN]
[00:04:26.100 --> 00:04:27.360]   Okay
[00:04:27.360 --> 00:04:29.040]   fair
[00:04:29.040 --> 00:04:31.310]   enough
[00:04:31.310 --> 00:04:34.000]  . [SPEAKER_TURN]
[00:04:34.020 --> 00:04:34.020]  
[00:04:34.020 --> 00:04:34.140]   it
[00:04:34.140 --> 00:04:34.260]   it
[00:04:34.260 --> 00:04:34.390]  's
[00:04:34.390 --> 00:04:35.070]   just
[00:04:35.070 --> 00:04:35.100]   changing
[00:04:35.100 --> 00:04:35.220]   it
[00:04:35.220 --> 00:04:35.400]   you
[00:04:35.400 --> 00:04:35.580]  're
[00:04:35.580 --> 00:04:35.880]   right
[00:04:35.880 --> 00:04:36.010]   is
[00:04:36.010 --> 00:04:36.060]   a
[00:04:36.060 --> 00:04:36.300]   pain
[00:04:36.300 --> 00:04:36.420]   in
[00:04:36.420 --> 00:04:36.600]   the
[00:04:36.600 --> 00:04:37.020]   butt
[00:04:37.020 --> 00:04:37.020]  .
[00:04:37.020 --> 00:04:37.260]   That
[00:04:37.260 --> 00:04:37.380]  's
[00:04:37.380 --> 00:04:37.560]   why
[00:04:37.560 --> 00:04:37.680]   it
[00:04:37.680 --> 00:04:37.920]  's
[00:04:37.920 --> 00:04:38.000]   so
[00:04:38.000 --> 00:04:38.170]   that
[00:04:38.170 --> 00:04:38.300]  's
[00:04:38.300 --> 00:04:38.460]   why
[00:04:38.460 --> 00:04:38.580]   it
[00:04:38.580 --> 00:04:38.700]  's
[00:04:38.700 --> 00:04:38.820]   so
[00:04:38.820 --> 00:04:39.060]   nice
[00:04:39.060 --> 00:04:39.180]   if
[00:04:39.180 --> 00:04:39.360]   you
[00:04:39.360 --> 00:04:39.540]   can
[00:04:39.540 --> 00:04:39.780]   get
[00:04:39.780 --> 00:04:39.840]   it
[00:04:39.840 --> 00:04:40.260]   squared
[00:04:40.260 --> 00:04:40.490]   away
[00:04:40.490 --> 00:04:40.620]   or
[00:04:40.620 --> 00:04:40.860]   like
[00:04:40.860 --> 00:04:41.040]   you
[00:04:41.040 --> 00:04:41.400]   really
[00:04:41.400 --> 00:04:41.760]   figure
[00:04:41.760 --> 00:04:41.940]   out
[00:04:41.940 --> 00:04:42.000]   a
[00:04:42.000 --> 00:04:42.040]   good
[00:04:42.040 --> 00:04:42.340]   name
[00:04:42.340 --> 00:04:42.800]   for
[00:04:42.800 --> 00:04:43.200]   something
[00:04:43.200 --> 00:04:43.640]   because
[00:04:43.640 --> 00:04:44.100]   changing
[00:04:44.100 --> 00:04:44.400]   names
[00:04:44.400 --> 00:04:44.880]   changing
[00:04:44.880 --> 00:04:45.240]   brands
[00:04:45.240 --> 00:04:45.340]   is
[00:04:45.340 --> 00:04:45.840]   just
[00:04:45.840 --> 00:04:45.890]   very
[00:04:45.890 --> 00:04:46.560]   inconvenient
[00:04:46.560 --> 00:04:47.300]  . [SPEAKER_TURN]
[00:04:47.320 --> 00:04:47.390]  
[00:04:47.390 --> 00:04:47.500]   But
[00:04:47.500 --> 00:04:47.740]   name
[00:04:47.740 --> 00:04:48.040]   doesn
[00:04:48.040 --> 00:04:48.180]  't
[00:04:48.180 --> 00:04:48.400]   even
[00:04:48.400 --> 00:04:48.760]   matter
[00:04:48.760 --> 00:04:48.820]   I
[00:04:48.820 --> 00:04:49.000]  .
[00:04:49.000 --> 00:04:49.250]   mean
[00:04:49.250 --> 00:04:49.360]  ,
[00:04:49.360 --> 00:04:49.540]   for
[00:04:49.540 --> 00:04:49.950]   example
[00:04:49.950 --> 00:04:50.060]   in
[00:04:50.060 --> 00:04:50.580]   in
[00:04:50.580 --> 00:04:50.620]   England
[00:04:50.620 --> 00:04:50.920]   there
[00:04:50.920 --> 00:04:51.040]  's
[00:04:51.040 --> 00:04:51.100]   a
[00:04:51.100 --> 00:04:51.400]   there
[00:04:51.400 --> 00:04:51.520]  's
[00:04:51.520 --> 00:04:51.580]   a
[00:04:51.580 --> 00:04:51.650]   a
[00:04:51.650 --> 00:04:52.070]   mobile
[00:04:52.070 --> 00:04:52.110]   ph
[00:04:52.110 --> 00:04:52.300]  i
[00:04:52.300 --> 00:04:52.310]   wh
[00:04:52.310 --> 00:04:52.550]   what
[00:04:52.550 --> 00:04:52.660]   do
[00:04:52.660 --> 00:04:52.840]   you
[00:04:52.840 --> 00:04:53.080]   call
[00:04:53.080 --> 00:04:53.320]   it
[00:04:53.320 --> 00:04:53.440]   in
[00:04:53.440 --> 00:04:53.500]   the
[00:04:53.500 --> 00:04:53.560]   U
[00:04:53.560 --> 00:04:53.660]  _
[00:04:53.660 --> 00:04:53.680]  S
[00:04:53.680 --> 00:04:53.740]  _
[00:04:53.740 --> 00:04:53.800]   a
[00:04:53.800 --> 00:04:53.920]  ,
[00:04:53.920 --> 00:04:54.180]   cell
[00:04:54.180 --> 00:04:54.460]   phone
[00:04:54.460 --> 00:04:54.880]   company
[00:04:54.880 --> 00:04:55.060]   and
[00:04:55.060 --> 00:04:55.300]  ,
[00:04:55.300 --> 00:04:55.300]   it
[00:04:55.300 --> 00:04:55.640]  's
[00:04:55.640 --> 00:04:55.780]   called
[00:04:55.780 --> 00:04:55.960]   you
[00:04:55.960 --> 00:04:56.190]   know
[00:04:56.190 --> 00:04:56.500]   you
[00:04:56.500 --> 00:04:56.560]  'd
[00:04:56.560 --> 00:04:56.800]   think
[00:04:56.800 --> 00:04:57.040]   that
[00:04:57.040 --> 00:04:57.160]   it
[00:04:57.160 --> 00:04:57.460]   would
[00:04:57.460 --> 00:04:57.580]   be
[00:04:57.580 --> 00:04:57.940]   called
[00:04:57.940 --> 00:04:58.480]   something
[00:04:58.480 --> 00:04:58.720]   like
[00:04:58.720 --> 00:04:58.780]   O
[00:04:58.780 --> 00:04:58.880]  _
[00:04:58.880 --> 00:04:59.020]   two
[00:04:59.020 --> 00:04:59.460]   or
[00:04:59.460 --> 00:04:59.460]   or
[00:04:59.460 --> 00:04:59.540]   uh
[00:04:59.540 --> 00:04:59.660]   I
[00:04:59.660 --> 00:05:00.030]   don
[00:05:00.030 --> 00:05:00.140]  't
[00:05:00.140 --> 00:05:00.320]   know
[00:05:00.320 --> 00:05:00.390]   A
[00:05:00.390 --> 00:05:00.460]  _
[00:05:00.460 --> 00:05:00.530]   T
[00:05:00.530 --> 00:05:00.600]  _
[00:05:00.600 --> 00:05:00.740]  ,
[00:05:00.740 --> 00:05:00.960]   and
[00:05:00.960 --> 00:05:01.030]   T
[00:05:01.030 --> 00:05:01.100]  _
[00:05:01.100 --> 00:05:01.320]   but
[00:05:01.320 --> 00:05:01.460]  ,
[00:05:01.460 --> 00:05:01.680]   the
[00:05:01.680 --> 00:05:02.110]   name
[00:05:02.110 --> 00:05:02.120]   is
[00:05:02.120 --> 00:05:02.690]   actually
[00:05:02.690 --> 00:05:02.910]   the
[00:05:02.910 --> 00:05:03.130]   car
[00:05:03.130 --> 00:05:03.550]  phone
[00:05:03.550 --> 00:05:04.120]   warehouse
[00:05:04.120 --> 00:05:04.570]  .
[00:05:04.570 --> 00:05:04.630]   And
[00:05:04.630 --> 00:05:04.710]   it
[00:05:04.710 --> 00:05:05.080]  's
[00:05:05.080 --> 00:05:05.110]   and
[00:05:05.110 --> 00:05:05.200]   it
[00:05:05.200 --> 00:05:05.320]  's
[00:05:05.320 --> 00:05:05.560]   been
[00:05:05.560 --> 00:05:05.690]   it
[00:05:05.690 --> 00:05:05.810]  's
[00:05:05.810 --> 00:05:06.060]   like
[00:05:06.060 --> 00:05:06.250]   one
[00:05:06.250 --> 00:05:06.400]   of
[00:05:06.400 --> 00:05:06.570]   the
[00:05:06.570 --> 00:05:06.810]   most
[00:05:06.810 --> 00:05:07.440]   successful
[00:05:07.440 --> 00:05:07.690]   cell
[00:05:07.690 --> 00:05:08.140]   brands
[00:05:08.140 --> 00:05:08.260]   and
[00:05:08.260 --> 00:05:08.380]   it
[00:05:08.380 --> 00:05:08.630]   just
[00:05:08.630 --> 00:05:09.070]   started
[00:05:09.070 --> 00:05:09.190]   up
[00:05:09.190 --> 00:05:09.310]   as
[00:05:09.310 --> 00:05:09.500]   the
[00:05:09.500 --> 00:05:09.690]   car
[00:05:09.690 --> 00:05:10.000]  phone
[00:05:10.000 --> 00:05:10.570]   warehouse
[00:05:10.570 --> 00:05:10.760]   and
[00:05:10.760 --> 00:05:10.880]  ,
[00:05:10.880 --> 00:05:11.120]   they
[00:05:11.120 --> 00:05:11.570]  've
[00:05:11.570 --> 00:05:11.570]   just
[00:05:11.570 --> 00:05:11.880]   built
[00:05:11.880 --> 00:05:12.130]   the
[00:05:12.130 --> 00:05:12.380]   brand
[00:05:12.380 --> 00:05:12.770]   around
[00:05:12.770 --> 00:05:13.010]   that
[00:05:13.010 --> 00:05:13.320]   crazy
[00:05:13.320 --> 00:05:13.700]   name
[00:05:13.700 --> 00:05:13.760]   you
[00:05:13.760 --> 00:05:13.880]  ,
[00:05:13.880 --> 00:05:14.130]   know
[00:05:14.130 --> 00:05:14.250]  ,
[00:05:14.250 --> 00:05:14.380]   and
[00:05:14.380 --> 00:05:14.680]   it
[00:05:14.680 --> 00:05:14.710]  's
[00:05:14.710 --> 00:05:14.930]   like
[00:05:14.930 --> 00:05:15.120]   Sch
[00:05:15.120 --> 00:05:15.180]  m
[00:05:15.180 --> 00:05:15.300]  uk
[00:05:15.300 --> 00:05:15.490]  ers
[00:05:15.490 --> 00:05:15.610]   as
[00:05:15.610 --> 00:05:15.920]   well
[00:05:15.920 --> 00:05:16.110]   That
[00:05:16.110 --> 00:05:16.240]  's
[00:05:16.240 --> 00:05:16.440]  .
[00:05:16.440 --> 00:05:16.630]   not
[00:05:16.630 --> 00:05:16.670]   a
[00:05:16.670 --> 00:05:16.730]   f
[00:05:16.730 --> 00:05:17.320]   great
[00:05:17.320 --> 00:05:17.320]  
[00:05:17.320 --> 00:05:17.540]   name
[00:05:17.540 --> 00:05:17.650]   is
[00:05:17.650 --> 00:05:17.750]   it
[00:05:17.750 --> 00:05:17.840]   Is
[00:05:17.840 --> 00:05:18.030]  ?
[00:05:18.030 --> 00:05:18.180]   that
[00:05:18.180 --> 00:05:18.580]   is
[00:05:18.580 --> 00:05:18.710]   that
[00:05:18.710 --> 00:05:18.740]   the
[00:05:18.740 --> 00:05:18.830]   n
[00:05:18.830 --> 00:05:18.900]   is
[00:05:18.900 --> 00:05:19.120]   that
[00:05:19.120 --> 00:05:19.280]   the
[00:05:19.280 --> 00:05:19.500]   name
[00:05:19.500 --> 00:05:19.610]   of
[00:05:19.610 --> 00:05:19.720]   uh
[00:05:19.720 --> 00:05:19.830]   Su
[00:05:19.830 --> 00:05:20.050]  ites
[00:05:20.050 --> 00:05:20.270]   over
[00:05:20.270 --> 00:05:20.490]   here
[00:05:20.490 --> 00:05:20.600]  ,
[00:05:20.600 --> 00:05:20.760]   Sch
[00:05:20.760 --> 00:05:20.810]  m
[00:05:20.810 --> 00:05:20.970]  uck
[00:05:20.970 --> 00:05:21.130]  ers
[00:05:21.130 --> 00:05:21.270]   Is
[00:05:21.270 --> 00:05:21.400]  ?
[00:05:21.400 --> 00:05:21.560]   that
[00:05:21.560 --> 00:05:21.640]   what
[00:05:21.640 --> 00:05:22.140]   you
[00:05:22.140 --> 00:05:22.160]   say
[00:05:22.160 --> 00:05:22.900]  ? [SPEAKER_TURN]
[00:05:22.900 --> 00:05:23.030]   Uh
[00:05:23.030 --> 00:05:23.100]   yeah
[00:05:23.100 --> 00:05:23.500]  .
[00:05:23.500 --> 00:05:23.900]   So
[00:05:23.900 --> 00:05:24.100]   well
[00:05:24.100 --> 00:05:24.110]   let
[00:05:24.110 --> 00:05:24.230]  's
