
[00:00:00.000 --> 00:00:00.000]  
[00:00:00.000 --> 00:00:00.330]   Oh
[00:02:42.780 --> 00:02:42.960]   hack
[00:02:42.960 --> 00:02:43.160]   the
[00:02:43.160 --> 00:02:43.560]   system
[00:02:43.560 --> 00:02:43.760]   and
[00:02:43.760 --> 00:02:43.990]   get
[00:02:43.990 --> 00:02:44.160]   the
[00:02:44.160 --> 00:02:44.560]   fast
[00:02:44.560 --> 00:02:44.680]   pass
[00:02:44.680 --> 00:02:44.810]  ,
[00:02:44.810 --> 00:02:45.210]   right
[00:02:45.210 --> 00:02:45.370]  .
[00:02:45.370 --> 00:02:45.470]   Um
[00:02:45.470 --> 00:02:45.600]   but
[00:02:45.600 --> 00:02:46.060]   the
[00:02:46.060 --> 00:02:46.200]   thing
[00:02:46.200 --> 00:02:46.460]   that
[00:02:46.460 --> 00:02:46.520]   g
[00:02:46.520 --> 00:02:46.720]   our
[00:02:46.720 --> 00:02:47.050]   girls
[00:02:47.050 --> 00:02:47.450]   really
[00:02:47.450 --> 00:02:47.750]   want
[00:02:47.750 --> 00:02:47.840]   to
[00:02:47.840 --> 00:02:47.970]   do
[00:02:47.970 --> 00:02:48.170]   was
[00:02:48.170 --> 00:02:48.430]   uh
[00:02:48.430 --> 00:02:48.430]   go
[00:02:48.430 --> 00:02:48.560]   to
[00:02:48.560 --> 00:02:48.940]   the
[00:02:48.940 --> 00:02:49.160]   frozen
[00:02:49.160 --> 00:02:49.240]   I
[00:02:49.240 --> 00:02:49.420]   don
[00:02:49.420 --> 00:02:49.550]  't
[00:02:49.550 --> 00:02:49.940]   know
[00:02:49.940 --> 00:02:50.040]   if
[00:02:50.040 --> 00:02:50.360]   that
[00:02:50.360 --> 00:02:50.400]   was
[00:02:50.400 --> 00:02:50.820]   frozen
[00:02:50.820 --> 00:02:51.000]  .
[00:02:51.000 --> 00:02:51.130]   It
[00:02:51.130 --> 00:02:51.520]   wasn
[00:02:51.520 --> 00:02:51.520]  't
[00:02:51.520 --> 00:02:51.840]   a
[00:02:51.840 --> 00:02:51.910]   ride
[00:02:51.910 --> 00:02:51.970]   it
[00:02:51.970 --> 00:02:52.100]  ,
[00:02:52.100 --> 00:02:52.340]   was
[00:02:52.340 --> 00:02:52.900]   something
[00:02:52.900 --> 00:02:53.020]   to
[00:02:53.020 --> 00:02:53.160]   do
[00:02:53.160 --> 00:02:53.420]   with
[00:02:53.420 --> 00:02:53.620]   the
[00:02:53.620 --> 00:02:53.680]   the
[00:02:53.680 --> 00:02:54.030]   f
[00:02:54.030 --> 00:02:54.080]   the
[00:02:54.080 --> 00:02:54.210]   fr
[00:02:54.210 --> 00:02:54.340]   um
[00:02:54.340 --> 00:02:54.540]   the
[00:02:54.540 --> 00:02:54.870]   movie
[00:02:54.870 --> 00:02:55.270]   Frozen
[00:02:55.270 --> 00:02:55.400]  ,
[00:02:55.400 --> 00:02:55.800]   Disney
[00:02:55.800 --> 00:02:56.130]   movie
[00:02:56.130 --> 00:02:56.330]   And
[00:02:56.330 --> 00:02:56.660]  .
[00:02:56.660 --> 00:02:56.770]   my
[00:02:56.770 --> 00:02:56.990]   girls
[00:02:56.990 --> 00:02:57.320]   were
[00:02:57.320 --> 00:02:57.780]   obsessed
[00:02:57.780 --> 00:02:58.040]   with
[00:02:58.040 --> 00:02:58.170]   El
[00:02:58.170 --> 00:02:58.370]  sie
[00:02:58.370 --> 00:02:58.570]   and
[00:02:58.570 --> 00:02:58.830]   them
[00:02:58.830 --> 00:02:59.030]   and
[00:02:59.030 --> 00:02:59.230]   all
[00:02:59.230 --> 00:02:59.490]   that
[00:02:59.490 --> 00:03:00.350]   stuff
[00:03:00.350 --> 00:03:00.380]  .
[00:03:00.380 --> 00:03:00.620]  
[00:03:00.620 --> 00:03:01.000]   Elsa
[00:03:01.000 --> 00:03:01.020]   and
[00:03:01.020 --> 00:03:01.400]   Anna
[00:03:01.400 --> 00:03:01.480]   I
[00:03:01.480 --> 00:03:02.110]   guess
[00:03:02.110 --> 00:03:02.330]  .
[00:03:02.330 --> 00:03:02.410]   And
[00:03:02.410 --> 00:03:02.520]   um
[00:03:02.520 --> 00:03:02.630]   so
[00:03:02.630 --> 00:03:02.680]   s
[00:03:02.680 --> 00:03:02.790]   so
[00:03:02.790 --> 00:03:02.960]   she
[00:03:02.960 --> 00:03:03.070]  's
[00:03:03.070 --> 00:03:03.520]   saying
[00:03:03.520 --> 00:03:03.530]   he
[00:03:03.530 --> 00:03:03.750]   said
[00:03:03.750 --> 00:03:04.000]   look
[00:03:04.000 --> 00:03:04.030]   I
[00:03:04.030 --> 00:03:04.100]   I
[00:03:04.100 --> 00:03:04.250]   you
[00:03:04.250 --> 00:03:04.480]   know
[00:03:04.480 --> 00:03:04.680]   I
[00:03:04.680 --> 00:03:04.700]   don
[00:03:04.700 --> 00:03:04.810]  't
[00:03:04.810 --> 00:03:05.040]   know
[00:03:05.040 --> 00:03:05.330]   maybe
[00:03:05.330 --> 00:03:05.440]   we
[00:03:05.440 --> 00:03:05.780]   should
[00:03:05.780 --> 00:03:05.950]   try
[00:03:05.950 --> 00:03:06.120]   and
[00:03:06.120 --> 00:03:06.290]   get
[00:03:06.290 --> 00:03:06.400]   th
[00:03:06.400 --> 00:03:06.690]   there
[00:03:06.690 --> 00:03:07.150]   tomorrow
[00:03:07.150 --> 00:03:07.520]   early
[00:03:07.520 --> 00:03:07.840]   because
[00:03:07.840 --> 00:03:08.070]   some
[00:03:08.070 --> 00:03:08.470]   friends
[00:03:08.470 --> 00:03:08.600]   of
[00:03:08.600 --> 00:03:08.810]   mine
[00:03:08.810 --> 00:03:09.040]   told
[00:03:09.040 --> 00:03:09.150]   me
[00:03:09.150 --> 00:03:09.380]   that
[00:03:09.380 --> 00:03:09.510]   it
[00:03:09.510 --> 00:03:09.600]  's
[00:03:09.600 --> 00:03:10.070]   actually
[00:03:10.070 --> 00:03:10.290]   like
[00:03:10.290 --> 00:03:10.340]   a
[00:03:10.340 --> 00:03:10.630]   three
[00:03:10.630 --> 00:03:10.860]   hour
[00:03:10.860 --> 00:03:10.920]   w
[00:03:10.920 --> 00:03:11.080]   can
[00:03:11.080 --> 00:03:11.190]  't
[00:03:11.190 --> 00:03:11.300]   it
[00:03:11.300 --> 00:03:11.480]   can
[00:03:11.480 --> 00:03:11.580]  't
[00:03:11.580 --> 00:03:11.800]   be
[00:03:11.800 --> 00:03:11.820]   as
[00:03:11.820 --> 00:03:11.980]   bad
[00:03:11.980 --> 00:03:12.080]   as
[00:03:12.080 --> 00:03:12.130]   a
[00:03:12.130 --> 00:03:12.450]   three
[00:03:12.450 --> 00:03:12.650]   hour
[00:03:12.650 --> 00:03:12.880]   wait
[00:03:12.880 --> 00:03:13.360]  .
[00:03:13.360 --> 00:03:13.450]   Like
[00:03:13.450 --> 00:03:13.920]   a
[00:03:13.920 --> 00:03:14.470]   three
[00:03:14.470 --> 00:03:15.060]   hour
[00:03:15.060 --> 00:03:15.340]   wait
[00:03:15.340 --> 00:03:15.880]   that
[00:03:15.880 --> 00:03:16.000]   is
[00:03:16.000 --> 00:03:17.100]   absolutely
[00:03:17.100 --> 00:03:17.830]   insane
[00:03:17.830 --> 00:03:18.490]   right
[00:03:18.490 --> 00:03:18.530]  ,
[00:03:18.530 --> 00:03:18.800]   So
[00:03:18.800 --> 00:03:18.970]   we
[00:03:18.970 --> 00:03:19.480]   get
[00:03:19.480 --> 00:03:19.850]   there
[00:03:19.850 --> 00:03:20.200]   at
[00:03:20.200 --> 00:03:20.510]   like
[00:03:20.510 --> 00:03:21.060]   eight
[00:03:21.060 --> 00:03:21.820]   twenty
[00:03:21.820 --> 00:03:21.940]   in
[00:03:21.940 --> 00:03:22.690]   the
[00:03:22.690 --> 00:03:23.040]   morning
[00:03:23.040 --> 00:03:23.920]   right
[00:03:23.920 --> 00:03:24.140]   after
[00:03:24.140 --> 00:03:24.720]   opens
[00:03:24.720 --> 00:03:25.330]  .
[00:03:25.330 --> 00:03:25.330]   There
[00:03:25.330 --> 00:03:25.590]  's
[00:03:25.590 --> 00:03:25.670]   already
[00:03:25.670 --> 00:03:25.750]   we
[00:03:25.750 --> 00:03:25.800]   I
[00:03:25.800 --> 00:03:25.920]   mean
[00:03:25.920 --> 00:03:26.110]   there
[00:03:26.110 --> 00:03:26.180]  's
[00:03:26.180 --> 00:03:26.250]   no
[00:03:26.250 --> 00:03:26.360]   but
[00:03:26.360 --> 00:03:26.590]   hardly
[00:03:26.590 --> 00:03:26.830]   anyone
[00:03:26.830 --> 00:03:27.010]   there
[00:03:27.010 --> 00:03:27.080]   it
[00:03:27.080 --> 00:03:27.150]  's
[00:03:27.150 --> 00:03:27.420]   already
[00:03:27.420 --> 00:03:27.490]   a
[00:03:27.490 --> 00:03:27.640]   three
[00:03:27.640 --> 00:03:27.790]   hour
[00:03:27.790 --> 00:03:27.930]   wait
[00:03:27.930 --> 00:03:28.220]  . [SPEAKER_TURN]
[00:03:28.860 --> 00:03:28.860]  
[00:03:28.860 --> 00:03:29.060]   And
[00:03:29.060 --> 00:03:29.110]   so
[00:03:29.110 --> 00:03:29.370]   you
[00:03:29.370 --> 00:03:29.530]   could
[00:03:29.530 --> 00:03:29.910]   actually
[00:03:29.910 --> 00:03:30.260]   be
[00:03:30.260 --> 00:03:30.360]   split
[00:03:30.360 --> 00:03:30.410]   up
[00:03:30.410 --> 00:03:30.440]   I
[00:03:30.440 --> 00:03:30.620]   take
[00:03:30.620 --> 00:03:30.810]   Col
[00:03:30.810 --> 00:03:30.860]  by
[00:03:30.860 --> 00:03:31.080]   over
[00:03:31.080 --> 00:03:31.160]   to
[00:03:31.160 --> 00:03:31.310]   the
[00:03:31.310 --> 00:03:31.560]   price
[00:03:31.560 --> 00:03:31.720]   of
[00:03:31.720 --> 00:03:31.810]   Col
[00:03:31.810 --> 00:03:31.910]  by
[00:03:31.910 --> 00:03:32.060]   you
[00:03:32.060 --> 00:03:32.210]   and
[00:03:32.210 --> 00:03:32.290]   I
[00:03:32.290 --> 00:03:32.460]   were
[00:03:32.460 --> 00:03:32.710]   gonna
[00:03:32.710 --> 00:03:32.810]   go
[00:03:32.810 --> 00:03:33.010]   over
[00:03:33.010 --> 00:03:33.120]   to
[00:03:33.120 --> 00:03:33.310]   like
[00:03:33.310 --> 00:03:33.460]   the
[00:03:33.460 --> 00:03:33.610]   you
[00:03:33.610 --> 00:03:33.900]   know
[00:03:33.900 --> 00:03:34.060]   space
[00:03:34.060 --> 00:03:34.460]   mountain
[00:03:34.460 --> 00:03:34.560]   or
[00:03:34.560 --> 00:03:35.040]   something
[00:03:35.040 --> 00:03:35.160]   and
[00:03:35.160 --> 00:03:35.310]   you
[00:03:35.310 --> 00:03:35.520]   know
[00:03:35.520 --> 00:03:35.710]   Sand
[00:03:35.710 --> 00:03:35.760]  o
[00:03:35.760 --> 00:03:36.010]   would
[00:03:36.010 --> 00:03:36.130]   get
[00:03:36.130 --> 00:03:36.260]   in
[00:03:36.260 --> 00:03:36.540]   line
[00:03:36.540 --> 00:03:36.660]   with
[00:03:36.660 --> 00:03:36.810]   the
[00:03:36.810 --> 00:03:37.060]   girls
[00:03:37.060 --> 00:03:37.210]   and
[00:03:37.210 --> 00:03:37.310]   we
[00:03:37.310 --> 00:03:37.460]  'll
[00:03:37.460 --> 00:03:37.670]   sort
[00:03:37.670 --> 00:03:38.110]   something
[00:03:38.110 --> 00:03:38.250]   out
[00:03:38.250 --> 00:03:38.360]   we
[00:03:38.360 --> 00:03:38.510]  'll
[00:03:38.510 --> 00:03:38.810]   figure
[00:03:38.810 --> 00:03:38.960]   out
[00:03:38.960 --> 00:03:39.160]   what
[00:03:39.160 --> 00:03:39.310]   the
[00:03:39.310 --> 00:03:39.460]   lay
[00:03:39.460 --> 00:03:39.560]   of
[00:03:39.560 --> 00:03:39.710]   the
[00:03:39.710 --> 00:03:39.910]   land
[00:03:39.910 --> 00:03:40.010]   is
[00:03:40.010 --> 00:03:40.270]  .
[00:03:40.270 --> 00:03:40.460]   And
[00:03:40.460 --> 00:03:40.930]   and
[00:03:40.930 --> 00:03:41.030]   then
[00:03:41.030 --> 00:03:41.130]   the
[00:03:41.130 --> 00:03:41.410]   the
[00:03:41.410 --> 00:03:41.530]   the
[00:03:41.530 --> 00:03:41.730]   the
[00:03:41.730 --> 00:03:42.000]   girl
[00:03:42.000 --> 00:03:42.340]   who
[00:03:42.340 --> 00:03:42.400]   was
[00:03:42.400 --> 00:03:42.670]   sort
[00:03:42.670 --> 00:03:42.800]   of
[00:03:42.800 --> 00:03:43.270]   running
[00:03:43.270 --> 00:03:43.470]   the
[00:03:43.470 --> 00:03:43.740]   line
[00:03:43.740 --> 00:03:44.070]   kinda
[00:03:44.070 --> 00:03:44.470]   walked
[00:03:44.470 --> 00:03:44.600]   to
[00:03:44.600 --> 00:03:44.800]   the
[00:03:44.800 --> 00:03:45.080]   back
[00:03:45.080 --> 00:03:45.270]   and
[00:03:45.270 --> 00:03:45.550]   she
[00:03:45.550 --> 00:03:45.740]   said
[00:03:45.740 --> 00:03:46.010]   just
[00:03:46.010 --> 00:03:46.140]   so
[00:03:46.140 --> 00:03:46.350]   you
[00:03:46.350 --> 00:03:46.620]   know
[00:03:46.620 --> 00:03:46.740]   it
[00:03:46.740 --> 00:03:46.870]  's
[00:03:46.870 --> 00:03:46.930]   a
[00:03:46.930 --> 00:03:47.260]   three
[00:03:47.260 --> 00:03:47.530]   hour
[00:03:47.530 --> 00:03:47.800]   wait
[00:03:47.800 --> 00:03:48.000]   and
[00:03:48.000 --> 00:03:48.330]   and
[00:03:48.330 --> 00:03:48.550]   uh
[00:03:48.550 --> 00:03:48.660]   Sandy
[00:03:48.660 --> 00:03:48.790]  's
[00:03:48.790 --> 00:03:49.050]   like
[00:03:49.050 --> 00:03:49.330]   well
[00:03:49.330 --> 00:03:49.600]   what
[00:03:49.600 --> 00:03:50.060]  ?
[00:03:50.060 --> 00:03:50.060]   She
[00:03:50.060 --> 00:03:50.250]  's
[00:03:50.250 --> 00:03:50.330]   like
[00:03:50.330 --> 00:03:50.420]   we
[00:03:50.420 --> 00:03:50.630]   just
[00:03:50.630 --> 00:03:50.760]   got
[00:03:50.760 --> 00:03:50.880]   you
[00:03:50.880 --> 00:03:51.060]   know
[00:03:51.060 --> 00:03:51.150]   it
[00:03:51.150 --> 00:03:51.240]  's
[00:03:51.240 --> 00:03:51.380]   for
[00:03:51.380 --> 00:03:51.520]   the
[00:03:51.520 --> 00:03:51.800]   market
[00:03:51.800 --> 00:03:51.890]   is
[00:03:51.890 --> 00:03:52.080]   open
[00:03:52.080 --> 00:03:52.210]   and
[00:03:52.210 --> 00:03:52.380]   she
[00:03:52.380 --> 00:03:52.440]  's
[00:03:52.440 --> 00:03:52.650]   like
[00:03:52.650 --> 00:03:52.870]   does
[00:03:52.870 --> 00:03:52.880]   it
[00:03:52.880 --> 00:03:53.030]   get
[00:03:53.030 --> 00:03:53.170]   any
[00:03:53.170 --> 00:03:53.450]   better
[00:03:53.450 --> 00:03:53.630]   than
[00:03:53.630 --> 00:03:53.810]   this
[00:03:53.810 --> 00:03:54.070]  ?
[00:03:54.070 --> 00:03:54.190]   She
[00:03:54.190 --> 00:03:54.280]  's
[00:03:54.280 --> 00:03:54.460]   like
[00:03:54.460 --> 00:03:54.820]   actually
[00:03:54.820 --> 00:03:55.000]   this
[00:03:55.000 --> 00:03:55.090]   is
[00:03:55.090 --> 00:03:55.310]   about
[00:03:55.310 --> 00:03:55.400]   as
[00:03:55.400 --> 00:03:55.580]   good
[00:03:55.580 --> 00:03:55.730]   as
[00:03:55.730 --> 00:03:55.760]   it
[00:03:55.760 --> 00:03:55.940]   gets
[00:03:55.940 --> 00:03:56.070]  .
[00:03:56.070 --> 00:03:56.530]   Sometimes
[00:03:56.530 --> 00:03:56.560]   it
[00:03:56.560 --> 00:03:56.870]   becomes
[00:03:56.870 --> 00:03:56.910]   a
[00:03:56.910 --> 00:03:57.090]   five
[00:03:57.090 --> 00:03:57.270]   hour
[00:03:57.270 --> 00:03:57.450]   line
[00:03:57.450 --> 00:03:57.700]  . [SPEAKER_TURN]
[00:03:57.700 --> 00:03:58.060]   True
[00:03:58.060 --> 00:03:58.060]  .
[00:03:58.840 --> 00:03:58.300]   And
[00:03:58.300 --> 00:03:58.850]   you
[00:03:58.850 --> 00:03:58.970]   know
[00:03:58.970 --> 00:03:59.160]   what
[00:03:59.160 --> 00:03:59.320]   it
[00:03:59.320 --> 00:03:59.560]   you
[00:03:59.560 --> 00:03:59.950]   know
[00:03:59.950 --> 00:04:00.180]   what
[00:04:00.180 --> 00:04:00.390]   it
[00:04:00.390 --> 00:04:00.500]   is
[00:04:00.500 --> 00:04:00.740]   all
[00:04:00.740 --> 00:04:01.050]   this
[00:04:01.050 --> 00:04:01.360]   you
[00:04:01.360 --> 00:04:01.600]   take
[00:04:01.600 --> 00:04:01.680]   a
[00:04:01.680 --> 00:04:02.230]   picture
[00:04:02.230 --> 00:04:02.540]   with
[00:04:02.540 --> 00:04:02.860]   Anna
[00:04:02.860 --> 00:04:03.090]   and
[00:04:03.090 --> 00:04:03.400]   Elsa
[00:04:03.400 --> 00:04:03.740]  .
[00:04:03.740 --> 00:04:03.750]   Your
[00:04:03.750 --> 00:04:04.200]   girls
[00:04:04.200 --> 00:04:04.400]   will
[00:04:04.400 --> 00:04:04.550]   sit
[00:04:04.550 --> 00:04:04.810]   there
[00:04:04.810 --> 00:04:05.150]   and
[00:04:05.150 --> 00:04:05.160]   take
[00:04:05.160 --> 00:04:05.210]   a
[00:04:05.210 --> 00:04:05.570]   picture
[00:04:05.570 --> 00:04:05.770]   with
[00:04:05.770 --> 00:04:05.970]   Anna
[00:04:05.970 --> 00:04:06.120]   and
[00:04:06.120 --> 00:04:06.320]   Elsa
[00:04:06.320 --> 00:04:06.470]   and
[00:04:06.470 --> 00:04:06.670]   they
[00:04:06.670 --> 00:04:06.820]  're
[00:04:06.820 --> 00:04:06.970]   and
[00:04:06.970 --> 00:04:07.170]   they
[00:04:07.170 --> 00:04:07.320]  're
[00:04:07.320 --> 00:04:07.540]   like
[00:04:07.540 --> 00:04:07.720]   that
[00:04:07.720 --> 00:04:07.820]   is
[00:04:07.820 --> 00:04:07.920]   it
[00:04:07.920 --> 00:04:08.070]  .
[00:04:08.070 --> 00:04:08.220]   I
[00:04:08.220 --> 00:04:08.220]   we
[00:04:08.220 --> 00:04:08.380]  've
[00:04:08.380 --> 00:04:08.680]   talked
[00:04:08.680 --> 00:04:08.780]   to
[00:04:08.780 --> 00:04:08.830]   a
[00:04:08.830 --> 00:04:09.110]   couple
[00:04:09.110 --> 00:04:09.190]   I
[00:04:09.190 --> 00:04:09.240]   I
[00:04:09.240 --> 00:04:09.500]   think
[00:04:09.500 --> 00:04:09.560]   we
[00:04:09.560 --> 00:04:09.950]   ran
[00:04:09.950 --> 00:04:09.960]   into
[00:04:09.960 --> 00:04:10.260]   people
[00:04:10.260 --> 00:04:10.310]   I
[00:04:10.310 --> 00:04:10.510]   can
[00:04:10.510 --> 00:04:10.560]  't
[00:04:10.560 --> 00:04:10.970]   remember
[00:04:10.970 --> 00:04:11.110]   if
[00:04:11.110 --> 00:04:11.170]   we
[00:04:11.170 --> 00:04:11.430]   heard
[00:04:11.430 --> 00:04:11.670]   them
[00:04:11.670 --> 00:04:11.830]   over
[00:04:11.830 --> 00:04:12.250]   talking
[00:04:12.250 --> 00:04:12.290]   in
[00:04:12.290 --> 00:04:12.590]   line
[00:04:12.590 --> 00:04:12.590]   or
[00:04:12.590 --> 00:04:13.000]   talked
[00:04:13.000 --> 00:04:13.040]   or
[00:04:13.040 --> 00:04:13.200]   were
[00:04:13.200 --> 00:04:13.400]   just
[00:04:13.400 --> 00:04:13.760]   talking
[00:04:13.760 --> 00:04:13.860]   to
[00:04:13.860 --> 00:04:14.060]   them
[00:04:14.060 --> 00:04:14.160]   in
[00:04:14.160 --> 00:04:14.370]   line
[00:04:14.370 --> 00:04:14.830]   somewhere
[00:04:14.830 --> 00:04:14.990]   and
[00:04:14.990 --> 00:04:15.180]   they
[00:04:15.180 --> 00:04:15.350]  're
[00:04:15.350 --> 00:04:15.530]   like
[00:04:15.530 --> 00:04:15.760]   yeah
[00:04:15.760 --> 00:04:15.880]   you
[00:04:15.880 --> 00:04:15.980]  ,
[00:04:15.980 --> 00:04:16.180]   know
[00:04:16.180 --> 00:04:16.280]   we
[00:04:16.280 --> 00:04:16.420]   d
[00:04:16.420 --> 00:04:16.430]   we
[00:04:16.430 --> 00:04:16.630]   didn
[00:04:16.630 --> 00:04:16.730]  't
[00:04:16.730 --> 00:04:17.030]   really
[00:04:17.030 --> 00:04:17.090]   s
[00:04:17.090 --> 00:04:17.450]   realise
[00:04:17.450 --> 00:04:17.650]   that
[00:04:17.650 --> 00:04:17.750]  's
[00:04:17.750 --> 00:04:17.900]   all
[00:04:17.900 --> 00:04:18.000]   it
[00:04:18.000 --> 00:04:18.260]   was
[00:04:18.260 --> 00:04:19.220]  . [SPEAKER_TURN]
[00:04:19.220 --> 00:04:19.560]   But
[00:04:19.560 --> 00:04:19.570]   what
[00:04:19.570 --> 00:04:19.720]   did
[00:04:19.720 --> 00:04:19.870]   the
[00:04:19.870 --> 00:04:19.970]   g
[00:04:19.970 --> 00:04:20.180]   what
[00:04:20.180 --> 00:04:20.270]   did
[00:04:20.270 --> 00:04:20.420]   the
[00:04:20.420 --> 00:04:20.670]   girls
[00:04:20.670 --> 00:04:20.920]   think
[00:04:20.920 --> 00:04:21.070]  ?
[00:04:21.070 --> 00:04:21.110]   I
[00:04:21.110 --> 00:04:21.320]   mean
[00:04:21.320 --> 00:04:21.570]   how
[00:04:21.570 --> 00:04:21.620]   do
[00:04:21.620 --> 00:04:21.770]   they
[00:04:21.770 --> 00:04:21.980]   cope
[00:04:21.980 --> 00:04:22.170]   with
[00:04:22.170 --> 00:04:22.250]   a
[00:04:22.250 --> 00:04:22.300]   f
[00:04:22.300 --> 00:04:22.520]   three
[00:04:22.520 --> 00:04:22.910]   hour
[00:04:22.910 --> 00:04:22.920]   wait
[00:04:22.920 --> 00:04:23.580]  ? [SPEAKER_TURN]
[00:04:23.580 --> 00:09:35.480]   Well
[00:09:35.480 --> 00:09:35.480]   that
[00:09:35.480 --> 00:09:35.480]   would
[00:09:35.480 --> 00:09:35.480]   be
[00:09:35.480 --> 00:09:35.480]   a
[00:09:35.480 --> 00:09:35.480]   nightmare
[00:09:35.480 --> 00:09:35.480]   for
[00:09:35.480 --> 00:09:35.480]   them
[00:09:35.480 --> 00:09:35.480]   right
[00:09:35.480 --> 00:09:35.480]  ,
[00:09:35.480 --> 00:09:35.480]   I
[00:09:35.480 --> 00:09:35.480]   mean
[00:09:35.480 --> 00:09:35.480]   little
[00:09:35.480 --> 00:09:35.480]   kids
[00:09:35.480 --> 00:09:35.480]   do
[00:09:35.480 --> 00:09:35.480]   not
[00:09:35.480 --> 00:09:35.480]   do
[00:09:35.480 --> 00:09:35.480]   well
[00:09:35.480 --> 00:04:28.000]  . [SPEAKER_TURN]
[00:04:28.540 --> 00:04:28.610]   We
[00:04:28.610 --> 00:04:28.620]   actually
[00:04:28.620 --> 00:04:28.790]   had
[00:04:28.790 --> 00:04:28.910]   we
[00:04:28.910 --> 00:04:29.150]   just
[00:04:29.150 --> 00:04:29.390]   didn
[00:04:29.390 --> 00:04:29.530]  't
[00:04:29.530 --> 00:04:29.630]   do
[00:04:29.630 --> 00:04:29.810]   the
[00:04:29.810 --> 00:04:30.180]   frozen
[00:04:30.180 --> 00:04:30.530]   thing
[00:04:30.530 --> 00:04:30.660]   and
[00:04:30.660 --> 00:04:30.780]   we
[00:04:30.780 --> 00:04:31.270]   actually
[00:04:31.270 --> 00:04:31.570]   since
[00:04:31.570 --> 00:04:31.750]   we
[00:04:31.750 --> 00:04:31.870]   got
[00:04:31.870 --> 00:04:32.250]   there
[00:04:32.250 --> 00:04:32.480]   early
[00:04:32.480 --> 00:04:32.650]   the
[00:04:32.650 --> 00:04:32.890]   next
[00:04:32.890 --> 00:04:33.070]   day
[00:04:33.070 --> 00:04:33.270]   we
[00:04:33.270 --> 00:04:33.430]   were
[00:04:33.430 --> 00:04:33.800]   really
[00:04:33.800 --> 00:04:34.100]   lucky
[00:04:34.100 --> 00:04:34.340]   and
[00:04:34.340 --> 00:04:34.520]   that
[00:04:34.520 --> 00:04:34.640]   we
[00:04:34.640 --> 00:04:34.820]   did
[00:04:34.820 --> 00:04:34.880]   a
[00:04:34.880 --> 00:04:35.180]   whole
[00:04:35.180 --> 00:04:35.360]   you
[00:04:35.360 --> 00:04:35.600]   know
[00:04:35.600 --> 00:04:35.900]   whole
[00:04:35.900 --> 00:04:36.200]   bunch
[00:04:36.200 --> 00:04:36.340]   of
[00:04:36.340 --> 00:04:36.570]   this
[00:04:36.570 --> 00:04:36.860]   rides
[00:04:36.860 --> 00:04:37.040]   you
[00:04:37.040 --> 00:04:37.280]   know
[00:04:37.280 --> 00:04:37.400]   it
[00:04:37.400 --> 00:04:37.580]   was
[00:04:37.580 --> 00:04:37.820]   like
[00:04:37.820 --> 00:04:38.180]   five
[00:04:38.180 --> 00:04:38.360]   ten
[00:04:38.360 --> 00:04:38.610]   minute
[00:04:38.610 --> 00:04:38.670]   r
[00:04:38.670 --> 00:04:38.730]  i
[00:04:38.730 --> 00:04:39.100]   minute
[00:04:39.100 --> 00:04:39.290]   you
[00:04:39.290 --> 00:04:39.520]   know
[00:04:39.520 --> 00:04:39.760]   wait
[00:04:39.760 --> 00:04:39.940]   and
[00:04:39.940 --> 00:04:40.060]   we
[00:04:40.060 --> 00:04:40.240]   did
[00:04:40.240 --> 00:04:40.300]   a
[00:04:40.300 --> 00:04:40.600]   bunch
[00:04:40.600 --> 00:04:40.720]   of
[00:04:40.720 --> 00:04:41.080]   that
[00:04:41.080 --> 00:04:41.080]   so
[00:04:41.080 --> 00:04:41.230]   we
[00:04:41.230 --> 00:04:41.620]   got
[00:04:41.620 --> 00:04:41.670]   real
[00:04:41.670 --> 00:04:41.920]   lucky
[00:04:41.920 --> 00:04:42.100]   did
[00:04:42.100 --> 00:04:42.160]   a
[00:04:42.160 --> 00:04:42.340]   lot
[00:04:42.340 --> 00:04:42.460]   of
[00:04:42.460 --> 00:04:42.760]   we
[00:04:42.760 --> 00:04:42.760]   did
[00:04:42.760 --> 00:04:43.000]   a
[00:04:43.000 --> 00:04:43.030]   ton
[00:04:43.030 --> 00:04:43.120]   of
[00:04:43.120 --> 00:04:43.420]   stuff
[00:04:43.420 --> 00:04:43.600]   and
[00:04:43.600 --> 00:04:43.900]   then
[00:04:43.900 --> 00:04:43.920]   um
[00:04:43.920 --> 00:04:44.240]   late
[00:04:44.240 --> 00:04:44.420]   in
[00:04:44.420 --> 00:04:44.500]   the
[00:04:44.500 --> 00:04:45.050]   afternoon
[00:04:45.050 --> 00:04:45.170]   we
[00:04:45.170 --> 00:04:45.410]   took
[00:04:45.410 --> 00:04:45.470]   a
[00:04:45.470 --> 00:04:45.770]   break
