
[00:00:00.000 --> 00:00:00.020]  
[00:00:00.020 --> 00:00:05.390]   â™
[00:02:23.880 --> 00:02:23.930]   I
[00:02:23.930 --> 00:02:24.080]  'll
[00:02:24.080 --> 00:02:24.180]  ,
[00:02:24.180 --> 00:02:24.490]   evolve
[00:02:24.490 --> 00:02:24.660]   the
[00:02:24.660 --> 00:02:24.690]   A
[00:02:24.690 --> 00:02:24.740]  _
[00:02:24.740 --> 00:02:24.790]  I
[00:02:24.790 --> 00:02:24.920]  _
[00:02:24.920 --> 00:02:24.990]   and
[00:02:24.990 --> 00:02:25.240]   maybe
[00:02:25.240 --> 00:02:25.490]   write
[00:02:25.490 --> 00:02:25.530]   a
[00:02:25.530 --> 00:02:25.790]   white
[00:02:25.790 --> 00:02:26.040]   paper
[00:02:26.040 --> 00:02:26.140]   on
[00:02:26.140 --> 00:02:26.240]   it
[00:02:26.240 --> 00:02:26.340]   or
[00:02:26.340 --> 00:02:26.800]   something
[00:02:26.800 --> 00:02:26.950]   and
[00:02:26.950 --> 00:02:27.160]   said
[00:02:27.160 --> 00:02:27.350]   that
[00:02:27.350 --> 00:02:27.610]   would
[00:02:27.610 --> 00:02:27.700]   be
[00:02:27.700 --> 00:02:28.010]   really
[00:02:28.010 --> 00:02:28.240]   cool
[00:02:28.240 --> 00:02:28.590]  .
[00:02:28.590 --> 00:02:28.780]   But
[00:02:28.780 --> 00:02:28.910]   as
[00:02:28.910 --> 00:02:29.340]   it
[00:02:29.340 --> 00:02:29.440]   happens
[00:02:29.440 --> 00:02:29.500]   I
[00:02:29.500 --> 00:02:29.740]   just
[00:02:29.740 --> 00:02:29.920]   got
[00:02:29.920 --> 00:02:30.040]   so
[00:02:30.040 --> 00:02:30.280]   busy
[00:02:30.280 --> 00:02:30.520]   with
[00:02:30.520 --> 00:02:30.760]   with
[00:02:30.760 --> 00:02:31.060]   other
[00:02:31.060 --> 00:02:31.420]   things
[00:02:31.420 --> 00:02:31.660]   with
[00:02:31.660 --> 00:02:31.960]   other
[00:02:31.960 --> 00:02:32.450]   projects
[00:02:32.450 --> 00:02:32.630]   and
[00:02:32.630 --> 00:02:33.240]   consulting
[00:02:33.240 --> 00:02:33.480]   work
[00:02:33.480 --> 00:02:33.750]   that
[00:02:33.750 --> 00:02:33.780]   I
[00:02:33.780 --> 00:02:34.020]   just
[00:02:34.020 --> 00:02:34.260]   didn
[00:02:34.260 --> 00:02:34.420]  't
[00:02:34.420 --> 00:02:34.620]   have
[00:02:34.620 --> 00:02:34.800]   the
[00:02:34.800 --> 00:02:35.120]   time
[00:02:35.120 --> 00:02:35.160]   to
[00:02:35.160 --> 00:02:35.280]   do
[00:02:35.280 --> 00:02:35.400]   it
[00:02:35.400 --> 00:02:35.630]   and
[00:02:35.630 --> 00:02:35.700]   um
[00:02:35.700 --> 00:02:35.820]   so
[00:02:35.820 --> 00:02:35.940]   it
[00:02:35.940 --> 00:02:36.060]  's
[00:02:36.060 --> 00:02:36.490]   nice
[00:02:36.490 --> 00:02:36.550]   that
[00:02:36.550 --> 00:02:36.660]   at
[00:02:36.660 --> 00:02:36.960]   least
[00:02:36.960 --> 00:02:37.450]   somebody
[00:02:37.450 --> 00:02:37.570]  's
[00:02:37.570 --> 00:02:37.920]   picked
[00:02:37.920 --> 00:02:38.050]   up
[00:02:38.050 --> 00:02:38.270]   the
[00:02:38.270 --> 00:02:38.470]   ball
[00:02:38.470 --> 00:02:38.650]   and
[00:02:38.650 --> 00:02:39.070]   decided
[00:02:39.070 --> 00:02:39.260]   to
[00:02:39.260 --> 00:02:39.310]   do
[00:02:39.310 --> 00:02:39.860]   something
[00:02:39.860 --> 00:02:40.160]   about
[00:02:40.160 --> 00:02:40.280]   it
[00:02:40.280 --> 00:02:41.200]  . [SPEAKER_TURN]
[00:02:43.200 --> 00:02:43.200]  
[00:02:43.200 --> 00:02:44.150]   Uh
[00:02:44.150 --> 00:02:44.940]  .
[00:02:44.940 --> 00:02:45.190]   Special
[00:02:45.190 --> 00:02:45.300]   why
[00:02:45.300 --> 00:02:45.410]   don
[00:02:45.410 --> 00:02:45.480]  't
[00:02:45.480 --> 00:02:45.590]   you
[00:02:45.590 --> 00:02:45.730]   give
[00:02:45.730 --> 00:02:45.830]   us
[00:02:45.830 --> 00:02:45.880]   a
[00:02:45.880 --> 00:02:45.970]   yeah
[00:02:45.970 --> 00:02:46.050]   so
[00:02:46.050 --> 00:02:46.070]   I
[00:02:46.070 --> 00:02:46.140]  'd
[00:02:46.140 --> 00:02:46.280]   like
[00:02:46.280 --> 00:02:46.350]   to
[00:02:46.350 --> 00:02:46.600]   just
[00:02:46.600 --> 00:02:46.630]   hear
[00:02:46.630 --> 00:02:46.840]   about
[00:02:46.840 --> 00:02:46.920]   you
[00:02:46.920 --> 00:02:47.060]   know
[00:02:47.060 --> 00:02:47.170]   how
[00:02:47.170 --> 00:02:47.290]   you
[00:02:47.290 --> 00:02:47.310]   f
[00:02:47.310 --> 00:02:47.420]   how
[00:02:47.420 --> 00:02:47.530]   you
[00:02:47.530 --> 00:02:47.670]   kind
[00:02:47.670 --> 00:02:47.740]   of
[00:02:47.740 --> 00:02:48.100]   discovered
[00:02:48.100 --> 00:02:48.170]   it
[00:02:48.170 --> 00:02:48.280]   and
[00:02:48.280 --> 00:02:48.420]   what
[00:02:48.420 --> 00:02:48.560]   made
[00:02:48.560 --> 00:02:48.670]   you
[00:02:48.670 --> 00:02:48.800]   come
[00:02:48.800 --> 00:02:48.880]   up
[00:02:48.880 --> 00:02:49.020]   with
[00:02:49.020 --> 00:02:49.130]   the
[00:02:49.130 --> 00:02:49.300]   idea
[00:02:49.300 --> 00:02:49.360]   of
[00:02:49.360 --> 00:02:49.630]   building
[00:02:49.630 --> 00:02:49.770]   the
[00:02:49.770 --> 00:02:49.770]   A
[00:02:49.770 --> 00:02:49.800]  _
[00:02:49.800 --> 00:02:49.830]  I
[00:02:49.830 --> 00:02:49.860]  _
[00:02:49.860 --> 00:02:49.970]   for
[00:02:49.970 --> 00:02:50.040]   it
[00:02:50.040 --> 00:02:50.660]  . [SPEAKER_TURN]
[00:02:52.580 --> 00:02:52.580]  
[00:02:52.580 --> 00:02:52.830]   been
[00:02:52.830 --> 00:02:53.420]   following
[00:02:53.420 --> 00:02:53.800]   Justin
[00:02:53.800 --> 00:02:53.900]   on
[00:02:53.900 --> 00:02:54.360]   Twitter
[00:02:54.360 --> 00:02:54.530]   for
[00:02:54.530 --> 00:02:54.850]   quite
[00:02:54.850 --> 00:02:54.900]   a
[00:02:54.900 --> 00:02:55.230]   while
[00:02:55.230 --> 00:02:55.420]  .
[00:02:55.420 --> 00:02:55.570]   Uh
[00:02:55.570 --> 00:02:55.860]   great
[00:02:55.860 --> 00:02:56.300]   content
[00:02:56.300 --> 00:02:56.420]   by
[00:02:56.420 --> 00:02:56.610]   the
[00:02:56.610 --> 00:02:56.800]   way
[00:02:56.800 --> 00:02:56.920]   uh
[00:02:56.920 --> 00:02:57.300]   always
[00:02:57.300 --> 00:02:57.490]  .
[00:02:57.490 --> 00:02:57.610]   Uh
[00:02:57.610 --> 00:02:57.730]   so
[00:02:57.730 --> 00:02:57.850]   uh
[00:02:57.850 --> 00:02:57.960]   I
[00:02:57.960 --> 00:02:58.160]   kind
[00:02:58.160 --> 00:02:58.280]   of
[00:02:58.280 --> 00:02:58.620]   saw
[00:02:58.620 --> 00:02:58.620]   the
[00:02:58.620 --> 00:02:58.780]   th
[00:02:58.780 --> 00:02:59.220]   initial
[00:02:59.220 --> 00:02:59.470]   post
[00:02:59.470 --> 00:02:59.790]   about
[00:02:59.790 --> 00:03:00.110]   swarm
[00:03:00.110 --> 00:03:00.300]   and
[00:03:00.300 --> 00:03:00.420]   uh
[00:03:00.420 --> 00:03:00.910]   looked
[00:03:00.910 --> 00:03:00.920]   it
[00:03:00.920 --> 00:03:01.040]   up
[00:03:01.040 --> 00:03:01.230]   and
[00:03:01.230 --> 00:03:02.090]   unfortunately
[00:03:02.090 --> 00:03:02.180]   it
[00:03:02.180 --> 00:03:02.370]   all
[00:03:02.370 --> 00:03:02.620]   have
[00:03:02.620 --> 00:03:02.740]   an
[00:03:02.740 --> 00:03:02.790]   I
[00:03:02.790 --> 00:03:02.860]  _
[00:03:02.860 --> 00:03:03.050]   pad
[00:03:03.050 --> 00:03:03.170]  ,
[00:03:03.170 --> 00:03:03.300]   so
[00:03:03.300 --> 00:03:03.350]   I
[00:03:03.350 --> 00:03:03.540]   say
[00:03:03.540 --> 00:03:03.790]   okay
[00:03:03.790 --> 00:03:04.110]   great
[00:03:04.110 --> 00:03:04.170]   I
[00:03:04.170 --> 00:03:04.290]  'm
[00:03:04.290 --> 00:03:04.400]  ,
[00:03:04.400 --> 00:03:04.660]   just
[00:03:04.660 --> 00:03:04.980]   gonna
[00:03:04.980 --> 00:03:05.230]   read
[00:03:05.230 --> 00:03:05.420]   the
[00:03:05.420 --> 00:03:05.620]   you
[00:03:05.620 --> 00:03:05.860]   know
[00:03:05.860 --> 00:03:06.110]   view
[00:03:06.110 --> 00:03:06.250]  ,
[00:03:06.250 --> 00:03:06.420]   the
[00:03:06.420 --> 00:03:06.830]   little
[00:03:06.830 --> 00:03:07.180]   screen
[00:03:07.180 --> 00:03:07.450]   cast
[00:03:07.450 --> 00:03:07.550]   of
[00:03:07.550 --> 00:03:07.750]   how
[00:03:07.750 --> 00:03:07.860]   it
[00:03:07.860 --> 00:03:08.180]   works
[00:03:08.180 --> 00:03:08.300]  ,
[00:03:08.300 --> 00:03:08.530]   this
[00:03:08.530 --> 00:03:08.930]   sounds
[00:03:08.930 --> 00:03:09.250]   great
[00:03:09.250 --> 00:03:09.440]   and
[00:03:09.440 --> 00:03:09.760]   wanna
[00:03:09.760 --> 00:03:10.010]   have
[00:03:10.010 --> 00:03:10.080]   w
[00:03:10.080 --> 00:03:10.260]  ann
[00:03:10.260 --> 00:03:10.450]  abe
[00:03:10.450 --> 00:03:10.770]   later
[00:03:10.770 --> 00:03:11.020]   this
[00:03:11.020 --> 00:03:11.270]   this
[00:03:11.270 --> 00:03:11.520]   year
[00:03:11.520 --> 00:03:11.580]   I
[00:03:11.580 --> 00:03:11.820]  'll
[00:03:11.820 --> 00:03:11.890]   be
[00:03:11.890 --> 00:03:12.140]   able
[00:03:12.140 --> 00:03:12.260]   to
[00:03:12.260 --> 00:03:12.510]   play
[00:03:12.510 --> 00:03:12.760]   with
[00:03:12.760 --> 00:03:12.880]   it
[00:03:12.880 --> 00:03:13.630]  .
[00:03:13.630 --> 00:03:13.880]   And
[00:03:13.880 --> 00:03:14.160]   uh
[00:03:14.160 --> 00:03:14.480]   then
[00:03:14.480 --> 00:03:14.580]   I
[00:03:14.580 --> 00:03:14.880]   saw
[00:03:14.880 --> 00:03:15.180]   the
[00:03:15.180 --> 00:03:15.780]   poster
[00:03:15.780 --> 00:03:15.980]   um
[00:03:15.980 --> 00:03:16.750]   of
[00:03:16.750 --> 00:03:16.780]   Justin
[00:03:16.780 --> 00:03:17.480]   looking
[00:03:17.480 --> 00:03:17.780]   for
[00:03:17.780 --> 00:03:17.980]   an
[00:03:17.980 --> 00:03:18.080]   A
[00:03:18.080 --> 00:03:18.180]  _
[00:03:18.180 --> 00:03:18.320]  I
[00:03:18.320 --> 00:03:18.380]  _
[00:03:18.380 --> 00:03:18.580]   uh
[00:03:18.580 --> 00:03:19.180]   person
[00:03:19.180 --> 00:03:19.480]   and
[00:03:19.480 --> 00:03:19.580]   I
[00:03:19.580 --> 00:03:19.880]  've
[00:03:19.880 --> 00:03:20.310]   been
[00:03:20.310 --> 00:03:21.080]   involved
[00:03:21.080 --> 00:03:21.480]   with
[00:03:21.480 --> 00:03:21.740]   um
[00:03:21.740 --> 00:03:22.080]   with
[00:03:22.080 --> 00:03:22.180]   A
[00:03:22.180 --> 00:03:22.280]  _
[00:03:22.280 --> 00:03:22.380]  I
[00:03:22.380 --> 00:03:22.580]  _
[00:03:22.580 --> 00:03:22.580]  
[00:03:22.580 --> 00:03:22.890]   work
[00:03:22.890 --> 00:03:23.140]   for
[00:03:23.140 --> 00:03:23.350]   the
[00:03:23.350 --> 00:03:23.480]  ,
[00:03:23.480 --> 00:03:23.580]   I
[00:03:23.580 --> 00:03:24.030]   would
[00:03:24.030 --> 00:03:24.230]   say
[00:03:24.230 --> 00:03:24.520]   past
[00:03:24.520 --> 00:03:24.730]   two
[00:03:24.730 --> 00:03:24.880]   or
[00:03:24.880 --> 00:03:25.270]   three
[00:03:25.270 --> 00:03:25.660]   years
[00:03:25.660 --> 00:03:25.860]  ,
[00:03:25.860 --> 00:03:26.120]   will
[00:03:26.120 --> 00:03:26.290]   do
[00:03:26.290 --> 00:03:26.400]   a
[00:03:26.400 --> 00:03:26.570]   lot
[00:03:26.570 --> 00:03:26.880]   more
[00:03:26.880 --> 00:03:27.040]   um
[00:03:27.040 --> 00:03:27.570]   through
[00:03:27.570 --> 00:03:27.750]   uh
[00:03:27.750 --> 00:03:28.260]   various
[00:03:28.260 --> 00:03:28.570]   work
[00:03:28.570 --> 00:03:28.880]   that
[00:03:28.880 --> 00:03:28.950]   I
[00:03:28.950 --> 00:03:29.100]   do
[00:03:29.100 --> 00:03:29.550]   during
[00:03:29.550 --> 00:03:29.840]   the
[00:03:29.840 --> 00:03:30.020]   day
[00:03:30.020 --> 00:03:30.550]   um
[00:03:30.550 --> 00:03:30.550]   and
[00:03:30.550 --> 00:03:30.750]   um
[00:03:30.750 --> 00:03:30.970]   and
[00:03:30.970 --> 00:03:31.020]   I
[00:03:31.020 --> 00:03:31.180]   you
[00:03:31.180 --> 00:03:31.460]   know
[00:03:31.460 --> 00:03:31.590]  ,
[00:03:31.590 --> 00:03:32.140]   really
[00:03:32.140 --> 00:03:32.170]   as
[00:03:32.170 --> 00:03:32.210]   a
[00:03:32.210 --> 00:03:32.620]   career
[00:03:32.620 --> 00:03:33.170]   decision
[00:03:33.170 --> 00:03:33.240]   I
[00:03:33.240 --> 00:03:33.520]   made
[00:03:33.520 --> 00:03:33.660]   uh
[00:03:33.660 --> 00:03:33.730]   a
[00:03:33.730 --> 00:03:33.940]   few
[00:03:33.940 --> 00:03:34.290]   years
[00:03:34.290 --> 00:03:34.500]   ago
[00:03:34.500 --> 00:03:34.640]   to
[00:03:34.640 --> 00:03:34.850]   try
[00:03:34.850 --> 00:03:35.030]   to
[00:03:35.030 --> 00:03:35.200]   get
[00:03:35.200 --> 00:03:35.500]   more
[00:03:35.500 --> 00:03:36.030]   involved
[00:03:36.030 --> 00:03:36.170]   in
[00:03:36.170 --> 00:03:36.450]   that
[00:03:36.450 --> 00:03:36.800]   field
[00:03:36.800 --> 00:03:37.280]   because
[00:03:37.280 --> 00:03:37.410]  ,
[00:03:37.410 --> 00:03:37.550]   it
[00:03:37.550 --> 00:03:37.720]  's
[00:03:37.720 --> 00:03:38.230]   actually
[00:03:38.230 --> 00:03:38.480]   from
[00:03:38.480 --> 00:03:38.580]   a
[00:03:38.580 --> 00:03:39.200]   developer
[00:03:39.200 --> 00:03:39.330]  's
[00:03:39.330 --> 00:03:40.140]   perspective
[00:03:40.140 --> 00:03:40.230]   it
[00:03:40.230 --> 00:03:40.360]  's
[00:03:40.360 --> 00:03:40.500]   uh
[00:03:40.500 --> 00:03:40.650]   it
[00:03:40.650 --> 00:03:40.780]  's
[00:03:40.780 --> 00:03:41.180]   really
[00:03:41.180 --> 00:03:41.390]   fun
[00:03:41.390 --> 00:03:41.510]  ,
[00:03:41.510 --> 00:03:41.900]   there
[00:03:41.900 --> 00:03:42.000]  's
[00:03:42.000 --> 00:03:42.070]   a
[00:03:42.070 --> 00:03:42.280]   lot
[00:03:42.280 --> 00:03:42.470]   to
[00:03:42.470 --> 00:03:42.560]   be
[00:03:42.560 --> 00:03:43.280]   discovered
[00:03:43.280 --> 00:03:43.320]   I
[00:03:43.320 --> 00:03:43.520]  .
[00:03:43.520 --> 00:03:43.800]   mean
[00:03:43.800 --> 00:03:43.940]   if
[00:03:43.940 --> 00:03:44.150]   you
[00:03:44.150 --> 00:03:44.350]  're
[00:03:44.350 --> 00:03:44.900]   thinking
[00:03:44.900 --> 00:03:45.250]   about
[00:03:45.250 --> 00:03:45.460]   you
[00:03:45.460 --> 00:03:45.740]   know
[00:03:45.740 --> 00:03:45.880]  ,
[00:03:45.880 --> 00:03:46.460]   getting
[00:03:46.460 --> 00:03:46.630]   into
[00:03:46.630 --> 00:03:46.910]   tech
[00:03:46.910 --> 00:03:47.120]   and
[00:03:47.120 --> 00:03:47.880]   programming
[00:03:47.880 --> 00:03:48.010]  ,
[00:03:48.010 --> 00:03:48.080]   I
[00:03:48.080 --> 00:03:48.430]   think
[00:03:48.430 --> 00:03:48.640]   the
[00:03:48.640 --> 00:03:48.710]   A
[00:03:48.710 --> 00:03:48.770]  _
[00:03:48.770 --> 00:03:48.830]  I
[00:03:48.830 --> 00:03:48.890]  _
[00:03:48.890 --> 00:03:49.060]   is
[00:03:49.060 --> 00:03:49.310]   like
[00:03:49.310 --> 00:03:49.510]   the
[00:03:49.510 --> 00:03:49.710]   the
[00:03:49.710 --> 00:03:50.270]   most
[00:03:50.270 --> 00:03:50.840]   entertaining
[00:03:50.840 --> 00:03:51.190]   field
[00:03:51.190 --> 00:03:51.780]  .
[00:03:51.780 --> 00:03:52.140]   Um
[00:03:52.140 --> 00:03:52.150]  
[00:03:52.150 --> 00:03:52.280]   Um
[00:03:52.280 --> 00:03:52.490]  .
[00:03:52.490 --> 00:03:52.850]   first
[00:03:52.850 --> 00:03:52.890]   I
[00:03:52.890 --> 00:03:53.380]   think
[00:03:53.380 --> 00:03:53.780]   because
[00:03:53.780 --> 00:03:53.920]   uh
[00:03:53.920 --> 00:03:54.200]   most
[00:03:54.200 --> 00:03:54.690]   people
[00:03:54.690 --> 00:03:54.910]   like
[00:03:54.910 --> 00:03:55.050]   to
[00:03:55.050 --> 00:03:55.700]   challenge
[00:03:55.700 --> 00:03:56.060]   their
[00:03:56.060 --> 00:03:56.490]   skills
[00:03:56.490 --> 00:03:56.630]   uh
[00:03:56.630 --> 00:03:56.770]   on
[00:03:56.770 --> 00:03:56.920]   games
[00:03:56.920 --> 00:03:57.410]   on
[00:03:57.410 --> 00:03:57.460]  ,
[00:03:57.460 --> 00:03:57.690]   game
[00:03:57.690 --> 00:03:58.340]   platforms
[00:03:58.340 --> 00:03:58.550]  .
[00:03:58.550 --> 00:03:58.690]   So
[00:03:58.690 --> 00:03:58.900]   you
[00:03:58.900 --> 00:03:59.180]   know
[00:03:59.180 --> 00:03:59.320]   yo
[00:03:59.320 --> 00:03:59.530]   you
[00:03:59.530 --> 00:03:59.740]  've
[00:03:59.740 --> 00:04:00.020]   seen
[00:04:00.020 --> 00:04:00.400]   along
[00:04:00.400 --> 00:04:00.590]   the
[00:04:00.590 --> 00:04:00.950]   years
[00:04:00.950 --> 00:04:01.220]   you
[00:04:01.220 --> 00:04:01.440]   know
[00:04:01.440 --> 00:04:01.800]   chess
[00:04:01.800 --> 00:04:02.010]   and
[00:04:02.010 --> 00:04:02.370]   check
[00:04:02.370 --> 00:04:02.580]  ers
[00:04:02.580 --> 00:04:02.800]   and
[00:04:02.800 --> 00:04:03.000]   all
[00:04:03.000 --> 00:04:03.360]   kinds
[00:04:03.360 --> 00:04:03.500]   of
[00:04:03.500 --> 00:04:03.860]   games
[00:04:03.860 --> 00:04:04.020]   uh
[00:04:04.020 --> 00:04:04.280]   they
[00:04:04.280 --> 00:04:04.490]  're
[00:04:04.490 --> 00:04:04.770]   kind
[00:04:04.770 --> 00:04:04.910]   of
[00:04:04.910 --> 00:04:05.190]   here
[00:04:05.190 --> 00:04:05.330]   to
[00:04:05.330 --> 00:04:05.630]   show
[00:04:05.630 --> 00:04:05.820]   off
[00:04:05.820 --> 00:04:06.030]   you
[00:04:06.030 --> 00:04:06.310]   know
[00:04:06.310 --> 00:04:06.520]   the
[00:04:06.520 --> 00:04:06.800]   best
[00:04:06.800 --> 00:04:06.940]   of
[00:04:06.940 --> 00:04:07.150]   the
[00:04:07.150 --> 00:04:07.510]   breed
[00:04:07.510 --> 00:04:07.650]   A
[00:04:07.650 --> 00:04:07.660]  _
[00:04:07.660 --> 00:04:07.720]  I
[00:04:07.720 --> 00:04:07.790]  _
[00:04:07.790 --> 00:04:08.560]   algorithms
[00:04:08.560 --> 00:04:08.720]  .
[00:04:08.720 --> 00:04:08.930]   And
[00:04:08.930 --> 00:04:09.070]   um
[00:04:09.070 --> 00:04:09.290]   and
[00:04:09.290 --> 00:04:09.420]   so
[00:04:09.420 --> 00:04:09.750]   when
[00:04:09.750 --> 00:04:09.770]   I
[00:04:09.770 --> 00:04:09.990]   saw
[00:04:09.990 --> 00:04:10.120]   up
[00:04:10.120 --> 00:04:10.530]   Justin
[00:04:10.530 --> 00:04:11.140]   making
[00:04:11.140 --> 00:04:11.260]   that
[00:04:11.260 --> 00:04:11.890]   announcement
[00:04:11.890 --> 00:04:12.480]  ,
[00:04:12.480 --> 00:04:12.560]   well
[00:04:12.560 --> 00:04:12.750]   you
[00:04:12.750 --> 00:04:13.050]   know
[00:04:13.050 --> 00:04:13.170]   it
[00:04:13.170 --> 00:04:13.310]  'd
[00:04:13.310 --> 00:04:13.560]   be
[00:04:13.560 --> 00:04:14.240]   interesting
[00:04:14.240 --> 00:04:14.380]   to
[00:04:14.380 --> 00:04:14.590]   see
[00:04:14.590 --> 00:04:14.730]   if
[00:04:14.730 --> 00:04:14.800]   I
[00:04:14.800 --> 00:04:14.940]   if
[00:04:14.940 --> 00:04:15.010]   I
[00:04:15.010 --> 00:04:15.220]   you
[00:04:15.220 --> 00:04:15.500]   know
[00:04:15.500 --> 00:04:15.640]   if
[00:04:15.640 --> 00:04:15.800]   he
[00:04:15.800 --> 00:04:15.920]  's
[00:04:15.920 --> 00:04:16.640]   interested
[00:04:16.640 --> 00:04:16.780]   in
[00:04:16.780 --> 00:04:17.280]   getting
[00:04:17.280 --> 00:04:17.560]   some
[00:04:17.560 --> 00:04:17.700]   of
[00:04:17.700 --> 00:04:17.960]   the
[00:04:17.960 --> 00:04:18.270]   stuff
[00:04:18.270 --> 00:04:18.550]   done
[00:04:18.550 --> 00:04:18.690]  ,
[00:04:18.690 --> 00:04:18.830]   uh
[00:04:18.830 --> 00:04:19.050]   let
[00:04:19.050 --> 00:04:19.180]  's
[00:04:19.180 --> 00:04:19.320]   uh
[00:04:19.320 --> 00:04:19.530]   let
[00:04:19.530 --> 00:04:19.700]  's
[00:04:19.700 --> 00:04:19.950]   look
[00:04:19.950 --> 00:04:20.070]   at
[00:04:20.070 --> 00:04:20.230]   it
[00:04:20.230 --> 00:04:20.330]   '
[00:04:20.330 --> 00:04:20.660]  cause
[00:04:20.660 --> 00:04:20.880]   the
[00:04:20.880 --> 00:04:20.940]   i
[00:04:20.940 --> 00:04:21.180]   the
[00:04:21.180 --> 00:04:22.140]   game
[00:04:22.140 --> 00:04:22.140]  
[00:04:22.140 --> 00:04:22.610]   really
[00:04:22.610 --> 00:04:22.980]   is
[00:04:22.980 --> 00:04:23.370]   quite
[00:04:23.370 --> 00:04:23.850]   unique
[00:04:23.850 --> 00:04:24.090]   in
[00:04:24.090 --> 00:04:24.400]   many
[00:04:24.400 --> 00:04:24.750]   many
[00:04:24.750 --> 00:04:26.110]   characteristics
[00:04:26.110 --> 00:04:26.290]   um
[00:04:26.290 --> 00:04:26.510]  ,
[00:04:26.510 --> 00:04:26.510]   and
[00:04:26.510 --> 00:04:26.880]   ca
[00:04:26.880 --> 00:04:27.270]   and
[00:04:27.270 --> 00:04:27.520]   poses
[00:04:27.520 --> 00:04:27.810]   some
[00:04:27.810 --> 00:04:27.960]   u
[00:04:27.960 --> 00:04:28.370]   unique
[00:04:28.370 --> 00:04:29.150]   challenges
[00:04:29.150 --> 00:04:29.230]   I
[00:04:29.230 --> 00:04:29.380]  ,
[00:04:29.380 --> 00:04:29.770]   think
[00:04:29.770 --> 00:04:29.920]   fo
[00:04:29.920 --> 00:04:30.230]   from
[00:04:30.230 --> 00:04:30.410]   an
[00:04:30.410 --> 00:04:30.460]   A
[00:04:30.460 --> 00:04:30.600]  _
[00:04:30.600 --> 00:04:30.610]  I
[00:04:30.610 --> 00:04:30.670]  _
[00:04:30.670 --> 00:04:31.540]   perspective
[00:04:31.540 --> 00:04:31.900]  .
[00:04:31.900 --> 00:04:32.040]   Um
[00:04:32.040 --> 00:04:32.160]  ,
[00:04:32.160 --> 00:04:32.450]   and
[00:04:32.450 --> 00:04:32.490]   so
[00:04:32.490 --> 00:04:32.550]   I
[00:04:32.550 --> 00:04:32.880]   think
[00:04:32.880 --> 00:04:33.140]   that
[00:04:33.140 --> 00:04:33.270]  's
[00:04:33.270 --> 00:04:33.470]   why
[00:04:33.470 --> 00:04:33.730]   that
[00:04:33.730 --> 00:04:33.900]  's
[00:04:33.900 --> 00:04:34.060]   you
[00:04:34.060 --> 00:04:34.440]   know
[00:04:34.440 --> 00:04:34.450]  ,
[00:04:34.450 --> 00:04:34.510]   m
[00:04:34.510 --> 00:04:34.710]   one
[00:04:34.710 --> 00:04:34.840]   of
[00:04:34.840 --> 00:04:35.040]   the
[00:04:35.040 --> 00:04:35.300]   most
[00:04:35.300 --> 00:04:35.830]   critical
[00:04:35.830 --> 00:04:36.160]   thing
[00:04:36.160 --> 00:04:36.370]   was
[00:04:36.370 --> 00:04:36.620]   okay
[00:04:36.620 --> 00:04:36.750]  ,
[00:04:36.750 --> 00:04:36.950]   the
[00:04:36.950 --> 00:04:37.210]   game
[00:04:37.210 --> 00:04:37.340]  's
[00:04:37.340 --> 00:04:37.870]   actually
[00:04:37.870 --> 00:04:38.080]   new
[00:04:38.080 --> 00:04:38.200]  ,
[00:04:38.200 --> 00:04:38.330]   um
[00:04:38.330 --> 00:04:38.770]   there
[00:04:38.770 --> 00:04:38.840]  's
[00:04:38.840 --> 00:04:39.280]   nothing
[00:04:39.280 --> 00:04:39.560]   that
[00:04:39.560 --> 00:04:39.640]  's
[00:04:39.640 --> 00:04:39.900]   been
[00:04:39.900 --> 00:04:40.160]   done
[00:04:40.160 --> 00:04:40.320]   on
[00:04:40.320 --> 00:04:40.490]   the
[00:04:40.490 --> 00:04:40.950]   subject
[00:04:40.950 --> 00:04:41.150]   yet
[00:04:41.150 --> 00:04:41.310]   uh
[00:04:41.310 --> 00:04:41.490]   and
[00:04:41.490 --> 00:04:41.610]   we
[00:04:41.610 --> 00:04:41.860]   can
[00:04:41.860 --> 00:04:42.280]   really
[00:04:42.280 --> 00:04:42.470]   have
[00:04:42.470 --> 00:04:42.530]   a
[00:04:42.530 --> 00:04:42.860]   fresh
[00:04:42.860 --> 00:04:43.140]   look
[00:04:43.140 --> 00:04:43.250]   at
[00:04:43.250 --> 00:04:43.520]   this
[00:04:43.520 --> 00:04:43.770]   game
[00:04:43.770 --> 00:04:43.970]   and
[00:04:43.970 --> 00:04:44.170]   and
[00:04:44.170 --> 00:04:44.370]   and
[00:04:44.370 --> 00:04:44.630]   look
