
[00:00:00.000 --> 00:00:00.010]  
[00:00:00.010 --> 00:00:00.540]   '
[00:03:35.100 --> 00:03:35.510]   uh
[00:03:35.510 --> 00:03:35.610]   episode
[00:03:35.610 --> 00:03:36.000]   talking
[00:03:36.000 --> 00:03:36.280]   about
[00:03:36.280 --> 00:03:36.390]   it
[00:03:36.390 --> 00:03:36.500]  's
[00:03:36.500 --> 00:03:36.720]   sort
[00:03:36.720 --> 00:03:36.830]   of
[00:03:36.830 --> 00:03:37.050]   like
[00:03:37.050 --> 00:03:37.330]   Derek
[00:03:37.330 --> 00:03:37.380]   S
[00:03:37.380 --> 00:03:37.660]  ivers
[00:03:37.660 --> 00:03:37.770]   um
[00:03:37.770 --> 00:03:37.990]   that
[00:03:37.990 --> 00:03:38.150]   you
[00:03:38.150 --> 00:03:38.650]   know
[00:03:38.650 --> 00:03:38.710]   there
[00:03:38.710 --> 00:03:38.760]  's
[00:03:38.760 --> 00:03:38.910]   no
[00:03:38.910 --> 00:03:39.150]   speed
[00:03:39.150 --> 00:03:39.510]   limits
[00:03:39.510 --> 00:03:40.240]  . [SPEAKER_TURN]
[00:03:40.240 --> 00:03:40.900]   Yeah
[00:03:40.900 --> 00:03:41.280]   absolutely
[00:03:41.280 --> 00:03:41.350]  ,
[00:03:41.350 --> 00:03:41.540]   that
[00:03:41.540 --> 00:03:42.190]   completely
[00:03:42.190 --> 00:03:42.540]   makes
[00:03:42.540 --> 00:03:42.840]   sense
[00:03:42.840 --> 00:03:43.350]   actually
[00:03:43.350 --> 00:03:44.120]  . [SPEAKER_TURN]
[00:03:44.120 --> 00:03:44.180]   Yeah
[00:03:44.180 --> 00:03:44.770]   did
[00:03:44.770 --> 00:03:44.830]  ,
[00:03:44.830 --> 00:03:44.990]   you
[00:03:44.990 --> 00:03:45.430]   happen
[00:03:45.430 --> 00:03:45.580]   to
[00:03:45.580 --> 00:03:46.060]   read
[00:03:46.060 --> 00:03:46.150]   that
[00:03:46.150 --> 00:03:46.440]   that
[00:03:46.440 --> 00:03:46.730]   post
[00:03:46.730 --> 00:03:46.900]   by
[00:03:46.900 --> 00:03:47.010]   by
[00:03:47.010 --> 00:03:47.140]   by
[00:03:47.140 --> 00:03:47.510]   Derek
[00:03:47.510 --> 00:03:47.960]   S
[00:03:47.960 --> 00:03:48.050]  ivers
[00:03:48.050 --> 00:03:48.880]  ? [SPEAKER_TURN]
[00:03:48.880 --> 00:03:49.210]   Yeah
[00:03:49.210 --> 00:03:49.300]   I
[00:03:49.300 --> 00:03:49.340]  ,
[00:03:49.340 --> 00:03:49.610]   read
[00:03:49.610 --> 00:03:49.880]   that
[00:03:49.880 --> 00:03:50.080]   and
[00:03:50.080 --> 00:03:50.140]   I
[00:03:50.140 --> 00:03:50.270]  'm
[00:03:50.270 --> 00:03:50.540]   like
[00:03:50.540 --> 00:03:50.740]   wow
[00:03:50.740 --> 00:03:50.870]   if
[00:03:50.870 --> 00:03:51.000]  ,
[00:03:51.000 --> 00:03:51.340]   only
[00:03:51.340 --> 00:03:51.540]   like
[00:03:51.540 --> 00:03:51.880]   every
[00:03:51.880 --> 00:03:52.630]   every
[00:03:52.630 --> 00:03:52.700]   student
[00:03:52.700 --> 00:03:52.950]   in
[00:03:52.950 --> 00:03:53.100]   high
[00:03:53.100 --> 00:03:53.990]   school
[00:03:53.990 --> 00:03:54.060]   thought
[00:03:54.060 --> 00:03:54.260]   this
[00:03:54.260 --> 00:03:54.460]   way
[00:03:54.460 --> 00:03:54.660]   too
[00:03:54.660 --> 00:03:54.730]   '
[00:03:54.730 --> 00:03:55.060]  cause
[00:03:55.060 --> 00:03:55.190]  ,
[00:03:55.190 --> 00:03:55.500]   then
[00:03:55.500 --> 00:03:55.590]   we
[00:03:55.590 --> 00:03:55.930]   could
[00:03:55.930 --> 00:03:56.130]   cut
[00:03:56.130 --> 00:03:56.360]   out
[00:03:56.360 --> 00:03:56.530]   all
[00:03:56.530 --> 00:03:56.750]   the
[00:03:56.750 --> 00:03:57.000]   crap
[00:03:57.000 --> 00:03:57.340]   that
[00:03:57.340 --> 00:03:57.540]   that
[00:03:57.540 --> 00:03:57.810]   they
[00:03:57.810 --> 00:03:58.220]   bother
[00:03:58.220 --> 00:03:58.770]   teaching
[00:03:58.770 --> 00:03:58.970]   you
[00:03:58.970 --> 00:04:00.040]  . [SPEAKER_TURN]
[00:04:00.500 --> 00:04:00.570]  
[00:04:00.570 --> 00:04:00.690]   Yeah
[00:04:00.690 --> 00:04:00.880]   well
[00:04:00.880 --> 00:04:01.010]   you
[00:04:01.010 --> 00:04:01.160]   get
[00:04:01.160 --> 00:04:01.450]   people
[00:04:01.450 --> 00:04:01.690]   could
[00:04:01.690 --> 00:04:01.930]   focus
[00:04:01.930 --> 00:04:02.060]   on
[00:04:02.060 --> 00:04:02.210]   what
[00:04:02.210 --> 00:04:02.400]   they
[00:04:02.400 --> 00:04:02.710]   really
[00:04:02.710 --> 00:04:02.930]   wanna
[00:04:02.930 --> 00:04:03.170]   focus
[00:04:03.170 --> 00:04:03.260]   on
[00:04:03.260 --> 00:04:03.500]   and
[00:04:03.500 --> 00:04:03.540]   get
[00:04:03.540 --> 00:04:03.880]   through
[00:04:03.880 --> 00:04:04.070]   this
[00:04:04.070 --> 00:04:04.310]   stuff
[00:04:04.310 --> 00:04:04.500]   that
[00:04:04.500 --> 00:04:04.700]   they
[00:04:04.700 --> 00:04:04.830]  're
[00:04:04.830 --> 00:04:04.970]   not
[00:04:04.970 --> 00:04:05.540]   interested
[00:04:05.540 --> 00:04:05.630]   in
[00:04:05.630 --> 00:04:05.670]   in
[00:04:05.670 --> 00:04:05.970]   quickly
[00:04:05.970 --> 00:04:06.110]   and
[00:04:06.110 --> 00:04:06.250]   and
[00:04:06.250 --> 00:04:06.440]   just
[00:04:06.440 --> 00:04:06.630]   move
[00:04:06.630 --> 00:04:06.720]   on
[00:04:06.720 --> 00:04:07.150]   otherwise
[00:04:07.150 --> 00:04:07.240]  ,
[00:04:07.240 --> 00:04:07.380]   and
[00:04:07.380 --> 00:04:07.790]   just
[00:04:07.790 --> 00:04:07.810]   w
[00:04:07.810 --> 00:04:08.390]   yeah
[00:04:08.390 --> 00:04:08.440]   because
[00:04:08.440 --> 00:04:08.610]   the
[00:04:08.610 --> 00:04:08.850]   fact
[00:04:08.850 --> 00:04:09.070]   that
[00:04:09.070 --> 00:04:09.180]   it
[00:04:09.180 --> 00:04:09.460]   takes
[00:04:09.460 --> 00:04:09.690]   four
[00:04:09.690 --> 00:04:09.970]   years
[00:04:09.970 --> 00:04:10.080]   no
[00:04:10.080 --> 00:04:10.470]   matter
[00:04:10.470 --> 00:04:10.650]   what
[00:04:10.650 --> 00:04:10.820]   you
[00:04:10.820 --> 00:04:10.930]   do
[00:04:10.930 --> 00:04:11.220]   it
[00:04:11.220 --> 00:04:11.270]   sort
[00:04:11.270 --> 00:04:11.320]  a
[00:04:11.320 --> 00:04:11.600]   kills
[00:04:11.600 --> 00:04:11.970]   your
[00:04:11.970 --> 00:04:12.280]   momentum
[00:04:12.280 --> 00:04:12.450]   you
[00:04:12.450 --> 00:04:12.620]  're
[00:04:12.620 --> 00:04:12.730]  ,
[00:04:12.730 --> 00:04:12.960]   just
[00:04:12.960 --> 00:04:13.190]   like
[00:04:13.190 --> 00:04:13.460]   well
[00:04:13.460 --> 00:04:13.700]   okay
[00:04:13.700 --> 00:04:13.760]  ,
[00:04:13.760 --> 00:04:13.940]   you
[00:04:13.940 --> 00:04:14.270]   just
[00:04:14.270 --> 00:04:14.440]   gotta
[00:04:14.440 --> 00:04:14.790]   play
[00:04:14.790 --> 00:04:14.840]   the
[00:04:14.840 --> 00:04:15.070]   game
[00:04:15.070 --> 00:04:15.240]   and
[00:04:15.240 --> 00:04:15.460]   hang
[00:04:15.460 --> 00:04:15.640]   out
[00:04:15.640 --> 00:04:15.810]   and
[00:04:15.810 --> 00:04:16.040]   that
[00:04:16.040 --> 00:04:16.150]  's
[00:04:16.150 --> 00:04:16.380]   kind
[00:04:16.380 --> 00:04:16.490]   of
[00:04:16.490 --> 00:04:17.120]   frustrating
[00:04:17.120 --> 00:04:17.260]   I
[00:04:17.260 --> 00:04:17.450]   think
[00:04:17.450 --> 00:04:17.560]   to
[00:04:17.560 --> 00:04:17.610]   a
[00:04:17.610 --> 00:04:17.780]   lot
[00:04:17.780 --> 00:04:17.890]   of
[00:04:17.890 --> 00:04:18.230]   people
[00:04:18.230 --> 00:04:19.040]   and [SPEAKER_TURN]
[00:04:19.040 --> 00:04:19.350]   Well
[00:04:19.350 --> 00:04:19.610]   I
[00:04:19.610 --> 00:04:19.650]   don
[00:04:19.650 --> 00:04:19.800]  't
[00:04:19.800 --> 00:04:20.220]   think
[00:04:20.220 --> 00:04:20.340]   it
[00:04:20.340 --> 00:04:20.730]   makes
[00:04:20.730 --> 00:04:21.120]   sense
[00:04:21.120 --> 00:04:21.350]   and
[00:04:21.350 --> 00:04:21.440]   I
[00:04:21.440 --> 00:04:21.650]   don
[00:04:21.650 --> 00:04:21.800]  't
[00:04:21.800 --> 00:04:22.190]   think
[00:04:22.190 --> 00:04:22.420]   you
[00:04:22.420 --> 00:04:22.570]  'd
[00:04:22.570 --> 00:04:22.910]   have
[00:04:22.910 --> 00:04:23.090]   to
[00:04:23.090 --> 00:04:23.240]   to
[00:04:23.240 --> 00:04:23.510]   deal
[00:04:23.510 --> 00:04:23.800]   with
[00:04:23.800 --> 00:04:23.950]   it
[00:04:23.950 --> 00:04:24.180]   and
[00:04:24.180 --> 00:04:24.330]   if
[00:04:24.330 --> 00:04:24.560]   you
[00:04:24.560 --> 00:04:24.790]   don
[00:04:24.790 --> 00:04:24.940]  't
[00:04:24.940 --> 00:04:25.280]   have
[00:04:25.280 --> 00:04:25.400]   to
[00:04:25.400 --> 00:04:25.710]   deal
[00:04:25.710 --> 00:04:26.020]   with
[00:04:26.020 --> 00:04:26.220]   it
[00:04:26.220 --> 00:04:26.480]   then
[00:04:26.480 --> 00:04:26.710]   why
[00:04:26.710 --> 00:04:26.980]   put
[00:04:26.980 --> 00:04:27.560]   yourself
[00:04:27.560 --> 00:04:28.110]   through
[00:04:28.110 --> 00:04:28.600]   that
[00:04:28.600 --> 00:04:28.730]   that
[00:04:28.730 --> 00:04:29.440]   misery
[00:04:29.440 --> 00:04:29.440]  ?
[00:04:30.440 --> 00:04:29.730]   Right
[00:04:29.730 --> 00:04:29.810]   so
[00:04:29.810 --> 00:04:30.000]   the
[00:04:30.000 --> 00:04:30.560]   the
[00:04:30.560 --> 00:04:30.840]   accelerated
[00:04:30.840 --> 00:04:30.960]   uh
[00:04:30.960 --> 00:04:31.390]   college
[00:04:31.390 --> 00:04:31.750]   program
[00:04:31.750 --> 00:04:32.390]   accelerated
[00:04:32.390 --> 00:04:32.700]   high
[00:04:32.700 --> 00:04:32.970]   school
[00:04:32.970 --> 00:04:33.440]   program
[00:04:33.440 --> 00:04:33.550]   you
[00:04:33.550 --> 00:04:33.780]   know
[00:04:33.780 --> 00:04:34.010]   what
[00:04:34.010 --> 00:04:34.180]   was
[00:04:34.180 --> 00:04:34.410]   that
[00:04:34.410 --> 00:04:34.820]   exactly
[00:04:34.820 --> 00:04:34.990]   was
[00:04:34.990 --> 00:04:35.220]   that
[00:04:35.220 --> 00:04:35.330]   uh
[00:04:35.330 --> 00:04:35.500]   was
[00:04:35.500 --> 00:04:35.730]   that
[00:04:35.730 --> 00:04:36.140]   offered
[00:04:36.140 --> 00:04:36.550]   through
[00:04:36.550 --> 00:04:36.650]   a
[00:04:36.650 --> 00:04:36.890]   local
[00:04:36.890 --> 00:04:37.410]   community
[00:04:37.410 --> 00:04:37.900]   college
[00:04:37.900 --> 00:04:37.930]   or
[00:04:37.930 --> 00:04:37.980]   a
[00:04:37.980 --> 00:04:38.260]   local
[00:04:38.260 --> 00:04:38.680]   college
[00:04:38.680 --> 00:04:38.800]   or
[00:04:38.800 --> 00:04:39.020]   what
[00:04:39.020 --> 00:04:39.190]  ?
[00:04:39.190 --> 00:04:39.240]   I
[00:04:39.240 --> 00:04:39.410]  've
[00:04:39.410 --> 00:04:39.700]   never
[00:04:39.700 --> 00:04:39.930]   even
[00:04:39.930 --> 00:04:40.330]   heard
[00:04:40.330 --> 00:04:40.330]   of
[00:04:40.330 --> 00:04:40.690]   that
[00:04:40.690 --> 00:04:41.440]  . [SPEAKER_TURN]
[00:04:43.060 --> 00:04:43.090]  
[00:04:43.090 --> 00:04:43.460]   Simon
[00:04:43.460 --> 00:04:43.620]  's
[00:04:43.620 --> 00:04:44.020]   Rock
[00:04:44.020 --> 00:04:44.200]  ,
[00:04:44.200 --> 00:04:44.340]   the
[00:04:44.340 --> 00:04:44.730]   early
[00:04:44.730 --> 00:04:45.290]   college
[00:04:45.290 --> 00:04:45.460]  ,
[00:04:45.460 --> 00:04:45.760]   and
[00:04:45.760 --> 00:04:45.870]   it
[00:04:45.870 --> 00:04:46.030]  's
[00:04:46.030 --> 00:04:46.110]   a
[00:04:46.110 --> 00:04:46.690]   really
[00:04:46.690 --> 00:04:46.910]   cool
[00:04:46.910 --> 00:04:47.540]   program
[00:04:47.540 --> 00:04:48.050]   because
[00:04:48.050 --> 00:04:48.210]  ,
[00:04:48.210 --> 00:04:48.370]   it
[00:04:48.370 --> 00:04:48.540]  's
[00:04:48.540 --> 00:04:48.930]   still
[00:04:48.930 --> 00:04:49.170]   the
[00:04:49.170 --> 00:04:49.490]   only
[00:04:49.490 --> 00:04:50.220]   dedicated
[00:04:50.220 --> 00:04:50.650]   early
[00:04:50.650 --> 00:04:51.190]   college
[00:04:51.190 --> 00:04:51.350]   in
[00:04:51.350 --> 00:04:51.920]   America
[00:04:51.920 --> 00:04:52.430]   which
[00:04:52.430 --> 00:04:52.800]   sounds
[00:04:52.800 --> 00:04:53.610]   absolutely
[00:04:53.610 --> 00:04:54.230]   absurd
[00:04:54.230 --> 00:04:54.250]   to
[00:04:54.250 --> 00:04:54.410]   me
[00:04:54.410 --> 00:04:54.670]  .
[00:04:54.670 --> 00:04:54.810]   Um
[00:04:54.810 --> 00:04:55.380]   because
[00:04:55.380 --> 00:04:56.020]   most
[00:04:56.020 --> 00:04:56.180]   people
[00:04:56.180 --> 00:04:56.420]   who
[00:04:56.420 --> 00:04:56.740]   take
[00:04:56.740 --> 00:04:56.980]   the
[00:04:56.980 --> 00:04:57.300]   path
[00:04:57.300 --> 00:04:57.430]   I
[00:04:57.430 --> 00:04:57.620]   did
[00:04:57.620 --> 00:04:57.940]   just
[00:04:57.940 --> 00:04:58.260]   go
[00:04:58.260 --> 00:04:58.310]   to
[00:04:58.310 --> 00:04:58.990]   community
[00:04:58.990 --> 00:04:59.560]   college
[00:04:59.560 --> 00:04:59.720]  ,
[00:04:59.720 --> 00:04:59.960]   and
[00:04:59.960 --> 00:05:00.280]   like
[00:05:00.280 --> 00:05:00.520]   you
[00:05:00.520 --> 00:05:00.920]   could
[00:05:00.920 --> 00:05:01.120]   do
[00:05:01.120 --> 00:05:01.580]   that
[00:05:01.580 --> 00:05:01.640]   but
[00:05:01.640 --> 00:05:01.800]  ,
[00:05:01.800 --> 00:05:01.870]   I
[00:05:01.870 --> 00:05:02.200]   mean
[00:05:02.200 --> 00:05:02.440]   you
[00:05:02.440 --> 00:05:02.680]  're
[00:05:02.680 --> 00:05:03.000]   not
[00:05:03.000 --> 00:05:03.160]   you
[00:05:03.160 --> 00:05:03.720]  're
[00:05:03.720 --> 00:05:03.830]   with
[00:05:03.830 --> 00:05:04.200]   people
[00:05:04.200 --> 00:05:04.650]   who
[00:05:04.650 --> 00:05:04.680]   are
[00:05:04.680 --> 00:05:05.080]   older
[00:05:05.080 --> 00:05:05.400]   than
[00:05:05.400 --> 00:05:05.640]   you
[00:05:05.640 --> 00:05:05.880]   you
[00:05:05.880 --> 00:05:06.120]  're
[00:05:06.120 --> 00:05:06.280]  ,
[00:05:06.280 --> 00:05:06.520]   not
[00:05:06.520 --> 00:05:06.680]   in
[00:05:06.680 --> 00:05:07.570]   accelerated
[00:05:07.570 --> 00:05:08.140]   classes
[00:05:08.140 --> 00:05:08.340]   um
[00:05:08.340 --> 00:05:08.460]  ,
[00:05:08.460 --> 00:05:08.570]   I
[00:05:08.570 --> 00:05:08.860]   mean
[00:05:08.860 --> 00:05:09.020]   no
[00:05:09.020 --> 00:05:09.590]   offense
[00:05:09.590 --> 00:05:09.750]   to
[00:05:09.750 --> 00:05:09.830]   C
[00:05:09.830 --> 00:05:09.910]  _
[00:05:09.910 --> 00:05:09.990]  C
[00:05:09.990 --> 00:05:10.070]  _
[00:05:10.070 --> 00:05:10.150]  s
[00:05:10.150 --> 00:05:10.310]  ,
[00:05:10.310 --> 00:05:10.620]   but
[00:05:10.620 --> 00:05:10.710]   uh
[00:05:10.710 --> 00:05:11.080]   some
[00:05:11.080 --> 00:05:11.110]   I
[00:05:11.110 --> 00:05:11.510]   check
[00:05:11.510 --> 00:05:11.980]   that
[00:05:11.980 --> 00:05:12.070]   you
[00:05:12.070 --> 00:05:12.470]   weren
[00:05:12.470 --> 00:05:13.060]  't
[00:05:13.060 --> 00:05:13.060]  
[00:05:13.060 --> 00:05:13.520]   meant
[00:05:13.520 --> 00:05:13.800]   for
[00:05:13.800 --> 00:05:14.430]   people
[00:05:14.430 --> 00:05:14.630]   who
[00:05:14.630 --> 00:05:15.180]   really
[00:05:15.180 --> 00:05:15.770]   want
[00:05:15.770 --> 00:05:15.960]   to
[00:05:15.960 --> 00:05:16.410]   thrive
[00:05:16.410 --> 00:05:16.910]   academ
[00:05:16.910 --> 00:05:17.520]  ically
[00:05:17.520 --> 00:05:17.890]  .
[00:05:17.890 --> 00:05:17.900]   Um
[00:05:17.900 --> 00:05:18.140]   and
[00:05:18.140 --> 00:05:18.200]   on
[00:05:18.200 --> 00:05:18.630]   the
[00:05:18.630 --> 00:05:18.780]   East
[00:05:18.780 --> 00:05:19.290]   Coast
[00:05:19.290 --> 00:05:19.420]   they
[00:05:19.420 --> 00:05:19.630]  're
[00:05:19.630 --> 00:05:19.910]   just
[00:05:19.910 --> 00:05:20.120]   not
[00:05:20.120 --> 00:05:20.400]   very
[00:05:20.400 --> 00:05:20.680]   well
[00:05:20.680 --> 00:05:21.100]   respected
[00:05:21.100 --> 00:05:21.670]   so
[00:05:21.670 --> 00:05:21.750]   like
[00:05:21.750 --> 00:05:21.960]   you
[00:05:21.960 --> 00:05:22.170]  're
[00:05:22.170 --> 00:05:22.380]   not
[00:05:22.380 --> 00:05:22.770]   gonna
[00:05:22.770 --> 00:05:22.950]   get
[00:05:22.950 --> 00:05:23.330]   into
[00:05:23.330 --> 00:05:23.370]   an
[00:05:23.370 --> 00:05:23.440]   I
[00:05:23.440 --> 00:05:23.510]  _
[00:05:23.510 --> 00:05:23.610]  V
[00:05:23.610 --> 00:05:23.650]  _
[00:05:23.650 --> 00:05:24.080]   league
[00:05:24.080 --> 00:05:24.360]   from
[00:05:24.360 --> 00:05:24.430]   a
[00:05:24.430 --> 00:05:24.500]   C
[00:05:24.500 --> 00:05:24.570]  _
[00:05:24.570 --> 00:05:24.640]  C
[00:05:24.640 --> 00:05:25.700]  _. [SPEAKER_TURN]
[00:05:36.560 --> 00:05:36.660]  
[00:05:36.660 --> 00:05:37.120]   hanging
[00:05:37.120 --> 00:05:37.500]   out
[00:05:37.500 --> 00:05:38.000]   with
[00:05:38.000 --> 00:05:38.050]   four
[00:05:38.050 --> 00:05:38.600]   hundred
[00:05:38.600 --> 00:05:38.960]   other
[00:05:38.960 --> 00:05:39.520]   sixteen
[00:05:39.520 --> 00:05:39.840]   year
[00:05:39.840 --> 00:05:40.160]   olds
[00:05:40.160 --> 00:05:40.400]   who
[00:05:40.400 --> 00:05:40.640]   are
[00:05:40.640 --> 00:05:40.800]   in
[00:05:40.800 --> 00:05:41.360]   college
[00:05:41.360 --> 00:05:41.680]   with
[00:05:41.680 --> 00:05:42.200]   you
[00:05:42.200 --> 00:05:42.370]   early
[00:05:42.370 --> 00:05:42.560]  .
[00:05:42.560 --> 00:05:42.880]   Like
[00:05:42.880 --> 00:05:43.040]   it
[00:05:43.040 --> 00:05:43.290]  's
[00:05:43.290 --> 00:05:43.680]   really
[00:05:43.680 --> 00:05:44.000]   cool
[00:05:44.000 --> 00:05:44.240]   and
[00:05:44.240 --> 00:05:44.400]   it
[00:05:44.400 --> 00:05:44.560]  's
[00:05:44.560 --> 00:05:44.720]   so
[00:05:44.720 --> 00:05:45.040]   much
[00:05:45.040 --> 00:05:45.280]   fun
[00:05:45.280 --> 00:05:45.680]   and
[00:05:45.680 --> 00:05:45.740]   I
[00:05:45.740 --> 00:05:45.910]  'd
[00:05:45.910 --> 00:05:46.460]   highly
[00:05:46.460 --> 00:05:47.210]   recommend
[00:05:47.210 --> 00:05:47.380]   it
[00:05:47.380 --> 00:05:47.630]   to
[00:05:47.630 --> 00:05:48.070]   anyone
[00:05:48.070 --> 00:05:48.330]   who
[00:05:48.330 --> 00:05:48.500]  's
[00:05:48.500 --> 00:05:48.910]   smart
[00:05:48.910 --> 00:05:49.190]   and
[00:05:49.190 --> 00:05:49.660]   bored
[00:05:49.660 --> 00:05:49.960]   with
[00:05:49.960 --> 00:05:50.390]   high
[00:05:50.390 --> 00:05:50.820]   school
[00:05:50.820 --> 00:05:51.860]  . [SPEAKER_TURN]
[00:05:51.860 --> 00:05:52.120]   Where
[00:05:52.120 --> 00:05:52.400]   is
[00:05:52.400 --> 00:05:52.500]   Simon
[00:05:52.500 --> 00:05:52.600]  's
[00:05:52.600 --> 00:05:52.810]   Rock
[00:05:52.810 --> 00:05:53.190]   located
[00:05:53.190 --> 00:05:53.360]  ?
[00:05:53.360 --> 00:05:53.590]   What
[00:05:53.590 --> 00:05:53.770]   city
[00:05:53.770 --> 00:05:54.420]  ? [SPEAKER_TURN]
[00:05:54.420 --> 00:05:54.450]   Um
[00:05:54.450 --> 00:05:54.690]   it
[00:05:54.690 --> 00:05:54.860]  's
[00:05:54.860 --> 00:05:55.390]   in
[00:05:55.390 --> 00:05:55.470]   Great
[00:05:55.470 --> 00:05:55.700]   Bar
[00:05:55.700 --> 00:05:56.280]  rington
[00:05:56.280 --> 00:05:56.440]  ,
[00:05:56.440 --> 00:05:57.520]   Massachusetts
[00:05:57.520 --> 00:05:57.750]  .
[00:05:57.750 --> 00:05:57.910]   So
[00:05:57.910 --> 00:05:58.070]   it
[00:05:58.070 --> 00:05:58.230]  's
[00:05:58.230 --> 00:05:58.410]   in
[00:05:58.410 --> 00:05:58.630]   the
[00:05:58.630 --> 00:05:59.040]   Berks
[00:05:59.040 --> 00:05:59.460]   years
[00:05:59.460 --> 00:05:59.690]  .
[00:05:59.690 --> 00:06:00.020]   Lots
[00:06:00.020 --> 00:06:00.180]   of
[00:06:00.180 --> 00:06:00.450]   ski
[00:06:00.450 --> 00:06:00.990]   resorts
[00:06:00.990 --> 00:06:01.480]   nearby
[00:06:01.480 --> 00:06:01.720]  .
[00:06:01.720 --> 00:06:01.880]   It
[00:06:01.880 --> 00:06:02.040]  's
[00:06:02.040 --> 00:06:02.530]   really
[00:06:02.530 --> 00:06:03.270]   beautiful
[00:06:03.270 --> 00:06:03.430]   up
[00:06:03.430 --> 00:06:03.840]   there
[00:06:03.840 --> 00:06:04.900]  . [SPEAKER_TURN]
[00:06:04.960 --> 00:06:05.020]  
[00:06:05.020 --> 00:06:05.130]   Hey
[00:06:05.130 --> 00:06:05.300]   let
[00:06:05.300 --> 00:06:05.420]   me
[00:06:05.420 --> 00:06:05.590]   ask
[00:06:05.590 --> 00:06:05.760]   you
[00:06:05.760 --> 00:06:05.820]   a
[00:06:05.820 --> 00:06:06.290]   question
[00:06:06.290 --> 00:06:06.460]  .
[00:06:06.460 --> 00:06:06.610]   Do
[00:06:06.610 --> 00:06:06.750]   you
[00:06:06.750 --> 00:06:06.810]   g
[00:06:06.810 --> 00:06:07.100]   given
[00:06:07.100 --> 00:06:07.330]   that
[00:06:07.330 --> 00:06:07.450]   it
[00:06:07.450 --> 00:06:07.560]  's
[00:06:07.560 --> 00:06:07.680]   it
[00:06:07.680 --> 00:06:07.790]  's
[00:06:07.790 --> 00:06:08.340]   advanced
[00:06:08.340 --> 00:06:08.430]   and
[00:06:08.430 --> 00:06:08.600]   all
[00:06:08.600 --> 00:06:08.770]   the
[00:06:08.770 --> 00:06:09.120]   people
[00:06:09.120 --> 00:06:09.410]   there
[00:06:09.410 --> 00:06:09.580]   are
[00:06:09.580 --> 00:06:09.870]   smart
[00:06:09.870 --> 00:06:09.980]  ,
[00:06:09.980 --> 00:06:10.130]   do
[00:06:10.130 --> 00:06:10.330]   you
[00:06:10.330 --> 00:06:10.410]   d
[00:06:10.410 --> 00:06:10.470]   do
[00:06:10.470 --> 00:06:10.660]   you
[00:06:10.660 --> 00:06:10.850]   sort
[00:06:10.850 --> 00:06:10.970]   of
[00:06:10.970 --> 00:06:11.200]   rise
[00:06:11.200 --> 00:06:11.490]   above
[00:06:11.490 --> 00:06:11.720]   the
[00:06:11.720 --> 00:06:11.950]   whole
[00:06:11.950 --> 00:06:12.240]   click
[00:06:12.240 --> 00:06:12.550]   thing
[00:06:12.550 --> 00:06:12.650]   or
[00:06:12.650 --> 00:06:12.880]   does
[00:06:12.880 --> 00:06:13.110]   that
[00:06:13.110 --> 00:06:13.400]   still
[00:06:13.400 --> 00:06:13.740]   happen
[00:06:13.740 --> 00:06:14.090]  ?
[00:06:14.090 --> 00:06:14.150]   The
[00:06:14.150 --> 00:06:14.380]   click
[00:06:14.380 --> 00:06:14.520]  ,
[00:06:14.520 --> 00:06:14.660]   the
[00:06:14.660 --> 00:06:14.920]   the
[00:06:14.920 --> 00:06:15.100]   kind
[00:06:15.100 --> 00:06:15.180]   of
[00:06:15.180 --> 00:06:15.350]   the
[00:06:15.350 --> 00:06:15.520]   the
[00:06:15.520 --> 00:06:15.860]   sport
[00:06:15.860 --> 00:06:15.940]  y
[00:06:15.940 --> 00:06:16.210]   people
[00:06:16.210 --> 00:06:16.560]   versus
[00:06:16.560 --> 00:06:16.730]   the
[00:06:16.730 --> 00:06:17.020]   smart
[00:06:17.020 --> 00:06:17.370]   people
[00:06:17.370 --> 00:06:17.540]   etc
[00:06:17.540 --> 00:06:17.770]  eter
[00:06:17.770 --> 00:06:17.820]  a
[00:06:17.820 --> 00:06:18.980]  ? [SPEAKER_TURN]
[00:06:18.980 --> 00:06:19.090]   Um
[00:06:19.090 --> 00:06:19.290]   so
[00:06:19.290 --> 00:06:19.650]   you
[00:06:19.650 --> 00:06:20.130]   don
[00:06:20.130 --> 00:06:20.130]  't
[00:06:20.130 --> 00:06:20.520]   have
[00:06:20.520 --> 00:06:21.600]   differences
[00:06:21.600 --> 00:06:21.790]   in
[00:06:21.790 --> 00:06:22.960]   intelligence
[00:06:22.960 --> 00:06:23.450]   there
[00:06:23.450 --> 00:06:23.800]  .
