
[00:00:00.000 --> 00:00:00.820]  
[00:00:00.820 --> 00:00:09.710]   ðŸ
[00:03:12.490 --> 00:03:13.010]   creating
[00:03:13.010 --> 00:03:13.300]   user
[00:03:13.300 --> 00:03:14.290]   documentation
[00:03:14.290 --> 00:03:14.440]   uh
[00:03:14.440 --> 00:03:14.660]   for
[00:03:14.660 --> 00:03:15.260]   software
[00:03:15.260 --> 00:03:15.860]   products
[00:03:15.860 --> 00:03:16.080]   and
[00:03:16.080 --> 00:03:16.150]   I
[00:03:16.150 --> 00:03:16.600]   worked
[00:03:16.600 --> 00:03:16.750]   on
[00:03:16.750 --> 00:03:17.100]   that
[00:03:17.100 --> 00:03:17.740]   for
[00:03:17.740 --> 00:03:17.870]   probably
[00:03:17.870 --> 00:03:18.250]   about
[00:03:18.250 --> 00:03:18.320]   a
[00:03:18.320 --> 00:03:18.620]   year
[00:03:18.620 --> 00:03:18.770]   at
[00:03:18.770 --> 00:03:19.070]   that
[00:03:19.070 --> 00:03:19.450]   point
[00:03:19.450 --> 00:03:19.520]   I
[00:03:19.520 --> 00:03:19.740]   was
[00:03:19.740 --> 00:03:19.900]   in
[00:03:19.900 --> 00:03:20.420]   college
[00:03:20.420 --> 00:03:20.570]   so
[00:03:20.570 --> 00:03:20.730]   it
[00:03:20.730 --> 00:03:20.940]   was
[00:03:20.940 --> 00:03:21.240]   just
[00:03:21.240 --> 00:03:21.540]   kind
[00:03:21.540 --> 00:03:21.690]   of
[00:03:21.690 --> 00:03:21.760]   a
[00:03:21.760 --> 00:03:21.920]   um
[00:03:21.920 --> 00:03:22.170]   something
[00:03:22.170 --> 00:03:22.840]   I
[00:03:22.840 --> 00:03:22.880]   was
[00:03:22.880 --> 00:03:22.950]   d
[00:03:22.950 --> 00:03:23.480]  abbling
[00:03:23.480 --> 00:03:23.810]   with
[00:03:23.810 --> 00:03:23.930]   um
[00:03:23.930 --> 00:03:25.220]  . [SPEAKER_TURN]
[00:03:25.740 --> 00:03:25.820]  
[00:03:25.820 --> 00:03:26.290]   Interesting
[00:03:26.290 --> 00:03:26.490]   what
[00:03:26.490 --> 00:03:26.590]  ,
[00:03:26.590 --> 00:03:26.740]   was
[00:03:26.740 --> 00:03:26.890]   the
[00:03:26.890 --> 00:03:27.110]   what
[00:03:27.110 --> 00:03:27.240]   was
[00:03:27.240 --> 00:03:27.390]   the
[00:03:27.390 --> 00:03:27.690]   kind
[00:03:27.690 --> 00:03:27.750]   of
[00:03:27.750 --> 00:03:27.890]   once
[00:03:27.890 --> 00:03:28.030]   you
[00:03:28.030 --> 00:03:28.440]   actually
[00:03:28.440 --> 00:03:28.620]   got
[00:03:28.620 --> 00:03:28.690]   to
[00:03:28.690 --> 00:03:28.940]   speak
[00:03:28.940 --> 00:03:29.040]   to
[00:03:29.040 --> 00:03:29.190]   Rob
[00:03:29.190 --> 00:03:29.430]   about
[00:03:29.430 --> 00:03:29.540]   it
[00:03:29.540 --> 00:03:29.690]   and
[00:03:29.690 --> 00:03:30.090]   probably
[00:03:30.090 --> 00:03:30.280]   got
[00:03:30.280 --> 00:03:30.330]   a
[00:03:30.330 --> 00:03:30.490]   good
[00:03:30.490 --> 00:03:30.690]   tear
[00:03:30.690 --> 00:03:30.880]   down
[00:03:30.880 --> 00:03:31.020]  ,
[00:03:31.020 --> 00:03:31.220]   what
[00:03:31.220 --> 00:03:31.340]   was
[00:03:31.340 --> 00:03:31.520]   the
[00:03:31.520 --> 00:03:31.890]   takeaway
[00:03:31.890 --> 00:03:31.990]   of
[00:03:31.990 --> 00:03:32.010]   all
[00:03:32.010 --> 00:03:32.330]   your
[00:03:32.330 --> 00:03:32.640]   work
[00:03:32.640 --> 00:03:32.720]   on
[00:03:32.720 --> 00:03:32.840]   that
[00:03:32.840 --> 00:03:33.520]  ? [SPEAKER_TURN]
[00:03:33.880 --> 00:03:33.940]  
[00:03:33.940 --> 00:03:34.020]   Um
[00:03:34.020 --> 00:03:34.090]   I
[00:03:34.090 --> 00:03:34.430]   mean
[00:03:34.430 --> 00:03:34.580]   Rob
[00:03:34.580 --> 00:03:34.820]   gave
[00:03:34.820 --> 00:03:35.070]   me
[00:03:35.070 --> 00:03:35.110]   a
[00:03:35.110 --> 00:03:35.390]   lot
[00:03:35.390 --> 00:03:35.420]   of
[00:03:35.420 --> 00:03:35.850]   advice
[00:03:35.850 --> 00:03:36.130]   over
[00:03:36.130 --> 00:03:36.340]   the
[00:03:36.340 --> 00:03:36.620]   over
[00:03:36.620 --> 00:03:36.830]   the
[00:03:36.830 --> 00:03:37.110]   year
[00:03:37.110 --> 00:03:37.460]   that
[00:03:37.460 --> 00:03:37.520]   I
[00:03:37.520 --> 00:03:37.670]   was
[00:03:37.670 --> 00:03:38.170]   working
[00:03:38.170 --> 00:03:38.340]   on
[00:03:38.340 --> 00:03:38.450]   it
[00:03:38.450 --> 00:03:38.660]   and
[00:03:38.660 --> 00:03:38.870]   you
[00:03:38.870 --> 00:03:39.150]   know
[00:03:39.150 --> 00:03:39.210]   I
[00:03:39.210 --> 00:03:39.280]   I
[00:03:39.280 --> 00:03:39.570]   that
[00:03:39.570 --> 00:03:39.790]   was
[00:03:39.790 --> 00:03:39.920]   my
[00:03:39.920 --> 00:03:40.570]   first
[00:03:40.570 --> 00:03:40.780]   product
[00:03:40.780 --> 00:03:40.920]   so
[00:03:40.920 --> 00:03:41.080]   of
[00:03:41.080 --> 00:03:41.490]   course
[00:03:41.490 --> 00:03:41.560]   I
[00:03:41.560 --> 00:03:42.060]   started
[00:03:42.060 --> 00:03:42.270]   out
[00:03:42.270 --> 00:03:42.480]   not
[00:03:42.480 --> 00:03:42.920]   valid
[00:03:42.920 --> 00:03:43.270]  ating
[00:03:43.270 --> 00:03:43.410]   the
[00:03:43.410 --> 00:03:43.690]   idea
[00:03:43.690 --> 00:03:43.830]   at
[00:03:43.830 --> 00:03:44.040]   all
[00:03:44.040 --> 00:03:44.250]   you
[00:03:44.250 --> 00:03:44.440]  ,
[00:03:44.440 --> 00:03:44.670]   know
[00:03:44.670 --> 00:03:44.810]   it
[00:03:44.810 --> 00:03:44.950]  's
[00:03:44.950 --> 00:03:45.090]  ,
[00:03:45.090 --> 00:03:45.370]   kind
[00:03:45.370 --> 00:03:45.510]   of
[00:03:45.510 --> 00:03:45.580]   I
[00:03:45.580 --> 00:03:46.080]   thought
[00:03:46.080 --> 00:03:46.290]   hey
[00:03:46.290 --> 00:03:46.430]   it
[00:03:46.430 --> 00:03:46.570]  's
[00:03:46.570 --> 00:03:47.220]   something
[00:03:47.220 --> 00:03:47.290]   I
[00:03:47.290 --> 00:03:47.360]   I
[00:03:47.360 --> 00:03:47.720]   could
[00:03:47.720 --> 00:03:47.930]   see
[00:03:47.930 --> 00:03:48.720]   people
[00:03:48.720 --> 00:03:48.750]   using
[00:03:48.750 --> 00:03:48.790]   I
[00:03:48.790 --> 00:03:49.150]   could
[00:03:49.150 --> 00:03:49.840]   certainly
[00:03:49.840 --> 00:03:50.010]   use
[00:03:50.010 --> 00:03:50.150]   it
[00:03:50.150 --> 00:03:50.290]   so
[00:03:50.290 --> 00:03:50.500]   you
[00:03:50.500 --> 00:03:50.790]   know
[00:03:50.790 --> 00:03:50.990]   why
[00:03:50.990 --> 00:03:51.190]   not
[00:03:51.190 --> 00:03:51.660]   turn
[00:03:51.660 --> 00:03:51.760]   into
[00:03:51.760 --> 00:03:51.830]   a
[00:03:51.830 --> 00:03:52.330]   product
[00:03:52.330 --> 00:03:52.970]  .
[00:03:52.970 --> 00:03:53.110]   So
[00:03:53.110 --> 00:03:53.360]   I
[00:03:53.360 --> 00:03:53.450]   kind
[00:03:53.450 --> 00:03:53.580]   of
[00:03:53.580 --> 00:03:53.780]   got
[00:03:53.780 --> 00:03:54.270]   started
[00:03:54.270 --> 00:03:54.460]   off
[00:03:54.460 --> 00:03:54.590]   on
[00:03:54.590 --> 00:03:54.790]   the
[00:03:54.790 --> 00:03:55.120]   wrong
[00:03:55.120 --> 00:03:55.470]   foot
[00:03:55.470 --> 00:03:55.500]   I
[00:03:55.500 --> 00:03:55.810]   guess
[00:03:55.810 --> 00:03:56.010]   you
[00:03:56.010 --> 00:03:56.350]   could
[00:03:56.350 --> 00:03:56.550]   say
[00:03:56.550 --> 00:03:56.860]   with
[00:03:56.860 --> 00:03:57.160]   that
[00:03:57.160 --> 00:03:57.360]   with
[00:03:57.360 --> 00:03:57.630]   that
[00:03:57.630 --> 00:03:58.110]   project
[00:03:58.110 --> 00:03:58.310]   but
[00:03:58.310 --> 00:03:58.440]   um
[00:03:58.440 --> 00:03:58.640]   you
[00:03:58.640 --> 00:03:58.910]   know
[00:03:58.910 --> 00:03:59.110]   um
[00:03:59.110 --> 00:03:59.220]   I
[00:03:59.220 --> 00:03:59.590]   learned
[00:03:59.590 --> 00:03:59.660]   a
[00:03:59.660 --> 00:03:59.860]   lot
[00:03:59.860 --> 00:04:00.070]   in
[00:04:00.070 --> 00:04:00.190]   the
[00:04:00.190 --> 00:04:00.800]   process
[00:04:00.800 --> 00:04:01.210]   of
[00:04:01.210 --> 00:04:01.270]   trying
[00:04:01.270 --> 00:04:01.340]   to
[00:04:01.340 --> 00:04:01.750]   market
[00:04:01.750 --> 00:04:01.880]   it
[00:04:01.880 --> 00:04:02.960]  . [SPEAKER_TURN]
[00:04:02.960 --> 00:04:02.960]  
[00:04:02.960 --> 00:04:03.080]   So
[00:04:03.080 --> 00:04:03.260]   that
[00:04:03.260 --> 00:04:03.320]  's
[00:04:03.320 --> 00:04:03.890]   interesting
[00:04:03.890 --> 00:04:03.910]   so
[00:04:03.910 --> 00:04:04.230]   working
[00:04:04.230 --> 00:04:04.500]   behind
[00:04:04.500 --> 00:04:04.630]   the
[00:04:04.630 --> 00:04:04.900]   scenes
[00:04:04.900 --> 00:04:05.160]   with
[00:04:05.160 --> 00:04:05.210]   Rob
[00:04:05.210 --> 00:04:05.300]   as
[00:04:05.300 --> 00:04:05.440]   you
[00:04:05.440 --> 00:04:05.700]   have
[00:04:05.700 --> 00:04:05.790]   been
[00:04:05.790 --> 00:04:05.920]   for
[00:04:05.920 --> 00:04:06.230]   what
[00:04:06.230 --> 00:04:06.410]   you
[00:04:06.410 --> 00:04:06.430]   said
[00:04:06.430 --> 00:04:06.590]   what
[00:04:06.590 --> 00:04:06.680]   uh
[00:04:06.680 --> 00:04:06.730]   I
[00:04:06.730 --> 00:04:06.810]  'd
[00:04:06.810 --> 00:04:07.010]   say
[00:04:07.010 --> 00:04:07.120]   over
[00:04:07.120 --> 00:04:07.170]   a
[00:04:07.170 --> 00:04:07.370]   year
[00:04:07.370 --> 00:04:07.430]   at
[00:04:07.430 --> 00:04:07.610]   this
[00:04:07.610 --> 00:04:07.840]   stage
[00:04:07.840 --> 00:04:07.940]  ,
[00:04:07.940 --> 00:04:08.100]   And
[00:04:08.100 --> 00:04:08.190]  rÃ©
[00:04:08.190 --> 00:04:08.900]  ? [SPEAKER_TURN]
[00:04:08.900 --> 00:04:09.090]   Yeah
[00:04:09.090 --> 00:04:09.180]   it
[00:04:09.180 --> 00:04:09.270]  's
[00:04:09.270 --> 00:04:09.360]  ,
[00:04:09.360 --> 00:04:09.650]   almost
[00:04:09.650 --> 00:04:09.940]   almost
[00:04:09.940 --> 00:04:10.120]   two
[00:04:10.120 --> 00:04:10.320]   years
[00:04:10.320 --> 00:04:10.460]   now
[00:04:10.460 --> 00:04:11.060]  . [SPEAKER_TURN]
[00:04:11.060 --> 00:04:11.180]   If
[00:04:11.180 --> 00:04:11.590]   you
[00:04:11.590 --> 00:04:11.700]   could
[00:04:11.700 --> 00:04:11.810]   to
[00:04:11.810 --> 00:04:12.050]   kind
[00:04:12.050 --> 00:04:12.180]   of
[00:04:12.180 --> 00:04:12.670]   define
[00:04:12.670 --> 00:04:12.750]   any
[00:04:12.750 --> 00:04:13.000]   key
[00:04:13.000 --> 00:04:13.190]   take
[00:04:13.190 --> 00:04:13.530]  aways
[00:04:13.530 --> 00:04:13.830]   about
[00:04:13.830 --> 00:04:14.020]   the
[00:04:14.020 --> 00:04:14.270]   kind
[00:04:14.270 --> 00:04:14.390]   of
[00:04:14.390 --> 00:04:14.900]   building
[00:04:14.900 --> 00:04:14.960]   a
[00:04:14.960 --> 00:04:15.470]   business
[00:04:15.470 --> 00:04:15.660]   and
[00:04:15.660 --> 00:04:15.870]   you
[00:04:15.870 --> 00:04:15.960]   in
[00:04:15.960 --> 00:04:16.340]   your
[00:04:16.340 --> 00:04:16.410]   own
[00:04:16.410 --> 00:04:16.660]   mind
[00:04:16.660 --> 00:04:16.850]   you
[00:04:16.850 --> 00:04:17.100]   know
[00:04:17.100 --> 00:04:17.350]   what
[00:04:17.350 --> 00:04:17.600]   what
[00:04:17.600 --> 00:04:17.850]   what
[00:04:17.850 --> 00:04:18.040]   are
[00:04:18.040 --> 00:04:18.330]   the
[00:04:18.330 --> 00:04:18.420]   key
[00:04:18.420 --> 00:04:18.670]   take
[00:04:18.670 --> 00:04:18.990]  aways
[00:04:18.990 --> 00:04:19.360]   that
[00:04:19.360 --> 00:04:19.430]   you
[00:04:19.430 --> 00:04:19.750]   would
[00:04:19.750 --> 00:04:19.940]   use
[00:04:19.940 --> 00:04:20.380]   moving
[00:04:20.380 --> 00:04:20.770]   forward
[00:04:20.770 --> 00:04:20.890]   if
[00:04:20.890 --> 00:04:21.240]   you
[00:04:21.240 --> 00:04:21.330]   were
[00:04:21.330 --> 00:04:21.650]   gonna
[00:04:21.650 --> 00:04:22.040]   make
[00:04:22.040 --> 00:04:22.150]   your
[00:04:22.150 --> 00:04:22.360]   own
[00:04:22.360 --> 00:04:22.530]   new
[00:04:22.530 --> 00:04:22.980]   product
[00:04:22.980 --> 00:04:23.980]  ? [SPEAKER_TURN]
[00:04:24.400 --> 00:04:24.460]  
[00:04:24.460 --> 00:04:24.480]   I
[00:04:24.480 --> 00:04:24.720]   mean
[00:04:24.720 --> 00:04:24.850]  ,
[00:04:24.850 --> 00:04:25.510]   definitely
[00:04:25.510 --> 00:04:25.910]   valid
[00:04:25.910 --> 00:04:26.170]  ating
[00:04:26.170 --> 00:04:26.430]   your
[00:04:26.430 --> 00:04:26.950]   market
[00:04:26.950 --> 00:04:27.160]   first
[00:04:27.160 --> 00:04:27.470]  .
[00:04:27.470 --> 00:04:27.490]   I
[00:04:27.490 --> 00:04:27.760]   mean
[00:04:27.760 --> 00:04:28.050]   that
[00:04:28.050 --> 00:04:28.190]  's
[00:04:28.190 --> 00:04:28.490]   that
[00:04:28.490 --> 00:04:28.620]  's
[00:04:28.620 --> 00:04:28.920]   step
[00:04:28.920 --> 00:04:29.150]   one
[00:04:29.150 --> 00:04:29.570]   number
[00:04:29.570 --> 00:04:29.790]   one
[00:04:29.790 --> 00:04:30.070]   that
[00:04:30.070 --> 00:04:30.370]   most
[00:04:30.370 --> 00:04:30.670]   of
[00:04:30.670 --> 00:04:30.680]   us
[00:04:30.680 --> 00:04:30.960]   miss
[00:04:30.960 --> 00:04:31.100]  ,
[00:04:31.100 --> 00:04:31.180]   I
[00:04:31.180 --> 00:04:31.540]   guess
[00:04:31.540 --> 00:04:31.830]   most
[00:04:31.830 --> 00:04:31.970]  ,
[00:04:31.970 --> 00:04:32.120]   of
[00:04:32.120 --> 00:04:32.270]   us
[00:04:32.270 --> 00:04:33.010]   developers
[00:04:33.010 --> 00:04:33.230]   who
[00:04:33.230 --> 00:04:33.450]   who
[00:04:33.450 --> 00:04:33.730]   want
[00:04:33.730 --> 00:04:34.010]   to
[00:04:34.010 --> 00:04:34.480]   actually
[00:04:34.480 --> 00:04:34.550]   c
[00:04:34.550 --> 00:04:34.840]   turn
[00:04:34.840 --> 00:04:35.510]   something
[00:04:35.510 --> 00:04:35.870]   into
[00:04:35.870 --> 00:04:35.870]   a
[00:04:35.870 --> 00:04:36.200]   real
[00:04:36.200 --> 00:04:36.810]   business
[00:04:36.810 --> 00:04:37.220]  .
[00:04:37.220 --> 00:04:37.400]   And
[00:04:37.400 --> 00:04:37.550]   so
[00:04:37.550 --> 00:04:37.750]   it
[00:04:37.750 --> 00:04:37.880]   was
[00:04:37.880 --> 00:04:38.010]  ,
[00:04:38.010 --> 00:04:38.270]   yeah
[00:04:38.270 --> 00:04:38.400]  ,
[00:04:38.400 --> 00:04:38.530]   it
[00:04:38.530 --> 00:04:38.660]  's
[00:04:38.660 --> 00:04:38.920]   been
[00:04:38.920 --> 00:04:38.980]   a
[00:04:38.980 --> 00:04:39.380]   really
[00:04:39.380 --> 00:04:39.710]   great
[00:04:39.710 --> 00:04:40.380]   experience
[00:04:40.380 --> 00:04:40.870]   working
[00:04:40.870 --> 00:04:41.010]   on
[00:04:41.010 --> 00:04:41.110]   DR
[00:04:41.110 --> 00:04:41.240]  IP
[00:04:41.240 --> 00:04:41.440]   and
[00:04:41.440 --> 00:04:41.570]  ,
[00:04:41.570 --> 00:04:41.770]   you
[00:04:41.770 --> 00:04:42.130]   know
[00:04:42.130 --> 00:04:42.160]  ,
[00:04:42.160 --> 00:04:42.490]   Robin
[00:04:42.490 --> 00:04:42.660]  ,
[00:04:42.660 --> 00:04:42.680]   I
[00:04:42.680 --> 00:04:43.090]   talked
[00:04:43.090 --> 00:04:43.410]   about
[00:04:43.410 --> 00:04:43.810]   talked
[00:04:43.810 --> 00:04:44.140]   about
[00:04:44.140 --> 00:04:44.270]   DR
[00:04:44.270 --> 00:04:44.400]  IP
[00:04:44.400 --> 00:04:44.690]   just
[00:04:44.690 --> 00:04:44.920]   when
[00:04:44.920 --> 00:04:45.050]   it
[00:04:45.050 --> 00:04:45.250]   was
[00:04:45.250 --> 00:04:45.390]   at
[00:04:45.390 --> 00:04:45.580]   the
[00:04:45.580 --> 00:04:45.840]   idea
[00:04:45.840 --> 00:04:46.170]   phase
[00:04:46.170 --> 00:04:46.370]   and
[00:04:46.370 --> 00:04:46.500]   he
[00:04:46.500 --> 00:04:46.760]   hadn
[00:04:46.760 --> 00:04:46.970]  't
[00:04:46.970 --> 00:04:47.150]   even
[00:04:47.150 --> 00:04:47.550]   spoken
[00:04:47.550 --> 00:04:47.680]   to
[00:04:47.680 --> 00:04:47.810]   to
[00:04:47.810 --> 00:04:48.140]   other
[00:04:48.140 --> 00:04:48.530]   people
[00:04:48.530 --> 00:04:49.000]   about
[00:04:49.000 --> 00:04:49.070]   it
[00:04:49.070 --> 00:04:49.730]   necessarily
[00:04:49.730 --> 00:04:49.930]  .
[00:04:49.930 --> 00:04:50.130]   And
[00:04:50.130 --> 00:04:50.260]   so
[00:04:50.260 --> 00:04:50.320]   I
[00:04:50.320 --> 00:04:50.520]   got
[00:04:50.520 --> 00:04:50.650]   to
[00:04:50.650 --> 00:04:50.980]   watch
[00:04:50.980 --> 00:04:51.180]   how
[00:04:51.180 --> 00:04:51.440]   that
[00:04:51.440 --> 00:04:51.910]   process
[00:04:51.910 --> 00:04:52.220]   went
[00:04:52.220 --> 00:04:52.300]  ,
[00:04:52.300 --> 00:04:52.510]   the
[00:04:52.510 --> 00:04:52.960]   process
[00:04:52.960 --> 00:04:53.130]   of
[00:04:53.130 --> 00:04:53.630]   getting
[00:04:53.630 --> 00:04:53.770]   you
[00:04:53.770 --> 00:04:54.380]   know
[00:04:54.380 --> 00:04:54.400]  ,
[00:04:54.400 --> 00:04:54.400]  
[00:04:54.400 --> 00:04:54.660]   the
[00:04:54.660 --> 00:04:55.360]   seventeen
[00:04:55.360 --> 00:04:55.400]   um
[00:04:55.400 --> 00:04:55.830]   people
[00:04:55.830 --> 00:04:56.550]   interested
[00:04:56.550 --> 00:04:56.840]   and
[00:04:56.840 --> 00:04:56.970]   not
[00:04:56.970 --> 00:04:57.480]   writing
[00:04:57.480 --> 00:04:57.690]   any
[00:04:57.690 --> 00:04:57.970]   code
[00:04:57.970 --> 00:04:58.330]   until
[00:04:58.330 --> 00:04:58.520]   we
[00:04:58.520 --> 00:04:58.770]   were
[00:04:58.770 --> 00:04:59.060]   sure
[00:04:59.060 --> 00:04:59.490]   people
[00:04:59.490 --> 00:04:59.780]   were
[00:04:59.780 --> 00:05:00.540]   interested
[00:05:00.540 --> 00:05:00.710]   and
[00:05:00.710 --> 00:05:00.920]   all
[00:05:00.920 --> 00:05:01.230]   that
[00:05:01.230 --> 00:05:01.500]   kind
[00:05:01.500 --> 00:05:01.630]   of
[00:05:01.630 --> 00:05:02.060]   thing
[00:05:02.060 --> 00:05:02.400]  .
[00:05:02.400 --> 00:05:02.660]   So [SPEAKER_TURN]
[00:05:03.600 --> 00:05:03.730]  
[00:05:03.730 --> 00:05:03.790]   Huh
[00:05:03.790 --> 00:05:04.090]   okay
[00:05:04.090 --> 00:05:04.160]  ,
[00:05:04.160 --> 00:05:04.410]   Well
[00:05:04.410 --> 00:05:04.780]   I
[00:05:04.780 --> 00:05:04.880]   guess
[00:05:04.880 --> 00:05:04.900]   um
[00:05:04.900 --> 00:05:05.220]   maybe
[00:05:05.220 --> 00:05:05.460]   just
[00:05:05.460 --> 00:05:05.850]   before
[00:05:05.850 --> 00:05:05.960]   we
[00:05:05.960 --> 00:05:06.270]   start
[00:05:06.270 --> 00:05:06.740]   getting
[00:05:06.740 --> 00:05:06.980]   into
[00:05:06.980 --> 00:05:07.150]   the
[00:05:07.150 --> 00:05:07.720]   technical
[00:05:07.720 --> 00:05:08.030]   stuff
[00:05:08.030 --> 00:05:08.150]   so
[00:05:08.150 --> 00:05:08.270]  ,
[00:05:08.270 --> 00:05:08.450]   as
[00:05:08.450 --> 00:05:08.700]   I
[00:05:08.700 --> 00:05:08.740]   said
[00:05:08.740 --> 00:05:09.430]   previously
[00:05:09.430 --> 00:05:09.580]   this
[00:05:09.580 --> 00:05:09.710]  ,
[00:05:09.710 --> 00:05:09.970]   this
[00:05:09.970 --> 00:05:10.070]   is
[00:05:10.070 --> 00:05:10.380]   gonna
[00:05:10.380 --> 00:05:10.500]   be
[00:05:10.500 --> 00:05:10.570]   a
[00:05:10.570 --> 00:05:10.940]   pretty
[00:05:10.940 --> 00:05:11.510]   technical
[00:05:11.510 --> 00:05:11.630]   uh
[00:05:11.630 --> 00:05:12.190]   discussion
[00:05:12.190 --> 00:05:12.590]   '
[00:05:12.590 --> 00:05:12.630]  cause
[00:05:12.630 --> 00:05:12.720]   I
[00:05:12.720 --> 00:05:12.810]  'm
[00:05:12.810 --> 00:05:13.060]   just
[00:05:13.060 --> 00:05:13.440]   trying
[00:05:13.440 --> 00:05:13.560]   to
[00:05:13.560 --> 00:05:13.810]   kind
[00:05:13.810 --> 00:05:13.960]   of
[00:05:13.960 --> 00:05:14.610]   really
[00:05:14.610 --> 00:05:14.640]   steal
[00:05:14.640 --> 00:05:14.740]   as
[00:05:14.740 --> 00:05:14.850]   much
[00:05:14.850 --> 00:05:15.100]   as
[00:05:15.100 --> 00:05:15.360]   I
[00:05:15.360 --> 00:05:15.390]   can
[00:05:15.390 --> 00:05:15.610]   from
[00:05:15.610 --> 00:05:15.830]   you
[00:05:15.830 --> 00:05:16.050]   guys
[00:05:16.050 --> 00:05:16.190]   uh
[00:05:16.190 --> 00:05:16.610]   because
[00:05:16.610 --> 00:05:16.810]   you
[00:05:16.810 --> 00:05:16.990]  've
[00:05:16.990 --> 00:05:17.450]   already
[00:05:17.450 --> 00:05:17.620]   you
[00:05:17.620 --> 00:05:17.840]  've
[00:05:17.840 --> 00:05:18.250]   already
[00:05:18.250 --> 00:05:18.500]   been
[00:05:18.500 --> 00:05:18.820]   there
[00:05:18.820 --> 00:05:19.000]   and
[00:05:19.000 --> 00:05:19.250]   done
[00:05:19.250 --> 00:05:19.370]   it
[00:05:19.370 --> 00:05:20.100]  .
[00:05:20.100 --> 00:05:20.340]   But
[00:05:20.340 --> 00:05:20.380]   maybe
[00:05:20.380 --> 00:05:20.580]   just
[00:05:20.580 --> 00:05:20.820]   before
[00:05:20.820 --> 00:05:20.920]   we
[00:05:20.920 --> 00:05:21.060]   get
[00:05:21.060 --> 00:05:21.250]   into
[00:05:21.250 --> 00:05:21.440]   that
[00:05:21.440 --> 00:05:21.580]   Rob
[00:05:21.580 --> 00:05:21.670]  ,
[00:05:21.670 --> 00:05:21.770]   if
[00:05:21.770 --> 00:05:21.910]   you
[00:05:21.910 --> 00:05:22.150]   could
[00:05:22.150 --> 00:05:22.340]   give
[00:05:22.340 --> 00:05:22.580]   just
[00:05:22.580 --> 00:05:22.630]   a
[00:05:22.630 --> 00:05:22.820]   c
[00:05:22.820 --> 00:05:22.880]   very
[00:05:22.880 --> 00:05:23.060]   quick
[00:05:23.060 --> 00:05:23.210]   I
[00:05:23.210 --> 00:05:23.300]   know
[00:05:23.300 --> 00:05:23.460]   you
[00:05:23.460 --> 00:05:23.580]  're
[00:05:23.580 --> 00:05:23.970]   probably
[00:05:23.970 --> 00:05:24.160]   sick
[00:05:24.160 --> 00:05:24.260]   of
[00:05:24.260 --> 00:05:24.310]   s
[00:05:24.310 --> 00:05:24.550]   doing
[00:05:24.550 --> 00:05:24.730]   this
[00:05:24.730 --> 00:05:24.880]   but
[00:05:24.880 --> 00:05:24.930]   a
[00:05:24.930 --> 00:05:25.120]   real
[00:05:25.120 --> 00:05:25.360]   quick
[00:05:25.360 --> 00:05:25.410]   o
[00:05:25.410 --> 00:05:25.800]   overview
[00:05:25.800 --> 00:05:25.900]   of
[00:05:25.900 --> 00:05:26.020]   of
[00:05:26.020 --> 00:05:26.190]   what
[00:05:26.190 --> 00:05:26.240]   D
[00:05:26.240 --> 00:05:26.470]  rip
[00:05:26.470 --> 00:05:26.480]   is
[00:05:26.480 --> 00:05:26.650]   for
[00:05:26.650 --> 00:05:26.760]   any
[00:05:26.760 --> 00:05:27.310]   listeners
[00:05:27.310 --> 00:05:27.340]   who
[00:05:27.340 --> 00:05:27.480]   may
[00:05:27.480 --> 00:05:27.620]   not
[00:05:27.620 --> 00:05:27.810]   know
[00:05:27.810 --> 00:05:28.700]  . [SPEAKER_TURN]
[00:05:28.740 --> 00:05:28.800]  
[00:05:28.800 --> 00:05:29.090]   yeah
[00:05:29.090 --> 00:05:29.610]   sure
[00:05:29.610 --> 00:05:29.710]   uh
[00:05:29.710 --> 00:05:29.780]   DR
[00:05:29.780 --> 00:05:29.860]  P
[00:05:29.860 --> 00:05:30.030]   is
[00:05:30.030 --> 00:05:30.200]  ,
[00:05:30.200 --> 00:05:30.360]   it
[00:05:30.360 --> 00:05:30.550]  's
[00:05:30.550 --> 00:05:30.620]   e
[00:05:30.620 --> 00:05:30.720]  -
[00:05:30.720 --> 00:05:31.040]  mail
[00:05:31.040 --> 00:05:31.820]   marketing
[00:05:31.820 --> 00:05:32.590]   software
[00:05:32.590 --> 00:05:32.770]   and
[00:05:32.770 --> 00:05:33.030]   the
[00:05:33.030 --> 00:05:33.720]   original
[00:05:33.720 --> 00:05:34.070]   idea
[00:05:34.070 --> 00:05:34.330]   was
[00:05:34.330 --> 00:05:34.680]   that
[00:05:34.680 --> 00:05:34.850]   it
