
[00:00:00.000 --> 00:00:00.000]  
[00:00:00.000 --> 00:00:01.030]  ced
[00:03:38.250 --> 00:03:38.270]   I
[00:03:38.270 --> 00:03:38.570]   got
[00:03:38.570 --> 00:03:38.660]   m
[00:03:38.660 --> 00:03:39.390]   going
[00:03:39.390 --> 00:03:39.650]   again
[00:03:39.650 --> 00:03:39.830]   on
[00:03:39.830 --> 00:03:40.120]   the
[00:03:40.120 --> 00:03:40.610]   whole
[00:03:40.610 --> 00:03:40.900]   get
[00:03:40.900 --> 00:03:41.550]   super
[00:03:41.550 --> 00:03:41.680]   fit
[00:03:41.680 --> 00:03:41.870]  ,
[00:03:41.870 --> 00:03:42.200]   get
[00:03:42.200 --> 00:03:42.750]   strong
[00:03:42.750 --> 00:03:42.990]  ,
[00:03:42.990 --> 00:03:43.230]   get
[00:03:43.230 --> 00:03:43.310]   fast
[00:03:43.310 --> 00:03:44.210]  ,
[00:03:44.210 --> 00:03:44.300]   maybe
[00:03:44.300 --> 00:03:44.590]   try
[00:03:44.590 --> 00:03:44.780]   to
[00:03:44.780 --> 00:03:45.160]   dunk
[00:03:45.160 --> 00:03:45.680]   you
[00:03:45.680 --> 00:03:45.930]   know
[00:03:45.930 --> 00:03:46.240]   that
[00:03:46.240 --> 00:03:46.630]   kind
[00:03:46.630 --> 00:03:46.820]   of
[00:03:46.820 --> 00:03:47.370]   stuff
[00:03:47.370 --> 00:03:47.650]   and
[00:03:47.650 --> 00:03:47.700]   I
[00:03:47.700 --> 00:03:48.170]   about
[00:03:48.170 --> 00:03:48.430]   a
[00:03:48.430 --> 00:03:48.920]   little
[00:03:48.920 --> 00:03:49.270]   over
[00:03:49.270 --> 00:03:49.370]   a
[00:03:49.370 --> 00:03:49.760]   year
[00:03:49.760 --> 00:03:50.050]   ago
[00:03:50.050 --> 00:03:50.200]   I
[00:03:50.200 --> 00:03:50.640]   think
[00:03:50.640 --> 00:03:50.830]   it
[00:03:50.830 --> 00:03:51.120]   was
[00:03:51.120 --> 00:03:51.310]   in
[00:03:51.310 --> 00:03:51.410]   I
[00:03:51.410 --> 00:03:51.900]   think
[00:03:51.900 --> 00:03:52.590]   January
[00:03:52.590 --> 00:03:53.180]   twenty
[00:03:53.180 --> 00:03:53.770]   second
[00:03:53.770 --> 00:03:54.220]   was
[00:03:54.220 --> 00:03:54.250]   my
[00:03:54.250 --> 00:03:54.760]   first
[00:03:54.760 --> 00:03:55.530]   training
[00:03:55.530 --> 00:03:56.220]   session
[00:03:56.220 --> 00:03:56.430]   of
[00:03:56.430 --> 00:03:57.170]   last
[00:03:57.170 --> 00:03:57.220]   year
[00:03:57.220 --> 00:03:57.980]  . [SPEAKER_TURN]
[00:03:57.980 --> 00:03:58.060]   B
[00:03:58.060 --> 00:03:58.320]  atch
[00:03:58.320 --> 00:03:58.460]   of
[00:03:58.460 --> 00:03:58.670]   of
[00:03:58.670 --> 00:03:59.390]   operations
[00:03:59.390 --> 00:04:00.080]  . [SPEAKER_TURN]
[00:04:00.080 --> 00:04:00.080]  
[00:04:00.080 --> 00:04:00.440]   beginning
[00:04:00.440 --> 00:04:00.880]  . [SPEAKER_TURN]
[00:04:02.220 --> 00:04:02.220]  
[00:04:02.220 --> 00:04:02.370]   And
[00:04:02.370 --> 00:04:02.570]   then
[00:04:02.570 --> 00:04:02.620]   I
[00:04:02.620 --> 00:04:02.880]   I
[00:04:02.880 --> 00:04:03.080]   strained
[00:04:03.080 --> 00:04:03.170]   an
[00:04:03.170 --> 00:04:03.360]   ad
[00:04:03.360 --> 00:04:03.480]  duct
[00:04:03.480 --> 00:04:03.580]  or
[00:04:03.580 --> 00:04:04.140]   attachment
[00:04:04.140 --> 00:04:04.340]   which
[00:04:04.340 --> 00:04:04.550]   took
[00:04:04.550 --> 00:04:04.640]   me
[00:04:04.640 --> 00:04:04.790]   out
[00:04:04.790 --> 00:04:04.940]   for
[00:04:04.940 --> 00:04:05.140]   like
[00:04:05.140 --> 00:04:05.190]   a
[00:04:05.190 --> 00:04:05.390]   year
[00:04:05.390 --> 00:04:05.540]   and
[00:04:05.540 --> 00:04:05.590]   a
[00:04:05.590 --> 00:04:05.790]   half
[00:04:05.790 --> 00:04:06.110]  .
[00:04:06.110 --> 00:04:06.310]   And
[00:04:06.310 --> 00:04:06.650]   then
[00:04:06.650 --> 00:04:06.830]   so
[00:04:06.830 --> 00:04:07.130]   that
[00:04:07.130 --> 00:04:07.410]   kind
[00:04:07.410 --> 00:04:07.620]   of
[00:04:07.620 --> 00:04:08.110]   so
[00:04:08.110 --> 00:04:08.110]   this
[00:04:08.110 --> 00:04:08.320]   is
[00:04:08.320 --> 00:04:08.350]   f
[00:04:08.350 --> 00:04:08.590]   you
[00:04:08.590 --> 00:04:08.930]   know
[00:04:08.930 --> 00:04:09.670]   version
[00:04:09.670 --> 00:04:09.870]  ,
[00:04:09.870 --> 00:04:09.920]   two
[00:04:09.920 --> 00:04:10.230]  .
[00:04:10.230 --> 00:04:10.920]   Operation
[00:04:10.920 --> 00:04:11.670]   superhero
[00:04:11.670 --> 00:04:11.750]   V
[00:04:11.750 --> 00:04:11.830]  _
[00:04:11.830 --> 00:04:12.070]   two
[00:04:12.070 --> 00:04:12.670]  .
[00:04:12.670 --> 00:04:12.670]   So
[00:04:12.670 --> 00:04:13.330]   you
[00:04:13.330 --> 00:04:13.560]   know
[00:04:13.560 --> 00:04:14.060]   just
[00:04:14.060 --> 00:04:14.430]   to
[00:04:14.430 --> 00:04:14.950]   recap
[00:04:14.950 --> 00:04:15.230]   I
[00:04:15.230 --> 00:04:15.730]   ended
[00:04:15.730 --> 00:04:15.980]   up
[00:04:15.980 --> 00:04:16.750]   losing
[00:04:16.750 --> 00:04:17.390]   about
[00:04:17.390 --> 00:04:18.160]   twenty
[00:04:18.160 --> 00:04:18.550]   pounds
[00:04:18.550 --> 00:04:19.560]   of
[00:04:19.560 --> 00:04:19.680]   fat
[00:04:19.680 --> 00:04:19.810]   Um
[00:04:19.810 --> 00:04:20.190]  .
[00:04:20.190 --> 00:04:20.280]   I
[00:04:20.280 --> 00:04:21.120]   added
[00:04:21.120 --> 00:04:21.470]   over
[00:04:21.470 --> 00:04:21.990]   a
[00:04:21.990 --> 00:04:22.660]   hundred
[00:04:22.660 --> 00:04:23.270]   pounds
[00:04:23.270 --> 00:04:23.490]   to
[00:04:23.490 --> 00:04:24.180]   my
[00:04:24.180 --> 00:04:24.280]   back
[00:04:24.280 --> 00:04:24.920]   squat
[00:04:24.920 --> 00:04:25.590]   which
[00:04:25.590 --> 00:04:25.920]   is
[00:04:25.920 --> 00:04:25.940]   a
[00:04:25.940 --> 00:04:26.320]   lot
[00:04:26.320 --> 00:04:26.700]  .
[00:04:26.700 --> 00:04:27.340]   I
[00:04:27.340 --> 00:04:27.460]   mean
[00:04:27.460 --> 00:04:27.480]   I
[00:04:27.480 --> 00:04:28.110]   ended
[00:04:28.110 --> 00:04:28.280]   up
[00:04:28.280 --> 00:04:28.700]   I
[00:04:28.700 --> 00:04:28.870]   got
[00:04:28.870 --> 00:04:29.120]   my
[00:04:29.120 --> 00:04:29.760]   squat
[00:04:29.760 --> 00:04:30.260]   up
[00:04:30.260 --> 00:04:30.350]   to
[00:04:30.350 --> 00:04:30.390]   I
[00:04:30.390 --> 00:04:31.030]   could
[00:04:31.030 --> 00:04:31.310]   do
[00:04:31.310 --> 00:04:31.660]   set
[00:04:31.660 --> 00:04:32.220]   of
[00:04:32.220 --> 00:04:32.220]  
[00:04:32.220 --> 00:04:32.580]   like
[00:04:32.580 --> 00:04:32.660]   two
[00:04:32.660 --> 00:04:33.100]   hundred
[00:04:33.100 --> 00:04:33.480]   eighty
[00:04:33.480 --> 00:04:34.110]   five
[00:04:34.110 --> 00:04:34.160]   pounds
[00:04:34.160 --> 00:04:34.230]  ,
[00:04:34.230 --> 00:04:34.550]   which
[00:04:34.550 --> 00:04:34.740]   was
[00:04:34.740 --> 00:04:34.860]   it
[00:04:34.860 --> 00:04:35.410]   was
[00:04:35.410 --> 00:04:35.430]   really
[00:04:35.430 --> 00:04:35.870]   getting
[00:04:35.870 --> 00:04:35.990]   up
[00:04:35.990 --> 00:04:36.310]   there
[00:04:36.310 --> 00:04:36.580]  .
[00:04:36.580 --> 00:04:36.810]   And
[00:04:36.810 --> 00:04:36.960]   um
[00:04:36.960 --> 00:04:37.270]   yeah
[00:04:37.270 --> 00:04:37.420]  ,
[00:04:37.420 --> 00:04:37.490]   I
[00:04:37.490 --> 00:04:37.800]   mean
[00:04:37.800 --> 00:04:38.100]   I
[00:04:38.100 --> 00:04:38.100]   was
[00:04:38.100 --> 00:04:38.270]   I
[00:04:38.270 --> 00:04:38.760]   was
[00:04:38.760 --> 00:04:38.870]   making
[00:04:38.870 --> 00:04:39.510]   progress
[00:04:39.510 --> 00:04:39.650]  ,
[00:04:39.650 --> 00:04:39.880]   but
[00:04:39.880 --> 00:04:40.210]   then
[00:04:40.210 --> 00:04:40.380]   it
[00:04:40.380 --> 00:04:40.570]   was
[00:04:40.570 --> 00:04:40.880]   like
[00:04:40.880 --> 00:04:41.080]  ,
[00:04:41.080 --> 00:04:41.270]   you
[00:04:41.270 --> 00:04:41.610]   know
[00:04:41.610 --> 00:04:41.740]  ,
[00:04:41.740 --> 00:04:41.790]   I
[00:04:41.790 --> 00:04:42.140]   had
[00:04:42.140 --> 00:04:42.330]   this
[00:04:42.330 --> 00:04:42.480]   uh
[00:04:42.480 --> 00:04:42.630]   uh
[00:04:42.630 --> 00:04:42.940]   this
[00:04:42.940 --> 00:04:43.170]   ten
[00:04:43.170 --> 00:04:43.320]  on
[00:04:43.320 --> 00:04:43.630]  itis
[00:04:43.630 --> 00:04:43.950]   had
[00:04:43.950 --> 00:04:44.570]   developed
[00:04:44.570 --> 00:04:44.720]   on
[00:04:44.720 --> 00:04:44.870]   my
[00:04:44.870 --> 00:04:45.260]   elbow
[00:04:45.260 --> 00:04:45.490]   and
[00:04:45.490 --> 00:04:45.640]   it
[00:04:45.640 --> 00:04:45.950]   just
[00:04:45.950 --> 00:04:46.260]   kept
[00:04:46.260 --> 00:04:46.830]   getting
[00:04:46.830 --> 00:04:47.240]   worse
[00:04:47.240 --> 00:04:47.650]   and
[00:04:47.650 --> 00:04:47.820]   worse
[00:04:47.820 --> 00:04:48.070]   and
[00:04:48.070 --> 00:04:48.280]   had
[00:04:48.280 --> 00:04:48.660]   tried
[00:04:48.660 --> 00:04:48.990]   you
[00:04:48.990 --> 00:04:49.300]   know
[00:04:49.300 --> 00:04:49.360]  ,
[00:04:49.360 --> 00:04:49.670]   cort
[00:04:49.670 --> 00:04:49.820]  is
[00:04:49.820 --> 00:04:50.050]  one
[00:04:50.050 --> 00:04:50.760]   injection
[00:04:50.760 --> 00:04:51.070]   well
[00:04:51.070 --> 00:04:51.220]  ,
[00:04:51.220 --> 00:04:51.660]   tried
[00:04:51.660 --> 00:04:51.990]   rehab
[00:04:51.990 --> 00:04:52.350]   and
[00:04:52.350 --> 00:04:52.460]   ice
[00:04:52.460 --> 00:04:52.690]   and
[00:04:52.690 --> 00:04:53.250]   laying
[00:04:53.250 --> 00:04:53.390]   off
[00:04:53.390 --> 00:04:53.540]   it
[00:04:53.540 --> 00:04:53.770]   and
[00:04:53.770 --> 00:04:54.160]   tried
[00:04:54.160 --> 00:04:54.390]   you
[00:04:54.390 --> 00:04:54.540]  ,
[00:04:54.540 --> 00:04:54.850]   know
[00:04:54.850 --> 00:04:55.480]   cortisol
[00:04:55.480 --> 00:04:56.270]   injections
[00:04:56.270 --> 00:04:56.420]  ,
[00:04:56.420 --> 00:04:56.960]   tried
[00:04:56.960 --> 00:04:57.070]   um
[00:04:57.070 --> 00:04:57.350]   plate
[00:04:57.350 --> 00:04:57.580]  let
[00:04:57.580 --> 00:04:58.340]   rich
[00:04:58.340 --> 00:04:58.360]   plasma
[00:04:58.360 --> 00:04:59.100]   injection
[00:04:59.100 --> 00:04:59.460]   which
[00:04:59.460 --> 00:04:59.590]  ,
[00:04:59.590 --> 00:04:59.990]   is
[00:04:59.990 --> 00:05:00.030]   the
[00:05:00.030 --> 00:05:00.220]   was
[00:05:00.220 --> 00:05:00.870]   made
[00:05:00.870 --> 00:05:01.000]   famous
[00:05:01.000 --> 00:05:01.150]   by
[00:05:01.150 --> 00:05:01.260]   C
[00:05:01.260 --> 00:05:01.370]  au
[00:05:01.370 --> 00:05:02.220]  hey
[00:05:02.220 --> 00:05:02.220]  
[00:05:02.220 --> 00:05:02.640]   you
[00:05:02.640 --> 00:05:02.710]   know
[00:05:02.710 --> 00:05:02.760]  ,
[00:05:02.760 --> 00:05:03.000]   when
[00:05:03.000 --> 00:05:03.120]   he
[00:05:03.120 --> 00:05:03.450]   flew
[00:05:03.450 --> 00:05:03.480]   to
[00:05:03.480 --> 00:05:03.910]   Germany
[00:05:03.910 --> 00:05:04.040]   to
[00:05:04.040 --> 00:05:04.210]   get
[00:05:04.210 --> 00:05:04.570]   down
[00:05:04.570 --> 00:05:04.820]   before
[00:05:04.820 --> 00:05:04.940]   it
[00:05:04.940 --> 00:05:05.460]   was
[00:05:05.460 --> 00:05:05.550]   allowed
[00:05:05.550 --> 00:05:05.670]   in
[00:05:05.670 --> 00:05:05.850]   the
[00:05:05.850 --> 00:05:05.910]   U
[00:05:05.910 --> 00:05:05.970]  _
[00:05:05.970 --> 00:05:06.030]  S
[00:05:06.030 --> 00:05:06.090]  _
[00:05:06.090 --> 00:05:06.200]  ,
[00:05:06.200 --> 00:05:06.430]   all
[00:05:06.430 --> 00:05:06.640]   that
[00:05:06.640 --> 00:05:06.990]   kind
[00:05:06.990 --> 00:05:07.020]   of
[00:05:07.020 --> 00:05:07.310]   stuff
[00:05:07.310 --> 00:05:07.500]  .
[00:05:07.500 --> 00:05:07.660]   And
[00:05:07.660 --> 00:05:07.780]   so
[00:05:07.780 --> 00:05:08.020]   then
[00:05:08.020 --> 00:05:09.250]   um
[00:05:09.250 --> 00:05:09.430]   although
[00:05:09.430 --> 00:05:09.980]   that
[00:05:09.980 --> 00:05:11.090]   worked
[00:05:11.090 --> 00:05:11.180]  ,
[00:05:11.180 --> 00:05:11.510]   and
[00:05:11.510 --> 00:05:12.070]   then
[00:05:12.070 --> 00:05:12.380]   um
[00:05:12.380 --> 00:05:12.650]   then
[00:05:12.650 --> 00:05:12.760]   I
[00:05:12.760 --> 00:05:13.210]   started
[00:05:13.210 --> 00:05:13.340]   to
[00:05:13.340 --> 00:05:13.540]   dev
[00:05:13.540 --> 00:05:13.600]  o
[00:05:13.600 --> 00:05:13.870]   I
[00:05:13.870 --> 00:05:13.940]  've
[00:05:13.940 --> 00:05:13.960]   I
[00:05:13.960 --> 00:05:14.080]   th
[00:05:14.080 --> 00:05:14.210]   I
[00:05:14.210 --> 00:05:14.630]   started
[00:05:14.630 --> 00:05:14.770]   to
[00:05:14.770 --> 00:05:15.250]   develop
[00:05:15.250 --> 00:05:15.520]   some
[00:05:15.520 --> 00:05:15.780]   kind
[00:05:15.780 --> 00:05:15.930]   of
[00:05:15.930 --> 00:05:16.180]   ten
[00:05:16.180 --> 00:05:16.330]   sin
[00:05:16.330 --> 00:05:16.600]  itis
[00:05:16.600 --> 00:05:16.740]   in
[00:05:16.740 --> 00:05:16.880]   my
[00:05:16.880 --> 00:05:17.380]   knees
[00:05:17.380 --> 00:05:17.380]  .
[00:05:18.260 --> 00:05:18.380]  
[00:05:18.380 --> 00:05:18.500]   from
[00:05:18.500 --> 00:05:18.560]   I
[00:05:18.560 --> 00:05:18.940]   think
[00:05:18.940 --> 00:05:19.100]   from
[00:05:19.100 --> 00:05:19.570]   the
[00:05:19.570 --> 00:05:19.580]   squat
[00:05:19.580 --> 00:05:19.810]  ting
[00:05:19.810 --> 00:05:20.030]  ,
[00:05:20.030 --> 00:05:20.240]   which
[00:05:20.240 --> 00:05:20.480]   is
[00:05:20.480 --> 00:05:20.690]   sort
[00:05:20.690 --> 00:05:20.720]   of
[00:05:20.720 --> 00:05:21.340]   surprising
[00:05:21.340 --> 00:05:22.000]   considering
[00:05:22.000 --> 00:05:22.240]   that
[00:05:22.240 --> 00:05:22.300]   I
[00:05:22.300 --> 00:05:22.660]   have
[00:05:22.660 --> 00:05:22.900]   really
[00:05:22.900 --> 00:05:23.010]   good
[00:05:23.010 --> 00:05:23.380]   form
[00:05:23.380 --> 00:05:23.550]  .
[00:05:23.550 --> 00:05:23.700]   I
[00:05:23.700 --> 00:05:23.910]  've
[00:05:23.910 --> 00:05:23.980]   had
[00:05:23.980 --> 00:05:24.040]   a
[00:05:24.040 --> 00:05:24.420]   number
[00:05:24.420 --> 00:05:24.520]   of
[00:05:24.520 --> 00:05:25.000]   trainers
[00:05:25.000 --> 00:05:25.180]   who
[00:05:25.180 --> 00:05:25.360]   are
[00:05:25.360 --> 00:05:25.720]   really
[00:05:25.720 --> 00:05:26.510]   knowledgeable
[00:05:26.510 --> 00:05:26.640]   uh
[00:05:26.640 --> 00:05:26.750]  ,
[00:05:26.750 --> 00:05:26.930]   you
[00:05:26.930 --> 00:05:27.050]   know
[00:05:27.050 --> 00:05:27.450]   about
[00:05:27.450 --> 00:05:27.720]  ,
[00:05:27.720 --> 00:05:28.000]   this
[00:05:28.000 --> 00:05:28.070]   kind
[00:05:28.070 --> 00:05:28.190]   of
[00:05:28.190 --> 00:05:28.250]   s
[00:05:28.250 --> 00:05:28.430]   you
[00:05:28.430 --> 00:05:28.670]   know
[00:05:28.670 --> 00:05:28.790]  ,
[00:05:28.790 --> 00:05:29.300]   lifting
[00:05:29.300 --> 00:05:29.390]   and
[00:05:29.390 --> 00:05:29.630]   they
[00:05:29.630 --> 00:05:29.870]   were
[00:05:29.870 --> 00:05:29.950]   v
[00:05:29.950 --> 00:05:30.120]   you
[00:05:30.120 --> 00:05:30.350]   know
[00:05:30.350 --> 00:05:30.400]   w
[00:05:30.400 --> 00:05:30.770]   whilst
[00:05:30.770 --> 00:05:31.250]   spotting
[00:05:31.250 --> 00:05:31.370]   me
[00:05:31.370 --> 00:05:31.490]   or
[00:05:31.490 --> 00:05:32.040]   observing
[00:05:32.040 --> 00:05:32.160]   my
[00:05:32.160 --> 00:05:32.220]   s
[00:05:32.220 --> 00:05:32.430]   form
[00:05:32.430 --> 00:05:32.820]  .
[00:05:32.820 --> 00:05:33.010]   And
[00:05:33.010 --> 00:05:33.060]   they
[00:05:33.060 --> 00:05:33.240]  're
[00:05:33.240 --> 00:05:33.480]   like
[00:05:33.480 --> 00:05:33.720]   yeah
[00:05:33.720 --> 00:05:33.840]  ,
[00:05:33.840 --> 00:05:33.900]   I
[00:05:33.900 --> 00:05:34.200]   looks
[00:05:34.200 --> 00:05:34.540]   good
[00:05:34.540 --> 00:05:34.620]  .
[00:05:34.620 --> 00:05:34.800]   You
[00:05:34.800 --> 00:05:35.040]   know
[00:05:35.040 --> 00:05:35.160]  ,
[00:05:35.160 --> 00:05:35.220]   '
[00:05:35.220 --> 00:05:35.510]  cause
[00:05:35.510 --> 00:05:35.680]   I
[00:05:35.680 --> 00:05:36.060]   always
[00:05:36.060 --> 00:05:36.070]   be
[00:05:36.070 --> 00:05:36.380]   like
[00:05:36.380 --> 00:05:36.720]   alright
[00:05:36.720 --> 00:05:36.840]   am
[00:05:36.840 --> 00:05:36.890]   I
[00:05:36.890 --> 00:05:37.080]   you
[00:05:37.080 --> 00:05:37.320]   know
[00:05:37.320 --> 00:05:37.440]  ,
[00:05:37.440 --> 00:05:37.740]   check
[00:05:37.740 --> 00:05:38.100]   you
[00:05:38.100 --> 00:05:38.160]   know
[00:05:38.160 --> 00:05:38.280]  ,
[00:05:38.280 --> 00:05:38.460]   let
[00:05:38.460 --> 00:05:38.640]   me
[00:05:38.640 --> 00:05:38.820]   know
[00:05:38.820 --> 00:05:39.060]   what
[00:05:39.060 --> 00:05:39.370]   you
[00:05:39.370 --> 00:05:39.540]   think
[00:05:39.540 --> 00:05:39.720]   and
[00:05:39.720 --> 00:05:39.780]   y
[00:05:39.780 --> 00:05:39.900]   know
[00:05:39.900 --> 00:05:40.080]   '
[00:05:40.080 --> 00:05:40.500]  cause
[00:05:40.500 --> 00:05:40.610]   if
[00:05:40.610 --> 00:05:40.680]   you
[00:05:40.680 --> 00:05:40.800]   if
[00:05:40.800 --> 00:05:40.980]   you
[00:05:40.980 --> 00:05:41.220]   have
[00:05:41.220 --> 00:05:41.430]   bad
[00:05:41.430 --> 00:05:41.680]   form
[00:05:41.680 --> 00:05:41.760]  ,
[00:05:41.760 --> 00:05:41.950]   you
[00:05:41.950 --> 00:05:42.120]   can
[00:05:42.120 --> 00:05:42.480]   injure
[00:05:42.480 --> 00:05:42.950]   yourself
[00:05:42.950 --> 00:05:43.220]  ,
[00:05:43.220 --> 00:05:43.380]   right
[00:05:43.380 --> 00:05:43.560]  .
[00:05:43.560 --> 00:05:43.740]   And
[00:05:43.740 --> 00:05:43.860]   so
[00:05:43.860 --> 00:05:44.470]   apparently
[00:05:44.470 --> 00:05:44.590]   if
[00:05:44.590 --> 00:05:44.660]   you
[00:05:44.660 --> 00:05:45.000]   have
[00:05:45.000 --> 00:05:45.250]   good
[00:05:45.250 --> 00:05:45.490]   form
[00:05:45.490 --> 00:05:45.760]  ,
[00:05:45.760 --> 00:05:45.790]   you
[00:05:45.790 --> 00:05:46.050]   can
[00:05:46.050 --> 00:05:46.270]   still
[00:05:46.270 --> 00:05:46.440]   do
[00:05:46.440 --> 00:05:46.880]   yourself
[00:05:46.880 --> 00:05:47.050]  .
[00:05:47.050 --> 00:05:47.350]   So
[00:05:47.350 --> 00:05:47.590]   and
[00:05:47.590 --> 00:05:47.650]   then
[00:05:47.650 --> 00:05:47.670]   I
[00:05:47.670 --> 00:05:48.260]   d
[00:05:48.260 --> 00:05:48.260]  
[00:05:48.260 --> 00:05:48.320]   I
[00:05:48.320 --> 00:05:48.440]   as
[00:05:48.440 --> 00:05:48.490]   a
[00:05:48.490 --> 00:05:48.870]   result
[00:05:48.870 --> 00:05:48.990]   of
[00:05:48.990 --> 00:05:49.230]   this
[00:05:49.230 --> 00:05:49.350]   of
[00:05:49.350 --> 00:05:49.410]   d
[00:05:49.410 --> 00:05:49.460]   I
[00:05:49.460 --> 00:05:49.710]   came
[00:05:49.710 --> 00:05:49.950]   from
[00:05:49.950 --> 00:05:50.260]   doing
[00:05:50.260 --> 00:05:50.440]   the
[00:05:50.440 --> 00:05:50.920]   squats
[00:05:50.920 --> 00:05:50.930]   as
[00:05:50.930 --> 00:05:51.250]   well
[00:05:51.250 --> 00:05:51.290]  ,
[00:05:51.290 --> 00:05:51.370]   I
[00:05:51.370 --> 00:05:51.760]   kinda
[00:05:51.760 --> 00:05:52.090]   started
[00:05:52.090 --> 00:05:52.520]   develop
[00:05:52.520 --> 00:05:52.580]   a
[00:05:52.580 --> 00:05:52.640]   s
[00:05:52.640 --> 00:05:52.700]   a
[00:05:52.700 --> 00:05:53.070]   strain
[00:05:53.070 --> 00:05:53.190]   in
[00:05:53.190 --> 00:05:53.310]   my
[00:05:53.310 --> 00:05:53.550]   duct
[00:05:53.550 --> 00:05:53.680]  or
[00:05:53.680 --> 00:05:54.290]   attachment
[00:05:54.290 --> 00:05:54.600]   again
[00:05:54.600 --> 00:05:54.720]  ,
[00:05:54.720 --> 00:05:55.050]   which
[00:05:55.050 --> 00:05:55.170]   is
[00:05:55.170 --> 00:05:55.460]   sort
[00:05:55.460 --> 00:05:55.510]   of
[00:05:55.510 --> 00:05:55.820]   think
[00:05:55.820 --> 00:05:56.010]   of
[00:05:56.010 --> 00:05:56.180]   your
[00:05:56.180 --> 00:05:56.240]   g
[00:05:56.240 --> 00:05:56.590]   groin
[00:05:56.590 --> 00:05:56.790]   area
[00:05:56.790 --> 00:05:57.300]  .
[00:05:57.300 --> 00:05:57.350]   Um
[00:05:57.350 --> 00:05:57.750]   and
[00:05:57.750 --> 00:05:57.810]   uh
[00:05:57.810 --> 00:05:58.080]   the
[00:05:58.080 --> 00:05:59.080]   combination
[00:05:59.080 --> 00:05:59.260]   of
[00:05:59.260 --> 00:05:59.710]   those
[00:05:59.710 --> 00:06:00.150]   three
[00:06:00.150 --> 00:06:00.700]   things
[00:06:00.700 --> 00:06:01.090]   kind
[00:06:01.090 --> 00:06:01.240]   of
[00:06:01.240 --> 00:06:01.610]   just
[00:06:01.610 --> 00:06:02.230]   knocked
[00:06:02.230 --> 00:06:02.410]   me
[00:06:02.410 --> 00:06:02.680]   out
[00:06:02.680 --> 00:06:03.020]  .
[00:06:03.640 --> 00:06:03.700]  
[00:06:03.700 --> 00:06:03.730]   I
[00:06:03.730 --> 00:06:03.970]   mean
[00:06:03.970 --> 00:06:04.030]   I
[00:06:04.030 --> 00:06:04.230]   can
[00:06:04.230 --> 00:06:04.360]  't
[00:06:04.360 --> 00:06:04.770]   really
[00:06:04.770 --> 00:06:05.080]   lift
[00:06:05.080 --> 00:06:05.170]   my
[00:06:05.170 --> 00:06:05.440]   legs
[00:06:05.440 --> 00:06:05.610]   right
[00:06:05.610 --> 00:06:05.960]   now
[00:06:05.960 --> 00:06:06.180]   and
[00:06:06.180 --> 00:06:06.420]   I
[00:06:06.420 --> 00:06:06.440]   can
[00:06:06.440 --> 00:06:06.570]  't
[00:06:06.570 --> 00:06:06.770]   do
[00:06:06.770 --> 00:06:06.970]   much
[00:06:06.970 --> 00:06:07.280]   with
[00:06:07.280 --> 00:06:07.370]   my
[00:06:07.370 --> 00:06:07.810]   upper
[00:06:07.810 --> 00:06:07.980]   body
[00:06:07.980 --> 00:06:08.460]   because
[00:06:08.460 --> 00:06:08.590]   of
[00:06:08.590 --> 00:06:08.720]   my
[00:06:08.720 --> 00:06:09.060]   elbow
[00:06:09.060 --> 00:06:09.190]  ,
[00:06:09.190 --> 00:06:09.380]   it
[00:06:09.380 --> 00:06:09.770]   hurts
[00:06:09.770 --> 00:06:09.860]   my
[00:06:09.860 --> 00:06:10.130]   elbow
[00:06:10.130 --> 00:06:10.700]  .
[00:06:10.700 --> 00:06:10.700]   So
[00:06:10.700 --> 00:06:10.780]   I
[00:06:10.780 --> 00:06:11.160]  'm
[00:06:11.160 --> 00:06:11.270]   kind
[00:06:11.270 --> 00:06:11.440]   of
[00:06:11.440 --> 00:06:11.790]   like
[00:06:11.790 --> 00:06:11.840]   a
[00:06:11.840 --> 00:06:12.390]   walking
[00:06:12.390 --> 00:06:12.500]   I
[00:06:12.500 --> 00:06:12.650]  'm
[00:06:12.650 --> 00:06:12.740]   a
[00:06:12.740 --> 00:06:13.070]   n
[00:06:13.070 --> 00:06:13.160]   you
[00:06:13.160 --> 00:06:13.400]   know
[00:06:13.400 --> 00:06:13.730]   like
[00:06:13.730 --> 00:06:13.790]   a
[00:06:13.790 --> 00:06:14.810]   walking
[00:06:14.810 --> 00:06:14.970]   wounded
[00:06:14.970 --> 00:06:15.220]   you
[00:06:15.220 --> 00:06:15.550]   know
[00:06:15.550 --> 00:06:15.800]   and
[00:06:15.800 --> 00:06:16.130]   then
[00:06:16.130 --> 00:06:16.370]   and
[00:06:16.370 --> 00:06:16.510]   then
[00:06:16.510 --> 00:06:16.960]   I
