
[00:00:00.000 --> 00:00:00.880]  
[00:00:00.880 --> 00:00:02.000]   ordinary
[00:03:11.370 --> 00:03:11.380]   um
[00:03:11.380 --> 00:03:11.560]   you
[00:03:11.560 --> 00:03:11.980]   know
[00:03:11.980 --> 00:03:12.000]   the
[00:03:12.000 --> 00:03:12.120]   we
[00:03:12.120 --> 00:03:12.310]  've
[00:03:12.310 --> 00:03:12.560]   done
[00:03:12.560 --> 00:03:12.810]   what
[00:03:12.810 --> 00:03:13.000]   how
[00:03:13.000 --> 00:03:13.350]   long
[00:03:13.350 --> 00:03:13.440]   has
[00:03:13.440 --> 00:03:13.810]   it
[00:03:13.810 --> 00:03:13.820]   been
[00:03:13.820 --> 00:03:14.060]   what
[00:03:14.060 --> 00:03:14.180]   uh
[00:03:14.180 --> 00:03:14.240]   d
[00:03:14.240 --> 00:03:14.620]   almost
[00:03:14.620 --> 00:03:14.810]   two
[00:03:14.810 --> 00:03:15.190]   months
[00:03:15.190 --> 00:03:15.380]   our
[00:03:15.380 --> 00:03:15.820]   classes
[00:03:15.820 --> 00:03:15.910]   I
[00:03:15.910 --> 00:03:16.220]   guess
[00:03:16.220 --> 00:03:17.100]  . [SPEAKER_TURN]
[00:03:17.100 --> 00:03:17.230]   Fe
[00:03:17.230 --> 00:03:17.250]  els
[00:03:17.250 --> 00:03:17.370]   like
[00:03:17.370 --> 00:03:17.440]   two
[00:03:17.440 --> 00:03:17.840]  . [SPEAKER_TURN]
[00:03:17.840 --> 00:03:17.840]  
[00:03:17.840 --> 00:03:18.130]   Yeah
[00:03:18.130 --> 00:03:18.490]   about
[00:03:18.490 --> 00:03:18.700]  ,
[00:03:18.700 --> 00:03:18.850]   two
[00:03:18.850 --> 00:03:19.280]   months
[00:03:19.280 --> 00:03:19.420]  ,
[00:03:19.420 --> 00:03:19.640]   and
[00:03:19.640 --> 00:03:19.810]   um
[00:03:19.810 --> 00:03:19.840]  .
[00:03:19.840 --> 00:03:19.970]   We
[00:03:19.970 --> 00:03:20.470]  've
[00:03:20.470 --> 00:03:20.780]   covered
[00:03:20.780 --> 00:03:20.790]   a
[00:03:20.790 --> 00:03:21.010]   lot
[00:03:21.010 --> 00:03:21.190]   of
[00:03:21.190 --> 00:03:21.590]   ground
[00:03:21.590 --> 00:03:21.810]  .
[00:03:21.810 --> 00:03:21.880]   I
[00:03:21.880 --> 00:03:22.170]   mean
[00:03:22.170 --> 00:03:22.310]  ,
[00:03:22.310 --> 00:03:22.440]   my
[00:03:22.440 --> 00:03:22.740]   goal
[00:03:22.740 --> 00:03:22.960]   for
[00:03:22.960 --> 00:03:23.180]   the
[00:03:23.180 --> 00:03:23.460]   year
[00:03:23.460 --> 00:03:23.690]   was
[00:03:23.690 --> 00:03:24.200]   to
[00:03:24.200 --> 00:03:24.200]   cover
[00:03:24.200 --> 00:03:24.370]   uh
[00:03:24.370 --> 00:03:24.630]   prec
[00:03:24.630 --> 00:03:24.760]  al
[00:03:24.760 --> 00:03:25.230]  culus
[00:03:25.230 --> 00:03:25.280]  ,
[00:03:25.280 --> 00:03:25.650]   which
[00:03:25.650 --> 00:03:25.790]   is
[00:03:25.790 --> 00:03:26.050]   like
[00:03:26.050 --> 00:03:26.680]   which
[00:03:26.680 --> 00:03:27.260]   essentially
[00:03:27.260 --> 00:03:27.640]   wraps
[00:03:27.640 --> 00:03:27.770]   up
[00:03:27.770 --> 00:03:27.990]   all
[00:03:27.990 --> 00:03:28.210]   the
[00:03:28.210 --> 00:03:28.350]   ab
[00:03:28.350 --> 00:03:28.570]   you
[00:03:28.570 --> 00:03:28.860]   know
[00:03:28.860 --> 00:03:29.570]   advanced
[00:03:29.570 --> 00:03:29.970]   algebra
[00:03:29.970 --> 00:03:30.260]   trig
[00:03:30.260 --> 00:03:30.400]  ,
[00:03:30.400 --> 00:03:30.630]   mat
[00:03:30.630 --> 00:03:30.990]  rices
[00:03:30.990 --> 00:03:31.130]  ,
[00:03:31.130 --> 00:03:31.760]   vectors
[00:03:31.760 --> 00:03:31.790]  ,
[00:03:31.790 --> 00:03:32.160]   polar
[00:03:32.160 --> 00:03:32.970]   coordinates
[00:03:32.970 --> 00:03:33.110]  ,
[00:03:33.110 --> 00:03:33.430]   just
[00:03:33.430 --> 00:03:33.620]   all
[00:03:33.620 --> 00:03:33.700]   a
[00:03:33.700 --> 00:03:34.440]   collection
[00:03:34.440 --> 00:03:34.570]   of
[00:03:34.570 --> 00:03:34.790]   all
[00:03:34.790 --> 00:03:35.190]   kinda
[00:03:35.190 --> 00:03:35.660]   um
[00:03:36.620 --> 00:03:36.700]  
[00:03:36.700 --> 00:03:37.310]   sort
[00:03:37.310 --> 00:03:37.650]   of
[00:03:37.650 --> 00:03:38.330]   semi
[00:03:38.330 --> 00:03:38.830]  -
[00:03:38.830 --> 00:03:39.020]  adv
[00:03:39.020 --> 00:03:39.880]  anced
[00:03:39.880 --> 00:03:40.740]   topic
[00:03:40.740 --> 00:03:41.080]   So
[00:03:41.080 --> 00:03:41.590]  .
[00:03:41.590 --> 00:03:42.100]   and
[00:03:42.100 --> 00:03:42.440]   we
[00:03:42.440 --> 00:03:43.380]  're
[00:03:43.380 --> 00:03:43.980]   making
[00:03:43.980 --> 00:03:44.370]   we
[00:03:44.370 --> 00:03:44.910]  're
[00:03:44.910 --> 00:03:45.170]   we
[00:03:45.170 --> 00:03:45.680]  've
[00:03:45.680 --> 00:03:46.880]   covered
[00:03:46.880 --> 00:03:47.080]   a
[00:03:47.080 --> 00:03:47.560]   lot
[00:03:47.560 --> 00:03:48.070]  .
[00:03:48.070 --> 00:03:48.240]   I
[00:03:48.240 --> 00:03:49.020]   mean
[00:03:49.020 --> 00:03:50.130]   already
[00:03:50.130 --> 00:03:50.740]   we
[00:03:50.740 --> 00:03:50.980]  've
[00:03:50.980 --> 00:03:51.920]   covered
[00:03:51.920 --> 00:03:52.540]   n
[00:03:52.540 --> 00:03:52.860]   you
[00:03:52.860 --> 00:03:53.570]   know
[00:03:53.570 --> 00:03:54.050]   log
[00:03:54.050 --> 00:03:54.380]  ar
[00:03:54.380 --> 00:03:54.930]  ith
[00:03:54.930 --> 00:03:55.250]  ms
[00:03:55.250 --> 00:03:55.590]  ,
[00:03:55.590 --> 00:03:56.860]   complex
[00:03:56.860 --> 00:03:58.050]   numbers
[00:03:58.050 --> 00:03:58.160]   I
[00:03:58.160 --> 00:03:58.500]  ,
[00:03:58.500 --> 00:03:59.190]   mean
[00:03:59.190 --> 00:03:59.700]   log
[00:03:59.700 --> 00:04:00.040]  ar
[00:04:00.040 --> 00:04:00.550]  ith
[00:04:00.550 --> 00:04:01.060]  mic
[00:04:01.060 --> 00:04:01.580]   equ
[00:04:01.580 --> 00:04:01.740]  a
[00:04:01.740 --> 00:04:03.420]   something
[00:04:03.420 --> 00:04:03.990]   log
[00:04:03.990 --> 00:04:04.140]  ar
[00:04:04.140 --> 00:04:04.990]  ith
[00:04:04.990 --> 00:04:05.160]  mic
[00:04:05.160 --> 00:04:05.500]   in
[00:04:05.500 --> 00:04:06.100]   ec
[00:04:06.100 --> 00:04:06.100]  ks
[00:04:06.100 --> 00:04:06.110]   spectral
[00:04:06.110 --> 00:04:06.130]   equations
[00:04:06.130 --> 00:04:06.140]   complex
[00:04:06.140 --> 00:04:06.140]  ,
[00:04:06.140 --> 00:04:06.150]   numbers
[00:04:06.150 --> 00:04:06.150]  ,
[00:04:06.150 --> 00:04:06.160]   matrix
[00:04:06.160 --> 00:04:06.170]   algebra
[00:04:06.170 --> 00:04:06.170]  ,
[00:04:06.170 --> 00:04:06.170]   um
[00:04:06.170 --> 00:04:06.180]   vectors
[00:04:06.180 --> 00:04:06.180]   c
[00:04:06.180 --> 00:04:06.180]   c
[00:04:06.180 --> 00:04:06.190]   cross
[00:04:06.190 --> 00:04:06.190]   and
[00:04:06.190 --> 00:04:06.190]   dot
[00:04:06.190 --> 00:04:06.200]   product
[00:04:06.200 --> 00:04:06.200]   that
[00:04:06.200 --> 00:04:06.200]  ,
[00:04:06.200 --> 00:04:06.200]   kind
[00:04:06.200 --> 00:04:06.200]   of
[00:04:06.200 --> 00:04:06.210]   stuff
[00:04:06.210 --> 00:04:06.210]  .
[00:04:06.210 --> 00:04:06.210]   But
[00:04:06.210 --> 00:04:06.210]   I
[00:04:06.210 --> 00:04:06.210]  'm
[00:04:06.210 --> 00:04:06.210]   also
[00:04:06.210 --> 00:04:06.220]   teaching
[00:04:06.220 --> 00:04:06.220]   the
[00:04:06.220 --> 00:04:06.220]   more
[00:04:06.220 --> 00:04:06.240]   ambitious
[00:04:06.240 --> 00:04:06.250]   thing
[00:04:06.250 --> 00:04:06.250]   that
[00:04:06.250 --> 00:04:06.250]   I
[00:04:06.250 --> 00:04:06.250]  'm
[00:04:06.250 --> 00:04:06.260]   teaching
[00:04:06.260 --> 00:04:06.260]   them
[00:04:06.260 --> 00:04:06.260]   is
[00:04:06.260 --> 00:04:06.260]   uh
[00:04:06.260 --> 00:04:06.260]   int
[00:04:06.260 --> 00:04:06.260]  ere
[00:04:06.260 --> 00:04:06.260]   is
[00:04:06.260 --> 00:04:06.260]   the
[00:04:06.260 --> 00:04:06.270]   standard
[00:04:06.270 --> 00:04:06.290]   introduction
[00:04:06.290 --> 00:04:06.290]   of
[00:04:06.290 --> 00:04:06.300]   proof
[00:04:06.300 --> 00:04:06.310]   scores
[00:04:06.310 --> 00:04:06.310]  .
[00:04:06.310 --> 00:04:06.320]   Which
[00:04:06.320 --> 00:04:06.320]   uh
[00:04:06.320 --> 00:04:06.320]   is
[00:04:06.320 --> 00:04:06.320]   very
[00:04:06.320 --> 00:04:06.320]   I
[00:04:06.320 --> 00:04:06.320]   mean
[00:04:06.320 --> 00:04:06.320]   I
[00:04:06.320 --> 00:04:06.620]  'm
[00:04:06.620 --> 00:04:06.620]  
[00:04:06.620 --> 00:04:07.190]   Everything
[00:04:07.190 --> 00:04:07.230]   I
[00:04:07.230 --> 00:04:07.460]   have
[00:04:07.460 --> 00:04:07.570]  ,
[00:04:07.570 --> 00:04:07.740]   you
[00:04:07.740 --> 00:04:07.960]   know
[00:04:07.960 --> 00:04:08.070]  ,
[00:04:08.070 --> 00:04:08.520]   whatever
[00:04:08.520 --> 00:04:08.740]   like
[00:04:08.740 --> 00:04:08.890]  ,
[00:04:08.890 --> 00:04:09.070]   half
[00:04:09.070 --> 00:04:09.120]   a
[00:04:09.120 --> 00:04:09.570]   dozen
[00:04:09.570 --> 00:04:09.620]   book
[00:04:09.620 --> 00:04:09.730]   on
[00:04:09.730 --> 00:04:09.890]   the
[00:04:09.890 --> 00:04:10.300]   subject
[00:04:10.300 --> 00:04:10.520]   that
[00:04:10.520 --> 00:04:10.690]   are
[00:04:10.690 --> 00:04:10.890]   used
[00:04:10.890 --> 00:04:11.260]   at
[00:04:11.260 --> 00:04:11.560]   different
[00:04:11.560 --> 00:04:12.210]   universities
[00:04:12.210 --> 00:04:12.430]   around
[00:04:12.430 --> 00:04:12.850]   the
[00:04:12.850 --> 00:04:13.120]   country
[00:04:13.120 --> 00:04:13.220]   Um
[00:04:13.220 --> 00:04:13.890]  .
[00:04:13.890 --> 00:04:14.160]   traditionally
[00:04:14.160 --> 00:04:14.250]  ,
[00:04:14.250 --> 00:04:14.360]   it
[00:04:14.360 --> 00:04:14.470]  's
[00:04:14.470 --> 00:04:14.880]   taught
[00:04:14.880 --> 00:04:15.030]   like
[00:04:15.030 --> 00:04:15.140]  ,
[00:04:15.140 --> 00:04:15.250]   is
[00:04:15.250 --> 00:04:15.380]   it
[00:04:15.380 --> 00:04:15.390]   to
[00:04:15.390 --> 00:04:15.550]   soph
[00:04:15.550 --> 00:04:15.800]  om
[00:04:15.800 --> 00:04:16.180]  ores
[00:04:16.180 --> 00:04:16.560]   Sometimes
[00:04:16.560 --> 00:04:16.700]  ?
[00:04:16.700 --> 00:04:16.910]   to
[00:04:16.910 --> 00:04:17.180]   freshmen
[00:04:17.180 --> 00:04:17.300]  .
[00:04:17.300 --> 00:04:17.930]   It
[00:04:17.930 --> 00:04:17.960]   depends
[00:04:17.960 --> 00:04:18.050]   on
[00:04:18.050 --> 00:04:18.220]   the
[00:04:18.220 --> 00:04:18.790]   university
[00:04:18.790 --> 00:04:18.840]   I
[00:04:18.840 --> 00:04:19.010]  .
[00:04:19.010 --> 00:04:19.230]   mean
[00:04:19.230 --> 00:04:19.340]   if
[00:04:19.340 --> 00:04:19.510]   you
[00:04:19.510 --> 00:04:19.730]   show
[00:04:19.730 --> 00:04:19.850]   up
[00:04:19.850 --> 00:04:19.950]   at
[00:04:19.950 --> 00:04:20.350]   Harvard
[00:04:20.350 --> 00:04:20.460]   or
[00:04:20.460 --> 00:04:21.080]   Princeton
[00:04:21.080 --> 00:04:21.470]   or
[00:04:21.470 --> 00:04:21.590]   something
[00:04:21.590 --> 00:04:21.690]  ,
[00:04:21.690 --> 00:04:21.810]   it
[00:04:21.810 --> 00:04:21.920]  's
[00:04:21.920 --> 00:04:22.200]   gonna
[00:04:22.200 --> 00:04:22.310]   be
[00:04:22.310 --> 00:04:22.660]   taught
[00:04:22.660 --> 00:04:23.050]   earlier
[00:04:23.050 --> 00:04:23.270]   than
[00:04:23.270 --> 00:04:23.380]   if
[00:04:23.380 --> 00:04:23.580]   you
[00:04:23.580 --> 00:04:23.660]   if
[00:04:23.660 --> 00:04:23.850]   you
[00:04:23.850 --> 00:04:24.000]  're
[00:04:24.000 --> 00:04:24.340]   taught
[00:04:24.340 --> 00:04:24.450]   at
[00:04:24.450 --> 00:04:24.500]   a
[00:04:24.500 --> 00:04:24.610]   at
[00:04:24.610 --> 00:04:24.730]   a
[00:04:24.730 --> 00:04:24.770]   at
[00:04:24.770 --> 00:04:24.820]   a
[00:04:24.820 --> 00:04:25.100]   state
[00:04:25.100 --> 00:04:25.430]   school
[00:04:25.430 --> 00:04:25.610]  .
[00:04:25.610 --> 00:04:25.660]   I
[00:04:25.660 --> 00:04:25.880]   mean
[00:04:25.880 --> 00:04:26.050]   the
[00:04:26.050 --> 00:04:26.390]   people
[00:04:26.390 --> 00:04:26.560]   who
[00:04:26.560 --> 00:04:26.960]   usually
[00:04:26.960 --> 00:04:27.180]   come
[00:04:27.180 --> 00:04:27.290]   in
[00:04:27.290 --> 00:04:27.570]   there
[00:04:27.570 --> 00:04:27.750]   are
[00:04:27.750 --> 00:04:27.900]   are
[00:04:27.900 --> 00:04:28.130]   much
[00:04:28.130 --> 00:04:28.660]   more
[00:04:28.660 --> 00:04:28.800]   advanced
[00:04:28.800 --> 00:04:28.960]  .
[00:04:28.960 --> 00:04:29.080]   Um
[00:04:29.080 --> 00:04:29.430]   and
[00:04:29.430 --> 00:04:29.760]   sometimes
[00:04:29.760 --> 00:04:29.980]   they
[00:04:29.980 --> 00:04:30.160]   won
[00:04:30.160 --> 00:04:30.260]  't
[00:04:30.260 --> 00:04:30.480]   even
[00:04:30.480 --> 00:04:30.760]   teach
[00:04:30.760 --> 00:04:30.870]   it
[00:04:30.870 --> 00:04:30.980]  ,
[00:04:30.980 --> 00:04:31.200]   they
[00:04:31.200 --> 00:04:31.420]   just
[00:04:31.420 --> 00:04:31.700]   throw
[00:04:31.700 --> 00:04:31.960]   you
[00:04:31.960 --> 00:04:31.980]   to
[00:04:31.980 --> 00:04:32.410]   the
[00:04:32.410 --> 00:04:32.490]   wolves
[00:04:32.490 --> 00:04:32.600]  ,
[00:04:32.600 --> 00:04:32.820]   kind
[00:04:32.820 --> 00:04:32.930]   of
[00:04:32.930 --> 00:04:33.150]   like
[00:04:33.150 --> 00:04:33.370]   what
[00:04:33.370 --> 00:04:33.820]   happened
[00:04:33.820 --> 00:04:33.930]   to
[00:04:33.930 --> 00:04:34.200]   Phil
[00:04:34.200 --> 00:04:34.320]   and
[00:04:34.320 --> 00:04:34.370]   I
[00:04:34.370 --> 00:04:34.480]   at
[00:04:34.480 --> 00:04:34.950]   Chicago
[00:04:34.950 --> 00:04:35.050]  .
[00:04:35.050 --> 00:04:35.320]   Um
[00:04:35.320 --> 00:04:35.330]   but
[00:04:35.330 --> 00:04:35.550]  ,
[00:04:35.550 --> 00:04:35.610]   you
[00:04:35.610 --> 00:04:35.830]   know
[00:04:35.830 --> 00:04:36.620]  ,
[00:04:36.620 --> 00:04:36.620]  
[00:04:36.620 --> 00:04:36.660]   I
[00:04:36.660 --> 00:04:36.890]   think
[00:04:36.890 --> 00:04:36.930]   I
[00:04:36.930 --> 00:04:37.400]   mentioned
[00:04:37.400 --> 00:04:37.630]   before
[00:04:37.630 --> 00:04:37.680]   I
[00:04:37.680 --> 00:04:37.760]  ,
[00:04:37.760 --> 00:04:37.800]   I
[00:04:37.800 --> 00:04:37.840]   I
[00:04:37.840 --> 00:04:38.020]   have
[00:04:38.020 --> 00:04:38.550]   breakfast
[00:04:38.550 --> 00:04:39.070]   periodically
[00:04:39.070 --> 00:04:39.180]   with
[00:04:39.180 --> 00:04:39.370]   the
[00:04:39.370 --> 00:04:39.690]   Chairman
[00:04:39.690 --> 00:04:39.780]   of
[00:04:39.780 --> 00:04:39.920]   the
[00:04:39.920 --> 00:04:40.100]   Math
[00:04:40.100 --> 00:04:40.560]   Department
[00:04:40.560 --> 00:04:40.650]   at
[00:04:40.650 --> 00:04:41.070]   audiences
[00:04:41.070 --> 00:04:41.160]   at
[00:04:41.160 --> 00:04:41.520]   Pacific
[00:04:41.520 --> 00:04:41.950]   University
[00:04:41.950 --> 00:04:42.350]  ,
[00:04:42.350 --> 00:04:42.350]   and
[00:04:42.350 --> 00:04:42.760]   he
[00:04:42.760 --> 00:04:42.980]   teaches
[00:04:42.980 --> 00:04:43.200]   it
[00:04:43.200 --> 00:04:43.260]   to
[00:04:43.260 --> 00:04:43.640]   soph
[00:04:43.640 --> 00:04:43.680]  om
[00:04:43.680 --> 00:04:43.990]  ores
[00:04:43.990 --> 00:04:44.170]   jun
[00:04:44.170 --> 00:04:44.450]  iors
[00:04:44.450 --> 00:04:44.760]  .
[00:04:44.760 --> 00:04:44.810]   It
[00:04:44.810 --> 00:04:44.940]  's
[00:04:44.940 --> 00:04:45.150]   the
[00:04:45.150 --> 00:04:45.570]   kind
[00:04:45.570 --> 00:04:45.620]   of
[00:04:45.620 --> 00:04:45.920]   thing
[00:04:45.920 --> 00:04:46.200]   they
[00:04:46.200 --> 00:04:46.480]   take
[00:04:46.480 --> 00:04:46.830]   after
[00:04:46.830 --> 00:04:47.420]   covering
[00:04:47.420 --> 00:04:47.750]   these
[00:04:47.750 --> 00:04:48.090]   inter
[00:04:48.090 --> 00:04:48.170]  f
[00:04:48.170 --> 00:04:48.740]  erential
[00:04:48.740 --> 00:04:49.400]   equations
[00:04:49.400 --> 00:04:49.520]  ,
[00:04:49.520 --> 00:04:49.730]   and
[00:04:49.730 --> 00:04:49.870]   it
[00:04:49.870 --> 00:04:50.010]  's
[00:04:50.010 --> 00:04:50.430]   the
[00:04:50.430 --> 00:04:51.000]   instruction
[00:04:51.000 --> 00:04:51.210]   and
[00:04:51.210 --> 00:04:51.630]   proofs
[00:04:51.630 --> 00:04:51.980]   gives
[00:04:51.980 --> 00:04:52.260]   them
[00:04:52.260 --> 00:04:52.500]   the
[00:04:52.500 --> 00:04:52.820]   tools
[00:04:52.820 --> 00:04:53.130]   that
[00:04:53.130 --> 00:04:53.370]   they
[00:04:53.370 --> 00:04:53.660]   need
[00:04:53.660 --> 00:04:53.800]   to
[00:04:53.800 --> 00:04:53.940]   be
[00:04:53.940 --> 00:04:54.220]   able
[00:04:54.220 --> 00:04:54.380]   to
[00:04:54.380 --> 00:04:54.550]   do
[00:04:54.550 --> 00:04:54.850]   proof
[00:04:54.850 --> 00:04:54.920]  -
[00:04:54.920 --> 00:04:55.490]  oriented
[00:04:55.490 --> 00:04:55.770]   math
[00:04:55.770 --> 00:04:55.910]  ,
[00:04:55.910 --> 00:04:56.230]   which
[00:04:56.230 --> 00:04:56.280]   is
[00:04:56.280 --> 00:04:56.620]   what
[00:04:56.620 --> 00:04:57.100]   math
[00:04:57.100 --> 00:04:57.150]   is
[00:04:57.150 --> 00:04:57.380]   like
[00:04:57.380 --> 00:04:57.800]   beyond
[00:04:57.800 --> 00:04:58.150]   that
[00:04:58.150 --> 00:04:58.500]   sort
[00:04:58.500 --> 00:04:58.630]   of
[00:04:58.630 --> 00:04:58.890]   level
[00:04:58.890 --> 00:04:59.650]  .
[00:04:59.650 --> 00:04:59.720]   And
[00:04:59.720 --> 00:04:59.840]   uh
[00:04:59.840 --> 00:05:00.030]   it
[00:05:00.030 --> 00:05:00.220]  's
[00:05:00.220 --> 00:05:00.890]   going
[00:05:00.890 --> 00:05:01.290]   really
[00:05:01.290 --> 00:05:01.670]   well
[00:05:01.670 --> 00:05:01.980]  .
[00:05:01.980 --> 00:05:02.060]   I
[00:05:02.060 --> 00:05:02.450]   mean
[00:05:02.450 --> 00:05:02.640]   um
[00:05:02.640 --> 00:05:02.830]   so
[00:05:02.830 --> 00:05:02.840]   we
[00:05:02.840 --> 00:05:03.580]  've
[00:05:03.580 --> 00:05:03.700]   been
[00:05:03.700 --> 00:05:04.190]   doing
[00:05:04.190 --> 00:05:04.580]   last
[00:05:04.580 --> 00:05:05.210]   couple
[00:05:05.210 --> 00:05:05.650]   weeks
[00:05:05.650 --> 00:05:05.840]   we
[00:05:05.840 --> 00:05:06.130]  've
[00:05:06.130 --> 00:05:06.620]   been
[00:05:06.620 --> 00:05:06.620]  
[00:05:06.620 --> 00:05:06.700]   Is
[00:05:06.700 --> 00:05:06.820]  .
[00:05:06.820 --> 00:05:07.020]   Col
[00:05:07.020 --> 00:05:07.100]  by
[00:05:07.100 --> 00:05:07.240]   still
[00:05:07.240 --> 00:05:07.550]   loving
[00:05:07.550 --> 00:05:07.560]   it
[00:05:07.560 --> 00:05:08.080]  ? [SPEAKER_TURN]
[00:05:09.220 --> 00:05:09.290]  
[00:05:09.290 --> 00:05:09.400]   Uh
[00:05:09.400 --> 00:05:09.760]   yeah
[00:05:09.760 --> 00:05:09.850]   I
[00:05:09.850 --> 00:05:10.030]  ,
[00:05:10.030 --> 00:05:10.540]   think
[00:05:10.540 --> 00:05:10.660]   he
[00:05:10.660 --> 00:05:11.110]   likes
[00:05:11.110 --> 00:05:11.290]   it
[00:05:11.290 --> 00:05:11.640]   Yeah
[00:05:11.640 --> 00:05:12.070]  .
[00:05:12.070 --> 00:05:12.100]   he
[00:05:12.100 --> 00:05:12.550]   likes
[00:05:12.550 --> 00:05:12.730]   it
[00:05:12.730 --> 00:05:13.040]   See
[00:05:13.040 --> 00:05:13.270]  .
[00:05:13.270 --> 00:05:13.450]   it
[00:05:13.450 --> 00:05:13.620]  's
[00:05:13.620 --> 00:05:13.630]   which
[00:05:13.630 --> 00:05:14.740]   really
[00:05:14.740 --> 00:05:15.070]   funny
[00:05:15.070 --> 00:05:15.250]   he
[00:05:15.250 --> 00:05:15.430]   he
[00:05:15.430 --> 00:05:15.770]   hates
[00:05:15.770 --> 00:05:16.220]   he
[00:05:16.220 --> 00:05:16.510]   hates
[00:05:16.510 --> 00:05:16.780]   the
[00:05:16.780 --> 00:05:17.320]   system
[00:05:17.320 --> 00:05:17.610]   and
[00:05:17.610 --> 00:05:17.790]   he
[00:05:17.790 --> 00:05:18.130]   gets
[00:05:18.130 --> 00:05:18.220]   a
[00:05:18.220 --> 00:05:18.850]   problem
[00:05:18.850 --> 00:05:19.380]   wrong
[00:05:19.380 --> 00:05:19.480]   on
[00:05:19.480 --> 00:05:19.810]   the
[00:05:19.810 --> 00:05:20.580]   system
[00:05:20.580 --> 00:05:21.050]   because
[00:05:21.050 --> 00:05:21.190]   the
[00:05:21.190 --> 00:05:21.760]   system
[00:05:21.760 --> 00:05:22.000]   you
[00:05:22.000 --> 00:05:22.360]   have
[00:05:22.360 --> 00:05:22.540]   to
[00:05:22.540 --> 00:05:22.850]   get
[00:05:22.850 --> 00:05:23.260]   three
[00:05:23.260 --> 00:05:23.440]   in
[00:05:23.440 --> 00:05:23.580]   a
[00:05:23.580 --> 00:05:24.300]   row
[00:05:24.300 --> 00:05:24.430]   correct
[00:05:24.430 --> 00:05:24.600]   of
[00:05:24.600 --> 00:05:24.700]   a
[00:05:24.700 --> 00:05:25.600]   particular
[00:05:25.600 --> 00:05:26.150]   topic
[00:05:26.150 --> 00:05:26.500]   and
[00:05:26.500 --> 00:05:26.550]  ,
[00:05:26.550 --> 00:05:26.770]   the
[00:05:26.770 --> 00:05:27.310]   system
[00:05:27.310 --> 00:05:27.400]   d
[00:05:27.400 --> 00:05:27.580]   th
[00:05:27.580 --> 00:05:27.840]   to
[00:05:27.840 --> 00:05:28.030]   say
[00:05:28.030 --> 00:05:28.660]   alright
[00:05:28.660 --> 00:05:29.200]   you
[00:05:29.200 --> 00:05:29.200]  're
[00:05:29.200 --> 00:05:29.460]   you
[00:05:29.460 --> 00:05:29.580]  've
[00:05:29.580 --> 00:05:30.420]   done
[00:05:30.420 --> 00:05:30.640]   enough
[00:05:30.640 --> 00:05:30.820]   of
[00:05:30.820 --> 00:05:31.180]   this
[00:05:31.180 --> 00:05:31.450]   now
[00:05:31.450 --> 00:05:31.800]   onto
[00:05:31.800 --> 00:05:32.080]   the
[00:05:32.080 --> 00:05:32.440]   next
[00:05:32.440 --> 00:05:32.710]   one
[00:05:32.710 --> 00:05:32.880]   um
[00:05:32.880 --> 00:05:33.070]   so
[00:05:33.070 --> 00:05:33.470]   he
[00:05:33.470 --> 00:05:33.610]   gets
[00:05:33.610 --> 00:05:33.790]   he
[00:05:33.790 --> 00:05:33.970]   is
[00:05:33.970 --> 00:05:34.510]   really
[00:05:34.510 --> 00:05:35.050]   pissed
[00:05:35.050 --> 00:05:35.410]   like
[00:05:35.410 --> 00:05:35.590]   he
[00:05:35.590 --> 00:05:35.770]  's
[00:05:35.770 --> 00:05:36.130]   just
[00:05:36.130 --> 00:05:36.240]   b
[00:05:36.240 --> 00:05:36.310]   b
[00:05:36.310 --> 00:05:36.400]   b
[00:05:36.400 --> 00:05:36.510]   b
[00:05:36.510 --> 00:05:36.590]   b
[00:05:36.590 --> 00:05:36.850]   you
[00:05:36.850 --> 00:05:37.210]   know
[00:05:37.210 --> 00:05:37.480]  .
[00:05:37.480 --> 00:05:37.750]   And
[00:05:37.750 --> 00:05:37.930]   he
[00:05:37.930 --> 00:05:38.160]   he
[00:05:38.160 --> 00:05:38.290]   he
[00:05:38.290 --> 00:05:38.830]   kind
[00:05:38.830 --> 00:05:39.120]   of
[00:05:39.120 --> 00:05:39.200]   so
[00:05:39.200 --> 00:05:39.200]  
[00:05:39.200 --> 00:05:39.270]   a
[00:05:39.270 --> 00:05:39.660]   little
[00:05:39.660 --> 00:05:40.290]   frustrating
[00:05:40.290 --> 00:05:40.410]   to
[00:05:40.410 --> 00:05:40.790]   listen
[00:05:40.790 --> 00:05:40.890]   to
[00:05:40.890 --> 00:05:41.020]   '
[00:05:41.020 --> 00:05:41.250]  cause
[00:05:41.250 --> 00:05:41.370]   he
[00:05:41.370 --> 00:05:41.750]   tries
[00:05:41.750 --> 00:05:41.790]   to
[00:05:41.790 --> 00:05:41.910]   do
[00:05:41.910 --> 00:05:42.520]   everything
[00:05:42.520 --> 00:05:42.640]   in
[00:05:42.640 --> 00:05:43.050]   his
[00:05:43.050 --> 00:05:43.060]   head
