
[00:00:00.000 --> 00:00:00.000]  
[00:00:00.000 --> 00:00:00.210]   Hey
[00:02:55.210 --> 00:02:55.840]  . [SPEAKER_TURN]
[00:02:55.840 --> 00:02:56.160]   Cool
[00:02:56.160 --> 00:02:57.060]  . [SPEAKER_TURN]
[00:02:57.060 --> 00:02:57.060]  
[00:02:57.060 --> 00:02:57.350]   That
[00:02:57.350 --> 00:02:57.490]  's
[00:02:57.490 --> 00:02:57.920]   what
[00:02:57.920 --> 00:02:58.060]   we
[00:02:58.060 --> 00:02:58.290]   there
[00:02:58.290 --> 00:02:58.430]   uh
[00:02:58.430 --> 00:02:58.720]   that
[00:02:58.720 --> 00:02:58.940]   was
[00:02:58.940 --> 00:02:59.080]   uh
[00:02:59.080 --> 00:02:59.370]   Andy
[00:02:59.370 --> 00:02:59.480]   Cheng
[00:02:59.480 --> 00:03:00.180]  .
[00:03:00.180 --> 00:03:00.230]   And
[00:03:00.230 --> 00:03:00.470]   that
[00:03:00.470 --> 00:03:00.900]  's
[00:03:00.900 --> 00:03:00.900]   what
[00:03:00.900 --> 00:03:01.040]   we
[00:03:01.040 --> 00:03:01.260]   did
[00:03:01.260 --> 00:03:01.460]   we
[00:03:01.460 --> 00:03:01.690]  're
[00:03:01.690 --> 00:03:01.760]   of
[00:03:01.760 --> 00:03:02.200]   course
[00:03:02.200 --> 00:03:02.410]   off
[00:03:02.410 --> 00:03:02.660]   and
[00:03:02.660 --> 00:03:03.170]   writing
[00:03:03.170 --> 00:03:03.450]   and
[00:03:03.450 --> 00:03:04.050]   producing
[00:03:04.050 --> 00:03:04.270]   our
[00:03:04.270 --> 00:03:04.490]   own
[00:03:04.490 --> 00:03:04.860]   shows
[00:03:04.860 --> 00:03:05.080]   now
[00:03:05.080 --> 00:03:05.310]  .
[00:03:05.310 --> 00:03:05.440]   Um
[00:03:05.440 --> 00:03:05.660]   and
[00:03:05.660 --> 00:03:05.670]   and
[00:03:05.670 --> 00:03:06.500]   moon
[00:03:06.500 --> 00:03:06.760]  lighting
[00:03:06.760 --> 00:03:06.900]   as
[00:03:06.900 --> 00:03:07.270]   stunt
[00:03:07.270 --> 00:03:07.490]  men
[00:03:07.490 --> 00:03:08.560]  . [SPEAKER_TURN]
[00:03:08.560 --> 00:03:10.480]   M
[00:03:10.480 --> 00:03:12.360]  m
[00:03:12.360 --> 00:03:14.300]  -
[00:03:14.300 --> 00:03:16.240]  h
[00:03:16.240 --> 00:03:19.920]  mm
[00:03:19.920 --> 00:03:25.600]  .
[00:03:25.600 --> 00:03:25.600]  
[00:03:25.600 --> 00:03:25.670]   M
[00:03:25.670 --> 00:03:25.740]  m
[00:03:25.740 --> 00:03:25.810]  -
[00:03:25.810 --> 00:03:25.880]  h
[00:03:25.880 --> 00:03:26.030]  mm
[00:03:26.030 --> 00:03:26.300]  .
[00:03:26.300 --> 00:03:27.020]   No
[00:03:27.020 --> 00:03:27.740]   ho
[00:03:27.740 --> 00:03:28.820]   how
[00:03:28.820 --> 00:03:29.900]   old
[00:03:29.900 --> 00:03:30.980]   are
[00:03:30.980 --> 00:03:32.060]   you
[00:03:32.060 --> 00:03:33.160]   now
[00:03:33.160 --> 00:03:34.220]   Dan
[00:03:34.220 --> 00:03:38.180]  ? [SPEAKER_TURN]
[00:03:38.180 --> 00:03:38.640]   Thirty
[00:03:38.640 --> 00:03:38.970]   eight
[00:03:38.970 --> 00:03:39.030]  .
[00:03:39.030 --> 00:03:39.280]   So
[00:03:39.280 --> 00:03:39.620]   we
[00:03:39.620 --> 00:03:39.670]   met
[00:03:39.670 --> 00:03:39.950]   when
[00:03:39.950 --> 00:03:40.020]   I
[00:03:40.020 --> 00:03:40.230]   was
[00:03:40.230 --> 00:03:40.300]   I
[00:03:40.300 --> 00:03:40.540]   was
[00:03:40.540 --> 00:03:40.720]   how
[00:03:40.720 --> 00:03:40.930]   old
[00:03:40.930 --> 00:03:41.140]   was
[00:03:41.140 --> 00:03:41.210]   I
[00:03:41.210 --> 00:03:41.420]  ?
[00:03:41.420 --> 00:03:41.490]   I
[00:03:41.490 --> 00:03:41.700]   was
[00:03:41.700 --> 00:03:42.130]   twenty
[00:03:42.130 --> 00:03:42.200]   f
[00:03:42.200 --> 00:03:42.510]   four
[00:03:42.510 --> 00:03:43.180]   twenty
[00:03:43.180 --> 00:03:43.190]   five
[00:03:43.190 --> 00:03:43.470]   when
[00:03:43.470 --> 00:03:43.620]   we
[00:03:43.620 --> 00:03:43.900]   met
[00:03:43.900 --> 00:03:44.740]  . [SPEAKER_TURN]
[00:03:45.300 --> 00:03:45.390]  
[00:03:45.390 --> 00:03:45.600]   Yeah
[00:03:45.600 --> 00:03:45.820]   and
[00:03:45.820 --> 00:03:45.900]   I
[00:03:45.900 --> 00:03:46.130]   was
[00:03:46.130 --> 00:03:46.510]   about
[00:03:46.510 --> 00:03:46.960]   twenty
[00:03:46.960 --> 00:03:47.330]   seven
[00:03:47.330 --> 00:03:47.710]   so
[00:03:47.710 --> 00:03:47.790]   that
[00:03:47.790 --> 00:03:48.090]   yeah
[00:03:48.090 --> 00:03:48.470]   and
[00:03:48.470 --> 00:03:48.770]   so
[00:03:48.770 --> 00:03:48.870]   when
[00:03:48.870 --> 00:03:48.920]   wh
[00:03:48.920 --> 00:03:49.300]   while
[00:03:49.300 --> 00:03:49.450]   we
[00:03:49.450 --> 00:03:49.750]   were
[00:03:49.750 --> 00:03:50.200]   living
[00:03:50.200 --> 00:03:50.570]   there
[00:03:50.570 --> 00:03:50.810]   one
[00:03:50.810 --> 00:03:50.960]   of
[00:03:50.960 --> 00:03:51.190]   the
[00:03:51.190 --> 00:03:51.640]   things
[00:03:51.640 --> 00:03:51.940]   that
[00:03:51.940 --> 00:03:52.090]   we
[00:03:52.090 --> 00:03:52.310]   did
[00:03:52.310 --> 00:03:52.730]   um
[00:03:52.730 --> 00:03:52.770]   that
[00:03:52.770 --> 00:03:52.840]   I
[00:03:52.840 --> 00:03:53.210]   think
[00:03:53.210 --> 00:03:53.760]   plays
[00:03:53.760 --> 00:03:54.100]   into
[00:03:54.100 --> 00:03:54.200]   this
[00:03:54.200 --> 00:03:54.430]   the
[00:03:54.430 --> 00:03:54.810]   story
[00:03:54.810 --> 00:03:55.110]   that
[00:03:55.110 --> 00:03:55.260]   we
[00:03:55.260 --> 00:03:55.480]  're
[00:03:55.480 --> 00:03:55.860]   gonna
[00:03:55.860 --> 00:03:56.040]   go
[00:03:56.040 --> 00:03:56.310]   into
[00:03:56.310 --> 00:03:56.710]   today
[00:03:56.710 --> 00:03:57.070]   about
[00:03:57.070 --> 00:03:57.400]   your
[00:03:57.400 --> 00:03:57.600]   web
[00:03:57.600 --> 00:03:58.050]   series
[00:03:58.050 --> 00:03:58.200]   um
[00:03:58.200 --> 00:03:58.350]   is
[00:03:58.350 --> 00:03:58.650]   that
[00:03:58.650 --> 00:03:58.830]   we
[00:03:58.830 --> 00:03:59.100]   shot
[00:03:59.100 --> 00:03:59.170]   a
[00:03:59.170 --> 00:03:59.550]   two
[00:03:59.550 --> 00:03:59.850]   minute
[00:03:59.850 --> 00:04:00.230]   fight
[00:04:00.230 --> 00:04:00.650]   scene
[00:04:00.650 --> 00:04:00.990]   using
[00:04:00.990 --> 00:04:01.060]   a
[00:04:01.060 --> 00:04:01.360]   high
[00:04:01.360 --> 00:04:01.740]   eight
[00:04:01.740 --> 00:04:02.120]   video
[00:04:02.120 --> 00:04:02.570]   camera
[00:04:02.570 --> 00:04:02.860]  .
[00:04:02.860 --> 00:04:02.860]   A
[00:04:02.860 --> 00:04:03.520]   high
[00:04:03.520 --> 00:04:03.540]   eight
[00:04:03.540 --> 00:04:03.750]   for
[00:04:03.750 --> 00:04:04.200]   people
[00:04:04.200 --> 00:04:04.680]   who
[00:04:04.680 --> 00:04:04.750]   don
[00:04:04.750 --> 00:04:04.830]  't
[00:04:04.830 --> 00:04:05.140]   know
[00:04:05.140 --> 00:04:05.280]   is
[00:04:05.280 --> 00:04:05.680]   like
[00:04:05.680 --> 00:04:05.730]   so
[00:04:05.730 --> 00:04:05.960]   you
[00:04:05.960 --> 00:04:06.190]   had
[00:04:06.190 --> 00:04:06.600]   those
[00:04:06.600 --> 00:04:06.800]   old
[00:04:06.800 --> 00:04:06.870]   V
[00:04:06.870 --> 00:04:06.940]  _
[00:04:06.940 --> 00:04:07.010]  H
[00:04:07.010 --> 00:04:07.130]  _
[00:04:07.130 --> 00:04:07.150]  A
[00:04:07.150 --> 00:04:07.220]  _
[00:04:07.220 --> 00:04:07.290]   V
[00:04:07.290 --> 00:04:07.360]  _
[00:04:07.360 --> 00:04:07.430]  H
[00:04:07.430 --> 00:04:07.500]  _
[00:04:07.500 --> 00:04:07.570]  S
[00:04:07.570 --> 00:04:07.640]  _
[00:04:07.640 --> 00:04:08.280]   cameras
[00:04:08.280 --> 00:04:08.490]   that
[00:04:08.490 --> 00:04:08.700]   had
[00:04:08.700 --> 00:04:09.070]   like
[00:04:09.070 --> 00:04:09.230]   two
[00:04:09.230 --> 00:04:09.760]   hundred
[00:04:09.760 --> 00:04:09.990]   and
[00:04:09.990 --> 00:04:10.390]   forty
[00:04:10.390 --> 00:04:10.750]   lines
[00:04:10.750 --> 00:04:10.920]   of
[00:04:10.920 --> 00:04:11.660]   resolution
[00:04:11.660 --> 00:04:11.810]   or
[00:04:11.810 --> 00:04:12.490]   something
[00:04:12.490 --> 00:04:12.790]   like
[00:04:12.790 --> 00:04:13.090]   that
[00:04:13.090 --> 00:04:13.320]   and
[00:04:13.320 --> 00:04:13.620]   then
[00:04:13.620 --> 00:04:13.940]   you
[00:04:13.940 --> 00:04:15.200]   had [SPEAKER_TURN]
[00:04:15.360 --> 00:04:15.470]   like
[00:04:15.470 --> 00:04:15.480]   a
[00:04:15.480 --> 00:04:15.820]   better
[00:04:15.820 --> 00:04:16.220]   version
[00:04:16.220 --> 00:04:16.360]   was
[00:04:16.360 --> 00:04:16.780]   three
[00:04:16.780 --> 00:04:17.020]   twenty
[00:04:17.020 --> 00:04:17.190]   and
[00:04:17.190 --> 00:04:17.420]   then
[00:04:17.420 --> 00:04:17.710]   there
[00:04:17.710 --> 00:04:17.880]   was
[00:04:17.880 --> 00:04:18.110]   like
[00:04:18.110 --> 00:04:18.520]   eight
[00:04:18.520 --> 00:04:18.630]   mill
[00:04:18.630 --> 00:04:18.860]  imet
[00:04:18.860 --> 00:04:18.970]  re
[00:04:18.970 --> 00:04:19.140]   was
[00:04:19.140 --> 00:04:19.370]   like
[00:04:19.370 --> 00:04:19.860]   three
[00:04:19.860 --> 00:04:20.000]   eighty
[00:04:20.000 --> 00:04:20.110]   or
[00:04:20.110 --> 00:04:20.630]   something
[00:04:20.630 --> 00:04:20.800]   and
[00:04:20.800 --> 00:04:20.910]   I
[00:04:20.910 --> 00:04:21.020]   was
[00:04:21.020 --> 00:04:21.250]   like
[00:04:21.250 --> 00:04:21.500]   four
[00:04:21.500 --> 00:04:21.650]   hun
[00:04:21.650 --> 00:04:21.880]   four
[00:04:21.880 --> 00:04:22.010]   tw
[00:04:22.010 --> 00:04:22.030]  i
[00:04:22.030 --> 00:04:22.560]   something
[00:04:22.560 --> 00:04:22.820]   like
[00:04:22.820 --> 00:04:23.020]   that
[00:04:23.020 --> 00:04:23.190]  .
[00:04:23.190 --> 00:04:23.240]   I
[00:04:23.240 --> 00:04:23.490]   mean
[00:04:23.490 --> 00:04:23.580]   it
[00:04:23.580 --> 00:04:23.690]  's
[00:04:23.690 --> 00:04:24.380]   ridiculously
[00:04:24.380 --> 00:04:24.550]   low
[00:04:24.550 --> 00:04:24.660]   it
[00:04:24.660 --> 00:04:24.770]  's
[00:04:24.770 --> 00:04:24.880]  ,
[00:04:24.880 --> 00:04:25.100]   just
[00:04:25.100 --> 00:04:25.310]   crap
[00:04:25.310 --> 00:04:25.510]  .
[00:04:25.510 --> 00:04:26.400]   And [SPEAKER_TURN]
[00:04:26.400 --> 00:04:26.760]   But
[00:04:26.760 --> 00:04:26.780]   yes
[00:04:26.780 --> 00:04:27.050]   that
[00:04:27.050 --> 00:04:27.120]  's
[00:04:27.120 --> 00:04:27.430]   right
[00:04:27.430 --> 00:04:27.610]   but
[00:04:27.610 --> 00:04:27.740]   it
[00:04:27.740 --> 00:04:28.100]   looked
[00:04:28.100 --> 00:04:28.460]   good
[00:04:28.460 --> 00:04:28.580]   back
[00:04:28.580 --> 00:04:28.820]   then
[00:04:28.820 --> 00:04:29.200]   for
[00:04:29.200 --> 00:04:29.250]   what
[00:04:29.250 --> 00:04:29.550]   video
[00:04:29.550 --> 00:04:29.730]   was
[00:04:29.730 --> 00:04:30.500]  . [SPEAKER_TURN]
[00:04:30.500 --> 00:04:30.680]   So
[00:04:30.680 --> 00:04:30.850]   you
[00:04:30.850 --> 00:04:31.290]   basically
[00:04:31.290 --> 00:04:31.740]   invented
[00:04:31.740 --> 00:04:32.130]   YouTube
[00:04:32.130 --> 00:04:32.780]  . [SPEAKER_TURN]
[00:04:33.400 --> 00:04:33.430]  
[00:04:33.430 --> 00:04:33.660]   Well
[00:04:33.660 --> 00:04:33.800]   we
[00:04:33.800 --> 00:04:33.930]   we
[00:04:33.930 --> 00:04:34.050]   we
[00:04:34.050 --> 00:04:34.310]   were
[00:04:34.310 --> 00:04:34.840]   shooting
[00:04:34.840 --> 00:04:34.970]   we
[00:04:34.970 --> 00:04:35.230]   were
[00:04:35.230 --> 00:04:35.760]   shooting
[00:04:35.760 --> 00:04:36.120]   that
[00:04:36.120 --> 00:04:36.390]   video
[00:04:36.390 --> 00:04:36.810]   because
[00:04:36.810 --> 00:04:37.000]   one
[00:04:37.000 --> 00:04:37.240]   of
[00:04:37.240 --> 00:04:37.260]   uh
[00:04:37.260 --> 00:04:37.450]   one
[00:04:37.450 --> 00:04:37.580]   of
[00:04:37.580 --> 00:04:37.770]   the
[00:04:37.770 --> 00:04:38.100]   roomm
[00:04:38.100 --> 00:04:38.360]  ates
[00:04:38.360 --> 00:04:38.490]   of
[00:04:38.490 --> 00:04:38.760]   ours
[00:04:38.760 --> 00:04:38.940]   was
[00:04:38.940 --> 00:04:39.070]   up
[00:04:39.070 --> 00:04:39.260]   for
[00:04:39.260 --> 00:04:39.320]   a
[00:04:39.320 --> 00:04:40.110]   coordinating
[00:04:40.110 --> 00:04:40.300]   job
[00:04:40.300 --> 00:04:40.440]   on
[00:04:40.440 --> 00:04:40.660]   the
[00:04:40.660 --> 00:04:41.010]   Mortal
[00:04:41.010 --> 00:04:41.100]   K
[00:04:41.100 --> 00:04:41.400]  ombat
[00:04:41.400 --> 00:04:42.150]   television
[00:04:42.150 --> 00:04:42.480]   series
[00:04:42.480 --> 00:04:42.640]   and
[00:04:42.640 --> 00:04:42.770]   so
[00:04:42.770 --> 00:04:43.030]   when
[00:04:43.030 --> 00:04:43.260]   you
[00:04:43.260 --> 00:04:43.410]  're
[00:04:43.410 --> 00:04:43.540]   up
[00:04:43.540 --> 00:04:43.740]   for
[00:04:43.740 --> 00:04:43.790]   a
[00:04:43.790 --> 00:04:44.510]   coordinator
[00:04:44.510 --> 00:04:44.700]   you
[00:04:44.700 --> 00:04:44.900]   you
[00:04:44.900 --> 00:04:45.350]   usually
[00:04:45.350 --> 00:04:45.740]   will
[00:04:45.740 --> 00:04:46.050]   submit
[00:04:46.050 --> 00:04:46.330]   tapes
[00:04:46.330 --> 00:04:46.790]   showing
[00:04:46.790 --> 00:04:47.010]   how
[00:04:47.010 --> 00:04:47.240]   well
[00:04:47.240 --> 00:04:47.430]   you
[00:04:47.430 --> 00:04:47.620]   can
[00:04:47.620 --> 00:04:48.020]   create
[00:04:48.020 --> 00:04:48.340]   chore
[00:04:48.340 --> 00:04:48.800]  ography
[00:04:48.800 --> 00:04:48.990]   and
[00:04:48.990 --> 00:04:49.150]   do
[00:04:49.150 --> 00:04:49.310]   the
[00:04:49.310 --> 00:04:49.700]   stunts
[00:04:49.700 --> 00:04:49.830]   in
[00:04:49.830 --> 00:04:49.960]   it
[00:04:49.960 --> 00:04:50.150]   and
[00:04:50.150 --> 00:04:50.280]   we
[00:04:50.280 --> 00:04:50.890]   actually
[00:04:50.890 --> 00:04:51.140]   ended
[00:04:51.140 --> 00:04:51.290]   up
[00:04:51.290 --> 00:04:51.730]   putting
[00:04:51.730 --> 00:04:51.970]   it
[00:04:51.970 --> 00:04:52.390]   together
[00:04:52.390 --> 00:04:52.660]   for
[00:04:52.660 --> 00:04:52.770]   him
[00:04:52.770 --> 00:04:55.140]  . [SPEAKER_TURN]
[00:04:55.140 --> 00:04:55.320]   He
[00:04:55.320 --> 00:04:56.150]   submitted
[00:04:56.150 --> 00:04:56.340]   it
[00:04:56.340 --> 00:04:57.300]   um [SPEAKER_TURN]
[00:04:57.300 --> 00:04:57.510]   Did
[00:04:57.510 --> 00:04:57.580]   he
[00:04:57.580 --> 00:04:57.710]   get
[00:04:57.710 --> 00:04:57.770]   the
[00:04:57.770 --> 00:04:57.900]   job
[00:04:57.900 --> 00:04:58.420]  ? [SPEAKER_TURN]
[00:04:58.420 --> 00:04:58.680]   We
[00:04:58.680 --> 00:04:58.790]   did
[00:04:58.790 --> 00:04:59.010]   his
[00:04:59.010 --> 00:04:59.610]   homework
[00:04:59.610 --> 00:04:59.830]   for
[00:04:59.830 --> 00:04:59.980]   it
[00:04:59.980 --> 00:05:00.130]   we
[00:05:00.130 --> 00:05:00.280]  ,
[00:05:00.280 --> 00:05:00.580]   didn
[00:05:00.580 --> 00:05:00.880]  't
[00:05:00.880 --> 00:05:01.100]   we
[00:05:01.100 --> 00:05:01.740]  . [SPEAKER_TURN]
[00:05:02.060 --> 00:05:02.060]  
[00:05:02.060 --> 00:05:02.360]   Um
[00:05:02.360 --> 00:05:02.470]   they
[00:05:02.470 --> 00:05:02.560]   went
[00:05:02.560 --> 00:05:02.760]   with
[00:05:02.760 --> 00:05:02.890]   the
[00:05:02.890 --> 00:05:03.310]   they
[00:05:03.310 --> 00:05:03.420]   went
[00:05:03.420 --> 00:05:03.510]   with
[00:05:03.510 --> 00:05:03.870]   another
[00:05:03.870 --> 00:05:04.440]   coordinator
[00:05:04.440 --> 00:05:04.640]   who
[00:05:04.640 --> 00:05:04.740]   who
[00:05:04.740 --> 00:05:04.890]   had
[00:05:04.890 --> 00:05:04.940]   a
[00:05:04.940 --> 00:05:05.250]   little
[00:05:05.250 --> 00:05:05.400]   bit
[00:05:05.400 --> 00:05:05.760]   more
[00:05:05.760 --> 00:05:05.860]   shows
[00:05:05.860 --> 00:05:06.120]   under
[00:05:06.120 --> 00:05:06.270]   his
[00:05:06.270 --> 00:05:06.470]   belt
[00:05:06.470 --> 00:05:06.620]  .
[00:05:06.620 --> 00:05:06.720]   So
[00:05:06.720 --> 00:05:06.920]   that
[00:05:06.920 --> 00:05:07.180]   would
[00:05:07.180 --> 00:05:07.420]   that
[00:05:07.420 --> 00:05:07.580]   that
[00:05:07.580 --> 00:05:07.680]  's
[00:05:07.680 --> 00:05:07.830]   the
[00:05:07.830 --> 00:05:08.150]   issue
[00:05:08.150 --> 00:05:08.190]   it
[00:05:08.190 --> 00:05:08.390]   came
[00:05:08.390 --> 00:05:08.610]   down
[00:05:08.610 --> 00:05:08.690]   to
[00:05:08.690 --> 00:05:08.890]   even
[00:05:08.890 --> 00:05:09.200]   though
[00:05:09.200 --> 00:05:09.410]   they
[00:05:09.410 --> 00:05:09.660]   liked
[00:05:09.660 --> 00:05:09.810]   the
[00:05:09.810 --> 00:05:10.070]   chore
[00:05:10.070 --> 00:05:10.430]  ography
[00:05:10.430 --> 00:05:10.610]   and
[00:05:10.610 --> 00:05:10.740]   the
[00:05:10.740 --> 00:05:10.990]   stuff
[00:05:10.990 --> 00:05:11.160]   we
[00:05:11.160 --> 00:05:11.300]   sent
[00:05:11.300 --> 00:05:11.390]   in
[00:05:11.390 --> 00:05:11.540]  .
[00:05:11.540 --> 00:05:12.360]   So [SPEAKER_TURN]
[00:05:12.360 --> 00:05:12.570]   Yeah
[00:05:12.570 --> 00:05:12.990]   and
[00:05:12.990 --> 00:05:12.990]   so
[00:05:12.990 --> 00:05:13.060]   I
[00:05:13.060 --> 00:05:13.620]   remember
[00:05:13.620 --> 00:05:14.080]   how
[00:05:14.080 --> 00:05:14.110]   this
[00:05:14.110 --> 00:05:14.600]   started
[00:05:14.600 --> 00:05:14.810]  .
[00:05:14.810 --> 00:05:15.020]   You
[00:05:15.020 --> 00:05:15.230]   you
[00:05:15.230 --> 00:05:15.580]   could
[00:05:15.580 --> 00:05:15.870]   tell
[00:05:15.870 --> 00:05:16.000]   me
[00:05:16.000 --> 00:05:16.280]   your
[00:05:16.280 --> 00:05:16.770]   version
[00:05:16.770 --> 00:05:17.070]   but
[00:05:17.070 --> 00:05:17.070]   so
[00:05:17.070 --> 00:05:17.750]   Billy
[00:05:17.750 --> 00:05:17.800]   comes
[00:05:17.800 --> 00:05:18.040]   back
[00:05:18.040 --> 00:05:18.220]   one
[00:05:18.220 --> 00:05:18.420]   day
[00:05:18.420 --> 00:05:18.580]   and
[00:05:18.580 --> 00:05:18.820]   says
[00:05:18.820 --> 00:05:18.940]   he
[00:05:18.940 --> 00:05:19.060]  's
[00:05:19.060 --> 00:05:19.180]   up
[00:05:19.180 --> 00:05:19.360]   for
[00:05:19.360 --> 00:05:19.660]   the
[00:05:19.660 --> 00:05:19.670]   he
[00:05:19.670 --> 00:05:19.780]  's
[00:05:19.780 --> 00:05:19.900]   up
[00:05:19.900 --> 00:05:20.080]   for
[00:05:20.080 --> 00:05:20.340]   the
[00:05:20.340 --> 00:05:20.500]   this
[00:05:20.500 --> 00:05:20.870]   Mortal
[00:05:20.870 --> 00:05:20.930]   K
[00:05:20.930 --> 00:05:21.300]  ombat
[00:05:21.300 --> 00:05:21.360]   T
[00:05:21.360 --> 00:05:21.360]  _
[00:05:21.360 --> 00:05:21.420]  V
[00:05:21.420 --> 00:05:21.480]  _
[00:05:21.480 --> 00:05:21.850]   series
[00:05:21.850 --> 00:05:22.030]  .
[00:05:22.030 --> 00:05:22.090]   I
[00:05:22.090 --> 00:05:22.330]   can
[00:05:22.330 --> 00:05:22.390]  't
[00:05:22.390 --> 00:05:22.570]   who
[00:05:22.570 --> 00:05:22.750]   was
[00:05:22.750 --> 00:05:22.930]   the
[00:05:22.930 --> 00:05:23.420]   producer
[00:05:23.420 --> 00:05:23.620]   who
[00:05:23.620 --> 00:05:23.780]   was
[00:05:23.780 --> 00:05:24.250]   running
[00:05:24.250 --> 00:05:24.450]   that
[00:05:24.450 --> 00:05:24.570]   do
[00:05:24.570 --> 00:05:24.750]   you
[00:05:24.750 --> 00:05:25.240]   remember
[00:05:25.240 --> 00:05:26.180]  ? [SPEAKER_TURN]
[00:05:27.200 --> 00:05:27.200]  
[00:05:27.200 --> 00:05:27.320]   Oh
[00:05:27.320 --> 00:05:27.380]   I
[00:05:27.380 --> 00:05:27.690]   think
[00:05:27.690 --> 00:05:27.810]   it
[00:05:27.810 --> 00:05:28.000]   was
[00:05:28.000 --> 00:05:28.050]   I
[00:05:28.050 --> 00:05:28.360]   think
[00:05:28.360 --> 00:05:28.480]   it
[00:05:28.480 --> 00:05:28.840]   was
[00:05:28.840 --> 00:05:28.840]   the
[00:05:28.840 --> 00:05:29.200]   same
[00:05:29.200 --> 00:05:29.220]   it
[00:05:29.220 --> 00:05:29.380]   was
[00:05:29.380 --> 00:05:29.930]   threshold
[00:05:29.930 --> 00:05:30.730]   entertainment
[00:05:30.730 --> 00:05:30.790]   I
[00:05:30.790 --> 00:05:31.110]   think
[00:05:31.110 --> 00:05:31.340]   that
[00:05:31.340 --> 00:05:31.520]   did
[00:05:31.520 --> 00:05:31.730]   the
[00:05:31.730 --> 00:05:31.820]   um
[00:05:31.820 --> 00:05:32.060]   they
[00:05:32.060 --> 00:05:32.240]   did
[00:05:32.240 --> 00:05:32.690]   the
[00:05:32.690 --> 00:05:32.730]   movie
[00:05:32.730 --> 00:05:32.850]   it
[00:05:32.850 --> 00:05:33.030]   and
[00:05:33.030 --> 00:05:33.270]   then
[00:05:33.270 --> 00:05:33.450]   the
[00:05:33.450 --> 00:05:33.760]   movie
[00:05:33.760 --> 00:05:33.940]   was
[00:05:33.940 --> 00:05:34.350]   really
[00:05:34.350 --> 00:05:34.790]   popular
[00:05:34.790 --> 00:05:34.860]   so
[00:05:34.860 --> 00:05:35.100]   they
[00:05:35.100 --> 00:05:35.530]   created
[00:05:35.530 --> 00:05:35.710]   the
[00:05:35.710 --> 00:05:36.330]   television
[00:05:36.330 --> 00:05:36.700]   series
[00:05:36.700 --> 00:05:36.820]   to
[00:05:36.820 --> 00:05:36.990]   go
[00:05:36.990 --> 00:05:37.180]   with
[00:05:37.180 --> 00:05:37.300]   it
[00:05:37.300 --> 00:05:37.520]  .
[00:05:37.520 --> 00:05:37.790]   Larry
[00:05:37.790 --> 00:05:38.200]   Larry
[00:05:38.200 --> 00:05:38.280]   Kaz
[00:05:38.280 --> 00:05:38.400]  an
[00:05:38.400 --> 00:05:38.580]  off
[00:05:38.580 --> 00:05:38.640]   I
[00:05:38.640 --> 00:05:39.070]   believe
[00:05:39.070 --> 00:05:39.250]   was
[00:05:39.250 --> 00:05:39.430]   the
[00:05:39.430 --> 00:05:39.920]   producer
[00:05:39.920 --> 00:05:40.860]  . [SPEAKER_TURN]
[00:05:40.860 --> 00:05:44.490]   Yeah
[00:05:44.490 --> 00:05:47.220]  .
[00:05:47.220 --> 00:05:49.070]   Yeah
[00:05:49.070 --> 00:05:54.180]  . [SPEAKER_TURN]
[00:05:55.380 --> 00:05:55.410]  
[00:05:55.410 --> 00:05:55.430]   I
[00:05:55.430 --> 00:05:55.680]   think
[00:05:55.680 --> 00:05:56.080]   Mitchell
[00:05:56.080 --> 00:05:56.180]   it
[00:05:56.180 --> 00:05:56.330]   was
[00:05:56.330 --> 00:05:56.730]   Mitchell
[00:05:56.730 --> 00:05:56.890]  's
[00:05:56.890 --> 00:05:57.030]   idea
[00:05:57.030 --> 00:05:57.120]   he
[00:05:57.120 --> 00:05:57.210]  's
[00:05:57.210 --> 00:05:57.410]   like
[00:05:57.410 --> 00:05:57.560]   let
[00:05:57.560 --> 00:05:57.680]  's
[00:05:57.680 --> 00:05:57.750]   go
[00:05:57.750 --> 00:05:57.900]   up
[00:05:57.900 --> 00:05:57.950]   to
[00:05:57.950 --> 00:05:58.100]   Vas
[00:05:58.100 --> 00:05:58.290]  quez
[00:05:58.290 --> 00:05:58.490]   rock
[00:05:58.490 --> 00:05:58.590]   or
[00:05:58.590 --> 00:05:59.040]   something
[00:05:59.040 --> 00:05:59.250]   what
[00:05:59.250 --> 00:05:59.330]  's
[00:05:59.330 --> 00:05:59.630]   called
[00:05:59.630 --> 00:05:59.770]  ?
[00:05:59.770 --> 00:06:00.340]   Or [SPEAKER_TURN]
[00:06:00.340 --> 00:06:00.590]   Br
[00:06:00.590 --> 00:06:00.670]  onson
[00:06:00.670 --> 00:06:00.760]   Br
[00:06:00.760 --> 00:06:01.070]  onson
[00:06:01.070 --> 00:06:01.190]   cave
[00:06:01.190 --> 00:06:01.430]   where
[00:06:01.430 --> 00:06:01.660]   they
