
[00:00:00.640 --> 00:00:01.010]   (
[00:03:08.820 --> 00:03:09.050]   put
[00:03:09.050 --> 00:03:09.200]  ,
[00:03:09.200 --> 00:03:09.430]   you
[00:03:09.430 --> 00:03:09.730]   guys
[00:03:09.730 --> 00:03:10.210]   in
[00:03:10.210 --> 00:03:10.260]   touch
[00:03:10.260 --> 00:03:11.580]  . [SPEAKER_TURN]
[00:03:11.580 --> 00:03:12.030]   Alright
[00:03:12.030 --> 00:03:12.090]   '
[00:03:12.090 --> 00:03:12.420]  cause
[00:03:12.420 --> 00:03:12.670]   they
[00:03:12.670 --> 00:03:12.730]   n
[00:03:12.730 --> 00:03:12.990]   they
[00:03:12.990 --> 00:03:13.250]   they
[00:03:13.250 --> 00:03:13.960]   essentially
[00:03:13.960 --> 00:03:14.220]   need
[00:03:14.220 --> 00:03:14.500]   somebody
[00:03:14.500 --> 00:03:15.190]   to
[00:03:15.190 --> 00:03:15.200]   build
[00:03:15.200 --> 00:03:15.380]   the
[00:03:15.380 --> 00:03:15.850]   product
[00:03:15.850 --> 00:03:16.020]   for
[00:03:16.020 --> 00:03:16.200]   the
[00:03:16.200 --> 00:03:16.430]   use
[00:03:16.430 --> 00:03:16.530]   of
[00:03:16.530 --> 00:03:17.370]   technical
[00:03:17.370 --> 00:03:17.370]   work
[00:03:17.370 --> 00:03:17.550]  .
[00:03:17.550 --> 00:03:17.820]   Okay
[00:03:17.820 --> 00:03:18.140]  . [SPEAKER_TURN]
[00:03:18.860 --> 00:03:18.910]  
[00:03:18.910 --> 00:03:18.980]   To
[00:03:18.980 --> 00:03:19.360]   build
[00:03:19.360 --> 00:03:19.360]   a
[00:03:19.360 --> 00:03:19.810]   product
[00:03:19.810 --> 00:03:20.000]   but
[00:03:20.000 --> 00:03:20.140]   I
[00:03:20.140 --> 00:03:20.310]   mean
[00:03:20.310 --> 00:03:20.370]   I
[00:03:20.370 --> 00:03:20.690]   think
[00:03:20.690 --> 00:03:20.750]   w
[00:03:20.750 --> 00:03:20.940]   we
[00:03:20.940 --> 00:03:20.990]  'd
[00:03:20.990 --> 00:03:21.410]   both
[00:03:21.410 --> 00:03:21.560]   agree
[00:03:21.560 --> 00:03:21.810]   that
[00:03:21.810 --> 00:03:22.000]   the
[00:03:22.000 --> 00:03:22.250]   idea
[00:03:22.250 --> 00:03:22.440]   has
[00:03:22.440 --> 00:03:22.690]   legs
[00:03:22.690 --> 00:03:22.870]   and
[00:03:22.870 --> 00:03:23.120]   in
[00:03:23.120 --> 00:03:23.370]   in
[00:03:23.370 --> 00:03:23.430]   many
[00:03:23.430 --> 00:03:23.620]   ways
[00:03:23.620 --> 00:03:23.860]   it
[00:03:23.860 --> 00:03:23.870]  's
[00:03:23.870 --> 00:03:24.110]   been
[00:03:24.110 --> 00:03:24.710]   validated
[00:03:24.710 --> 00:03:24.810]   by
[00:03:24.810 --> 00:03:24.930]   at
[00:03:24.930 --> 00:03:25.240]   least
[00:03:25.240 --> 00:03:25.370]   by
[00:03:25.370 --> 00:03:25.690]   other
[00:03:25.690 --> 00:03:26.330]   businesses
[00:03:26.330 --> 00:03:27.260]  . [SPEAKER_TURN]
[00:03:27.860 --> 00:03:27.930]  
[00:03:27.930 --> 00:03:28.170]   Yeah
[00:03:28.170 --> 00:03:28.190]   I
[00:03:28.190 --> 00:03:28.560]   think
[00:03:28.560 --> 00:03:28.880]   there
[00:03:28.880 --> 00:03:28.980]  's
[00:03:28.980 --> 00:03:29.040]   a
[00:03:29.040 --> 00:03:29.780]   possibility
[00:03:29.780 --> 00:03:30.130]   there
[00:03:30.130 --> 00:03:30.310]   and
[00:03:30.310 --> 00:03:30.370]   I
[00:03:30.370 --> 00:03:30.700]   think
[00:03:30.700 --> 00:03:30.830]   uh
[00:03:30.830 --> 00:03:30.890]   I
[00:03:30.890 --> 00:03:31.160]   mean
[00:03:31.160 --> 00:03:31.220]   I
[00:03:31.220 --> 00:03:31.490]   like
[00:03:31.490 --> 00:03:31.620]   Gi
[00:03:31.620 --> 00:03:31.750]  ac
[00:03:31.750 --> 00:03:31.950]  omo
[00:03:31.950 --> 00:03:32.210]   a
[00:03:32.210 --> 00:03:32.210]   lot
[00:03:32.210 --> 00:03:32.470]   I
[00:03:32.470 --> 00:03:32.520]  .
[00:03:32.520 --> 00:03:32.720]   don
[00:03:32.720 --> 00:03:32.800]  't
[00:03:32.800 --> 00:03:33.070]   know
[00:03:33.070 --> 00:03:33.280]   his
[00:03:33.280 --> 00:03:33.810]   business
[00:03:33.810 --> 00:03:34.290]   partner
[00:03:34.290 --> 00:03:34.610]   Feder
[00:03:34.610 --> 00:03:34.810]  ico
[00:03:34.810 --> 00:03:34.870]   I
[00:03:34.870 --> 00:03:35.070]  .
[00:03:35.070 --> 00:03:35.130]   I
[00:03:35.130 --> 00:03:35.330]  've
[00:03:35.330 --> 00:03:35.660]   never
[00:03:35.660 --> 00:03:35.690]   met
[00:03:35.690 --> 00:03:36.230]   him
[00:03:36.230 --> 00:03:36.260]   but
[00:03:36.260 --> 00:03:36.390]   um
[00:03:36.390 --> 00:03:36.520]   uh
[00:03:36.520 --> 00:03:36.720]   you
[00:03:36.720 --> 00:03:36.970]   know
[00:03:36.970 --> 00:03:37.120]   Gi
[00:03:37.120 --> 00:03:37.270]  ac
[00:03:37.270 --> 00:03:37.570]  omo
[00:03:37.570 --> 00:03:37.580]   is
[00:03:37.580 --> 00:03:37.640]   a
[00:03:37.640 --> 00:03:37.910]   very
[00:03:37.910 --> 00:03:38.040]   uh
[00:03:38.040 --> 00:03:38.170]   he
[00:03:38.170 --> 00:03:38.300]  's
[00:03:38.300 --> 00:03:38.360]   a
[00:03:38.360 --> 00:03:38.630]   high
[00:03:38.630 --> 00:03:39.100]   quality
[00:03:39.100 --> 00:03:39.300]   guy
[00:03:39.300 --> 00:03:39.570]   very
[00:03:39.570 --> 00:03:39.660]  ,
[00:03:39.660 --> 00:03:40.230]   smart
[00:03:40.230 --> 00:03:40.360]   guy
[00:03:40.360 --> 00:03:40.370]   uh
[00:03:40.370 --> 00:03:40.640]   nice
[00:03:40.640 --> 00:03:40.830]   guy
[00:03:40.830 --> 00:03:41.030]   and
[00:03:41.030 --> 00:03:41.160]   uh
[00:03:41.160 --> 00:03:41.530]   you
[00:03:41.530 --> 00:03:41.630]   know
[00:03:41.630 --> 00:03:41.900]   hard
[00:03:41.900 --> 00:03:41.960]  -
[00:03:41.960 --> 00:03:42.430]  working
[00:03:42.430 --> 00:03:42.700]   that
[00:03:42.700 --> 00:03:42.970]   kind
[00:03:42.970 --> 00:03:43.100]   of
[00:03:43.100 --> 00:03:43.440]   thing
[00:03:43.440 --> 00:03:43.560]   so
[00:03:43.560 --> 00:03:43.690]   um
[00:03:43.690 --> 00:03:43.960]   yeah
[00:03:43.960 --> 00:03:44.090]   if
[00:03:44.090 --> 00:03:44.420]   there
[00:03:44.420 --> 00:03:44.550]  's
[00:03:44.550 --> 00:03:44.820]   yeah
[00:03:44.820 --> 00:03:44.950]   if
[00:03:44.950 --> 00:03:45.280]   there
[00:03:45.280 --> 00:03:45.410]  's
[00:03:45.410 --> 00:03:45.950]   somebody
[00:03:45.950 --> 00:03:46.150]   out
[00:03:46.150 --> 00:03:46.290]   there
[00:03:46.290 --> 00:03:46.810]   who
[00:03:46.810 --> 00:03:46.920]   uh
[00:03:46.920 --> 00:03:46.940]   is
[00:03:46.940 --> 00:03:47.400]   looking
[00:03:47.400 --> 00:03:47.540]   to
[00:03:47.540 --> 00:03:47.670]   uh
[00:03:47.670 --> 00:03:47.780]   I
[00:03:47.780 --> 00:03:47.930]   don
[00:03:47.930 --> 00:03:48.060]  't
[00:03:48.060 --> 00:03:48.330]   know
[00:03:48.330 --> 00:03:48.460]   be
[00:03:48.460 --> 00:03:48.590]  ,
[00:03:48.590 --> 00:03:48.650]   a
[00:03:48.650 --> 00:03:49.220]   technical
[00:03:49.220 --> 00:03:49.430]   co
[00:03:49.430 --> 00:03:49.440]  -
[00:03:49.440 --> 00:03:49.910]  founder
[00:03:49.910 --> 00:03:50.040]   or
[00:03:50.040 --> 00:03:50.640]   something
[00:03:50.640 --> 00:03:50.840]   and
[00:03:50.840 --> 00:03:50.980]   uh
[00:03:50.980 --> 00:03:51.030]   I
[00:03:51.030 --> 00:03:51.230]   don
[00:03:51.230 --> 00:03:51.360]  't
[00:03:51.360 --> 00:03:51.420]   I
[00:03:51.420 --> 00:03:51.690]   mean
[00:03:51.690 --> 00:03:51.750]   I
[00:03:51.750 --> 00:03:52.080]   guess
[00:03:52.080 --> 00:03:52.230]   it
[00:03:52.230 --> 00:03:52.540]   doesn
[00:03:52.540 --> 00:03:52.670]  't
[00:03:52.670 --> 00:03:52.810]   matter
[00:03:52.810 --> 00:03:53.470]   if
[00:03:53.470 --> 00:03:53.530]   they
[00:03:53.530 --> 00:03:53.670]  're
[00:03:53.670 --> 00:03:54.070]   remote
[00:03:54.070 --> 00:03:54.670]   obviously
[00:03:54.670 --> 00:03:54.800]  ,
[00:03:54.800 --> 00:03:55.000]   but
[00:03:55.000 --> 00:03:56.360]   uh [SPEAKER_TURN]
[00:03:56.360 --> 00:03:56.550]   M
[00:03:56.550 --> 00:03:56.680]  m
[00:03:56.680 --> 00:03:56.840]  -
[00:03:56.840 --> 00:03:57.290]  h
[00:03:57.290 --> 00:03:57.360]  mm
[00:03:57.360 --> 00:03:57.840]  .
[00:03:57.840 --> 00:03:57.840]  
[00:03:57.840 --> 00:03:58.010]   yeah
[00:03:58.010 --> 00:03:58.090]  ,
[00:03:58.090 --> 00:03:58.260]   yeah
[00:03:58.260 --> 00:03:58.780]  . [SPEAKER_TURN]
[00:03:58.780 --> 00:03:58.860]   M
[00:03:58.860 --> 00:03:58.940]  m
[00:03:58.940 --> 00:03:59.020]  -
[00:03:59.020 --> 00:03:59.100]  h
[00:03:59.100 --> 00:03:59.270]  mm
[00:03:59.270 --> 00:03:59.580]  . [SPEAKER_TURN]
[00:03:59.580 --> 00:03:59.760]   It
[00:03:59.760 --> 00:03:59.940]  's
[00:03:59.940 --> 00:04:00.120]   on
[00:04:00.120 --> 00:04:00.390]   the
[00:04:00.390 --> 00:04:00.560]   on
[00:04:00.560 --> 00:04:00.740]   it
[00:04:00.740 --> 00:04:00.890]  's
[00:04:00.890 --> 00:04:01.380]   the
[00:04:01.380 --> 00:04:01.850]   instant
[00:04:01.850 --> 00:04:02.100]   the
[00:04:02.100 --> 00:04:02.280]   on
[00:04:02.280 --> 00:04:02.820]   demand
[00:04:02.820 --> 00:04:02.910]   s
[00:04:02.910 --> 00:04:03.430]   cycle
[00:04:03.430 --> 00:04:03.740]   over
[00:04:03.740 --> 00:04:03.990]  .
[00:04:03.990 --> 00:04:04.170]   It
[00:04:04.170 --> 00:04:04.340]  's
[00:04:04.340 --> 00:04:05.290]   everybody
[00:04:05.290 --> 00:04:05.760]   like
[00:04:05.760 --> 00:04:06.490]   everybody
[00:04:06.490 --> 00:04:06.530]  's
[00:04:06.530 --> 00:04:06.710]   trying
[00:04:06.710 --> 00:04:07.430]   to
[00:04:07.430 --> 00:04:07.490]   do
[00:04:07.490 --> 00:04:07.880]   these
[00:04:07.880 --> 00:04:08.240]   days
[00:04:08.240 --> 00:04:09.340]  . [SPEAKER_TURN]
[00:04:09.340 --> 00:04:09.510]   So
[00:04:09.510 --> 00:04:09.640]   if
[00:04:09.640 --> 00:04:09.950]   you
[00:04:09.950 --> 00:04:10.180]   you
[00:04:10.180 --> 00:04:10.400]   know
[00:04:10.400 --> 00:04:10.550]   if
[00:04:10.550 --> 00:04:10.780]   you
[00:04:10.780 --> 00:04:10.930]  'd
[00:04:10.930 --> 00:04:11.230]   like
[00:04:11.230 --> 00:04:11.380]   if
[00:04:11.380 --> 00:04:11.610]   you
[00:04:11.610 --> 00:04:11.990]   fancy
[00:04:11.990 --> 00:04:12.600]   yourself
[00:04:12.600 --> 00:04:12.670]   a
[00:04:12.670 --> 00:04:13.360]   technical
[00:04:13.360 --> 00:04:13.510]   co
[00:04:13.510 --> 00:04:13.580]  -
[00:04:13.580 --> 00:04:14.330]  founder
[00:04:14.330 --> 00:04:14.870]   interested
[00:04:14.870 --> 00:04:15.070]   in
[00:04:15.070 --> 00:04:15.850]   working
[00:04:15.850 --> 00:04:15.920]   with
[00:04:15.920 --> 00:04:15.920]   a
[00:04:15.920 --> 00:04:16.380]   couple
[00:04:16.380 --> 00:04:16.530]   of
[00:04:16.530 --> 00:04:16.910]   sharp
[00:04:16.910 --> 00:04:17.210]   guys
[00:04:17.210 --> 00:04:17.650]   to
[00:04:17.650 --> 00:04:17.740]   build
[00:04:17.740 --> 00:04:18.040]   out
[00:04:18.040 --> 00:04:18.040]   a
[00:04:18.040 --> 00:04:18.270]   new
[00:04:18.270 --> 00:04:19.100]   project
[00:04:19.100 --> 00:04:19.210]   then
[00:04:19.210 --> 00:04:19.480]   send
[00:04:19.480 --> 00:04:19.550]   us
[00:04:19.550 --> 00:04:19.700]   an
[00:04:19.700 --> 00:04:20.080]   email
[00:04:20.080 --> 00:04:20.230]   to
[00:04:20.230 --> 00:04:20.410]   uh
[00:04:20.410 --> 00:04:20.980]   podcast
[00:04:20.980 --> 00:04:20.990]  @
[00:04:20.990 --> 00:04:21.280]  tech
[00:04:21.280 --> 00:04:21.840]  sing
[00:04:21.840 --> 00:04:21.880]  live
[00:04:21.880 --> 00:04:22.100]  .
[00:04:22.100 --> 00:04:22.430]  com
[00:04:22.430 --> 00:04:22.550]   and
[00:04:22.550 --> 00:04:22.700]   we
[00:04:22.700 --> 00:04:22.970]  'll
[00:04:22.970 --> 00:04:23.160]   put
[00:04:23.160 --> 00:04:23.390]   you
[00:04:23.390 --> 00:04:23.530]   in
[00:04:23.530 --> 00:04:23.910]   touch
[00:04:23.910 --> 00:04:24.210]   with
[00:04:24.210 --> 00:04:24.730]   them
[00:04:24.730 --> 00:04:25.620]  . [SPEAKER_TURN]
[00:04:25.620 --> 00:04:25.940]   Cool
[00:04:25.940 --> 00:04:26.820]  . [SPEAKER_TURN]
[00:04:26.820 --> 00:04:27.360]   Yeah
[00:04:27.360 --> 00:04:27.520]  .
[00:04:27.720 --> 00:04:27.620]   So
[00:04:27.620 --> 00:04:27.840]   uh
[00:04:27.840 --> 00:04:27.930]   what
[00:04:27.930 --> 00:04:28.140]   else
[00:04:28.140 --> 00:04:28.240]   is
[00:04:28.240 --> 00:04:28.510]   going
[00:04:28.510 --> 00:04:28.630]   on
[00:04:28.630 --> 00:04:29.260]  ? [SPEAKER_TURN]
[00:04:30.320 --> 00:04:30.380]  
[00:04:30.380 --> 00:04:30.500]   Um
[00:04:30.500 --> 00:04:30.860]   well
[00:04:30.860 --> 00:04:31.040]   uh
[00:04:31.040 --> 00:04:31.130]   did
[00:04:31.130 --> 00:04:31.720]   you
[00:04:31.720 --> 00:04:31.760]   do
[00:04:31.760 --> 00:04:32.020]   is
[00:04:32.020 --> 00:04:32.390]   going
[00:04:32.390 --> 00:04:32.930]   well
[00:04:32.930 --> 00:04:32.960]   um
[00:04:32.960 --> 00:04:33.200]   the
[00:04:33.200 --> 00:04:33.650]   whole
[00:04:33.650 --> 00:04:34.920]   infrastructure
[00:04:34.920 --> 00:04:35.090]   is
[00:04:35.090 --> 00:04:35.890]   going
[00:04:35.890 --> 00:04:36.000]   going
[00:04:36.000 --> 00:04:36.360]   very
[00:04:36.360 --> 00:04:36.900]   nicely
[00:04:36.900 --> 00:04:37.260]  .
[00:04:37.260 --> 00:04:37.300]   I
[00:04:37.300 --> 00:04:37.530]   don
[00:04:37.530 --> 00:04:37.710]  't
[00:04:37.710 --> 00:04:38.430]   have
[00:04:38.430 --> 00:04:38.510]   huge
[00:04:38.510 --> 00:04:38.970]   amount
[00:04:38.970 --> 00:04:39.160]   of
[00:04:39.160 --> 00:04:39.660]   uh
[00:04:39.660 --> 00:04:39.690]   news
[00:04:39.690 --> 00:04:39.870]   to
[00:04:39.870 --> 00:04:40.230]   talk
[00:04:40.230 --> 00:04:40.680]   about
[00:04:40.680 --> 00:04:41.130]   there
[00:04:41.130 --> 00:04:41.310]   um
[00:04:41.310 --> 00:04:41.520]   on
[00:04:41.520 --> 00:04:41.580]   a
[00:04:41.580 --> 00:04:42.560]   personal
[00:04:42.560 --> 00:04:42.880]   level
[00:04:42.880 --> 00:04:42.930]   um
[00:04:42.930 --> 00:04:43.110]   so
[00:04:43.110 --> 00:04:43.470]   yeah
[00:04:43.470 --> 00:04:43.600]   I
[00:04:43.600 --> 00:04:44.010]   guess
[00:04:44.010 --> 00:04:44.280]   the
[00:04:44.280 --> 00:04:44.510]   walking
[00:04:44.510 --> 00:04:45.480]   desk
[00:04:45.480 --> 00:04:45.900]   might
[00:04:45.900 --> 00:04:45.990]   be
[00:04:45.990 --> 00:04:46.710]   something
[00:04:46.710 --> 00:04:47.030]   you
[00:04:47.030 --> 00:04:47.430]   worry
[00:04:47.430 --> 00:04:47.610]   wa
[00:04:47.610 --> 00:04:47.970]   yeah
[00:04:47.970 --> 00:04:48.240]  .
[00:04:48.240 --> 00:04:48.550]   It
[00:04:48.550 --> 00:04:48.600]  's
[00:04:48.600 --> 00:04:48.820]   no
[00:04:48.820 --> 00:04:48.870]   I
[00:04:48.870 --> 00:04:49.140]   did
[00:04:49.140 --> 00:04:49.410]   not
[00:04:49.410 --> 00:04:49.680]  .
[00:04:49.680 --> 00:04:49.860]   It
[00:04:49.860 --> 00:04:50.040]  's
[00:04:50.040 --> 00:04:50.220]   it
[00:04:50.220 --> 00:04:52.780]  's [SPEAKER_TURN]
[00:04:54.940 --> 00:04:54.940]  
[00:04:54.940 --> 00:04:55.080]   it
[00:04:55.080 --> 00:04:55.220]  's
[00:04:55.220 --> 00:04:55.730]   amazing
[00:04:55.730 --> 00:04:56.040]   that
[00:04:56.040 --> 00:04:56.050]   like
[00:04:56.050 --> 00:04:56.690]   I
[00:04:56.690 --> 00:04:56.740]   guess
[00:04:56.740 --> 00:04:56.960]   the
[00:04:56.960 --> 00:04:57.260]   the
[00:04:57.260 --> 00:04:57.830]   Christmas
[00:04:57.830 --> 00:04:58.120]   rush
[00:04:58.120 --> 00:04:58.440]   like
[00:04:58.440 --> 00:04:58.990]   everyone
[00:04:58.990 --> 00:04:59.420]   wanted
[00:04:59.420 --> 00:04:59.490]   a
[00:04:59.490 --> 00:04:59.610]   a
[00:04:59.610 --> 00:04:59.640]   a
[00:04:59.640 --> 00:05:00.140]   walking
[00:05:00.140 --> 00:05:00.430]   desk
[00:05:00.430 --> 00:05:01.320]  . [SPEAKER_TURN]
[00:05:01.320 --> 00:05:01.530]   That
[00:05:01.530 --> 00:05:01.800]   was
[00:05:01.800 --> 00:05:01.850]   the
[00:05:01.850 --> 00:05:01.950]   uh
[00:05:01.950 --> 00:05:02.160]   this
[00:05:02.160 --> 00:05:02.640]   Christmas
[00:05:02.640 --> 00:05:02.860]   you
[00:05:02.860 --> 00:05:02.960]   you
[00:05:02.960 --> 00:05:03.120]   you
[00:05:03.120 --> 00:05:03.330]   have
[00:05:03.330 --> 00:05:03.380]   a
[00:05:03.380 --> 00:05:03.760]   cabbage
[00:05:03.760 --> 00:05:04.080]   patch
[00:05:04.080 --> 00:05:04.190]   kit
[00:05:04.190 --> 00:05:04.290]   or
[00:05:04.290 --> 00:05:04.390]   wh
[00:05:04.390 --> 00:05:04.440]  a
[00:05:04.440 --> 00:05:04.540]   wh
[00:05:04.540 --> 00:05:04.770]   who
[00:05:04.770 --> 00:05:04.860]   was
[00:05:04.860 --> 00:05:05.020]   the
[00:05:05.020 --> 00:05:05.180]   one
[00:05:05.180 --> 00:05:05.230]   a
[00:05:05.230 --> 00:05:05.550]   few
[00:05:05.550 --> 00:05:05.660]   years
[00:05:05.660 --> 00:05:05.820]   ago
[00:05:05.820 --> 00:05:06.030]   that
[00:05:06.030 --> 00:05:06.460]   everyone
[00:05:06.460 --> 00:05:06.560]   uh
[00:05:06.560 --> 00:05:06.720]   not
[00:05:06.720 --> 00:05:06.930]   with
[00:05:06.930 --> 00:05:06.980]   a
[00:05:06.980 --> 00:05:07.360]   cabbage
[00:05:07.360 --> 00:05:07.630]   patch
[00:05:07.630 --> 00:05:07.730]   uh
[00:05:07.730 --> 00:05:07.780]   I
[00:05:07.780 --> 00:05:07.970]   don
[00:05:07.970 --> 00:05:08.040]  't
[00:05:08.040 --> 00:05:08.270]   know
[00:05:08.270 --> 00:05:08.680]   whatever
[00:05:08.680 --> 00:05:08.780]  ,
[00:05:08.780 --> 00:05:08.940]   but
[00:05:08.940 --> 00:05:09.040]   it
[00:05:09.040 --> 00:05:09.200]   was
[00:05:09.200 --> 00:05:09.360]   the
[00:05:09.360 --> 00:05:09.500]   big
[00:05:09.500 --> 00:05:09.830]   item
[00:05:09.830 --> 00:05:09.870]   of
[00:05:09.870 --> 00:05:09.990]   the
[00:05:09.990 --> 00:05:10.240]   year
[00:05:10.240 --> 00:05:10.410]   they
[00:05:10.410 --> 00:05:10.620]   they
[00:05:10.620 --> 00:05:10.780]  're
[00:05:10.780 --> 00:05:11.160]   walking
[00:05:11.160 --> 00:05:11.260]   or
[00:05:11.260 --> 00:05:11.520]   at
[00:05:11.520 --> 00:05:11.630]   least
[00:05:11.630 --> 00:05:11.850]   they
[00:05:11.850 --> 00:05:12.050]   they
[00:05:12.050 --> 00:05:12.260]   they
[00:05:12.260 --> 00:05:12.470]   didn
[00:05:12.470 --> 00:05:12.570]  't
[00:05:12.570 --> 00:05:12.780]   have
[00:05:12.780 --> 00:05:12.940]   the
[00:05:12.940 --> 00:05:13.420]   inventory
[00:05:13.420 --> 00:05:14.400]  . [SPEAKER_TURN]
[00:05:18.800 --> 00:05:18.800]  
[00:05:18.800 --> 00:05:19.050]   desk
[00:05:19.050 --> 00:05:19.080]   I
[00:05:19.080 --> 00:05:19.430]   wanted
[00:05:19.430 --> 00:05:19.540]   to
[00:05:19.540 --> 00:05:19.710]   get
[00:05:19.710 --> 00:05:19.880]   one
[00:05:19.880 --> 00:05:20.110]   that
[00:05:20.110 --> 00:05:20.450]   was
[00:05:20.450 --> 00:05:20.450]   you
[00:05:20.450 --> 00:05:20.890]   could
[00:05:20.890 --> 00:05:20.970]   just
[00:05:20.970 --> 00:05:21.260]   click
[00:05:21.260 --> 00:05:21.310]   a
[00:05:21.310 --> 00:05:21.660]   button
[00:05:21.660 --> 00:05:21.770]   it
[00:05:21.770 --> 00:05:22.110]   would
[00:05:22.110 --> 00:05:22.170]   go
[00:05:22.170 --> 00:05:22.280]   up
[00:05:22.280 --> 00:05:22.680]   and
[00:05:22.680 --> 00:05:22.850]   down
[00:05:22.850 --> 00:05:22.940]  .
[00:05:22.940 --> 00:05:22.960]   So
[00:05:22.960 --> 00:05:23.010]   I
[00:05:23.010 --> 00:05:23.300]   found
[00:05:23.300 --> 00:05:23.410]   uh
[00:05:23.410 --> 00:05:24.030]   through
[00:05:24.030 --> 00:05:24.230]   reviews
[00:05:24.230 --> 00:05:24.280]   w
[00:05:24.280 --> 00:05:24.450]   was
[00:05:24.450 --> 00:05:24.600]   one
[00:05:24.600 --> 00:05:24.850]   that
[00:05:24.850 --> 00:05:25.200]   looked
[00:05:25.200 --> 00:05:25.430]   good
[00:05:25.430 --> 00:05:25.630]   and
[00:05:25.630 --> 00:05:25.710]   uh
[00:05:25.710 --> 00:05:25.760]   I
[00:05:25.760 --> 00:05:26.280]   guess
[00:05:26.280 --> 00:05:26.340]   they
[00:05:26.340 --> 00:05:26.520]   just
[00:05:26.520 --> 00:05:26.680]   had
[00:05:26.680 --> 00:05:26.730]   a
[00:05:26.730 --> 00:05:26.920]   lot
[00:05:26.920 --> 00:05:27.030]   of
[00:05:27.030 --> 00:05:27.120]   uh
[00:05:27.120 --> 00:05:27.600]   demand
[00:05:27.600 --> 00:05:27.650]   for
[00:05:27.650 --> 00:05:27.870]   that
[00:05:27.870 --> 00:05:28.100]   over
[00:05:28.100 --> 00:05:28.640]   Christmas
[00:05:28.640 --> 00:05:29.110]  .
[00:05:29.110 --> 00:05:29.800]   So
[00:05:29.800 --> 00:05:29.820]   anyway
[00:05:29.820 --> 00:05:30.000]   it
[00:05:30.000 --> 00:05:30.180]  's
[00:05:30.180 --> 00:05:30.720]   coming
[00:05:30.720 --> 00:05:31.110]   this
[00:05:31.110 --> 00:05:31.620]   Friday
[00:05:31.620 --> 00:05:32.660]  . [SPEAKER_TURN]
[00:05:32.660 --> 00:05:32.920]   Well
[00:05:32.920 --> 00:05:33.100]   you
[00:05:33.100 --> 00:05:33.360]   said
[00:05:33.360 --> 00:05:33.640]   that
[00:05:33.640 --> 00:05:33.900]   to
[00:05:33.900 --> 00:05:34.000]   me
[00:05:34.000 --> 00:05:34.230]   about
[00:05:34.230 --> 00:05:34.290]   a
[00:05:34.290 --> 00:05:34.620]   month
[00:05:34.620 --> 00:05:34.820]   ago
[00:05:34.820 --> 00:05:34.880]   I
[00:05:34.880 --> 00:05:35.090]  .
[00:05:35.090 --> 00:05:35.610]   remember
[00:05:35.610 --> 00:05:35.740]   at
[00:05:35.740 --> 00:05:36.070]   lunch
[00:05:36.070 --> 00:05:36.200]   do
[00:05:36.200 --> 00:05:36.430]   you
[00:05:36.430 --> 00:05:36.660]   ring
[00:05:36.660 --> 00:05:36.860]   you
[00:05:36.860 --> 00:05:36.990]   re
[00:05:36.990 --> 00:05:37.050]   I
[00:05:37.050 --> 00:05:37.250]   had
[00:05:37.250 --> 00:05:37.380]   to
[00:05:37.380 --> 00:05:37.590]   get
[00:05:37.590 --> 00:05:37.780]   you
[00:05:37.780 --> 00:05:38.040]   home
[00:05:38.040 --> 00:05:38.370]   early
[00:05:38.370 --> 00:05:38.420]   '
[00:05:38.420 --> 00:05:38.960]  cause
[00:05:38.960 --> 00:05:39.020]   you
[00:05:39.020 --> 00:05:39.160]   and
[00:05:39.160 --> 00:05:39.360]   you
[00:05:39.360 --> 00:05:39.890]   actually
[00:05:39.890 --> 00:05:40.290]   called
[00:05:40.290 --> 00:05:40.690]   George
[00:05:40.690 --> 00:05:40.890]   you
[00:05:40.890 --> 00:05:41.350]  're
[00:05:41.350 --> 00:05:41.350]   like
[00:05:41.350 --> 00:05:41.560]   I
[00:05:41.560 --> 00:05:41.740]   think
[00:05:41.740 --> 00:05:41.800]   I
[00:05:41.800 --> 00:05:42.000]   saw
[00:05:42.000 --> 00:05:42.200]   the
[00:05:42.200 --> 00:05:42.530]   truck
[00:05:42.530 --> 00:05:42.720]   it
[00:05:42.720 --> 00:05:42.790]  's
[00:05:42.790 --> 00:05:43.120]   gonna
[00:05:43.120 --> 00:05:43.580]   deliver
[00:05:43.580 --> 00:05:43.710]   it
[00:05:43.710 --> 00:05:44.660]  . [SPEAKER_TURN]
[00:05:44.660 --> 00:05:44.850]   Okay
[00:05:44.850 --> 00:05:45.040]   that
[00:05:45.040 --> 00:05:45.180]   was
[00:05:45.180 --> 00:05:45.320]   for
[00:05:45.320 --> 00:05:45.460]   the
[00:05:45.460 --> 00:05:45.590]   wh
[00:05:45.590 --> 00:05:45.600]  a
[00:05:45.600 --> 00:05:45.780]   that
[00:05:45.780 --> 00:05:45.920]   was
[00:05:45.920 --> 00:05:46.060]   for
[00:05:46.060 --> 00:05:46.230]   the
[00:05:46.230 --> 00:05:46.380]   the
[00:05:46.380 --> 00:05:46.780]   treadmill
