
[00:00:00.480 --> 00:00:00.590]   Wow
[00:02:35.000 --> 00:02:35.170]   too
[00:02:35.170 --> 00:02:35.280]   uh
[00:02:35.280 --> 00:02:35.450]   you
[00:02:35.450 --> 00:02:35.620]   get
[00:02:35.620 --> 00:02:35.730]   on
[00:02:35.730 --> 00:02:35.900]   the
[00:02:35.900 --> 00:02:36.420]   emotional
[00:02:36.420 --> 00:02:37.160]   roller
[00:02:37.160 --> 00:02:37.200]   coaster
[00:02:37.200 --> 00:02:38.580]  . [SPEAKER_TURN]
[00:02:38.580 --> 00:02:38.580]  
[00:02:38.580 --> 00:02:38.740]   But
[00:02:38.740 --> 00:02:38.920]   you
[00:02:38.920 --> 00:02:39.110]   have
[00:02:39.110 --> 00:02:39.260]   to
[00:02:39.260 --> 00:02:39.420]   kind
[00:02:39.420 --> 00:02:39.520]   of
[00:02:39.520 --> 00:02:39.840]   remind
[00:02:39.840 --> 00:02:40.100]   yourself
[00:02:40.100 --> 00:02:40.480]   that
[00:02:40.480 --> 00:02:40.570]   you
[00:02:40.570 --> 00:02:40.960]  're
[00:02:40.960 --> 00:02:41.060]   there
[00:02:41.060 --> 00:02:41.160]  's
[00:02:41.160 --> 00:02:41.210]   a
[00:02:41.210 --> 00:02:41.370]   lot
[00:02:41.370 --> 00:02:41.470]   of
[00:02:41.470 --> 00:02:41.730]   noise
[00:02:41.730 --> 00:02:42.400]  . [SPEAKER_TURN]
[00:02:42.400 --> 00:02:42.660]   Yeah
[00:02:42.660 --> 00:02:42.910]   like
[00:02:42.910 --> 00:02:43.340]   some
[00:02:43.340 --> 00:02:43.440]   days
[00:02:43.440 --> 00:02:43.500]   I
[00:02:43.500 --> 00:02:43.560]   I
[00:02:43.560 --> 00:02:43.860]   just
[00:02:43.860 --> 00:02:44.020]   can
[00:02:44.020 --> 00:02:44.150]  't
[00:02:44.150 --> 00:02:44.210]   I
[00:02:44.210 --> 00:02:44.420]   don
[00:02:44.420 --> 00:02:44.540]  't
[00:02:44.540 --> 00:02:45.210]   understand
[00:02:45.210 --> 00:02:45.300]   I
[00:02:45.300 --> 00:02:45.600]   think
[00:02:45.600 --> 00:02:45.680]   I
[00:02:45.680 --> 00:02:45.920]   like
[00:02:45.920 --> 00:02:46.000]   I
[00:02:46.000 --> 00:02:46.040]   '
[00:02:46.040 --> 00:02:46.370]  cause
[00:02:46.370 --> 00:02:46.430]   I
[00:02:46.430 --> 00:02:47.020]   track
[00:02:47.020 --> 00:02:47.030]   what
[00:02:47.030 --> 00:02:47.100]   I
[00:02:47.100 --> 00:02:47.320]   eat
[00:02:47.320 --> 00:02:47.480]   and
[00:02:47.480 --> 00:02:47.590]   I
[00:02:47.590 --> 00:02:47.670]  'm
[00:02:47.670 --> 00:02:47.990]   like
[00:02:47.990 --> 00:02:47.990]   I
[00:02:47.990 --> 00:02:48.250]   didn
[00:02:48.250 --> 00:02:48.380]  't
[00:02:48.380 --> 00:02:49.110]   actually
[00:02:49.110 --> 00:02:49.180]   eat
[00:02:49.180 --> 00:02:49.680]   anything
[00:02:49.680 --> 00:02:49.760]   to
[00:02:49.760 --> 00:02:49.980]   to
[00:02:49.980 --> 00:02:50.200]   gain
[00:02:50.200 --> 00:02:50.440]   this
[00:02:50.440 --> 00:02:50.740]   pound
[00:02:50.740 --> 00:02:50.950]   how
[00:02:50.950 --> 00:02:51.080]  ,
[00:02:51.080 --> 00:02:51.210]   is
[00:02:51.210 --> 00:02:51.470]   that
[00:02:51.470 --> 00:02:51.740]   even
[00:02:51.740 --> 00:02:52.260]   possible
[00:02:52.260 --> 00:02:53.280]  ? [SPEAKER_TURN]
[00:02:53.280 --> 00:02:53.490]   Oh
[00:02:53.490 --> 00:02:53.530]   you
[00:02:53.530 --> 00:02:53.740]   know
[00:02:53.740 --> 00:02:53.790]   I
[00:02:53.790 --> 00:02:54.000]   yeah
[00:02:54.000 --> 00:02:54.130]   it
[00:02:54.130 --> 00:02:54.200]  's
[00:02:54.200 --> 00:02:54.300]   it
[00:02:54.300 --> 00:02:54.670]   happens
[00:02:54.670 --> 00:02:54.820]   to
[00:02:54.820 --> 00:02:54.870]   me
[00:02:54.870 --> 00:02:55.060]   out
[00:02:55.060 --> 00:02:55.280]   there
[00:02:55.280 --> 00:02:55.540]   maybe
[00:02:55.540 --> 00:02:55.850]   within
[00:02:55.850 --> 00:02:55.900]   a
[00:02:55.900 --> 00:02:56.210]   couple
[00:02:56.210 --> 00:02:56.470]   hours
[00:02:56.470 --> 00:02:56.570]   it
[00:02:56.570 --> 00:02:56.670]  's
[00:02:56.670 --> 00:02:56.880]   like
[00:02:56.880 --> 00:02:57.030]   all
[00:02:57.030 --> 00:02:57.130]   of
[00:02:57.130 --> 00:02:57.180]   a
[00:02:57.180 --> 00:02:57.490]   sudden
[00:02:57.490 --> 00:02:57.640]   how
[00:02:57.640 --> 00:02:57.790]   did
[00:02:57.790 --> 00:02:57.840]   I
[00:02:57.840 --> 00:02:58.050]   gain
[00:02:58.050 --> 00:02:58.100]   a
[00:02:58.100 --> 00:02:58.360]   pound
[00:02:58.360 --> 00:02:58.510]   and
[00:02:58.510 --> 00:02:58.560]   a
[00:02:58.560 --> 00:02:58.920]   half
[00:02:58.920 --> 00:02:59.000]  ?
[00:02:59.000 --> 00:02:59.130]   Yeah
[00:02:59.130 --> 00:02:59.940]  . [SPEAKER_TURN]
[00:02:59.940 --> 00:03:00.150]   Well
[00:03:00.150 --> 00:03:00.400]   like
[00:03:00.400 --> 00:03:00.520]   you
[00:03:00.520 --> 00:03:00.680]  're
[00:03:00.680 --> 00:03:00.890]   just
[00:03:00.890 --> 00:03:01.050]   are
[00:03:01.050 --> 00:03:01.210]   you
[00:03:01.210 --> 00:03:01.580]   feeling
[00:03:01.580 --> 00:03:01.990]   healthy
[00:03:01.990 --> 00:03:02.580]  ? [SPEAKER_TURN]
[00:03:02.660 --> 00:03:02.760]  
[00:03:02.760 --> 00:03:02.780]   Oh
[00:03:02.780 --> 00:03:02.840]   y
[00:03:02.840 --> 00:03:02.960]  ay
[00:03:02.960 --> 00:03:03.080]   so
[00:03:03.080 --> 00:03:03.330]   okay
[00:03:03.330 --> 00:03:03.630]   and
[00:03:03.630 --> 00:03:03.630]   oh
[00:03:03.630 --> 00:03:03.810]   and
[00:03:03.810 --> 00:03:04.050]   I
[00:03:04.050 --> 00:03:04.100]  've
[00:03:04.100 --> 00:03:04.300]   lost
[00:03:04.300 --> 00:03:04.480]   two
[00:03:04.480 --> 00:03:04.660]   and
[00:03:04.660 --> 00:03:04.720]   a
[00:03:04.720 --> 00:03:04.970]   half
[00:03:04.970 --> 00:03:05.160]   uh
[00:03:05.160 --> 00:03:05.270]   two
[00:03:05.270 --> 00:03:05.450]   and
[00:03:05.450 --> 00:03:05.510]   a
[00:03:05.510 --> 00:03:05.760]   half
[00:03:05.760 --> 00:03:06.130]   inches
[00:03:06.130 --> 00:03:06.310]   off
[00:03:06.310 --> 00:03:06.430]   my
[00:03:06.430 --> 00:03:06.740]   waist
[00:03:06.740 --> 00:03:06.920]  .
[00:03:06.920 --> 00:03:07.050]   So
[00:03:07.050 --> 00:03:07.100]   I
[00:03:07.100 --> 00:03:07.280]  've
[00:03:07.280 --> 00:03:07.520]   gone
[00:03:07.520 --> 00:03:07.780]   from
[00:03:07.780 --> 00:03:07.840]   a
[00:03:07.840 --> 00:03:08.210]   thirty
[00:03:08.210 --> 00:03:08.520]   seven
[00:03:08.520 --> 00:03:08.630]   to
[00:03:08.630 --> 00:03:09.010]   thirty
[00:03:09.010 --> 00:03:09.260]   four
[00:03:09.260 --> 00:03:09.460]   and
[00:03:09.460 --> 00:03:09.500]   a
[00:03:09.500 --> 00:03:09.870]   half
[00:03:09.870 --> 00:03:09.920]   um
[00:03:09.920 --> 00:03:10.180]   right
[00:03:10.180 --> 00:03:10.370]   around
[00:03:10.370 --> 00:03:10.730]   you
[00:03:10.730 --> 00:03:11.120]   know
[00:03:11.120 --> 00:03:11.230]   like
[00:03:11.230 --> 00:03:11.480]   when
[00:03:11.480 --> 00:03:11.540]   I
[00:03:11.540 --> 00:03:11.720]   say
[00:03:11.720 --> 00:03:11.850]   at
[00:03:11.850 --> 00:03:12.020]   the
[00:03:12.020 --> 00:03:12.200]   gut
[00:03:12.200 --> 00:03:12.510]   right
[00:03:12.510 --> 00:03:12.630]   at
[00:03:12.630 --> 00:03:12.810]   the
[00:03:12.810 --> 00:03:13.120]   belly
[00:03:13.120 --> 00:03:13.560]   button
[00:03:13.560 --> 00:03:14.090]  .
[00:03:14.090 --> 00:03:14.140]   So
[00:03:14.140 --> 00:03:14.280]   that
[00:03:14.280 --> 00:03:14.510]  's
[00:03:14.510 --> 00:03:14.590]   the
[00:03:14.590 --> 00:03:14.650]   two
[00:03:14.650 --> 00:03:14.940]   things
[00:03:14.940 --> 00:03:14.980]   I
[00:03:14.980 --> 00:03:15.320]   measure
[00:03:15.320 --> 00:03:15.560]   which
[00:03:15.560 --> 00:03:15.650]   is
[00:03:15.650 --> 00:03:15.690]   a
[00:03:15.690 --> 00:03:15.980]   really
[00:03:15.980 --> 00:03:16.170]   good
[00:03:16.170 --> 00:03:16.610]   indicator
[00:03:16.610 --> 00:03:16.700]   of
[00:03:16.700 --> 00:03:16.900]   body
[00:03:16.900 --> 00:03:17.030]   fat
[00:03:17.030 --> 00:03:17.700]  . [SPEAKER_TURN]
[00:03:17.700 --> 00:03:18.800]   M
[00:03:18.800 --> 00:03:19.880]  m
[00:03:19.880 --> 00:03:20.960]  -
[00:03:20.960 --> 00:03:22.040]  h
[00:03:22.040 --> 00:03:24.210]  mm
[00:03:24.210 --> 00:03:27.520]  .
[00:03:30.940 --> 00:03:30.980]  
[00:03:30.980 --> 00:03:31.210]   Nice
[00:03:31.210 --> 00:03:32.060]  . [SPEAKER_TURN]
[00:03:32.060 --> 00:03:34.310]   So
[00:03:34.310 --> 00:03:34.660]   yeah
[00:03:34.660 --> 00:03:35.210]   no
[00:03:35.210 --> 00:03:35.220]   you
[00:03:35.220 --> 00:03:35.610]   know
[00:03:35.610 --> 00:03:36.090]   in
[00:03:36.090 --> 00:03:36.330]   addition
[00:03:36.330 --> 00:03:36.540]   to
[00:03:36.540 --> 00:03:36.690]   the
[00:03:36.690 --> 00:03:36.980]   diet
[00:03:36.980 --> 00:03:37.150]   so
[00:03:37.150 --> 00:03:37.350]   you
[00:03:37.350 --> 00:03:37.990]   remember
[00:03:37.990 --> 00:03:38.030]   I
[00:03:38.030 --> 00:03:38.280]   went
[00:03:38.280 --> 00:03:38.430]   to
[00:03:38.430 --> 00:03:38.710]   that
[00:03:38.710 --> 00:03:39.440]   nutrition
[00:03:39.440 --> 00:03:39.600]  ist
[00:03:39.600 --> 00:03:39.730]   or
[00:03:39.730 --> 00:03:39.950]   got
[00:03:39.950 --> 00:03:40.220]   you
[00:03:40.220 --> 00:03:40.460]   know
[00:03:40.460 --> 00:03:40.680]   the
[00:03:40.680 --> 00:03:40.970]   same
[00:03:40.970 --> 00:03:41.190]   one
[00:03:41.190 --> 00:03:41.410]   you
[00:03:41.410 --> 00:03:41.710]   went
[00:03:41.710 --> 00:03:41.840]   to
[00:03:41.840 --> 00:03:42.200]   right
[00:03:42.200 --> 00:03:42.340]   um
[00:03:42.340 --> 00:03:42.730]   Sarah
[00:03:42.730 --> 00:03:42.990]   Lynn
[00:03:42.990 --> 00:03:43.210]   and
[00:03:43.210 --> 00:03:43.430]   she
[00:03:43.430 --> 00:03:43.570]  's
[00:03:43.570 --> 00:03:43.640]   a
[00:03:43.640 --> 00:03:43.930]   what
[00:03:43.930 --> 00:03:44.290]   quote
[00:03:44.290 --> 00:03:44.510]   bio
[00:03:44.510 --> 00:03:44.730]   bio
[00:03:44.730 --> 00:03:44.800]  -
[00:03:44.800 --> 00:03:45.240]  engine
[00:03:45.240 --> 00:03:45.380]  er
[00:03:45.380 --> 00:03:45.620]   is
[00:03:45.620 --> 00:03:45.910]   that
[00:03:45.910 --> 00:03:45.950]  's
[00:03:45.950 --> 00:03:46.170]   her
[00:03:46.170 --> 00:03:46.760]   official
[00:03:46.760 --> 00:03:47.480]   profession
[00:03:47.480 --> 00:03:47.710]   and
[00:03:47.710 --> 00:03:47.920]   the
[00:03:47.920 --> 00:03:48.430]   her
[00:03:48.430 --> 00:03:48.500]   sort
[00:03:48.500 --> 00:03:48.570]   of
[00:03:48.570 --> 00:03:48.860]   diet
[00:03:48.860 --> 00:03:49.370]   outline
[00:03:49.370 --> 00:03:49.590]   was
[00:03:49.590 --> 00:03:50.020]   no
[00:03:50.020 --> 00:03:50.190]   more
[00:03:50.190 --> 00:03:50.310]   than
[00:03:50.310 --> 00:03:50.530]   you
[00:03:50.530 --> 00:03:51.040]   know
[00:03:51.040 --> 00:03:51.110]   was
[00:03:51.110 --> 00:03:51.130]   I
[00:03:51.130 --> 00:03:51.470]   guess
[00:03:51.470 --> 00:03:51.910]   twenty
[00:03:51.910 --> 00:03:52.200]   four
[00:03:52.200 --> 00:03:52.460]   twenty
[00:03:52.460 --> 00:03:53.110]   five
[00:03:53.110 --> 00:03:53.440]   hundred
[00:03:53.440 --> 00:03:54.020]   calories
[00:03:54.020 --> 00:03:54.090]   a
[00:03:54.090 --> 00:03:54.310]   day
[00:03:54.310 --> 00:03:54.750]   around
[00:03:54.750 --> 00:03:55.190]   twenty
[00:03:55.190 --> 00:03:55.480]   four
[00:03:55.480 --> 00:03:55.990]   hundred
[00:03:55.990 --> 00:03:56.570]   calories
[00:03:56.570 --> 00:03:56.640]   a
[00:03:56.640 --> 00:03:56.920]   day
[00:03:56.920 --> 00:03:57.150]   with
[00:03:57.150 --> 00:03:57.370]   two
[00:03:57.370 --> 00:03:57.590]   men
[00:03:57.590 --> 00:03:58.350]   exercising
[00:03:58.350 --> 00:03:58.460]   an
[00:03:58.460 --> 00:03:58.740]   hour
[00:03:58.740 --> 00:03:58.820]   a
[00:03:58.820 --> 00:03:59.040]   day
[00:03:59.040 --> 00:03:59.680]  .
[00:03:59.680 --> 00:03:59.840]  
[00:03:59.840 --> 00:03:59.840]   no
[00:03:59.840 --> 00:04:00.140]   more
[00:04:00.140 --> 00:04:00.470]   than
[00:04:00.470 --> 00:04:00.880]   forty
[00:04:00.880 --> 00:04:01.410]   grams
[00:04:01.410 --> 00:04:01.440]   of
[00:04:01.440 --> 00:04:01.840]   sugar
[00:04:01.840 --> 00:04:02.120]   and
[00:04:02.120 --> 00:04:02.320]   try
[00:04:02.320 --> 00:04:02.560]   and
[00:04:02.560 --> 00:04:02.790]   hit
[00:04:02.790 --> 00:04:02.880]   f
[00:04:02.880 --> 00:04:03.260]   two
[00:04:03.260 --> 00:04:03.680]   hundred
[00:04:03.680 --> 00:04:04.110]   grams
[00:04:04.110 --> 00:04:04.240]   of
[00:04:04.240 --> 00:04:04.800]   protein
[00:04:04.800 --> 00:04:05.110]   okay
[00:04:05.110 --> 00:04:05.400]  ,
[00:04:05.400 --> 00:04:05.520]   And
[00:04:05.520 --> 00:04:05.900]   that
[00:04:05.900 --> 00:04:06.110]   and
[00:04:06.110 --> 00:04:06.320]   the
[00:04:06.320 --> 00:04:06.640]   idea
[00:04:06.640 --> 00:04:06.880]   was
[00:04:06.880 --> 00:04:07.040]   to
[00:04:07.040 --> 00:04:07.280]   hit
[00:04:07.280 --> 00:04:07.760]   ninety
[00:04:07.760 --> 00:04:08.240]   pounds
[00:04:08.240 --> 00:04:08.480]   and
[00:04:08.480 --> 00:04:09.060]   two
[00:04:09.060 --> 00:04:09.200]   months
[00:04:09.200 --> 00:04:09.540]  .
[00:04:09.540 --> 00:04:09.710]   And
[00:04:09.710 --> 00:04:09.840]   it
[00:04:09.840 --> 00:04:10.160]   looks
[00:04:10.160 --> 00:04:10.420]   like
[00:04:10.420 --> 00:04:10.480]   I
[00:04:10.480 --> 00:04:10.610]  'm
[00:04:10.610 --> 00:04:10.670]   I
[00:04:10.670 --> 00:04:10.800]  'm
[00:04:10.800 --> 00:04:11.260]   exactly
[00:04:11.260 --> 00:04:11.850]   precisely
[00:04:11.850 --> 00:04:11.980]   on
[00:04:11.980 --> 00:04:12.370]   target
[00:04:12.370 --> 00:04:12.610]  .
[00:04:12.610 --> 00:04:12.690]   If
[00:04:12.690 --> 00:04:12.750]   I
[00:04:12.750 --> 00:04:12.880]   do
[00:04:12.880 --> 00:04:13.010]   it
[00:04:13.010 --> 00:04:13.160]   on
[00:04:13.160 --> 00:04:13.200]   a
[00:04:13.200 --> 00:04:13.520]   pound
[00:04:13.520 --> 00:04:13.750]   and
[00:04:13.750 --> 00:04:13.770]   a
[00:04:13.770 --> 00:04:14.030]   half
[00:04:14.030 --> 00:04:14.170]   I
[00:04:14.170 --> 00:04:14.400]   will
[00:04:14.400 --> 00:04:14.810]   exactly
[00:04:14.810 --> 00:04:15.000]   hit
[00:04:15.000 --> 00:04:15.130]   um
[00:04:15.130 --> 00:04:15.190]   a
[00:04:15.190 --> 00:04:15.620]   hundred
[00:04:15.620 --> 00:04:15.670]   and
[00:04:15.670 --> 00:04:16.500]   ninety
[00:04:16.500 --> 00:04:16.620]   pounds
[00:04:16.620 --> 00:04:16.760]   on
[00:04:16.760 --> 00:04:16.940]   the
[00:04:16.940 --> 00:04:17.200]   like
[00:04:17.200 --> 00:04:17.720]   whatever
[00:04:17.720 --> 00:04:17.910]   the
[00:04:17.910 --> 00:04:18.040]  ,
[00:04:18.040 --> 00:04:18.430]   twenty
[00:04:18.430 --> 00:04:18.820]   second
[00:04:18.820 --> 00:04:18.950]   of
[00:04:18.950 --> 00:04:19.480]   August
[00:04:19.480 --> 00:04:20.280]  . [SPEAKER_TURN]
[00:04:21.860 --> 00:04:21.860]  
[00:04:21.860 --> 00:04:21.900]   The
[00:04:21.900 --> 00:04:22.280]   i
[00:04:22.280 --> 00:04:22.290]   but
[00:04:22.290 --> 00:04:22.520]   what
[00:04:22.520 --> 00:04:22.640]  's
[00:04:22.640 --> 00:04:23.000]   what
[00:04:23.000 --> 00:04:23.000]  's
[00:04:23.000 --> 00:04:23.600]   really
[00:04:23.600 --> 00:04:24.030]   interesting
[00:04:24.030 --> 00:04:24.390]   though
[00:04:24.390 --> 00:04:24.540]   is
[00:04:24.540 --> 00:04:24.620]   so
[00:04:24.620 --> 00:04:24.690]   I
[00:04:24.690 --> 00:04:24.870]   got
[00:04:24.870 --> 00:04:25.050]   the
[00:04:25.050 --> 00:04:25.350]   sugar
[00:04:25.350 --> 00:04:25.590]   down
[00:04:25.590 --> 00:04:25.710]   to
[00:04:25.710 --> 00:04:26.010]   forty
[00:04:26.010 --> 00:04:26.310]   grams
[00:04:26.310 --> 00:04:26.490]  .
[00:04:26.490 --> 00:04:26.670]   And
[00:04:26.670 --> 00:04:26.850]   you
[00:04:26.850 --> 00:04:27.330]   remember
[00:04:27.330 --> 00:04:27.390]   I
[00:04:27.390 --> 00:04:27.570]   was
[00:04:27.570 --> 00:04:27.990]   telling
[00:04:27.990 --> 00:04:28.170]   you
[00:04:28.170 --> 00:04:28.410]   that
[00:04:28.410 --> 00:04:28.490]   I
[00:04:28.490 --> 00:04:28.710]   took
[00:04:28.710 --> 00:04:28.950]   that
[00:04:28.950 --> 00:04:29.310]   sugar
[00:04:29.310 --> 00:04:29.430]   I
[00:04:29.430 --> 00:04:29.520]  ,
[00:04:29.520 --> 00:04:29.610]   was
[00:04:29.610 --> 00:04:29.670]   e
[00:04:29.670 --> 00:04:29.730]   I
[00:04:29.730 --> 00:04:29.910]   was
[00:04:29.910 --> 00:04:30.450]   consuming
[00:04:30.450 --> 00:04:30.510]   a
[00:04:30.510 --> 00:04:30.690]   lot
[00:04:30.690 --> 00:04:30.810]   of
[00:04:30.810 --> 00:04:31.110]   sugar
[00:04:31.110 --> 00:04:31.290]   you
[00:04:31.290 --> 00:04:31.410]  ,
[00:04:31.410 --> 00:04:31.650]   know
[00:04:31.650 --> 00:04:31.770]  ,
[00:04:31.770 --> 00:04:32.190]   between
[00:04:32.190 --> 00:04:32.370]   the
[00:04:32.370 --> 00:04:32.470]   o
[00:04:32.470 --> 00:04:32.650]  res
[00:04:32.650 --> 00:04:32.920]   juice
[00:04:32.920 --> 00:04:33.090]   and
[00:04:33.090 --> 00:04:33.260]   the
[00:04:33.260 --> 00:04:33.510]   milk
[00:04:33.510 --> 00:04:33.690]   for
[00:04:33.690 --> 00:04:34.050]   cereal
[00:04:34.050 --> 00:04:34.230]   and
[00:04:34.230 --> 00:04:34.320]   a
[00:04:34.320 --> 00:04:34.350]   m
[00:04:34.350 --> 00:04:34.530]  och
[00:04:34.530 --> 00:04:34.590]  a
[00:04:34.590 --> 00:04:34.830]   with
[00:04:34.830 --> 00:04:35.490]   two
[00:04:35.490 --> 00:04:35.550]   chocolate
[00:04:35.550 --> 00:04:35.970]   packets
[00:04:35.970 --> 00:04:36.180]   and
[00:04:36.180 --> 00:04:36.450]   maybe
[00:04:36.450 --> 00:04:36.510]   a
[00:04:36.510 --> 00:04:36.750]   half
[00:04:36.750 --> 00:04:37.110]   refill
[00:04:37.110 --> 00:04:37.290]   and
[00:04:37.290 --> 00:04:37.350]   a
[00:04:37.350 --> 00:04:37.530]   big
[00:04:37.530 --> 00:04:37.700]   co
[00:04:37.700 --> 00:04:37.770]  ke
[00:04:37.770 --> 00:04:37.920]   at
[00:04:37.920 --> 00:04:38.190]   lunch
[00:04:38.190 --> 00:04:38.370]   and
[00:04:38.370 --> 00:04:38.610]   then
[00:04:38.610 --> 00:04:38.680]   a
[00:04:38.680 --> 00:04:38.950]   half
[00:04:38.950 --> 00:04:39.270]   refill
[00:04:39.270 --> 00:04:39.440]  ,
[00:04:39.440 --> 00:04:39.570]   you
[00:04:39.570 --> 00:04:39.870]   know
[00:04:39.870 --> 00:04:40.080]   just
[00:04:40.080 --> 00:04:40.960]  , [SPEAKER_TURN]
[00:04:41.200 --> 00:04:41.200]  
[00:04:41.200 --> 00:04:41.540]   Well
[00:04:41.540 --> 00:04:41.880]   so
[00:04:41.880 --> 00:04:41.880]   it
[00:04:41.880 --> 00:04:42.220]   went
[00:04:42.220 --> 00:04:42.560]   down
[00:04:42.560 --> 00:04:42.900]   from
[00:04:42.900 --> 00:04:43.660]   something
[00:04:43.660 --> 00:04:44.010]   like
[00:04:44.010 --> 00:04:44.280]   two
[00:04:44.280 --> 00:04:44.860]   hundred
[00:04:44.860 --> 00:04:45.030]   in
[00:04:45.030 --> 00:04:45.300]   the
[00:04:45.300 --> 00:04:45.450]   mo
[00:04:45.450 --> 00:04:45.630]   in
[00:04:45.630 --> 00:04:45.960]   that
[00:04:45.960 --> 00:04:46.300]   part
[00:04:46.300 --> 00:04:46.600]   of
[00:04:46.600 --> 00:04:46.720]   the
[00:04:46.720 --> 00:04:46.970]   day
[00:04:46.970 --> 00:04:47.320]   down
[00:04:47.320 --> 00:04:47.620]   to
[00:04:47.620 --> 00:04:47.820]   like
[00:04:47.820 --> 00:04:47.940]   thirty
[00:04:47.940 --> 00:04:48.830]   or
[00:04:48.830 --> 00:04:49.050]   twenty
[00:04:49.050 --> 00:04:49.350]   five
[00:04:49.350 --> 00:04:49.540]  .
[00:04:49.540 --> 00:04:49.770]   Um
[00:04:49.770 --> 00:04:50.010]   so
[00:04:50.010 --> 00:04:50.410]   not
[00:04:50.410 --> 00:04:50.620]   maybe
[00:04:50.620 --> 00:04:50.790]   an
[00:04:50.790 --> 00:04:51.220]   eight
[00:04:51.220 --> 00:04:51.300]   X
[00:04:51.300 --> 00:04:51.380]  _
[00:04:51.380 --> 00:04:52.060]   decrease
[00:04:52.060 --> 00:04:52.230]   or
[00:04:52.230 --> 00:04:52.990]   something
[00:04:52.990 --> 00:04:53.760]  .
[00:04:53.760 --> 00:04:54.190]   So
[00:04:54.190 --> 00:04:54.980]   um [SPEAKER_TURN]
[00:04:55.460 --> 00:04:56.210]  
[00:04:56.210 --> 00:04:56.270]   Here
[00:04:56.270 --> 00:04:56.590]  's
[00:04:56.590 --> 00:04:57.690]   one
[00:04:57.690 --> 00:04:58.080]   thing
[00:04:58.080 --> 00:04:58.270]   I
[00:04:58.270 --> 00:04:59.560]   noticed
[00:04:59.560 --> 00:05:00.130]  .
[00:05:00.130 --> 00:05:00.310]   I
[00:05:00.310 --> 00:05:00.490]   I
[00:05:00.490 --> 00:05:01.310]  've
[00:05:01.310 --> 00:05:01.610]   had
[00:05:01.610 --> 00:05:02.550]   heart
[00:05:02.550 --> 00:05:03.930]  burn
[00:05:03.930 --> 00:05:04.050]   acid
[00:05:04.050 --> 00:05:04.610]   ref
[00:05:04.610 --> 00:05:05.170]  lux
[00:05:05.170 --> 00:05:05.780]   for
[00:05:05.780 --> 00:05:06.290]   the
[00:05:06.290 --> 00:05:07.040]   last
[00:05:07.040 --> 00:05:08.260]   eight
[00:05:08.260 --> 00:05:08.350]   or
[00:05:08.350 --> 00:05:09.100]   nine
[00:05:09.100 --> 00:05:10.040]   years
[00:05:10.040 --> 00:05:10.600]  .
[00:05:10.600 --> 00:05:10.780]   I
[00:05:10.780 --> 00:05:11.340]  've
[00:05:11.340 --> 00:05:11.900]   had
[00:05:11.900 --> 00:05:12.270]   to
[00:05:12.270 --> 00:05:13.140]   take
[00:05:13.140 --> 00:05:13.210]   Pr
[00:05:13.210 --> 00:05:13.290]  il
[00:05:13.290 --> 00:05:13.380]  ose
[00:05:13.380 --> 00:05:13.410]  c
[00:05:13.410 --> 00:05:13.590]   every
[00:05:13.590 --> 00:05:13.830]   morning
[00:05:13.830 --> 00:05:13.940]   for
[00:05:13.940 --> 00:05:14.220]   for
[00:05:14.220 --> 00:05:14.360]   otherwise
[00:05:14.360 --> 00:05:14.380]   I
[00:05:14.380 --> 00:05:14.560]   have
[00:05:14.560 --> 00:05:14.740]   really
[00:05:14.740 --> 00:05:14.840]   bad
[00:05:14.840 --> 00:05:15.020]   heart
[00:05:15.020 --> 00:05:15.160]  burn
[00:05:15.160 --> 00:05:15.370]   really
[00:05:15.370 --> 00:05:15.470]   bad
[00:05:15.470 --> 00:05:15.570]   you
[00:05:15.570 --> 00:05:15.640]  ,
[00:05:15.640 --> 00:05:15.800]   know
[00:05:15.800 --> 00:05:15.850]  ,
[00:05:15.850 --> 00:05:15.920]   as
[00:05:15.920 --> 00:05:15.950]   a
[00:05:15.950 --> 00:05:16.130]   heart
[00:05:16.130 --> 00:05:16.270]  burn
[00:05:16.270 --> 00:05:16.370]   and
[00:05:16.370 --> 00:05:16.510]   acid
[00:05:16.510 --> 00:05:16.610]   ref
[00:05:16.610 --> 00:05:16.710]  lux
[00:05:16.710 --> 00:05:16.780]   it
[00:05:16.780 --> 00:05:16.960]   kinda
[00:05:16.960 --> 00:05:17.030]   we
[00:05:17.030 --> 00:05:17.140]  're
[00:05:17.140 --> 00:05:17.310]   inter
[00:05:17.310 --> 00:05:17.500]  related
[00:05:17.500 --> 00:05:17.660]   you
[00:05:17.660 --> 00:05:17.730]  ,
[00:05:17.730 --> 00:05:17.870]   know
[00:05:17.870 --> 00:05:17.920]  ,
[00:05:17.920 --> 00:05:18.000]   to
[00:05:18.000 --> 00:05:18.110]   get
[00:05:18.110 --> 00:05:18.250]   that
[00:05:18.250 --> 00:05:18.790]   burning
