
[00:00:00.000 --> 00:00:00.100]  
[00:00:00.100 --> 00:00:00.350]   The
[00:02:45.310 --> 00:02:45.650]   little
[00:02:45.650 --> 00:02:45.880]   um
[00:02:45.880 --> 00:02:46.090]   uh
[00:02:46.090 --> 00:02:46.110]   sort
[00:02:46.110 --> 00:02:46.220]   of
[00:02:46.220 --> 00:02:46.390]   out
[00:02:46.390 --> 00:02:46.630]   of
[00:02:46.630 --> 00:02:46.670]   the
[00:02:46.670 --> 00:02:46.900]   loop
[00:02:46.900 --> 00:02:47.110]   at
[00:02:47.110 --> 00:02:47.340]   times
[00:02:47.340 --> 00:02:47.530]   just
[00:02:47.530 --> 00:02:47.640]  ,
[00:02:47.640 --> 00:02:47.930]   being
[00:02:47.930 --> 00:02:48.160]   away
[00:02:48.160 --> 00:02:48.650]   from
[00:02:48.650 --> 00:02:48.920]   everybody
[00:02:48.920 --> 00:02:50.020]  . [SPEAKER_TURN]
[00:02:50.020 --> 00:02:50.200]   Right
[00:02:50.200 --> 00:02:50.270]  ,
[00:02:50.270 --> 00:02:50.300]   a
[00:02:50.300 --> 00:02:50.510]   little
[00:02:50.510 --> 00:02:50.630]   bit
[00:02:50.630 --> 00:02:50.780]   like
[00:02:50.780 --> 00:02:50.840]   a
[00:02:50.840 --> 00:02:51.130]   satellite
[00:02:51.130 --> 00:02:51.410]   exactly
[00:02:51.410 --> 00:02:51.820]  . [SPEAKER_TURN]
[00:02:51.820 --> 00:02:52.140]   Right
[00:02:52.140 --> 00:02:52.330]   and
[00:02:52.330 --> 00:02:52.640]   uh
[00:02:52.640 --> 00:02:52.700]   but
[00:02:52.700 --> 00:02:52.830]   you
[00:02:52.830 --> 00:02:52.890]   f
[00:02:52.890 --> 00:02:53.080]   you
[00:02:53.080 --> 00:02:53.140]   d
[00:02:53.140 --> 00:02:53.330]   you
[00:02:53.330 --> 00:02:53.580]   feel
[00:02:53.580 --> 00:02:53.830]   like
[00:02:53.830 --> 00:02:54.280]   being
[00:02:54.280 --> 00:02:54.590]   there
[00:02:54.590 --> 00:02:54.590]   it
[00:02:54.590 --> 00:02:54.790]  's
[00:02:54.790 --> 00:02:54.960]   made
[00:02:54.960 --> 00:02:55.020]   a
[00:02:55.020 --> 00:02:55.750]   difference
[00:02:55.750 --> 00:02:56.480]  ? [SPEAKER_TURN]
[00:02:56.980 --> 00:02:57.030]  
[00:02:57.030 --> 00:02:57.250]   Yeah
[00:02:57.250 --> 00:02:57.950]   definitely
[00:02:57.950 --> 00:02:58.150]  .
[00:02:58.150 --> 00:02:58.380]   It
[00:02:58.380 --> 00:02:58.390]  's
[00:02:58.390 --> 00:02:58.520]   it
[00:02:58.520 --> 00:02:58.650]  's
[00:02:58.650 --> 00:02:59.020]   nice
[00:02:59.020 --> 00:02:59.050]   it
[00:02:59.050 --> 00:02:59.180]  's
[00:02:59.180 --> 00:02:59.450]   nice
[00:02:59.450 --> 00:02:59.580]   to
[00:02:59.580 --> 00:02:59.760]   be
[00:02:59.760 --> 00:03:00.110]   around
[00:03:00.110 --> 00:03:00.560]   people
[00:03:00.560 --> 00:03:00.710]   you
[00:03:00.710 --> 00:03:00.980]   know
[00:03:00.980 --> 00:03:01.310]   and
[00:03:01.310 --> 00:03:01.310]   it
[00:03:01.310 --> 00:03:01.700]  's
[00:03:01.700 --> 00:03:01.710]   nice
[00:03:01.710 --> 00:03:01.840]   to
[00:03:01.840 --> 00:03:01.970]   um
[00:03:01.970 --> 00:03:02.100]   it
[00:03:02.100 --> 00:03:02.250]  's
[00:03:02.250 --> 00:03:02.510]   also
[00:03:02.510 --> 00:03:02.770]   nice
[00:03:02.770 --> 00:03:02.900]   to
[00:03:02.900 --> 00:03:03.190]   just
[00:03:03.190 --> 00:03:03.250]   to
[00:03:03.250 --> 00:03:03.630]   get
[00:03:03.630 --> 00:03:03.640]   to
[00:03:03.640 --> 00:03:03.830]   ref
[00:03:03.830 --> 00:03:04.100]  ocus
[00:03:04.100 --> 00:03:04.300]  .
[00:03:04.300 --> 00:03:04.500]   The
[00:03:04.500 --> 00:03:04.770]   only
[00:03:04.770 --> 00:03:04.910]   uh
[00:03:04.910 --> 00:03:05.110]   the
[00:03:05.110 --> 00:03:05.370]   only
[00:03:05.370 --> 00:03:05.840]   problem
[00:03:05.840 --> 00:03:06.060]   is
[00:03:06.060 --> 00:03:06.100]   is
[00:03:06.100 --> 00:03:06.370]   that
[00:03:06.370 --> 00:03:06.500]   um
[00:03:06.500 --> 00:03:06.850]   maybe
[00:03:06.850 --> 00:03:06.900]   a
[00:03:06.900 --> 00:03:07.430]   couple
[00:03:07.430 --> 00:03:07.560]   of
[00:03:07.560 --> 00:03:07.770]   other
[00:03:07.770 --> 00:03:08.170]   things
[00:03:08.170 --> 00:03:08.300]   uh
[00:03:08.300 --> 00:03:08.610]   get
[00:03:08.610 --> 00:03:08.730]   get
[00:03:08.730 --> 00:03:09.030]   let
[00:03:09.030 --> 00:03:09.080]   go
[00:03:09.080 --> 00:03:09.260]   you
[00:03:09.260 --> 00:03:09.360]  ,
[00:03:09.360 --> 00:03:09.650]   know
[00:03:09.650 --> 00:03:09.900]   just
[00:03:09.900 --> 00:03:10.230]   like
[00:03:10.230 --> 00:03:10.260]   I
[00:03:10.260 --> 00:03:10.430]   don
[00:03:10.430 --> 00:03:10.430]  't
[00:03:10.430 --> 00:03:11.030]   know
[00:03:11.030 --> 00:03:11.170]   maybe
[00:03:11.170 --> 00:03:11.570]   paying
[00:03:11.570 --> 00:03:12.180]   attention
[00:03:12.180 --> 00:03:12.680]   to
[00:03:12.680 --> 00:03:13.270]   updating
[00:03:13.270 --> 00:03:13.300]   my
[00:03:13.300 --> 00:03:13.510]   bank
[00:03:13.510 --> 00:03:13.920]   account
[00:03:13.920 --> 00:03:14.370]   details
[00:03:14.370 --> 00:03:14.450]   or
[00:03:14.450 --> 00:03:15.010]   something
[00:03:15.010 --> 00:03:15.220]   like
[00:03:15.220 --> 00:03:15.680]   that
[00:03:15.680 --> 00:03:15.770]  .
[00:03:15.770 --> 00:03:15.930]   Like
[00:03:15.930 --> 00:03:16.060]   when
[00:03:16.060 --> 00:03:16.200]   you
[00:03:16.200 --> 00:03:16.330]  're
[00:03:16.330 --> 00:03:16.370]   w
[00:03:16.370 --> 00:03:16.580]   when
[00:03:16.580 --> 00:03:16.620]   I
[00:03:16.620 --> 00:03:16.700]  'm
[00:03:16.700 --> 00:03:16.790]   in
[00:03:16.790 --> 00:03:16.880]   an
[00:03:16.880 --> 00:03:17.420]   environment
[00:03:17.420 --> 00:03:17.620]   like
[00:03:17.620 --> 00:03:17.800]   this
[00:03:17.800 --> 00:03:17.930]   I
[00:03:17.930 --> 00:03:18.030]   just
[00:03:18.030 --> 00:03:18.320]   really
[00:03:18.320 --> 00:03:18.460]   get
[00:03:18.460 --> 00:03:18.750]   really
[00:03:18.750 --> 00:03:19.090]   focused
[00:03:19.090 --> 00:03:19.180]   on
[00:03:19.180 --> 00:03:19.320]   the
[00:03:19.320 --> 00:03:19.460]   one
[00:03:19.460 --> 00:03:19.650]   task
[00:03:19.650 --> 00:03:20.090]  .
[00:03:20.090 --> 00:03:20.310]   So
[00:03:20.310 --> 00:03:20.420]   then
[00:03:20.420 --> 00:03:20.590]   other
[00:03:20.590 --> 00:03:20.910]   tasks
[00:03:20.910 --> 00:03:21.100]   kind
[00:03:21.100 --> 00:03:21.200]   of
[00:03:21.200 --> 00:03:21.480]   maybe
[00:03:21.480 --> 00:03:21.700]   go
[00:03:21.700 --> 00:03:21.700]   to
[00:03:21.700 --> 00:03:22.000]   the
[00:03:22.000 --> 00:03:22.160]   waste
[00:03:22.160 --> 00:03:22.370]   load
[00:03:22.370 --> 00:03:23.040]  . [SPEAKER_TURN]
[00:03:23.300 --> 00:03:23.360]  
[00:03:23.360 --> 00:03:23.560]   Yeah
[00:03:23.560 --> 00:03:23.820]   that
[00:03:23.820 --> 00:03:23.940]  's
[00:03:23.940 --> 00:03:24.200]   true
[00:03:24.200 --> 00:03:24.390]  .
[00:03:24.390 --> 00:03:24.930]   Whenever
[00:03:24.930 --> 00:03:24.970]   I
[00:03:24.970 --> 00:03:25.140]   go
[00:03:25.140 --> 00:03:25.230]   up
[00:03:25.230 --> 00:03:25.360]   to
[00:03:25.360 --> 00:03:25.550]   San
[00:03:25.550 --> 00:03:26.130]   Francisco
[00:03:26.130 --> 00:03:26.260]   to
[00:03:26.260 --> 00:03:26.600]   work
[00:03:26.600 --> 00:03:26.780]   with
[00:03:26.780 --> 00:03:27.040]   Uber
[00:03:27.040 --> 00:03:27.100]   I
[00:03:27.100 --> 00:03:27.750]   everything
[00:03:27.750 --> 00:03:28.010]   that
[00:03:28.010 --> 00:03:28.270]   that
[00:03:28.270 --> 00:03:28.370]   I
[00:03:28.370 --> 00:03:28.460]   do
[00:03:28.460 --> 00:03:29.040]   other
[00:03:29.040 --> 00:03:29.100]   than
[00:03:29.100 --> 00:03:29.300]   Uber
[00:03:29.300 --> 00:03:29.560]   kind
[00:03:29.560 --> 00:03:29.690]   of
[00:03:29.690 --> 00:03:29.950]   gets
[00:03:29.950 --> 00:03:30.400]   ignored
[00:03:30.400 --> 00:03:30.590]  .
[00:03:30.590 --> 00:03:30.790]   You
[00:03:30.790 --> 00:03:31.040]   know
[00:03:31.040 --> 00:03:31.100]   I
[00:03:31.100 --> 00:03:31.160]   I
[00:03:31.160 --> 00:03:31.340]   don
[00:03:31.340 --> 00:03:31.580]  't
[00:03:31.580 --> 00:03:31.790]   reply
[00:03:31.790 --> 00:03:31.920]   to
[00:03:31.920 --> 00:03:32.180]   some
[00:03:32.180 --> 00:03:32.570]   emails
[00:03:32.570 --> 00:03:32.830]   very
[00:03:32.830 --> 00:03:33.280]   quickly
[00:03:33.280 --> 00:03:33.410]   or
[00:03:33.410 --> 00:03:33.590]   you
[00:03:33.590 --> 00:03:33.860]   know
[00:03:33.860 --> 00:03:33.990]   it
[00:03:33.990 --> 00:03:34.110]  's
[00:03:34.110 --> 00:03:34.370]   just
[00:03:34.370 --> 00:03:34.630]   hard
[00:03:34.630 --> 00:03:34.760]   to
[00:03:34.760 --> 00:03:35.020]   keep
[00:03:35.020 --> 00:03:35.150]   up
[00:03:35.150 --> 00:03:35.460]   with
[00:03:35.460 --> 00:03:36.050]   everything
[00:03:36.050 --> 00:03:36.330]  .
[00:03:36.330 --> 00:03:37.040]   Um [SPEAKER_TURN]
[00:03:37.040 --> 00:03:37.890]   Yeah
[00:03:37.890 --> 00:03:39.660]  . [SPEAKER_TURN]
[00:03:39.660 --> 00:03:39.770]   I
[00:03:39.770 --> 00:03:40.200]   mean
[00:03:40.200 --> 00:03:40.420]   do
[00:03:40.420 --> 00:03:40.750]   you
[00:03:40.750 --> 00:03:41.170]   feel
[00:03:41.170 --> 00:03:41.600]   like
[00:03:41.600 --> 00:03:42.020]   you
[00:03:42.020 --> 00:03:42.260]  're
[00:03:42.260 --> 00:03:42.800]   gonna
[00:03:42.800 --> 00:03:43.020]   do
[00:03:43.020 --> 00:03:43.350]   two
[00:03:43.350 --> 00:03:43.890]   weeks
[00:03:43.890 --> 00:03:45.200]   consistently
[00:03:45.200 --> 00:03:45.420]   or
[00:03:45.420 --> 00:03:45.640]   is
[00:03:45.640 --> 00:03:45.880]   it
[00:03:45.880 --> 00:03:46.980]   something
[00:03:46.980 --> 00:03:47.170]   you
[00:03:47.170 --> 00:03:47.490]  'll
[00:03:47.490 --> 00:03:47.950]   just
[00:03:47.950 --> 00:03:48.170]   do
[00:03:48.170 --> 00:03:49.110]   every
[00:03:49.110 --> 00:03:49.130]   once
[00:03:49.130 --> 00:03:49.330]   in
[00:03:49.330 --> 00:03:49.510]   a
[00:03:49.510 --> 00:03:49.980]   while
[00:03:49.980 --> 00:03:50.090]   '
[00:03:50.090 --> 00:03:50.630]  cause
[00:03:50.630 --> 00:03:50.960]   two
[00:03:50.960 --> 00:03:51.500]   weeks
[00:03:51.500 --> 00:03:51.720]   to
[00:03:51.720 --> 00:03:51.940]   me
[00:03:51.940 --> 00:03:52.750]   sounds
[00:03:52.750 --> 00:03:52.880]   like [SPEAKER_TURN]
[00:03:52.880 --> 00:03:52.880]  
[00:03:52.880 --> 00:03:53.090]   Once
[00:03:53.090 --> 00:03:53.120]   in
[00:03:53.120 --> 00:03:53.120]   a
[00:03:53.120 --> 00:03:53.290]   while
[00:03:53.290 --> 00:03:53.320]   I
[00:03:53.320 --> 00:03:53.660]   think
[00:03:53.660 --> 00:03:53.710]   every
[00:03:53.710 --> 00:03:53.800]   once
[00:03:53.800 --> 00:03:53.890]   in
[00:03:53.890 --> 00:03:53.900]   a
[00:03:53.900 --> 00:03:54.070]   while
[00:03:54.070 --> 00:03:54.500]  . [SPEAKER_TURN]
[00:03:54.500 --> 00:03:54.510]  
[00:03:54.510 --> 00:03:54.720]   Yeah
[00:03:54.720 --> 00:03:54.820]   '
[00:03:54.820 --> 00:03:55.110]  cause
[00:03:55.110 --> 00:03:55.210]   two
[00:03:55.210 --> 00:03:55.490]   weeks
[00:03:55.490 --> 00:03:55.620]   to
[00:03:55.620 --> 00:03:55.710]   me
[00:03:55.710 --> 00:03:56.110]   sounds
[00:03:56.110 --> 00:03:56.260]   like
[00:03:56.260 --> 00:03:56.490]   that
[00:03:56.490 --> 00:03:56.760]   would
[00:03:56.760 --> 00:03:56.880]   be
[00:03:56.880 --> 00:03:57.200]   turned
[00:03:57.200 --> 00:03:57.470]   into
[00:03:57.470 --> 00:03:57.620]   a
[00:03:57.620 --> 00:03:57.750]   grind
[00:03:57.750 --> 00:03:58.110]   really
[00:03:58.110 --> 00:03:58.470]   quickly
[00:03:58.470 --> 00:03:58.630]  .
[00:03:58.630 --> 00:03:58.680]   I
[00:03:58.680 --> 00:03:58.950]   know
[00:03:58.950 --> 00:03:59.000]   I
[00:03:59.000 --> 00:03:59.030]   I
[00:03:59.030 --> 00:03:59.160]   was
[00:03:59.160 --> 00:03:59.210]   a
[00:03:59.210 --> 00:03:59.430]   part
[00:03:59.430 --> 00:03:59.540]   of
[00:03:59.540 --> 00:03:59.590]   a
[00:03:59.590 --> 00:03:59.870]   start
[00:03:59.870 --> 00:03:59.920]  -
[00:03:59.920 --> 00:04:00.030]  up
[00:04:00.030 --> 00:04:00.170]   h
[00:04:00.170 --> 00:04:00.750]   quantitative
[00:04:00.750 --> 00:04:01.060]   hedge
[00:04:01.060 --> 00:04:01.250]   fund
[00:04:01.250 --> 00:04:01.470]   back
[00:04:01.470 --> 00:04:01.630]   in
[00:04:01.630 --> 00:04:01.740]   two
[00:04:01.740 --> 00:04:02.190]   thousand
[00:04:02.190 --> 00:04:02.580]   between
[00:04:02.580 --> 00:04:02.830]   two
[00:04:02.830 --> 00:04:03.190]   thousand
[00:04:03.190 --> 00:04:03.410]   what
[00:04:03.410 --> 00:04:03.570]   two
[00:04:03.570 --> 00:04:04.150]   thousand
[00:04:04.150 --> 00:04:04.180]   and
[00:04:04.180 --> 00:04:04.340]   two
[00:04:04.340 --> 00:04:04.790]   thousand
[00:04:04.790 --> 00:04:04.950]   and
[00:04:04.950 --> 00:04:05.100]   one
[00:04:05.100 --> 00:04:05.300]   two
[00:04:05.300 --> 00:04:05.720]   thousand
[00:04:05.720 --> 00:04:05.880]   two
[00:04:05.880 --> 00:04:06.140]   kind
[00:04:06.140 --> 00:04:06.210]   of
[00:04:06.210 --> 00:04:06.470]   thing
[00:04:06.470 --> 00:04:06.990]   time
[00:04:06.990 --> 00:04:06.990]   frame
[00:04:06.990 --> 00:04:07.630]  .
[00:04:07.630 --> 00:04:07.850]   And
[00:04:07.850 --> 00:04:07.890]   it
[00:04:07.890 --> 00:04:08.140]   got
[00:04:08.140 --> 00:04:08.290]   to
[00:04:08.290 --> 00:04:08.770]   the
[00:04:08.770 --> 00:04:08.960]   point
[00:04:08.960 --> 00:04:09.040]   I
[00:04:09.040 --> 00:04:09.450]   think
[00:04:09.450 --> 00:04:09.860]   there
[00:04:09.860 --> 00:04:10.020]  's
[00:04:10.020 --> 00:04:10.430]   about
[00:04:10.430 --> 00:04:10.840]   eight
[00:04:10.840 --> 00:04:11.330]   month
[00:04:11.330 --> 00:04:11.740]   period
[00:04:11.740 --> 00:04:12.040]   or
[00:04:12.040 --> 00:04:12.310]   maybe
[00:04:12.310 --> 00:04:12.390]   a
[00:04:12.390 --> 00:04:12.640]   ten
[00:04:12.640 --> 00:04:13.050]   month
[00:04:13.050 --> 00:04:13.490]   period
[00:04:13.490 --> 00:04:13.950]   where
[00:04:13.950 --> 00:04:14.340]   I
[00:04:14.340 --> 00:04:14.440]   would
[00:04:14.440 --> 00:04:14.520]   I
[00:04:14.520 --> 00:04:14.930]   would
[00:04:14.930 --> 00:04:15.090]   be
[00:04:15.090 --> 00:04:15.830]   in
[00:04:15.830 --> 00:04:15.830]   Chicago
[00:04:15.830 --> 00:04:16.070]   f
[00:04:16.070 --> 00:04:16.170]   uh
[00:04:16.170 --> 00:04:16.320]   for
[00:04:16.320 --> 00:04:16.810]   eleven
[00:04:16.810 --> 00:04:17.180]   days
[00:04:17.180 --> 00:04:17.390]   and
[00:04:17.390 --> 00:04:17.720]   back
[00:04:17.720 --> 00:04:18.050]   home
[00:04:18.050 --> 00:04:18.210]   in
[00:04:18.210 --> 00:04:18.870]   Pasadena
[00:04:18.870 --> 00:04:19.150]   for
[00:04:19.150 --> 00:04:19.590]   three
[00:04:19.590 --> 00:04:19.860]   days
[00:04:19.860 --> 00:04:20.480]  .
[00:04:20.480 --> 00:04:20.500]   And
[00:04:20.500 --> 00:04:20.530]   I
[00:04:20.530 --> 00:04:20.690]   did
[00:04:20.690 --> 00:04:20.800]   uh
[00:04:20.800 --> 00:04:20.950]   and
[00:04:20.950 --> 00:04:21.160]   over
[00:04:21.160 --> 00:04:21.350]   and
[00:04:21.350 --> 00:04:21.560]   over
[00:04:21.560 --> 00:04:21.900]   without
[00:04:21.900 --> 00:04:21.950]   a
[00:04:21.950 --> 00:04:22.230]   break
[00:04:22.230 --> 00:04:22.840]  . [SPEAKER_TURN]
[00:04:22.840 --> 00:04:23.320]   Eleven
[00:04:23.320 --> 00:04:23.720]   three
[00:04:23.720 --> 00:04:23.960]   huh
[00:04:23.960 --> 00:04:24.140]  , [SPEAKER_TURN]
[00:04:24.280 --> 00:04:24.330]  
[00:04:24.330 --> 00:04:24.650]   Eleven
[00:04:24.650 --> 00:04:24.960]   three
[00:04:24.960 --> 00:04:25.140]   and
[00:04:25.140 --> 00:04:25.320]   and
[00:04:25.320 --> 00:04:25.440]   uh
[00:04:25.440 --> 00:04:25.570]   ev
[00:04:25.570 --> 00:04:26.180]   eventually
[00:04:26.180 --> 00:04:26.430]   I
[00:04:26.430 --> 00:04:26.480]   just
[00:04:26.480 --> 00:04:26.540]   I
[00:04:26.540 --> 00:04:26.910]   couldn
[00:04:26.910 --> 00:04:27.070]  't
[00:04:27.070 --> 00:04:27.150]   do
[00:04:27.150 --> 00:04:27.270]   it
[00:04:27.270 --> 00:04:27.330]   I
[00:04:27.330 --> 00:04:27.510]  .
[00:04:27.510 --> 00:04:27.700]   just
[00:04:27.700 --> 00:04:27.920]   b
[00:04:27.920 --> 00:04:28.430]   completely
[00:04:28.430 --> 00:04:28.800]   burned
[00:04:28.800 --> 00:04:29.030]   out
[00:04:29.030 --> 00:04:29.160]  .
[00:04:29.160 --> 00:04:29.340]   And
[00:04:29.340 --> 00:04:29.580]   that
[00:04:29.580 --> 00:04:29.700]  's
[00:04:29.700 --> 00:04:29.940]   what
[00:04:29.940 --> 00:04:30.000]   I
[00:04:30.000 --> 00:04:30.180]   was
[00:04:30.180 --> 00:04:30.610]   warning
[00:04:30.610 --> 00:04:30.790]   you
[00:04:30.790 --> 00:04:31.100]   about
[00:04:31.100 --> 00:04:31.220]   uh
[00:04:31.220 --> 00:04:31.390]   you
[00:04:31.390 --> 00:04:31.640]   know
[00:04:31.640 --> 00:04:31.770]   is
[00:04:31.770 --> 00:04:32.000]   that
[00:04:32.000 --> 00:04:32.130]   it
[00:04:32.130 --> 00:04:32.240]  's
[00:04:32.240 --> 00:04:32.480]   just
[00:04:32.480 --> 00:04:32.660]   you
[00:04:32.660 --> 00:04:32.860]   know
[00:04:32.860 --> 00:04:33.020]   it
[00:04:33.020 --> 00:04:33.380]  's
[00:04:33.380 --> 00:04:33.390]   hard
[00:04:33.390 --> 00:04:33.500]   to
[00:04:33.500 --> 00:04:33.670]   it
[00:04:33.670 --> 00:04:33.740]  's
[00:04:33.740 --> 00:04:33.980]   hard
[00:04:33.980 --> 00:04:34.100]   to
[00:04:34.100 --> 00:04:34.590]   maintain
[00:04:34.590 --> 00:04:34.830]   that
[00:04:34.830 --> 00:04:35.070]   kind
[00:04:35.070 --> 00:04:35.190]   of
[00:04:35.190 --> 00:04:35.500]   thing
[00:04:35.500 --> 00:04:35.860]  .
[00:04:35.860 --> 00:04:35.880]   Now
[00:04:35.880 --> 00:04:35.920]   I
[00:04:35.920 --> 00:04:36.040]   go
[00:04:36.040 --> 00:04:36.160]   up
[00:04:36.160 --> 00:04:36.360]   and
[00:04:36.360 --> 00:04:36.520]   see
[00:04:36.520 --> 00:04:36.940]   you
[00:04:36.940 --> 00:04:36.940]   know
[00:04:36.940 --> 00:04:37.060]   or
[00:04:37.060 --> 00:04:37.510]   with
[00:04:37.510 --> 00:04:37.540]   Uber
[00:04:37.540 --> 00:04:37.720]   for
[00:04:37.720 --> 00:04:38.030]   three
[00:04:38.030 --> 00:04:38.280]   days
[00:04:38.280 --> 00:04:38.450]   out
[00:04:38.450 --> 00:04:38.570]   of
[00:04:38.570 --> 00:04:38.630]   a
[00:04:38.630 --> 00:04:38.800]   m
[00:04:38.800 --> 00:04:38.870]   are
[00:04:38.870 --> 00:04:39.250]   yeah
[00:04:39.250 --> 00:04:39.430]   about
[00:04:39.430 --> 00:04:39.680]   three
[00:04:39.680 --> 00:04:40.210]   days
[00:04:40.210 --> 00:04:40.250]   once
[00:04:40.250 --> 00:04:40.270]   a
[00:04:40.270 --> 00:04:40.580]   month
[00:04:40.580 --> 00:04:40.890]   which
[00:04:40.890 --> 00:04:41.450]   obviously
[00:04:41.450 --> 00:04:41.510]   i
[00:04:41.510 --> 00:04:41.820]   which
[00:04:41.820 --> 00:04:41.940]   is
[00:04:41.940 --> 00:04:42.180]   okay
[00:04:42.180 --> 00:04:42.360]   with
[00:04:42.360 --> 00:04:42.940]   Uber
[00:04:42.940 --> 00:04:43.090]   because
[00:04:43.090 --> 00:04:43.270]   you
[00:04:43.270 --> 00:04:43.510]   know
[00:04:43.510 --> 00:04:43.630]   it
[00:04:43.630 --> 00:04:43.750]  's
[00:04:43.750 --> 00:04:43.810]   a
[00:04:43.810 --> 00:04:44.170]   big
[00:04:44.170 --> 00:04:44.420]   company
[00:04:44.420 --> 00:04:44.640]   now
[00:04:44.640 --> 00:04:44.780]   and
[00:04:44.780 --> 00:04:44.900]   a
[00:04:44.900 --> 00:04:45.020]   lot
[00:04:45.020 --> 00:04:45.140]   of
[00:04:45.140 --> 00:04:45.510]   people
[00:04:45.510 --> 00:04:45.630]   it
[00:04:45.630 --> 00:04:46.000]   doesn
[00:04:46.000 --> 00:04:46.060]  't
[00:04:46.060 --> 00:04:46.330]   like
[00:04:46.330 --> 00:04:46.690]   all
[00:04:46.690 --> 00:04:46.850]   depend
[00:04:46.850 --> 00:04:46.970]   on
[00:04:46.970 --> 00:04:47.090]   me
[00:04:47.090 --> 00:04:47.210]   or
[00:04:47.210 --> 00:04:47.790]   something
[00:04:47.790 --> 00:04:48.010]   like
[00:04:48.010 --> 00:04:48.250]   when
[00:04:48.250 --> 00:04:48.430]   you
[00:04:48.430 --> 00:04:48.620]  're
[00:04:48.620 --> 00:04:48.680]   a
[00:04:48.680 --> 00:04:48.980]   start
[00:04:48.980 --> 00:04:49.040]  -
[00:04:49.040 --> 00:04:49.160]  up
[00:04:49.160 --> 00:04:49.530]   though
[00:04:49.530 --> 00:04:49.650]   it
[00:04:49.650 --> 00:04:49.770]  's
[00:04:49.770 --> 00:04:49.830]   a
[00:04:49.830 --> 00:04:50.220]   little
[00:04:50.220 --> 00:04:50.760]   different
[00:04:50.760 --> 00:04:52.140]  . [SPEAKER_TURN]
[00:04:52.900 --> 00:04:52.960]  
[00:04:52.960 --> 00:04:53.110]   Well
[00:04:53.110 --> 00:04:53.270]   the
[00:04:53.270 --> 00:04:53.430]   one
[00:04:53.430 --> 00:04:53.690]   issue
[00:04:53.690 --> 00:04:54.030]   with
[00:04:54.030 --> 00:04:54.290]   going
[00:04:54.290 --> 00:04:54.340]   for
[00:04:54.340 --> 00:04:54.530]   two
[00:04:54.530 --> 00:04:54.770]   weeks
[00:04:54.770 --> 00:04:54.870]   is
[00:04:54.870 --> 00:04:55.250]   because
[00:04:55.250 --> 00:04:55.310]   I
[00:04:55.310 --> 00:04:55.640]   stay
[00:04:55.640 --> 00:04:55.720]   with
[00:04:55.720 --> 00:04:55.990]   Matt
[00:04:55.990 --> 00:04:56.090]   and
[00:04:56.090 --> 00:04:56.250]   Add
[00:04:56.250 --> 00:04:56.300]  y
[00:04:56.300 --> 00:04:56.400]   in
[00:04:56.400 --> 00:04:56.670]   their
[00:04:56.670 --> 00:04:56.940]   house
[00:04:56.940 --> 00:04:57.100]  .
[00:04:57.100 --> 00:04:57.260]   You
[00:04:57.260 --> 00:04:57.630]   know
[00:04:57.630 --> 00:04:57.640]   two
[00:04:57.640 --> 00:04:57.900]   weeks
[00:04:57.900 --> 00:04:58.000]   is
[00:04:58.000 --> 00:04:58.250]   kind
[00:04:58.250 --> 00:04:58.310]   of
[00:04:58.310 --> 00:04:58.360]   a
[00:04:58.360 --> 00:04:58.600]   long
[00:04:58.600 --> 00:04:58.780]   time
[00:04:58.780 --> 00:04:58.940]   you
[00:04:58.940 --> 00:04:59.230]   begin
[00:04:59.230 --> 00:04:59.310]   to
[00:04:59.310 --> 00:04:59.520]   feel
[00:04:59.520 --> 00:04:59.750]   like
[00:04:59.750 --> 00:04:59.890]   you
[00:04:59.890 --> 00:05:00.050]  're
[00:05:00.050 --> 00:05:00.480]   imposing
[00:05:00.480 --> 00:05:01.320]  . [SPEAKER_TURN]
[00:05:01.320 --> 00:05:01.810]   Well
[00:05:01.810 --> 00:05:02.420]   you
[00:05:02.420 --> 00:05:02.700]   are
[00:05:02.700 --> 00:05:02.930]  .
[00:05:02.930 --> 00:05:03.050]   I
[00:05:03.050 --> 00:05:03.640]   mean
[00:05:03.640 --> 00:05:03.920]   you
[00:05:03.920 --> 00:05:04.290]   you
[00:05:04.290 --> 00:05:04.790]   know
[00:05:04.790 --> 00:05:04.910]   I
[00:05:04.910 --> 00:05:06.480]   mean [SPEAKER_TURN]
[00:05:06.480 --> 00:05:06.610]   Of
[00:05:06.610 --> 00:05:07.020]   course
[00:05:07.020 --> 00:05:07.280]   they
[00:05:07.280 --> 00:05:07.480]   say
[00:05:07.480 --> 00:05:07.750]   they
[00:05:07.750 --> 00:05:07.950]   don
[00:05:07.950 --> 00:05:08.080]  't
[00:05:08.080 --> 00:05:08.350]   mind
[00:05:08.350 --> 00:05:08.550]   but
[00:05:08.550 --> 00:05:08.700]   uh
[00:05:08.700 --> 00:05:08.740]   I
